Avg Threads Running,2,2,2,2.5,2.9,3.2,4.4,5.1000000000000005,5.444444444444445,5.875,6.428571428571429,7.166666666666666,8.2,8.5,9.333333333333334,11.5,9,14,13.5,12.333333333333334,12.333333333333334,12.333333333333334,12.333333333333334,12.333333333333334,12.333333333333334,12.333333333333334,12.333333333333334,11.5,10,19,19,19,19,19,19,19,19,19,19,85,85,85,85,85,85,85,85,85,85
Peak Threads Connected,2,2,2,7,7,7,14,14,14,14,14,14,14,14,14,14,9,14,14,14,14,14,14,14,14,14,14,13,10,19,19,19,19,19,19,19,19,19,19,85,85,85,85,85,85,85,85,85,85
Peak Threads Running,1,1,1,2,2,2,5,5,5,5,5,5,5,5,5,5,1,7,7,7,7,7,7,7,7,7,7,2,2,3,3,3,3,3,3,3,3,3,3,68,68,68,68,68,68,68,68,68,68
Questions,38.88888888888889,36.77777777777778,38.22222222222222,133,273.55555555555554,414.44444444444446,584.2222222222223,737,710.0217,713.4191999999999,718.9284666666666,727.26192,646.2711499999999,516.9801333333334,390.8091,229.51299999999998,248.76701680672272,343.8685450819672,303.45,303.45,303.45,303.45,303.45,303.45,270.4933401639344,161.5512
Threads Created,0,0,0,0,0.5555555555555556,0.5555555555555556,1.2222222222222223,1.2222222222222223,1.185525,1.197742857142857,1.2140333333333333,1.2368400000000002,1.27105,0.7243999999999999,0.7866,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,9,9,9,8.88888888888889,9.11111111111111,9,9,7.652025,6.8598,5.849433333333333,4.947360000000001,4.27535,3.3805333333333336,2.2287,1.4598,2.664495798319328,3.229610655737705,2.85,2.85,2.85,2.85,2.85,2.85,2.5404713114754096,1.2975999999999999
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.888888888888889,3.555555555555556,5.111111111111112,5.333333333333334,12.444444444444446,12.0708,12.195199999999998,12.361066666666666,12.593280000000002,12.017199999999999,9.658666666666667,8.6526,10.380799999999999,5.571218487394959,5.439344262295082,4.8,4.8,4.8,4.8,4.8,4.8,4.278688524590164,1.4598
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.444444444444446,28.22222222222222,29.333333333333336,29.77777777777778,28.666666666666668,30,29.444444444444446,29.111111111111114,24.249375,21.994914285714284,18.8727,15.291840000000002,13.1727,10.986733333333333,6.8172,4.5416,9.931302521008405,9.688831967213115,8.55,8.55,8.55,8.55,8.55,8.55,7.621413934426229,2.5951999999999997
Sort Rows,73,73,73,73,73,81.11111111111111,81.11111111111111,73,55.073024999999994,55.64059999999999,40.283833333333334,32.832480000000004,33.7406,26.4406,9.5703,0,35.36512605042017,37.22551229508197,32.85,32.85,32.85,32.85,32.85,32.85,29.282274590163933,11.840599999999998
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table_open_cache_hits,285.77777777777777,283.33333333333337,285.33333333333337,472.11111111111114,748.2222222222223,1023.4444444444446,1355.2222222222222,1651,1569.6351,1555.6501999999998,1544.9125999999999,1540.428,1358.868,1084.3060666666665,816.0975,479.1388,529.7502100840336,736.18125,649.65,649.65,649.65,649.65,649.65,649.65,579.09375,347.7568
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,1,1,1,1,1.1111111111111112,1.1111111111111112,1,0.754425,0.7621999999999999,0.5518333333333333,0.44976000000000005,0.4622,0.36219999999999997,0.1311,0,0.4844537815126051,0.509938524590164,0.45,0.45,0.45,0.45,0.45,0.45,0.4011270491803279,0.16219999999999998
Slow Queries,3.7777777777777777,3.666666666666667,3.8888888888888893,8.222222222222223,13,16.444444444444446,19.11111111111111,21.88888888888889,20.585024999999998,20.5794,20.41783333333333,20.12676,16.06145,11.107466666666667,7.472700000000001,4.703799999999999,4.602310924369748,6.119262295081968,5.4,5.4,5.4,5.4,5.4,5.4,4.813524590163935,2.7573999999999996
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.777777777777786,56.333333333333336,58.333333333333336,160.55555555555557,307,454,627.5555555555555,784.1111111111111,753.1317,755.4490857142856,758.9915666666666,765.26664,676.3141499999999,539.5572666666667,405.4923,238.92059999999998,263.54285714285714,363.0762295081967,320.4,320.4,320.4,320.4,320.4,320.4,285.6024590163934,169.98559999999998
Table Locks Waited,0,0,0,1.777777777777778,5.222222222222222,7.777777777777779,12.444444444444446,16.555555555555557,16.058474999999998,16.223971428571424,16.444633333333332,16.75356,15.36815,12.314800000000002,10.3569,6.001399999999999,3.875630252100841,6.2892418032786885,5.55,5.55,5.55,5.55,5.55,5.55,4.947233606557377,3.4061999999999997
bytes_received_rate,12510.111111111111,12128.777777777777,12446.333333333334,24413.555555555555,41895.11111111111,59675.777777777774,80923.11111111111,98817.88888888889,94020.215625,94023.68537142857,93656.04966666666,93950.81616000002,83221.65209999999,66330.53113333334,49409.2302,28219.069399999997,33902.80231092437,45709.52950819673,40336.8,40336.8,40336.8,40336.8,40336.8,40336.8,35955.95901639344,20915.5278
bytes_sent_rate,174320.33333333334,165062.77777777778,171387.55555555556,203410.77777777778,216607.33333333334,263539.8888888889,292275.6666666667,316166.55555555556,287130.382875,275175.32382857136,257048.82279999997,235970.96916,203707.717,171431.91613333335,114734.52479999998,70756.8304,113059.15903361347,133889.96895491803,118152.45,118152.45,118152.45,118152.45,118152.45,118152.45,105320.31915983607,52055.4948
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27.555555555555554,26.111111111111114,27.333333333333336,69.88888888888889,130.11111111111111,195.33333333333334,276.11111111111114,337.77777777777777,324.079425,324.8060857142857,326.13349999999997,328.66212,291.53265,235.43,175.4118,94.72479999999999,107.06428571428573,149.7519467213115,132.15,132.15,132.15,132.15,132.15,132.15,117.79764344262294,71.2058
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998,0.24222689075630255,0.3399590163934426,0.3,0.3,0.3,0.3,0.3,0.3,0.26741803278688525,0.16219999999999998
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
