Avg Threads Running,1,1,1.4,2.2,3.2,3.5,4.5,4.888888888888889,5.375,6,6.833333333333333,8,8.75,8.666666666666666,7.5,11,27,27,27,27,27,27,27,27,27,27,39,50.5,69,89.5,110.80000000000001,133.5,150.57142857142858,163.375,173.33333333333334,181.3,202.7,221.8,236.5,246.7,252.4,253,253,253,253,253,253,236.8,235,232.75,229.85714285714286,226,220.6,212.5,199,172,91,24,22.5,20.333333333333332,20.5,19.4,18.833333333333332,18.285714285714285,18,17.555555555555557,17.900000000000002,17.300000000000004,18.2,18.444444444444443,18.555555555555557,20.22222222222222,20.75,21.571428571428573,22.5,24.2,25,27.333333333333336,26,26,30,46,46,46,46,46
Peak Threads Connected,1,1,5,9,11,11,11,11,11,11,11,11,11,11,11,11,27,27,27,27,27,27,27,27,27,27,39,62,106,151,196,247,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,91,24,24,24,24,24,24,24,24,24,24,21,30,30,30,30,30,30,30,30,30,30,30,30,30,46,46,46,46,46
Peak Threads Running,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,18,51,97,138,185,238,247,247,248,248,248,248,251,251,251,252,252,252,252,252,252,252,252,252,252,252,252,252,252,248,76,14,14,14,14,14,14,14,14,14,14,12,13,13,13,13,13,13,13,13,13,13,12,12,12,23,23,23,23,23
Questions,38.55555555555556,38,45.77777777777778,194,321,446.88888888888886,628.1111111111111,604.509975,605.4045714285714,610.4380333333332,618.4200000000001,621.54345,485.34800000000007,370.22639999999996,269.9008,152.11848739495798,188.67725409836066,236.1580623306233,286.1380566801619,327.8834491114701,333.3133064516129,327.3377404241328,325.60050301810867,316.130473637176,248.44444444444443,199.22222222222223,169,135,136.11111111111111,165.07442790491,208.77777777777777,237.55555555555557,235.11111111111114,235.77777777777777,237.66666666666669,455.33333333333337,419.56807499999996,374.5668571428571,335.3972935422919,294.5928,267.8449,275.9964,294.4506,355.21799999999996,260.60622406639004,361.64068228105907,472.0842998426613,572.3943617558023,691.0390989541431,778.3228537894031,891.6626241076558,995.8959944751381,1052.6550647032575,1055.111111111111,1071.6666666666667,921.3699127906975,1076.5486725663718,1077.0685053380782,954.1037857142858,843.0735428571428,740.8764333333332,651.5948599999999,542.0770666666667,429.66293333333334,224.4,187.23375
Threads Created,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0.36219999999999997,0,0,4.360084033613446,10.538729508196722,15.665785907859078,20.47692307692308,25.92923263327948,25.724697580645163,25.032414104882456,24.513870724346077,23.346738159070597,21.22222222222222,16.333333333333336,11.333333333333334,7.111111111111112,4.333333333333334,5.998666962897134,8.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,10.222222222222223,9.160875,6.424257142857142,4.195226186506614,2.02392,0,0,0,0,0,0,0.14620139357158915,0.5385973763874874,0.5099919549477072,0.4922199865861837,0.4790022154755067,0.5863730537418382,0.6693440428380187,0.888888888888889,1.6666666666666667,1.5092054263565888,1.5486725663716814,2.4466192170818504,2.3906928571428567,2.42167619047619,2.3526999999999996,2.2988,2.1549,1.4197333333333333,1.6,1.335
Created Tmp Disk Tables,9.11111111111111,9,9,9,9,8.88888888888889,9.222222222222223,7.8675749999999995,6.8598,5.9597999999999995,5.28468,4.1598,3.501266666666667,2.3598,1.7841999999999998,1.9378151260504204,2.8896516393442626,3.8066395663956643,4.580364372469636,5.492399030694669,6.523487903225806,7.306111293769521,8.327678571428573,9.048257372654154,9.11111111111111,8.88888888888889,9.11111111111111,9,9.222222222222223,8.886914019106865,9.222222222222223,9,8.88888888888889,8.777777777777779,9.222222222222223,9,7.975350000000001,6.8598,6.182438590641325,5.059800000000001,4.27535,3.3805333333333336,2.622,1.4598,2.1697095435684646,2.884979633401222,3.801236232861318,4.712727043390515,5.737409493161706,6.398859825620389,7.424534339870354,8.443771973882471,8.813029897367247,8.777777777777779,9,7.761627906976743,8.849557522123893,8.7855871886121,7.824085714285713,6.8247238095238085,5.825733333333333,5.1723,4.3098,3.3557333333333332,1.8,1.5018749999999998
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.8888888888888888,4,5.777777777777778,9.777777777777779,9.4842,9.581942857142856,9.712266666666666,9.894720000000001,10.1684,8.572066666666668,6.8172,5.8392,0.7266806722689076,0.509938524590164,0.7320460704607046,0.673582995951417,1.2773021001615508,1.2308467741935485,1.1977231629130363,1.1729124748490947,1.1170688114387846,0.7777777777777779,0.7777777777777779,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.8886914019106864,1,1,1,1,1,8.555555555555555,8.1909,7.730885714285714,7.6176475491830615,7.645920000000001,7.8574,8.209866666666667,8.9148,11.029599999999999,8.919917012448133,7.806415478615071,10.672701730726008,11.71449293642785,14.407272727272726,14.88965459423206,16.88482809551161,20.288507659467605,21.19589468987059,18.22222222222222,21.22222222222222,17.679263565891468,21.349557522123895,20.90747330960854,19.560214285714284,17.612190476190474,14.340266666666665,12.75834,11.971666666666668,8.260266666666666,4.2,3.5043749999999996
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.666666666666668,29,27.888888888888893,29.22222222222222,28.555555555555554,28.666666666666668,29.888888888888893,25.4349,21.66825714285714,19.314166666666665,17.31576,14.21265,11.348933333333333,7.3416,6.001399999999999,4.360084033613446,8.328995901639344,11.859146341463415,14.279959514170042,17.11584814216478,21.662903225806453,22.996284727930295,26.15594818913481,29.378909740840033,30.444444444444446,28.888888888888893,29.77777777777778,28.888888888888893,30.22222222222222,27.77160630970895,30.555555555555554,29.888888888888893,28.111111111111114,28,30.666666666666668,28.666666666666668,25.973775,21.886028571428568,19.98252473046571,15.7416,13.28825,10.986733333333333,8.2593,3.5683999999999996,5.303734439834025,7.636710794297352,10.672701730726008,13.464934409687185,18.104714400643605,19.196579476861167,23.111856896693197,26.73861125062782,27.10843373493976,27.77777777777778,29.22222222222222,25.333091085271313,28.982300884955748,27.468861209964416,25.319610714285712,21.57493333333333,18.037366666666664,16.78124,14.00685,10.4544,5.4,4.505625
Sort Rows,72.22222222222223,65,65,65,65,57.777777777777786,72.22222222222223,63.048375,49.54299999999999,43.04299999999999,43.851600000000005,30.043,31.390666666666668,17.043,21.086,0,22.09733606557377,19.03319783197832,26.269736842105267,33.209854604200316,40.00252016129032,46.71120335360841,53.36751760563381,65.34852546916889,72.22222222222223,57.777777777777786,72.22222222222223,65,72.22222222222223,64.98555876471895,72.22222222222223,72.22222222222223,57.777777777777786,57.777777777777786,72.33333333333334,65.22222222222223,63.26392499999999,49.760771428571424,50.45311492719795,36.767880000000005,30.274099999999997,31.632133333333336,25.8267,10.7052,15.911203319502073,11.20050916496945,28.947875927174653,26.660570131180627,42.07433628318584,40.60814889336016,47.42121933207516,61.920994475138116,58.90227576974564,58.66666666666667,66,49.80377906976743,65.70796460176992,58.718861209964416,57.37662857142857,50.85519999999999,36.97099999999999,37.9302,31.605200000000004,25.5552,13.2,11.01375
