Avg Threads Running,1,1,2,2.6,3.3,4.1,4.5,5.1000000000000005,5.6,5.8999999999999995,6.3,6.7,6.1,6.4,6.1,5.700000000000001,5.800000000000001,5.9,6.300000000000001,6.3999999999999995,6.5,6.5,6.4,5.9,5.699999999999999,5.6,5.6,5.699999999999999,5.2,5.2,5.199999999999999,5.3,5.200000000000001,5.4,5.800000000000001,5.9,5.9,5.8,6.4,7,6.8999999999999995,6.5,6.5,6.3,6,5.8999999999999995,5.800000000000001,5.8999999999999995,5.699999999999999,5.1,5.1,5.3,5.6,6,6,6,5.9,5.8,6.1,6.5,6.9,6.8,6.9,10.3,11.6,12.5,13.2,13.8,14.299999999999999,14.6,14.8,16,17,14.4,14.2,14.200000000000001,14.4,14.8,15.1,15.299999999999999,15.700000000000001,15.8,15.399999999999999,15.5,14.4,13.8,12.9,12,10.599999999999998,9.6,8.7,8.200000000000001,7.7,6.555555555555555,8,8.125,8.714285714285715,10.428571428571429,11.166666666666666,12.166666666666666,12,12.2,13.25,13.25,12,12,11,7.666666666666666,7.666666666666666,6.5,8,8,8,9,8.333333333333334,7.25,7.5,7.6,7.5,7.142857142857143,6.75
Peak Threads Connected,1,1,11,11,11,11,11,11,11,11,11,11,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,8,11,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,12,12,12,12,12,43,43,43,43,43,43,43,43,43,43,17,17,17,17,18,20,20,20,20,20,20,20,20,20,20,18,18,18,18,18,11,17,17,17,21,21,21,21,21,21,21,21,21,21,10,10,8,8,8,8,10,10,10,10,10,10,10,10
Peak Threads Running,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,2,4,4,4,4,4,24,24,24,24,24,24,24,24,24,24,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,2,2,2,2,7,7,7,7,7,7,7,7,7,7,2,2,2,1,1,1,3,3,3,3,3,3,3,3
Questions,39.44444444444444,38,97.55555555555556,208.66666666666669,333.77777777777777,494.33333333333337,580,679.8888888888889,806.2222222222223,939.3333333333334,1040.6666666666667,1089.6666666666667,1097.111111111111,1070.111111111111,1054.5555555555557,1082.888888888889,1124.3333333333335,1125.4444444444446,1126.111111111111,1139.7777777777778,1151.3333333333335,1163.5555555555557,1178.5555555555557,1126.888888888889,1124.4444444444446,1094.6666666666667,1131.111111111111,1089.6666666666667,1096.888888888889,1089,1055.6666666666667,1070.5555555555557,1076.888888888889,1050.2222222222222,1067.7777777777778,1037.6666666666667,1046.3333333333335,1037.6666666666667,1041.6666666666667,1078.7777777777778,1076.3333333333335,1097.888888888889,1139.2222222222222,1113.111111111111,1091.4444444444446,1149.111111111111,1166.888888888889,1179.5555555555557,1166.3333333333335,1162.111111111111,1153.111111111111,1151.888888888889,1174.4444444444446,1189.6666666666667,1180,1183.7777777777778,1186.4444444444446,1201.6666666666667,1197.888888888889,1192.888888888889,1156.2222222222222,1182.4444444444446,1160.5555555555557,1121.111111111111,1146.2222222222222,1131.888888888889,1126.4444444444446,1107.4444444444446,1122.7777777777778,1180.5555555555557,1152.7777777777778,1159.5555555555557,1186,1129.7777777777778,1129.2222222222222,1134.3333333333335,1158.888888888889,1179.7777777777778,1148,1164.7777777777778,1185.6666666666667,1175,1191.4444444444446,1204.2222222222222,1204.6666666666667,1204.3333333333335,1165.4444444444446,1161.3333333333335,1124.3333333333335,1131.6666666666667,1124.888888888889,1160.4444444444446,1154.7777777777778,983.877975,1147.6882137709279,1017.7493078937523,915.5745096642447,1213.660051003437,1074.6200823045267,1198.8686779059449,1155,1153.125,933.5097280276432,818.5289555815638,493.8,537.5037571284804,1172.6666666666667,1182.6360131372269,1182.6360131372269,1206.5127097524505,1172.6649528706084,1159.0026312492168,1147.6450283932747,470.1312353138637,570.2900540336768,644.552018477606,750.5332037129955,871.5867602808424
Threads Created,0,0,1.1111111111111112,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.2222222222222223,0.11111111111111112,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.666666666666667,3.7777777777777777,3.7777777777777777,3.7777777777777777,3.7777777777777777,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.323325,0.8870162989244926,0.8693139507954323,0.8805717813553688,2.2175407473112316,2.007384960718294,1.9964507542147296,1.8888888888888888,2.125,1.6289249289416485,1.4282895836816585,0,0,3.666666666666667,4.712266171640725,4.712266171640725,5.482638312011962,3.2847757783490428,2.881844380403458,2.560962030954237,0,0,0,0,0
Created Tmp Disk Tables,9.222222222222223,9.11111111111111,8.88888888888889,9,9,9,8.88888888888889,8.88888888888889,8.777777777777779,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,9,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,9,8.88888888888889,9.222222222222223,9.11111111111111,9,9.222222222222223,9,9,9.11111111111111,9.11111111111111,9,8.88888888888889,8.88888888888889,9,8.777777777777779,8.88888888888889,8.88888888888889,9,8.88888888888889,9.11111111111111,9,9.11111111111111,9,9.222222222222223,9.11111111111111,9.11111111111111,8.777777777777779,9,9,8.88888888888889,8.777777777777779,9,8.88888888888889,9,9,9.222222222222223,8.88888888888889,9.11111111111111,9.11111111111111,9,9,8.88888888888889,8.777777777777779,8.88888888888889,9,9.11111111111111,8.88888888888889,8.88888888888889,9,9.222222222222223,9,9,9.11111111111111,9,9,8.88888888888889,9.222222222222223,9,8.777777777777779,9.11111111111111,9.222222222222223,8.777777777777779,9,9.11111111111111,9,8.88888888888889,9.222222222222223,9,9,8.88888888888889,9.222222222222223,9,8.777777777777779,9.11111111111111,9.11111111111111,7.7598,9.09191706397605,7.823825557158891,6.934502778173529,8.981040026610488,8.029539842873175,9.094942324755989,9.11111111111111,9,7.465905924315889,6.546327258540936,4.05,4.408445152633345,9,9.138940454091102,9.138940454091102,8.971589965110484,8.997429305912597,8.770830722967046,8.90769402071039,3.6534911043974487,4.844370444835386,5.743532837919262,6.519957350727546,7.422854277117064
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.2073111111111112,4.719488888888889,8.231666666666667,12.182866666666667,12.292622222222224,12.731644444444445,15.914555555555557,17.012111111111114,17.56088888888889,19.77777777777778,16.666666666666668,15.777777777777777,15.555555555555557,18.11111111111111,20.666666666666668,19,20.22222222222222,22.22222222222222,22.555555555555557,23.11111111111111,21.666666666666668,18.11111111111111,16.88888888888889,15.11111111111111,16.333333333333336,14.777777777777777,12.333333333333334,11.222222222222223,12,13.88888888888889,14.88888888888889,14.88888888888889,15.11111111111111,17.11111111111111,20.22222222222222,22.666666666666668,20.555555555555557,19,17.88888888888889,19.88888888888889,22.555555555555557,21.88888888888889,19.22222222222222,18.77777777777778,18.77777777777778,21.11111111111111,23.88888888888889,24.666666666666668,23.77777777777778,20.77777777777778,21.333333333333336,24.11111111111111,24.333333333333336,24.77777777777778,24.555555555555557,22.555555555555557,21.22222222222222,20.22222222222222,20.666666666666668,21.666666666666668,18.77777777777778,16.666666666666668,15.666666666666668,17.444444444444446,17.77777777777778,16.333333333333336,16.22222222222222,18.444444444444446,16.88888888888889,15,15,13.11111111111111,10,10.11111111111111,11.555555555555555,15.444444444444446,15.333333333333334,16.77777777777778,17.77777777777778,18.666666666666668,20.11111111111111,19.88888888888889,18.555555555555557,17.22222222222222,12.444444444444446,10.11111111111111,9.222222222222223,10.444444444444445,9.444444444444445,12.88888888888889,15.222222222222223,14.6574,16.409801530103117,15.756315358167209,14.639505865033007,23.83856303359574,21.635149021074945,27.062999112688555,23.77777777777778,23.125,23.347923981496965,20.472150699437105,11.7,12.735508218718552,27.666666666666668,26.560045694702268,26.560045694702268,28.410034889516528,22.279348757497857,19.797017917554193,18.03808039193854,3.507351460221551,4.171541216386027,6.254069090178751,7.627119919719017,8.02147155752973
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.111111111111114,29,27.333333333333336,28.444444444444446,28.666666666666668,28.444444444444446,27.888888888888893,29.22222222222222,27.444444444444446,28.111111111111114,29.555555555555554,28.77777777777778,29,29,29.111111111111114,28.77777777777778,29,30.333333333333336,29.888888888888893,28.666666666666668,30,29.77777777777778,29.666666666666668,29.666666666666668,29.22222222222222,29,28.77777777777778,28.555555555555554,28.666666666666668,28.555555555555554,28.444444444444446,28.444444444444446,28.77777777777778,29,28.444444444444446,29.22222222222222,28.888888888888893,29.111111111111114,29.111111111111114,28.77777777777778,29.22222222222222,29,29.77777777777778,29.22222222222222,28,29.333333333333336,28.666666666666668,28.444444444444446,28.666666666666668,29.22222222222222,28.555555555555554,28.555555555555554,29.333333333333336,29.444444444444446,28.333333333333336,29.77777777777778,29.22222222222222,28.444444444444446,28.444444444444446,28.77777777777778,27.555555555555554,28.333333333333336,29.888888888888893,30.666666666666668,29.444444444444446,30.111111111111114,29.666666666666668,31.555555555555554,29.77777777777778,29.77777777777778,30.666666666666668,28.666666666666668,28.888888888888893,28.444444444444446,29.77777777777778,29.333333333333336,27.77777777777778,29.666666666666668,30.666666666666668,27.77777777777778,29.111111111111114,29,29.333333333333336,29,29.555555555555554,28.444444444444446,29.111111111111114,28.333333333333336,30.111111111111114,28.888888888888893,28,28.77777777777778,29.22222222222222,25.758225,29.271537864508257,24.775447597669817,21.684080115875958,29.04978378977713,26.653611422870675,30.057675244010646,30.666666666666668,29.375,25.655567630830966,22.495560942986124,13.95,15.184644414625964,28.555555555555554,28.70198486362987,28.70198486362987,27.247051005150354,29.991431019708653,28.317253477007892,28.504620866273246,11.545031889895938,15.205940562955515,19.017475396666,20.913070747616658,22.627733199598794
Sort Rows,0,0,3.731688888888889,8.451177777777778,8.451177777777778,18.54868888888889,18.54868888888889,23.597444444444445,28.6462,33.69495555555555,43.79246666666667,40.55555555555556,46,46,40.88888888888889,51.111111111111114,51.111111111111114,46,46,40.88888888888889,51.111111111111114,46,46,51.111111111111114,46,46,51.111111111111114,51.111111111111114,46,46,40.88888888888889,46,40.88888888888889,40.88888888888889,40.88888888888889,46,40.88888888888889,51.111111111111114,40.88888888888889,51.111111111111114,46,51.111111111111114,51.111111111111114,51.111111111111114,40.88888888888889,46,46,46,40.88888888888889,46,40.88888888888889,46,46,51.111111111111114,46,46,51.111111111111114,46,46,46,40.88888888888889,46,46,46,40.88888888888889,40.88888888888889,46,51.111111111111114,46,46,46,46,46,46,51.111111111111114,46,40.88888888888889,46,51.111111111111114,40.88888888888889,46,51.22222222222223,46.111111111111114,46.333333333333336,51.55555555555556,46.44444444444444,51.777777777777786,41.55555555555556,52,47,41.77777777777778,52.22222222222223,47,40.523399999999995,46.90098680563255,35.75053622646215,36.21351450823954,46.90098680563255,41.93204140167103,46.91659272404614,47,47,44.65969180181686,39.15893941927214,21.15,23.02188024152969,47,53.69127516778523,53.69127516778523,46.85163648446586,46.98657526421023,41.22290439794512,41.86616189733883,13.73712655253441,25.2983789896959,29.99400482024503,34.691093828399396,33.76201461527439
