Avg Threads Running,1,1,1.4,1.7,2.5,3.5999999999999996,4,4.6,5.2,5.666666666666668,6.25,10,10.714285714285715,11.833333333333334,12.4,12.5,15,19,31,31,31,36,36,32,32,32,32,32,32,29.333333333333336,29.333333333333336,26,26,24,24,24,24,24,24,307,305.5,304,303,302.6,302.33333333333337,302.14285714285717,301.875,301.6666666666667,301.5,300.8,300.40000000000003,300.29999999999995,300.2,300,299.8,299.6,299.5,299.4000000000001,299.29999999999995,299.1,298.7,298.3,282.2,280.33333333333326,278,275,271,265.4
Peak Threads Connected,1,1,5,5,9,12,12,12,12,12,12,31,31,31,31,31,31,31,31,31,31,36,36,36,36,36,36,36,36,36,36,28,28,24,24,24,24,24,24,307,307,307,307,307,307,307,307,307,307,304,301,301,301,301,301,300,300,300,300,300,300,299,299,299,299,299,299,299
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,12,12,13,13,15,15,15,15,15,15,15,15,15,15,6,6,6,6,6,6,73,92,99,103,103,103,103,105,105,105,106,106,106,106,106,106,106,106,106,106,105,91,85,85,85,85,85,85,85
Questions,39.55555555555556,37.111111111111114,52.11111111111111,190.33333333333334,329.11111111111114,469.11111111111114,620.2222222222223,761.7777777777778,916.1111111111111,883.8627749999999,889.3785142857141,1288.3890981608688,1136.7629122020103,1010.9910162254484,887.1072436110187,758.2717800769332,647.5772727272727,557.1327495042962,446.7453811206462,563.2521958606765,461.6,461.6,461.6,597.3886925795053,1149.7433329159885,1149.7433329159885,1144.6886446886447,1144.6886446886447,185.96823770491804,161.13097165991903,162.54032258064518,158.6727615694165,158.91764469453375,158.33373493975904,160.6761385976409,164.16123370110333,161.87611408199646,81.22222222222223,66.55555555555556,56.55555555555556,57.44444444444444,54.44444444444444,54.333333333333336,52.777777777777786,52.22222222222223,51,49.777777777777786,69.77777777777779,79.33333333333334,76.88888888888889,178.77777777777777,168.9912,166.2684857142857,162.68046666666663,161.01408,160.6145
Threads Created,0,0,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,2.991358298249502,2.9660416147520556,3.016883005977797,2.977638566213076,2.9773511075739485,3.2007575757575757,3.8507931262392594,0,0,0,0,0,0,3.5056967572305,3.5056967572305,4.662004662004662,4.662004662004662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2222222222222223,2.1555,2.1777142857142855,2.207333333333333,2.2488,2.311
Created Tmp Disk Tables,9.222222222222223,9,9.222222222222223,9.11111111111111,8.88888888888889,8.88888888888889,9,9.11111111111111,8.88888888888889,7.652025,6.750914285714285,8.86328384666519,7.799590912866518,7.03939368061486,6.184326252904081,5.478326037936065,4.609090909090909,4.1588565763384,3.290585562847047,4.148738011105502,3.4,3.4,3.4,4.40017667844523,8.76424189307625,8.76424189307625,8.824508824508824,8.824508824508824,1.6797131147540985,2.8803643724696357,3.6542338709677415,4.844969818913481,5.744011254019293,6.520348058902276,7.423189711664482,8.325319709127383,9.024064171122996,9.11111111111111,9,9.222222222222223,8.88888888888889,8.88888888888889,9,9,9.11111111111111,8.88888888888889,9,8.88888888888889,8.88888888888889,9,9,7.7598,6.8598,5.849433333333333,5.059800000000001,4.1598
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,3.444444444444444,7.444444444444445,8.333333333333334,9.11111111111111,12,12.555555555555555,12.178574999999999,12.304085714285714,18.391313981830272,14.940061466899243,11.17364076288073,10.53625954198473,10.122993765751424,7.553787878787878,8.3177131526768,5.0326602725896015,6.345128722867239,5.2,5.2,5.2,6.729681978798586,20.282959809690745,20.282959809690745,22.644022644022645,22.644022644022645,5.998975409836065,4.23582995951417,3.800403225806451,3.4991448692152916,3.3187620578778136,3.198661311914324,3.1129505242463957,3.048708625877633,2.896613190730838,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.111111111111114,28.444444444444446,30.444444444444446,30,28.666666666666668,28,28.888888888888893,29.111111111111114,28.666666666666668,24.033825,21.559371428571428,27.365388876578777,24.387453276850234,21.90033589524623,19.46917524062396,17.625918556837775,15.107575757575756,12.784633179114342,10.839575971731449,13.666431095406361,11.2,11.2,11.2,14.49469964664311,28.921998247151624,28.921998247151624,29.13752913752914,29.13752913752914,4.55922131147541,9.318825910931174,11.547379032258064,15.611569416498995,19.657282958199357,21.03734939759036,23.706315530799476,27.321119608826486,28.6319073083779,29.333333333333336,28.333333333333336,30.444444444444446,29.22222222222222,27.77777777777778,28.666666666666668,28.888888888888893,29.111111111111114,29.555555555555554,29.111111111111114,29.111111111111114,27.77777777777778,28,29.22222222222222,25.65045,22.757114285714284,18.983066666666666,16.19136,14.097100000000001
Sort Rows,51.111111111111114,46,51.111111111111114,51.111111111111114,46,40.88888888888889,46,46,40.88888888888889,34.70355,30.05245714285714,40.77110569465988,35.37279259074674,30.839248505550813,31.608778625954194,27.391630189680324,23.557575757575755,21.256378056840713,8.903937405350835,11.225996971226653,9.2,9.2,9.2,11.90636042402827,40.31551270815074,40.31551270815074,45.95404595404595,45.95404595404595,0,7.793927125506073,13.44758064516129,24.76317907444668,29.358279742765273,33.95502008032128,33.04516710353866,43.150952858575735,46.122994652406426,51.111111111111114,46,51.111111111111114,46,40.88888888888889,40.88888888888889,46,46,40.88888888888889,40.88888888888889,46,40.88888888888889,40.88888888888889,46,39.661199999999994,35.0612,25.38433333333333,25.861200000000004,21.2612
