Avg Threads Running,1,1,1.4,1.9,2.3,2.7,3.2,3.6,4,4.3999999999999995,5.1,6.6000000000000005,6.700000000000001,6.7,6.888888888888889,7.125,7.2857142857142865,7.666666666666667,8.2,9,11,12.75,15,19.5,19.5,19.5,19.5,19.5,19.5,19.5,23,28,28,28,28,28,28,25,25,25,25,20,20,23,23,21.75,21.4,20,20,20,20,20.5,20.5,17.666666666666668,17.666666666666668,17.5,15,55,55,55,55,55,55,55,55,55,55,21,21,21,21,21,21,21,21
Peak Threads Connected,1,1,5,6,6,6,6,6,6,6,8,16,16,16,16,16,16,16,16,16,16,23,23,23,23,23,23,23,23,23,23,28,28,28,28,28,28,28,28,28,28,22,22,29,29,29,29,29,29,29,29,29,29,20,20,20,15,55,55,55,55,55,55,55,55,55,55,21,21,21,21,21,21,21,21
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,12,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,2,2,2,1,32,32,32,32,32,32,32,32,32,32,6,6,6,6,6,6,6,6
Questions,38.44444444444444,37.66666666666667,114.11111111111111,245.77777777777777,399.8888888888889,505.33333333333337,618.3333333333334,761.4444444444445,922.3333333333334,1058.6666666666667,1201.3333333333335,1253.5555555555557,1245.2222222222222,1215.7777777777778,1072.79235,968.1028857142855,834.1512666666665,684.6471600000001,554.98665,422.0837333333334,1170.950587192555,1154,1154.5,191.4,191.4,191.4,191.4,191.4,191.4,158.09168377823408,1124.8539475880489,1124.8539475880489,1124.8539475880489,1124.8539475880489,778.983975963946,1136.7050575863793,1161.8825100133513,1161.8825100133513,1172.7545659244436,1162.2553380782917,878.8888703208556,863.875,908.9166109625669,793.4253008021391,651.6520404749957,539.032873390199,311.4,273.9399193548387,163.79310344827584
Threads Created,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.7777777777777779,0.7777777777777779,0.754425,0.4355428571428571,0.4414666666666666,0.44976000000000005,0.4622,0.4829333333333333,2.658985153999557,2.7777777777777777,3.125,0.4,0.4,0.4,0.4,0.4,0.4,0.3303901437371663,4.339843097980304,4.339843097980304,4.339843097980304,4.339843097980304,2.0589884827240863,3.00450676014021,3.6715620827770357,3.6715620827770357,2.877157868401301,2.557829181494662,1.5260695187165776,1.5,1.5782085561497325,1.3776737967914439,0.2903328315771868,0.24015721692590733,0.15,0.13195564516129032,0.16379310344827586
Created Tmp Disk Tables,9,9.222222222222223,8.88888888888889,9,9.222222222222223,9.11111111111111,9,8.88888888888889,9.11111111111111,9,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,7.7598,6.968685714285714,5.9597999999999995,5.059800000000001,4.04425,3.2598,8.974074894748506,9,8.875,1.4,1.4,1.4,1.4,1.4,1.4,1.1563655030800821,8.679686195960608,8.679686195960608,8.679686195960608,8.679686195960608,6.348547821732599,9.263895843765647,9.178905206942591,9.178905206942591,9.256942707030273,9.119217081850534,6.867312834224599,6.75,7.1019385026737964,6.199532085561498,5.225990968389363,4.322829904666332,2.55,2.2432459677419354,1.4741379310344827
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.3333333333333335,4.777777777777778,10.777777777777779,12.11111111111111,13.444444444444446,15.222222222222223,16.22222222222222,17.444444444444446,20.666666666666668,22.88888888888889,23.333333333333336,19.555555555555557,17.6751,16.550628571428568,15.009866666666664,14.27988,13.4038,10.5038,20.496343895413254,19.555555555555557,19.5,3.4,3.4,3.4,3.4,3.4,3.4,2.8083162217659137,14.187948589550993,14.187948589550993,14.187948589550993,14.187948589550993,11.152854281422133,16.274411617426136,21.02803738317757,21.02803738317757,23.142356767575684,21.57473309608541,16.40524732620321,16.125,16.965741978609625,14.809993315508024,9.87131627362435,8.16534537548085,1.35,1.187600806451613,0
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,28.555555555555554,28,28.666666666666668,30.444444444444446,29.555555555555554,28.333333333333336,28.111111111111114,29.555555555555554,29.333333333333336,29.22222222222222,29.333333333333336,28.77777777777778,28.333333333333336,25.003800000000002,22.648228571428568,19.424533333333333,16.52868,12.2483,10.624533333333334,29.69200088632839,28.888888888888893,28.125,3,3,3,3,3,3,2.477926078028747,26.706726756801867,26.706726756801867,26.706726756801867,26.706726756801867,20.933049574361544,30.545818728092133,29.03871829105474,29.03871829105474,30.397798348761576,30.2491103202847,22.636697860962567,22.25,23.4100935828877,20.43549465240642,18.290968389362767,15.12990466633216,8.55,7.521471774193548,4.586206896551724
Sort Rows,52,57.777777777777786,52,52,57.777777777777786,57.777777777777786,52,52,57.777777777777786,52,46.22222222222222,52,52,46.22222222222222,39.2301,39.63439999999999,28.69533333333333,23.387520000000002,18.025799999999997,18.8344,51.85021050299137,52,52,0,0,0,0,0,0,0,43.39843097980304,43.39843097980304,43.39843097980304,43.39843097980304,35.689133700550826,52.07811717576364,52.0694259012016,52.0694259012016,58.543907930948215,52.04626334519573,39.67780748663101,39,41.033422459893046,35.81951871657755,30.194614484027426,24.97635056029436,7.8,6.861693548387097,8.517241379310345
