Avg Threads Running,14,14,14.8,16.5,18.9,21.9,26.1,31.799999999999997,38.5,46.1,55.3,65.8,76.2,86.7,96.2,105.5,113.80000000000001,120.8,126.2,130.5,132.1,132.1,131.9,131.44444444444446,131.25,130.42857142857144,129,126.6,124.5,121.5,125.75,128,130,133.33333333333331,133.33333333333331,133.33333333333331,133.5,134.2,134.83333333333331,138.16666666666666,137.5,136.28571428571428,136,135.125,134.55555555555554,133.6,133.55555555555554,133.55555555555554,133,131.85714285714286,131.85714285714283,132.33333333333334,132,136.4,138,142.33333333333331,145.25,148,148,148,154.5,154.5,154.5,154,154,154,159,166,172.66666666666666,179.75,187.2,195,205.28571428571428,216.375,224.77777777777777,231,243.3,254.5,263.2,271.5,277.09999999999997,282.20000000000005,282.5,280.30000000000007,278.8,278.90000000000003,279.69999999999993,279.79999999999995,280.7,280.09999999999997,280.5,280.7,281.20000000000005,282.1,281.6,280.1,279.4,280.40000000000003,282.00000000000006,283.40000000000003,285.59999999999997,287,287.59999999999997,288,288.09999999999997,288.7,288.29999999999995,288.90000000000003,287.20000000000005,288.20000000000005,287,287.1,288.1,289.7,291.20000000000005,292.69999999999993,294.22222222222223,293.25,295,293.83333333333337,295.2
Peak Threads Connected,14,14,22,31,38,44,56,71,81,90,106,119,126,136,136,137,139,141,141,141,141,141,141,141,141,141,141,135,133,124,139,139,139,140,140,140,140,140,140,141,141,141,141,141,141,141,141,141,141,137,137,137,137,155,155,155,155,155,155,155,155,155,155,154,154,154,159,173,186,201,217,234,267,294,294,294,294,294,294,294,294,294,294,292,287,288,290,290,290,290,290,290,290,290,290,290,287,296,298,298,299,301,301,301,301,301,301,302,302,302,302,302,302,302,302,302,302,302,302,302,302
Peak Threads Running,1,1,3,12,18,26,41,50,59,74,89,100,108,113,116,118,124,124,124,124,124,124,124,124,124,124,119,115,115,105,112,112,112,118,118,118,118,118,118,123,123,123,123,123,123,123,123,123,123,119,114,114,113,121,121,121,131,131,131,131,131,131,131,131,131,131,133,155,167,183,202,219,251,280,280,280,280,280,280,280,280,280,280,273,271,273,273,273,273,273,273,273,273,273,273,273,270,270,282,282,282,282,282,282,282,282,282,282,271,270,272,272,272,272,272,272,272,272,272,272,271
Questions,39,38.66666666666667,58.11111111111111,178.55555555555557,299.8888888888889,435.11111111111114,538.6666666666667,642.6666666666667,762.1111111111111,903.6666666666667,988.6666666666667,1131,1157.2222222222222,1139.2222222222222,1114.5555555555557,1135.6666666666667,1156.5555555555557,1181.2222222222222,1159.888888888889,1210.888888888889,1204,1173.888888888889,1201.6666666666667,1053.931725,938.5948571428571,823.0042333333333,687.6830400000001,576.94115,450.69753333333335,1143.90243902439,1145.888888888889,1136.875,216,673.2100700525394,788.1462722041531,689.1,1146.3693539165236,1121.8045112781954,1101.781737193764,1104.3333333333335,913.9072146641844,1081.047225353877,1089.16842925526,892.2317910325643,1014.30374498998,1076.6918967052538,942.061275,1138.516136187202,993.3033224041768,892.6836611087358,1153.2830523513753,1030.9089620758482,930.9326539338656,1161.640798226164,1179.0523690773068,1164.2512077294687,1144.078144078144,1138.935108153078,1138.935108153078,871.3423044925124,734.1323353293412,623.7530938123753,513.3738522954093,220.59304703476488,305.0682760364004,404.8342287888963,493.33872549019605,530.9724387304138,575.4899910783986,615.7470069197068,621.5701569942343,616.7297839162397,546.5555555555555,486,407.44444444444446,350,333.22222222222223,319.55555555555554,306.11111111111114,340.55555555555554,371.44444444444446,371.77777777777777,360.6666666666667,355.77777777777777,341.33333333333337,341,336.11111111111114,335,315.5264326965793,299.8888888888889,300.44444444444446,328.11111111111114,342.55555555555554,340.55555555555554,343.44444444444446,316.11111111111114,300.11111111111114,302.13428190306803,322.55555555555554,318.11111111111114,302.77777777777777,306.44444444444446,313.44444444444446,316.44444444444446,344.33333333333337,362,358.44444444444446,316.33333333333337,317.8888888888889,311.11111111111114,326.44444444444446,353,300.04560000000004,264.37451428571427,229.45229999999998,202.392,187.4221
Threads Created,0,0,0,1.2222222222222223,1.5555555555555558,2.2222222222222223,3.555555555555556,5.222222222222222,6.333333333333334,7.333333333333334,9.11111111111111,10.555555555555555,10.11111111111111,11.333333333333334,10.666666666666668,9.777777777777779,9,8.222222222222223,7.222222222222223,5.444444444444445,4,3.3333333333333335,1.8888888888888888,1.832175,1.4155142857142855,0.5518333333333333,0.22488000000000002,0.2311,0.24146666666666666,3.2150776053215075,4.444444444444445,4.875,2.4,3.516987740805604,4.117438078558919,3.6,4.859919954259576,5.263157894736842,4.67706013363029,3.555555555555556,2.4514678504940566,2.5053238131028435,2.337749081598575,2.2745745377188675,2.4621868737474952,2.337488869100623,1.401075,3.105245647111013,2.825280208129154,2.861871170015676,4.2147293700088735,4.126312375249501,3.312927594070696,5.3215077605321515,5.985037406483791,5.497251374312844,5.106005106005106,5.657237936772047,5.657237936772047,4.328069883527453,2.8763473053892215,2.4438789088489687,2.011410512308716,3.1170756646216775,3.8959302325581397,6.138280725319005,7.670569381598793,9.572820409803134,12.917154566744731,16.043184702943943,15.829460704437205,15.036756515927825,14.333333333333334,14.555555555555557,13.222222222222223,13.555555555555557,12.555555555555555,11.222222222222223,9,11.333333333333334,13.666666666666668,14.666666666666668,13.88888888888889,13.444444444444446,12.11111111111111,12.11111111111111,11.555555555555555,12.333333333333334,10.550866281652599,10.11111111111111,9.555555555555555,11.11111111111111,13.11111111111111,13.777777777777777,13.555555555555557,12.11111111111111,11,11.227212094264118,11.666666666666668,11.666666666666668,10.333333333333334,10.11111111111111,10.222222222222223,11.444444444444445,13,13.777777777777777,13.555555555555557,11.777777777777779,11.222222222222223,11.333333333333334,11.444444444444445,11.333333333333334,9.0531,7.622,6.290899999999999,5.73444,5.3153
Created Tmp Disk Tables,9,9.11111111111111,8.88888888888889,9,8.88888888888889,9,9.222222222222223,9,9.11111111111111,9.11111111111111,9.11111111111111,9,9,9.222222222222223,9,8.88888888888889,9,9,8.777777777777779,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,7.8675749999999995,6.8598,6.070166666666666,4.947360000000001,4.27535,3.2598,8.869179600886918,9.222222222222223,9.125,2.2,5.568563922942206,6.519276957718288,5.7,9.148084619782733,9.273182957393484,9.020044543429844,8.88888888888889,7.476976944006873,9.019165727170236,8.90571078704219,7.422295859924726,8.44178356713427,9.016028495102404,7.652025,9.093933680825108,7.823852884049965,7.0446059569616635,8.873114463176575,8.029580838323353,7.311288483466363,9.09090909090909,9.102244389027431,9.16208562385474,8.88000888000888,8.81863560732113,8.81863560732113,6.746697171381031,5.531437125748503,4.699767132401863,3.868097139055223,2.1579754601227,3.2183771486349846,3.946037609133646,4.979141528406234,5.616054640417839,6.520087543214006,7.662416574540392,8.44237904236651,8.91067052795723,9,8.88888888888889,8.88888888888889,9,9.11111111111111,9.11111111111111,8.777777777777779,8.88888888888889,9,9,9.11111111111111,9.11111111111111,8.777777777777779,8.88888888888889,8.88888888888889,9.11111111111111,9.218125277654377,9.11111111111111,9,8.88888888888889,9.11111111111111,9,9.222222222222223,9.222222222222223,8.88888888888889,8.781680746998667,9,9,9.11111111111111,8.88888888888889,9,8.777777777777779,9,9,9.222222222222223,8.88888888888889,9,8.88888888888889,9.11111111111111,9,7.7598,6.642028571428571,5.9597999999999995,4.83492,4.1598
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,2.3333333333333335,4.666666666666667,6.111111111111112,6.444444444444445,7.666666666666667,7.888888888888888,10.444444444444445,10.666666666666668,12.11111111111111,15.444444444444446,13.88888888888889,14.222222222222223,15.88888888888889,14.777777777777777,17.11111111111111,17.666666666666668,19.333333333333336,21.11111111111111,15.777777777777777,19.666666666666668,17.351775,15.57065714285714,15.672066666666666,13.380360000000001,10.515049999999999,8.934266666666668,20.953436807095343,22,19.5,2.2,13.335245183887915,15.611952714535903,13.65,22.441395082904513,21.428571428571427,19.599109131403118,19.444444444444446,12.747632822569093,14.781410497306776,15.584993877323834,8.978583701521845,10.083241482965933,9.683882457702582,7.8675749999999995,12.088277697682155,10.757797715568703,9.90647712697734,13.42058562555457,11.040673652694611,11.195410490307868,14.855875831485587,16.58354114713217,15.325670498084293,15.42901542901543,15.640599001663896,15.640599001663896,11.96584026622296,10.399101796407185,8.835562208915501,7.27202262142382,1.678425357873211,1.5244944388270982,2.6306917394224305,3.4988562091503264,3.7014905584572118,4.059677149548344,3.950933546247389,3.869423727751317,3.675651592782357,2.888888888888889,2.888888888888889,2,1.1111111111111112,0.7777777777777779,0.33333333333333337,0.4444444444444445,0.7777777777777779,1,1.8888888888888888,1.8888888888888888,1.777777777777778,2.111111111111111,2.3333333333333335,2.4444444444444446,2.4444444444444446,2.221235006663705,2.2222222222222223,1.5555555555555558,1.5555555555555558,2,2,2,2,2.111111111111111,2.4455313472654514,2.3333333333333335,2.111111111111111,1.8888888888888888,1.777777777777778,1.777777777777778,1.5555555555555558,1.777777777777778,1.6666666666666667,1.5555555555555558,1.5555555555555558,1.8888888888888888,2,2.111111111111111,2.2222222222222223,2.1555,1.8510571428571427,1.7658666666666665,1.4617200000000001,1.3866
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.77777777777778,29.333333333333336,29.111111111111114,30.333333333333336,28.888888888888893,28.444444444444446,29.666666666666668,29.22222222222222,28.666666666666668,28.555555555555554,28.555555555555554,29,28.111111111111114,30.333333333333336,29.111111111111114,28.77777777777778,28.444444444444446,29.111111111111114,28.666666666666668,28.77777777777778,29.333333333333336,28.666666666666668,28.444444444444446,25.65045,22.212685714285712,19.866,16.303800000000003,13.75045,10.986733333333333,28.713968957871394,31,30.625,8.8,17.29185639229422,20.244070552914685,17.7,28.873642081189246,29.824561403508774,28.619153674832962,27.888888888888893,24.024384934841756,29.688087185268692,29.054881442725144,24.302033218785795,27.55304358717435,29.051647373107745,24.249375,29.832538538316516,25.10152800299364,23.33525723243551,27.728482697426795,25.203962075848303,22.847776510832382,29.490022172949,29.925187032418954,29.485257371314344,27.972027972027973,28.785357737104828,28.785357737104828,22.022237936772044,16.59431137724551,14.09930139720559,11.604291417165669,6.713701431492844,10.502072800808898,12.27656145063801,16.686852689793863,17.486351948573724,20.667447306791566,24.064777054415917,26.499689771872653,28.6255290710626,29.111111111111114,28.22222222222222,28.77777777777778,28.444444444444446,30.333333333333336,29.111111111111114,28.555555555555554,28.888888888888893,29.22222222222222,29.333333333333336,29.77777777777778,28.77777777777778,27.77777777777778,27.888888888888893,29.111111111111114,29.22222222222222,30.76410484229232,28.77777777777778,29,28.77777777777778,30.666666666666668,29.111111111111114,30.555555555555554,28.888888888888893,28.666666666666668,27.123165851489553,30.111111111111114,28.555555555555554,29.888888888888893,28.22222222222222,29.333333333333336,27.333333333333336,29.333333333333336,29,29.77777777777778,27.444444444444446,28.77777777777778,27.22222222222222,28.888888888888893,28.666666666666668,25.003800000000002,21.559371428571428,19.203799999999998,15.629160000000002,13.51935
Sort Rows,91,101.11111111111111,80.88888888888889,91,80.88888888888889,91,101.11111111111111,91,91,91,91,91,101.11111111111111,101.11111111111111,91,80.88888888888889,91,91,80.88888888888889,80.88888888888889,91,80.88888888888889,80.88888888888889,78.4602,69.36019999999999,60.2602,40.928160000000005,42.060199999999995,32.9602,90.79822616407982,101.11111111111111,102.375,36.4,66.67622591943959,78.0597635726795,68.25,91.052029731275,102.63157894736841,91.20267260579064,80.88888888888889,66.92507231848774,91.1937867969435,81.04196816208393,76.25810423825888,85.3558116232465,101.29118432769367,78.4602,100.9204835311079,88.99632655606835,80.13239276043893,90.8385093167702,91.33648203592814,83.16590649942988,100.8869179600887,90.77306733167083,90.95452273863069,80.8080808080808,75.7071547420965,75.7071547420965,57.91975873544093,40.2688622754491,34.21430472388556,28.15974717232202,0,30.82866531850354,26.599216476382356,48.98398692810457,46.46008838891122,55.974336455893834,76.26498996847234,85.47908780396091,81.19848518601026,91.22222222222223,81.22222222222223,91.44444444444444,91.66666666666667,91.66666666666667,91.77777777777779,81.77777777777779,81.77777777777779,92,92,102.22222222222223,92,81.77777777777779,92,92,92,102.17681030653044,92,102.22222222222223,81.77777777777779,102.22222222222223,92,102.22222222222223,102.22222222222223,92,81.81413961760782,102.22222222222223,81.77777777777779,102.22222222222223,81.77777777777779,92,81.77777777777779,92,92,102.22222222222223,81.77777777777779,92,81.77777777777779,102.22222222222223,92,79.32239999999999,60.10491428571428,60.922399999999996,41.37792,42.5224
