Avg Threads Running,2,2,2.6,3,3.4,4.5,4.9,5.5,6.1000000000000005,6.7,7.2,8,7.8999999999999995,8.2,8.8,8.333333333333334,8.625,8.714285714285714,8.833333333333332,9,9.5,16.25,19.333333333333336,21,20.666666666666664,17.25,17.25,17.25,17.25,16.2,16.2,11,15.399999999999999,15.75,17.333333333333336,22.5,22.5,22.5,22.5,33,33,33,19,19,19,19,19,19,19,19,19,19,8,7,6.333333333333333,5.75,5.4,5.166666666666667,5,4.875,4.777777777777778,4.7,4.3,4.1,3.9,3.7,3.5,3.3000000000000003,3.1,2.9,2.6999999999999997,2.5,2.3000000000000003,2.1000000000000005,2,2,2,2,2,2,2,2,2,2,2
Peak Threads Connected,2,2,8,8,8,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,37,37,37,37,37,37,37,37,37,37,14,33,33,33,33,33,33,33,33,33,33,19,19,19,19,19,19,19,19,19,19,8,8,8,8,8,8,8,8,8,8,6,5,4,4,4,4,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,17,17,17,17,17,17,17,17,17,17,4,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,7,7,7,7,7,7,7,7,7,7,5,4,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1
Questions,37.55555555555556,39,66.11111111111111,197.44444444444446,304.8888888888889,465.6666666666667,575.2222222222223,717.3333333333334,855.2222222222223,952.5555555555557,1060.6666666666667,1216.2222222222222,1241.3333333333335,1259.4444444444446,1224.6666666666667,1078.6122,946.2168571428571,816.8236999999999,729.96048,631.3652,456.13053333333335,1176.294489411243,1177.4535478239181,1158.5135884636716,480.96727608185165,590.9532780708365,568,568,568,1095.2619077384675,1095.2619077384672,892.0241379310346,1145.5232170628751,1170.1384557814645,1173.5784523300556,951.0556518839614,826.5474824941648,702.0393131043681,577.5311437145716,9.784482758620689,12.960995850622407,18.331625683060107,22.25063645621181,23.901696428571427,28.9389338731444,32.110706037611344,36.01867431886983,38.41845878136201,38,37.77777777777778,38,36.22222222222222,39.22222222222222,38.111111111111114,38.88888888888889,37.333333333333336,38.333333333333336,38,39.333333333333336,37.111111111111114,37.77777777777778,37.55555555555556,36.44444444444444,38.66666666666667,39.77777777777778,37,38.22222222222222,36.55555555555556,37.111111111111114,39.22222222222222,37.333333333333336
Threads Created,0,0,0,0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.888888888888889,0.888888888888889,0.888888888888889,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.2311,0,4.767712606719148,5.362264621523881,4.769828064337215,0,0.6936071338859583,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.5003125390673837,2.5003125390673833,2.7121439280359825,3.99911130859809,4.4904577772234004,4.417842382784666,4.075225075025008,3.5417139046348787,3.0082027342447484,2.4746915638546185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,9,9,9.11111111111111,9,8.88888888888889,9,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,9,9.11111111111111,9.222222222222223,9,7.8675749999999995,6.8598,6.070166666666666,4.947360000000001,4.27535,3.139066666666667,8.981040026610488,8.978675645342312,9.095951192457015,3.8613300905736323,4.855249937201708,4.666666666666666,4.666666666666666,4.666666666666666,8.876109513689212,8.876109513689212,7.187181409295354,8.886914019106866,9.105650492703006,8.97819581017529,6.876942314104701,5.976642214071358,5.076342114038013,4.176042014004668,2.446120689655172,3.0697095435684654,4.252937158469945,5.12438900203666,5.751745129870129,6.896086369770581,7.788044374793796,8.564701059535823,9.184587813620073,8.88888888888889,9,9,8.777777777777779,9.222222222222223,8.88888888888889,9,8.88888888888889,9,9.222222222222223,9.222222222222223,8.88888888888889,9,8.88888888888889,8.88888888888889,9,9.222222222222223,8.88888888888889,9,8.777777777777779,8.88888888888889,9.222222222222223,9
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,2.3333333333333335,4.222222222222222,7.222222222222223,8.444444444444445,9.333333333333334,10.666666666666668,13.11111111111111,13.222222222222223,15.555555555555557,14.666666666666668,14,13.88888888888889,12.28635,11.541885714285714,10.374466666666667,8.09568,8.204049999999999,5.7951999999999995,16.409801530103117,17.0844244918319,16.41708264004437,9.730551828245554,9.849221301180608,9.466666666666665,9.466666666666665,9.466666666666665,21.627703462932867,21.627703462932864,18.442578710644682,24.21684070206621,23.949108145191467,26.222032207496078,20.885528509503168,18.151283761253755,15.417039013004336,12.68279426475492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.555555555555554,29.555555555555554,28.888888888888893,30,29.111111111111114,28.888888888888893,29,29.555555555555554,28.333333333333336,30,27.555555555555554,29.555555555555554,29.444444444444446,30.333333333333336,28.888888888888893,25.865999999999996,22.43045714285714,19.866,15.7416,13.981549999999999,9.4172,28.384521565583764,28.43247287691732,29.506378258458124,11.892896678966789,16.230406932931423,15.6,15.6,15.6,28.878609826228278,28.878609826228278,23.053223388305852,29.10464341257499,30.68479481102657,29.357275188827135,23.432544181393798,20.36485495165055,17.297165721907305,14.229476492164057,7.582974137931034,9.891286307053942,14.371994535519125,17.12624745417515,18.277767857142855,22.289136302294196,24.44247773012207,27.336648587285573,29.345878136200724,29,28.888888888888893,28.77777777777778,27.333333333333336,30,29.111111111111114,29.77777777777778,28.666666666666668,29.444444444444446,29.111111111111114,30.111111111111114,28.333333333333336,29,28.666666666666668,27.666666666666668,29.555555555555554,30.444444444444446,28,29.111111111111114,27.666666666666668,28.22222222222222,29.888888888888893,28.444444444444446
Sort Rows,51,51,51,56.66666666666667,51,51,51,51,51,51,45.333333333333336,51,51,56.66666666666667,45.333333333333336,43.9722,38.8722,33.7722,22.93776,23.5722,12.314800000000002,50.89256015079276,50.879161990273104,56.572379367720465,15.75422676954042,28.2991710625471,27.2,27.2,27.2,44.6305788223528,44.630578822352795,34.57983508245878,45.32326149744502,50.891854808531875,43.60837964942283,38.96933977992664,33.86763921307103,28.76593864621541,23.664238079359787,12.475215517241377,17.39502074688797,29.917213114754095,34.387347250509166,32.5932224025974,43.96255060728745,48.88495546024414,47.868466195761854,51.411290322580655,51,51,51,45.333333333333336,56.66666666666667,45.333333333333336,51,51,51,56.66666666666667,56.66666666666667,51,51,51,51,51,56.66666666666667,51,51,45.333333333333336,45.333333333333336,56.66666666666667,45.333333333333336
