Avg Threads Running,1,1,1.1,2.2,2.8,3,3.6,4.1,5.1000000000000005,5.555555555555555,6.124999999999999,6.857142857142858,7.666666666666666,8.5,8.8,11.6,12.75,15,17,17,17,17,17,17,17,9,7.5,8,8,8,8,8,8,8,11.5,12.333333333333332,15.5,22,22,22,22,22,22,22,33,45,38,35.5,35.5,35.5,35.5,35.5,35.5,34.6,35,27.666666666666668,29.5,31,31,31,31,31,31,42,26,26,26,26,26,26,26,26,26,10
Peak Threads Connected,1,1,2,12,12,12,12,12,12,12,12,12,12,17,17,17,17,17,17,17,17,17,17,17,17,9,9,9,9,9,9,9,9,9,22,22,22,22,22,22,22,22,22,22,33,57,57,57,57,57,57,57,57,57,57,31,31,31,31,31,31,31,31,42,42,42,42,42,42,42,42,42,42,10
Peak Threads Running,1,1,1,1,3,3,3,3,3,3,3,3,3,5,5,10,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,28,28,28,28,28,28,28,28,28,28,14,14,14,14,14,14,14,14,26,26,26,26,26,26,26,26,26,26,2
Questions,39,38.111111111111114,38.111111111111114,155.77777777777777,295.44444444444446,459.6666666666667,597.8888888888889,748.5555555555555,882.3333333333334,851.8536,856.1683714285713,865.2746666666666,756.94608,1228.9356984478936,1192.8927680798006,1154.5031055900622,1124.875249500998,1107.4686431014823,425.8,425.8,547.8228456913828,441.15951903807616,334.49619238476953,267.8385892116182,365.88329938900205,323.40000000000003,323.40000000000003,323.40000000000003,323.40000000000003,323.40000000000003,323.40000000000003,1161.8432769367764,1162.9675810473816,1179.77207977208,262.7815139031926,359.86019221041977,475.80966151087193,434.2666666666666,434.2666666666666,434.2666666666666,434.2666666666666,434.2666666666666,1154.495943092142,1157.986543732868,1176.4957264957268,1183.7954507720406,236.8159114315139,197,197,197,197,197,197,197,163.06771369721938
Threads Created,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4311,0.4355428571428571,0.4414666666666666,0.33732,2.4390243902439024,2.743142144638404,2.6619343389529724,2.9940119760479043,3.1356898517673892,0.4,0.4,0.514629258517034,0.41442885771543087,0.31422845691382767,0,0,0,0,0,0,0,0,3.4505788067675867,3.865336658354115,4.415954415954417,5.770133882595262,4.0585735963581175,4.090472988119255,3.733333333333333,3.733333333333333,3.733333333333333,3.733333333333333,3.733333333333333,7.002334111370457,4.859207575380014,5.555555555555556,5.811057612485472,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,9,9,9,9.11111111111111,8.88888888888889,8.88888888888889,8.777777777777779,8.88888888888889,7.54425,6.642028571428571,5.9597999999999995,4.83492,8.980044345898005,9.102244389027431,8.984028393966282,9.10678642714571,9.122006841505131,3.6,3.6,4.631663326653307,3.7298597194388776,2.828056112224449,2.4107883817427385,3.054684317718941,2.7,2.7,2.7,2.7,2.7,2.7,8.904719501335707,8.728179551122194,8.831908831908834,7.6935118434603496,6.595182094081942,7.742681013225733,7.0666666666666655,7.0666666666666655,7.0666666666666655,7.0666666666666655,7.0666666666666655,12.337445815271758,9.843010216795415,10.256410256410259,9.629752614975926,2.1638002059732235,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.489958805355304
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6063336766220386,2.5366084977238237,2.191324815063887,2,2,2,2,2,1.6672224074691564,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.111111111111111,3.666666666666667,5.222222222222222,7.222222222222223,8.88888888888889,11.555555555555555,11.2086,11.324114285714284,11.478133333333332,9.557400000000001,15.41019955654102,15.586034912718205,15.4170363797693,15.469061876247505,14.253135689851769,6.4,6.4,8.234068136272544,6.630861723446894,5.027655310621243,5.062655601659751,4.0729124236252545,3.6000000000000005,3.6000000000000005,3.6000000000000005,3.6000000000000005,3.6000000000000005,3.6000000000000005,16.02849510240427,15.336658354114714,17.094017094017097,1.4425334706488155,1.0146433990895294,2.0452364940596275,1.8666666666666665,1.8666666666666665,1.8666666666666665,1.8666666666666665,1.8666666666666665,18.784039124152493,20.308995763767754,23.21937321937322,25.73468371243566,1.9233779608650874,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.3244078269824924
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.77777777777778,29,29.111111111111114,28.666666666666668,28.77777777777778,29.555555555555554,29,28.22222222222222,27.888888888888893,23.92605,20.90605714285714,19.314166666666665,15.7416,30.155210643015522,29.301745635910226,28.283052351375336,29.31636726546906,29.076396807297606,9.6,9.6,12.351102204408818,9.94629258517034,7.5414829659318645,10.60746887966805,11.709623217922609,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,10.350000000000001,29.274265360641134,27.306733167082296,27.635327635327638,27.64855818743563,22.491262013151236,25.711544496749603,23.466666666666665,23.466666666666665,23.466666666666665,23.466666666666665,23.466666666666665,38.56841169278648,28.906055320209315,30.484330484330492,28.391167192429027,7.453089598352214,6.2,6.2,6.2,6.2,6.2,6.2,6.2,5.132080329557158
Sort Rows,113.33333333333334,102,102,102,113.33333333333334,90.66666666666667,90.66666666666667,90.66666666666667,102,76.95135,66.63805714285714,67.5444,45.87552,101.77383592017739,114.46384039900249,113.13220940550134,114.52095808383235,116.30558722919042,40.8,40.8,52.49218436873747,42.27174348697395,32.051302605210424,24.590041493775935,34.61975560081466,30.600000000000005,30.600000000000005,30.600000000000005,30.600000000000005,30.600000000000005,30.600000000000005,90.82813891362422,89.02743142144638,87.1794871794872,49.04613800205973,34.497875569044005,44.70302622730329,40.8,40.8,40.8,40.8,40.8,113.37112370790264,101.66957388487415,116.23931623931625,118.54557529470364,24.523069001029864,20.4,20.4,20.4,20.4,20.4,20.4,20.4,16.886199794026776
