Avg Threads Running,2,2,2.2,2.6,3.3,3.8000000000000003,4.5,4.8,5.5,6.4,7.1000000000000005,7.800000000000001,8.1,8.6,8.555555555555554,8.75,8.714285714285714,9.333333333333334,9.4,9,9,9,11,22,22,22,22,22,22,22,22,22,22,28,28,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,11,11,56,55,51.333333333333336,44,40.4,37.5,34.42857142857143,32.625,31.444444444444443,30.599999999999998,27.8,26.4,23.599999999999998,22.900000000000002,22.400000000000002,21.9,21.6,20.3,18.8,17.799999999999997,16.666666666666668,13.75,13.428571428571429,13.166666666666666,11.6,10,9,10,13,9,9,9,9,9,9,9,9,9,9
Peak Threads Connected,2,2,4,6,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,28,28,11,11,56,56,56,56,56,56,56,56,56,56,54,44,40,40,40,40,40,40,40,40,40,21,21,21,18,13,13,13,13,9,9,9,9,9,9,9,9,9,9
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,17,17,17,17,17,17,17,17,17,17,3,3,26,26,32,32,32,32,32,32,32,32,32,32,16,14,14,14,14,14,14,14,5,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Questions,37.44444444444444,38.111111111111114,66.33333333333334,173.55555555555557,297.77777777777777,416.55555555555554,519,667.5555555555555,798.3333333333334,898.4444444444446,1036.6666666666667,1142.2222222222222,1166.6666666666667,1174.4444444444446,1020.090375,927.4885142857141,789.1216666666667,666.2070000000001,575.5545500000001,446.7133333333333,323.817,200.4792,414.56328986960887,522.1861584754263,429.2,429.2,429.2,552.7510531594785,445.12818455366096,337.5053159478435,234.2866531850354,344.20801623541354,445.88523681558615,558.2339617898441,684.0779396984924,779.9891176962999,872.6892898146629,985.2947791164657,1044.811057853082,1028.0654861343135,1001.6655562958028,1033.1442553664776,1024.2491657397109,1020.4603580562659,1077.3763201778768,1083.3333333333335,1069.4444444444446,1105.035011670557,1142,1019.1227459016394,887.7452285714286,787.4661666666666,669.80508,515.8152,417.8580666666667,324.0792,192.04479999999998
Threads Created,0,0,0,0,0,0,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.64665,0.6533142857142856,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0,0,0,0,0,0,0,0,0,0,1.4199191102123359,1.0163622526636225,0.8751427611689622,0.805920060331825,1.0200603015075376,0.9835928344215636,0.9579465310808594,0.938152610441767,1.003232638501839,0.890967813787727,1.9986675549633577,2.002002002002002,2.0022246941045605,1.8903591682419658,1.8899388549193996,1.8888888888888888,1.8888888888888888,1.7783705679671002,1.2222222222222223,0.10788934426229509,0.10888571428571428,0.11036666666666665,0,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,9.222222222222223,9,9,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,8.777777777777779,8.88888888888889,8.777777777777779,8.88888888888889,8.88888888888889,7.7598,6.968685714285714,5.9597999999999995,4.947360000000001,4.27535,3.2598,2.4909,1.6219999999999999,3.2840521564694085,4.1366098294884655,3.4,3.4,3.4,4.378736208625878,3.52617853560682,2.673620862587763,2.366531850353893,3.049086757990868,3.9381424252603296,5.104160382101559,5.992854271356783,6.885149840950946,7.783315565031982,8.443373493975903,9.029093746516553,9.132420091324203,9.216078170108817,9.23145367589812,8.787541713014459,8.784610252418547,9.005002779321845,8.88888888888889,9.222222222222223,9.003001000333445,8.777777777777779,7.552254098360656,6.642028571428571,5.9597999999999995,5.059800000000001,3.9287,3.139066666666667,2.0976,1.4598
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,2.111111111111111,3.8888888888888893,5.555555555555555,5.777777777777778,7,7.111111111111112,8.222222222222223,10.444444444444445,12.666666666666668,11.88888888888889,12.333333333333334,10.3464,10.235257142857142,9.160433333333334,9.22008,8.3196,6.278133333333334,4.0641,3.2439999999999998,8.306720160481444,10.463189568706118,8.6,8.6,8.6,11.075626880641927,8.91915747241725,6.762688064192576,2.8398382204246717,3.8960553018772197,5.1049994401522785,7.924880593262945,10.328110552763818,10.450673865729113,11.61510168935542,12.547791164658634,13.15349459369078,13.030404276645507,12.658227848101266,13.346680013346681,13.236929922135706,15.011675747803846,19.34408004446915,18.22222222222222,17.77777777777778,18.450594642658665,19.22222222222222,17.801741803278688,16.0062,13.685466666666665,9.66984,4.968649999999999,4.950066666666666,4.5885,2.9196
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,28.77777777777778,30.555555555555554,28.888888888888893,28.555555555555554,28.22222222222222,29.333333333333336,29.22222222222222,29.22222222222222,28.111111111111114,28.77777777777778,28,28.333333333333336,27.888888888888893,24.1416,21.559371428571428,19.09343333333333,15.291840000000002,13.057149999999998,9.779399999999999,7.0794,4.5416,9.852156469408225,12.409829488465396,10.2,10.2,10.2,13.136208625877634,10.578535606820461,8.020862587763288,9.229474216380181,11.179984779299847,13.564712798118913,17.99888134741076,21.293758793969847,23.23738071320944,26.34352960472363,27.792771084337346,30.65433062088953,30.18153469205925,29.98001332445037,30.58614169725281,27.808676307007783,27.35460914044257,29.683157309616455,28.666666666666668,30.555555555555554,28.67622540846949,27.333333333333336,23.735655737704917,20.470514285714284,18.983066666666666,16.078920000000004,11.555,9.4172,5.7684,3.7306
Sort Rows,86.66666666666667,86.66666666666667,86.66666666666667,86.66666666666667,78,69.33333333333334,78,86.66666666666667,86.66666666666667,69.33333333333334,78,69.33333333333334,69.33333333333334,78,75.65805,67.94468571428571,51.651599999999995,43.851600000000005,45.064499999999995,28.251600000000003,30.6774,25.303199999999997,15.06800401203611,18.97973921765296,15.6,15.6,15.6,20.090672016048146,16.178936810431292,12.267201604814442,36.917896865520724,26.425418569254184,34.130567685589526,52.38480392156862,59.67352763819095,67.13021094927171,74.71982942430704,73.17590361445784,78.25214580314346,78.18242565987305,86.71996446813236,86.97586475364254,69.63292547274749,69.72089402868897,78.59922178988327,78.66666666666667,87.44444444444444,78.80404579304212,70.22222222222223,59.662807377049184,51.61182857142857,52.31379999999999,44.4138,27.38535,19.075866666666666,10.3569,12.813799999999997
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14585712686149369,0.13432001005530417,0.1275075376884422,0.12294910430269546,0.11974331638510742,0.11726907630522088,0.22294058633374206,0.22274195344693176,0.5551854319342661,0.4448893337782227,0.44493882091212456,0.4447903925275214,0.4446914952751529,0.4444444444444445,0.4444444444444445,0.33344448149383127,0.33333333333333337,0,0,0,0,0,0,0,0
table_open_cache_hits,284.33333333333337,285.6666666666667,337.55555555555554,546.2222222222223,787.3333333333334,1015.6666666666667,1213.111111111111,1500,1753.7777777777778,1947.4444444444446,2214.666666666667,2423,2469.888888888889,2484.5555555555557,2157.7632750000002,1958.418457142857,1669.1854666666666,1410.22248,1213.62165,943.4102666666668,682.1133,422.04439999999994,882.2509528585758,1111.2880641925778,913.4,913.4,913.4,1176.3346038114344,947.2974924774322,718.2603811434302,501.70475227502527,751.9386732623034,974.4714645616392,1222.4464115133233,1499.8711658291454,1713.6646157709692,1921.5209980318189,2168.4224899598394,2302.3074350685542,2276.534135204366,2221.8520986009325,2275.7201646090534,2248.9432703003336,2229.0670521516736,2332.0733740967203,2334.3333333333335,2296.888888888889,2358.230521284873,2425.4444444444443,2151.4214139344263,1878.0607999999997,1663.336033333333,1414.6076400000002,1094.8362499999998,885.4582666666668,685.2597,408.5818
table_open_cache_misses,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14585712686149369,0.13432001005530417,0.1275075376884422,0.12294910430269546,0.11974331638510742,0.11726907630522088,0.22294058633374206,0.22274195344693176,0.5551854319342661,0.4448893337782227,0.44493882091212456,0.4447903925275214,0.4446914952751529,0.4444444444444445,0.4444444444444445,0.33344448149383127,0.33333333333333337,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,1,0.888888888888889,1,1.1111111111111112,1.1111111111111112,0.888888888888889,1,0.888888888888889,0.888888888888889,1,0.969975,0.8710857142857142,0.6622,0.5622,0.57775,0.36219999999999997,0.3933,0.32439999999999997,0.19317953861584755,0.24332998996990973,0.2,0.2,0.2,0.2575727181544634,0.20742226680040118,0.157271815446339,0.4733063700707786,0.33878741755454084,0.4375713805844811,0.6716000502765208,0.7650452261306532,0.8606437301188683,0.9579465310808594,0.938152610441767,1.003232638501839,1.002338790511193,1.1103708638685321,1.1122233344455568,0.8898776418242491,0.8895807850550428,1.000555864369094,1,1.1111111111111112,1.000333444481494,0.888888888888889,0.7552254098360656,0.6533142857142856,0.6622,0.5622,0.34665,0.24146666666666666,0.1311,0.16219999999999998
