Avg Threads Running,2,2,2.4,3.2,3.7,4.1,4.8,5.699999999999999,6.3999999999999995,7,7.6,7.8999999999999995,8.2,7.8,7.800000000000001,8.1,8.399999999999999,8.6,8.9,10.8,11.11111111111111,11.875,12.285714285714286,13.333333333333332,14.600000000000001,16,17.333333333333332,23.333333333333336,29,31,31,31,31,31,31,31,31,22,14,14,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,14,22,22,46,48.5,48.5,43.666666666666664,39.75,40,40.5,39.85714285714286,40.375,39.55555555555556,37.333333333333336,35.111111111111114,34.1,33.1,33,31.500000000000004,30.8,29.2,27.3,27,26.3,26.200000000000003,27.9,29.900000000000002,32.4,36.800000000000004,41.9,47.6,54.2,60.9,68.7,75.1,80.19999999999999,83.5,86.7,86,84.3,83.60000000000001,82.77777777777777,78.11111111111111,73.88888888888889,69.33333333333334,65.66666666666667,63.333333333333336,59.888888888888886,58.44444444444444,57.55555555555556,56.44444444444444,56.44444444444444,54.55555555555556,51.111111111111114,50,47.555555555555564,46.666666666666664,45.66666666666667,44.44444444444444,42.77777777777778,40.77777777777778,41.7
Peak Threads Connected,2,2,6,10,10,10,10,11,11,11,11,11,11,11,11,11,12,13,13,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,22,22,22,22,22,22,22,22,22,22,22,22,22,46,51,51,51,51,51,51,51,51,51,51,44,44,44,44,44,44,44,36,36,36,36,42,44,52,70,87,87,91,97,97,97,97,97,97,97,97,97,97,97,94,93,84,84,70,70,70,62,62,62,62,62,62,62,62,62,60,48,50
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,6,6,6,6,6,6,6,6,14,14,14,14,14,14,14,14,14,14,8,8,8,8,8,8,8,8,8,8,5,5,5,27,31,31,31,31,31,34,34,34,34,34,34,34,34,34,34,34,33,31,25,25,25,37,37,37,61,71,71,80,94,94,94,94,94,94,94,94,94,94,86,86,74,68,68,56,56,56,50,50,50,50,50,50,50,50,50,49,39,46
Questions,39.22222222222222,36,101.44444444444444,228.33333333333334,364.55555555555554,514.7777777777778,625.6666666666667,766.4444444444445,891.7777777777777,1032.111111111111,1163.5555555555557,1202,1224.4444444444446,1194.3333333333335,1152.2222222222222,1189.5555555555557,1174.6666666666667,1170.5555555555557,1144.6666666666667,1146.4444444444446,1007.4807000000001,869.0168857142856,771.1319,670.1424,531.0678,413.51166666666666,302.0544,1187.0846256092157,1183.1091180866965,209.5670781893004,174.4,509.3820723133579,496.5,496.5,496.5,496.5,541.1855540676265,430.3720287914295,380.46109181141435,198.82024793388433,165.2,509.7293492806959,608.4715053763441,713.2184581320452,808.6312868632707,935.3019517795635,1105.5471887550202,1104.371097234612,1128.111111111111,1013.0735681163054,1077.4028288228087,1076.111111111111,1066.888888888889,1063.6666666666667,1048.2904085257549,1034.3333333333335,1020.4444444444446,1065,1087,1082.4444444444446,1085.111111111111,1108.2222222222222,1130.3333333333335,1121.6637010676156,1127.111111111111,1138.2222222222222,1094.7777777777778,1074.2222222222222,1075.6666666666667,1076.5555555555557,1062.6666666666667,1050.4444444444446,1061.2222222222222,1084.111111111111,1091.3333333333335,1083.6666666666667,944.3245499999999,1109.435635879809,1100.3333333333335,1080.111111111111,1090.7777777777778,1098.2222222222222,1091.3333333333335,1085.111111111111,1093.5555555555557,1019.0295506515473,938.7731040909661,1108.6788280818132,1119.111111111111,1098.5555555555557,1088.2222222222222,1080.2222222222222,1085.111111111111,1088.5555555555557,1081.111111111111,996.0019138906349,1077.8336125069793
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0.11111111111111112,0.22222222222222224,1.8888888888888888,1.832175,1.8510571428571427,1.876233333333333,1.9114800000000003,1.96435,2.0524666666666667,2.0976,5.316792202038103,4.110612855007473,0,0,1.2311349179779043,1.2,1.2,1.2,1.2,1.3080013391362573,1.040174087713425,1.2484367245657566,3.3698347107438016,2.8,3.2271077283372365,3.608635752688172,4.295712560386474,5.1131836461126,5.079219288174512,5.271084337349398,4.683318465655665,3.1111111111111116,2.4623315891715754,2.338790511192783,2.111111111111111,1.4444444444444444,0.5555555555555556,1.1101243339253997,1.1111111111111112,1.1111111111111112,2.4444444444444446,2.4444444444444446,2.888888888888889,3.666666666666667,4.666666666666667,4.666666666666667,6.005338078291816,7.888888888888888,8.222222222222223,7.444444444444445,8.11111111111111,8,7.111111111111112,6.111111111111112,6.555555555555555,5.222222222222222,3.3333333333333335,3.2222222222222223,2.7777777777777777,2.047725,1.884909635214547,1.777777777777778,1.6666666666666667,1.8888888888888888,1.2222222222222223,1.777777777777778,2.111111111111111,2.666666666666667,3.517533830347074,3.2405008770830728,3.206191265892759,3.2222222222222223,3,3.2222222222222223,3.7777777777777777,3.3333333333333335,2.7777777777777777,2.4444444444444446,2.5803158390949092,3.126744835287549
Created Tmp Disk Tables,9.11111111111111,8.777777777777779,9,9.222222222222223,9.11111111111111,9,8.88888888888889,8.88888888888889,9,8.777777777777779,9,8.777777777777779,8.777777777777779,9,8.88888888888889,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,9,7.7598,6.8598,5.849433333333333,4.947360000000001,4.1598,3.2598,2.2287,8.861320336730172,8.968609865470851,1.922633744855967,1.6,4.001188483428189,3.9,3.9,3.9,3.9,4.251004352192837,3.380565785068631,2.8089826302729524,2.166322314049587,1.8,4.302810304449649,4.857778897849462,5.857789855072464,6.734436997319034,7.739762724837351,9.036144578313253,8.920606601248885,9.11111111111111,8.325025849103898,8.90967813787727,9.222222222222223,9.11111111111111,8.88888888888889,8.992007104795738,8.88888888888889,9.222222222222223,8.777777777777779,8.88888888888889,9,9,8.88888888888889,9.222222222222223,9.008007117437723,9,8.777777777777779,9,9,9.11111111111111,9,9,8.777777777777779,8.88888888888889,9.11111111111111,9,9,7.7598,8.870162989244927,8.88888888888889,8.88888888888889,9,8.88888888888889,9.11111111111111,9,9.11111111111111,8.324830065154742,7.669185409096604,9.065782200110558,9.222222222222223,9.222222222222223,9,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,8.21009585166562,8.93355667225014
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,4.333333333333334,6.666666666666667,7.444444444444445,8.555555555555555,9.333333333333334,10.88888888888889,12.777777777777779,14,14.333333333333334,11.333333333333334,10.333333333333334,9.666666666666668,11.333333333333334,12.777777777777779,12.555555555555555,11,11.222222222222223,9.26865,9.364171428571428,8.167133333333332,8.208120000000001,5.5464,3.3805333333333336,2.0976,21.599468320779796,22.670652715495766,0.9613168724279835,0.8,3.539512889186475,3.45,3.45,3.45,3.45,3.7605038500167396,2.990500502176096,2.965037220843672,2.8884297520661155,2.4,7.068902643024424,11.381081989247312,12.756964573268922,14.715991957104558,17.41446613088404,19.076305220883533,18.73327386262266,19.555555555555557,17.82259055019426,18.37621115937187,14.777777777777777,14.444444444444446,13.333333333333334,10.657193605683837,10.11111111111111,9,8,7.888888888888888,7.333333333333334,8.555555555555555,8.11111111111111,9.555555555555555,12.010676156583632,14.444444444444446,16.88888888888889,18,17.666666666666668,18,17.88888888888889,18.77777777777778,17,16.77777777777778,17.555555555555557,15.88888888888889,15.11111111111111,14.010749999999998,17.185940791662045,18.11111111111111,17.77777777777778,18.11111111111111,16.666666666666668,14.88888888888889,14.222222222222223,15.666666666666668,14.773642087457711,13.610103683748903,17.799889441680488,18.11111111111111,19.444444444444446,19.88888888888889,18.666666666666668,20.77777777777778,19.333333333333336,18.444444444444446,13.722588780641109,14.852037967615857
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.555555555555554,27.333333333333336,29.111111111111114,30.333333333333336,29.555555555555554,28.22222222222222,29,29.555555555555554,28.888888888888893,28.666666666666668,29.111111111111114,28.444444444444446,28.111111111111114,29.22222222222222,29.111111111111114,29.22222222222222,27.444444444444446,30.22222222222222,29.444444444444446,29.111111111111114,24.357149999999997,21.886028571428568,18.651966666666663,15.7416,12.4794,10.624533333333334,6.423900000000001,28.24545857332742,29.397110114598906,7.930864197530863,6.6,13.850267827251423,13.5,13.5,13.5,13.5,14.715015065282895,11.701958486776029,8.895111662531017,9.146694214876034,7.6,15.981866845098697,17.071622983870967,19.26561996779388,21.949276139410188,27.08916953693073,29.618473895582333,29.214986619090098,28.888888888888893,25.678600858503575,27.842744180866468,28.888888888888893,29.888888888888893,29,28.308170515097693,29.111111111111114,29.888888888888893,28.555555555555554,28.888888888888893,28.666666666666668,29.444444444444446,28.555555555555554,29.888888888888893,29.693060498220643,28.555555555555554,28.333333333333336,28.888888888888893,29,29.77777777777778,29,29.444444444444446,28,27,29.666666666666668,29.666666666666668,29.555555555555554,25.542675,28.938906752411572,29,27.888888888888893,29.444444444444446,29.444444444444446,29.555555555555554,28.666666666666668,29.111111111111114,26.381503727603054,24.303756578123043,29.297954671089002,30.111111111111114,30,29,28.22222222222222,29.111111111111114,28.555555555555554,29.333333333333336,25.68587130735387,28.14070351758794
Sort Rows,82.22222222222223,65.77777777777779,74,82.22222222222223,74,74,65.77777777777779,65.77777777777779,74,65.77777777777779,74,65.77777777777779,65.77777777777779,82.22222222222223,74,74,74,74,74,74,63.802800000000005,56.40279999999999,40.83566666666666,33.28224,34.2028,26.8028,19.4028,73.77049180327869,73.7419033383159,0,0,22.77599598259123,22.2,22.2,22.2,22.2,24.19802477402076,19.24322062269836,23.096079404466497,17.81198347107438,14.8,34.11513884242221,30.812197580645158,48.164049919484704,46.143364611260054,62.64370455415231,65.01004016064257,66.01248884924175,74,69.41430003759871,65.9316182202918,82.22222222222223,74,74,73.93428063943162,74,82.22222222222223,65.77777777777779,65.77777777777779,82.22222222222223,74,65.77777777777779,82.22222222222223,74.0658362989324,74,65.77777777777779,74,74,74,74,74,65.77777777777779,65.77777777777779,74,74,74,63.802800000000005,73.84410688546402,65.77777777777779,74,74,74,82.22222222222223,74,82.22222222222223,60.736084137326145,55.95264847763438,81.81315644002211,82.22222222222223,82.22222222222223,74,65.77777777777779,82.22222222222223,65.77777777777779,74,60.754709302325594,74.37185929648241
