Avg Threads Running,1,1,1.2,1.8,2.3,2.7,3.6000000000000005,4.5,5,5.5,6.1000000000000005,6.666666666666667,7.125,7.142857142857143,7.333333333333334,11.166666666666668,11.399999999999999,11.75,13.666666666666668,17.5,29.5,29.5,29.5,29.5,29.5,31,31,31,31,31,38,38,38,38,34.5,34.5,28.333333333333332,26.75,26.4,26.4,21.4,19.666666666666664,18.285714285714285,20,24,32.66666666666667,47.111111111111114,65.44444444444444,87.33333333333334,103.9,127.9,152.1,176.4,198.5,217.5,232.4,241.2,245.8,247.3,245.60000000000002,245.6,245.6,245.6,239.79999999999998,220.70000000000002,197,176.20000000000002,154.3,131.9,109.69999999999999,86,63,38.9,20.400000000000002,15.399999999999997,15.555555555555555,14.25,14.285714285714285,14.5,14.6,14.2,12,12,13,14,14,14,14,14,14
Peak Threads Connected,1,1,3,7,7,7,10,10,10,10,10,10,10,10,10,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,38,38,38,38,38,38,38,38,38,38,31,31,31,32,63,102,146,187,222,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,195,62,26,26,23,23,23,23,23,14,14,14,14,14,14,14,14,14
Peak Threads Running,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,13,13,13,13,13,15,15,15,15,15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,9,9,9,26,59,97,140,181,218,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,154,49,22,22,10,10,10,10,10,3,3,3,3,3,3,3,3,3
Questions,37.22222222222222,38.44444444444444,37.55555555555556,174.22222222222223,292.55555555555554,424.55555555555554,545.6666666666667,665.2222222222223,801.5555555555555,977.7777777777777,1132.6666666666667,1094.886225,969.1917428571427,858.8733999999998,737.49396,1244.1783100465732,1261.1623846345722,1045.6350289731167,917.6448654037886,1152.451175767238,1170.960655082884,1170.960655082884,1170.960655082884,1170.960655082884,1170.960655082884,797.0139628327473,1166.2481165243594,1138.916750250752,1143.718592964824,1136.0954174513495,1136.0954174513495,825.92035,944.7957095804095,1091.4443191782536,1052.655015028387,966.3033947137667,920.2938884559724,854.3333333333334,800.6666666666667,657.9978610797946,668.3735945675164,538.5555555555555,432.55555555555554,352.33333333333337,313.55555555555554,270.8888888888889,234.55555555555557,200,188.66666666666669,208,245.33333333333334,282.11111111111114,293.6666666666667,291.33333333333337,438.76984567558566,560.9322974472808,693.5555555555555,759.7777777777778,843.2222222222223,917.3333333333334,993.4444444444446,1067.288474350433,1188.381650560924,1129.8787946180362,1127.4749721913236,1131.6666666666667,989.2667250000001,856.0594857142856,752.5903,646.7548800000001,573.4330245368052,1202.8390817345014,1232.5436408977557,1219.3732193732196,1168.4385382059802
Threads Created,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.538875,0.21777142857142856,0.2207333333333333,0.22488000000000002,3.6593479707252157,3.866300823147917,3.670556663816852,3.9378447989365233,6.177760063770426,3.195526263231476,3.195526263231476,3.195526263231476,3.195526263231476,3.195526263231476,2.745956805625314,4.018081366147664,2.6746907388833163,2.297200287150036,2.3854362837413685,2.3854362837413685,0.38055,0.36772017757410846,0.37579857196542654,2.11510631192252,6.263309532757108,9.907603250584437,14.777777777777777,18.88888888888889,24.153164537141425,26.38316820661249,26.333333333333336,26.333333333333336,24.555555555555557,21.11111111111111,17.333333333333336,13.11111111111111,9.333333333333334,7.888888888888888,7.555555555555555,10.11111111111111,12.555555555555555,12.555555555555555,12.555555555555555,11.990673920284223,11.320754716981131,10.666666666666668,8.444444444444445,5.333333333333334,3.1111111111111116,0.6666666666666667,0.6662225183211193,1.555037209818949,1.5567663738463249,1.557285873192436,1.5555555555555558,1.185525,1.197742857142857,0.8829333333333332,0.8995200000000001,0.9256384576865297,1.4417211933015417,1.6209476309226933,1.8518518518518523,2.159468438538206
Created Tmp Disk Tables,9,9,8.777777777777779,9.222222222222223,8.777777777777779,8.777777777777779,8.88888888888889,9.222222222222223,8.777777777777779,9.222222222222223,9,7.8675749999999995,6.750914285714285,6.070166666666666,5.17224,9.09292526058993,8.855076078822648,7.577923434976727,6.73244433366567,8.967716221602233,8.787697223886557,8.787697223886559,8.787697223886559,8.787697223886559,8.787697223886559,6.178402812656957,9.040683073832245,8.692744901370778,8.90165111270639,8.91399874450722,8.91399874450722,6.5962000000000005,7.599550336531576,8.893899536515095,8.794389402204164,9.14443191782538,9.128353556718245,9,9,8.559131122385068,9.017032171880219,8.88888888888889,9.11111111111111,9,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,8.88888888888889,9.11111111111111,9.222222222222223,9,9,9,8.993005440213167,8.76803551609323,9,9,9.11111111111111,8.88888888888889,9,9.216078170108817,8.997000999666778,8.895807850550428,9.232480533926585,9.11111111111111,7.8675749999999995,6.750914285714285,5.9597999999999995,4.947360000000001,4.049668252378568,8.983032050571143,9.102244389027431,8.974358974358974,9.136212624584719
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.555555555555556,6.222222222222223,9.11111111111111,10.88888888888889,11.222222222222223,14.222222222222223,19.22222222222222,20.333333333333336,19.722825,17.421714285714284,14.016566666666666,11.356440000000001,20.847194499889106,23.073085557495634,18.707998480098794,14.354079428381521,20.526106018333998,17.775114839225083,17.775114839225086,17.775114839225086,17.775114839225086,17.775114839225086,19.050075339025618,27.875439477649422,24.573721163490468,23.689877961234746,23.35216572504708,23.35216572504708,11.54335,13.728219962766719,14.155079544031064,14.805744183457643,12.15082049354879,11.911388177668929,12.555555555555555,13,13.600811098584492,13.58120895023934,11.222222222222223,11.11111111111111,8.88888888888889,8.88888888888889,7.777777777777779,5.111111111111112,2.3333333333333335,0.6666666666666667,0,0,0.11111111111111112,1.1111111111111112,1.1111111111111112,3.330742755634506,4.994450610432851,9.11111111111111,11,12.88888888888889,13.555555555555557,15.333333333333334,14.767932489451477,18.327224258580472,17.791615701100856,17.908787541713014,17.11111111111111,14.765175,13.066285714285712,12.581799999999998,10.90668,10.760547070605908,22.623932571808805,23.566084788029926,24.643874643874646,23.75415282392027
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.555555555555554,29.22222222222222,28,30.444444444444446,28.333333333333336,27.77777777777778,28.77777777777778,30.555555555555554,27.555555555555554,30,28.444444444444446,25.111575,20.797171428571424,18.651966666666663,16.416240000000002,29.053005100909285,27.56298328760289,24.391441056331338,21.340578265204385,29.29453965723396,29.358897543439184,29.358897543439184,29.358897543439184,29.358897543439184,29.358897543439184,18.020341536916124,26.368658965344046,27.08124373119358,28.571428571428573,27.369742623979914,27.369742623979914,21.69135,25.61783903766289,29.688087185268692,28.94356005788712,28.8112238506827,30.05677390626739,28.111111111111114,30.333333333333336,27.436118940248026,29.166202827563172,28.22222222222222,29.666666666666668,28.666666666666668,30.666666666666668,28.77777777777778,29.888888888888893,27.555555555555554,28.666666666666668,30,29.888888888888893,28.111111111111114,29.111111111111114,29,29.754635283668257,28.745837957824637,29.444444444444446,29.444444444444446,29.888888888888893,28.666666666666668,29.444444444444446,29.98001332445037,28.990336554481836,28.13299232736573,29.477196885428253,29.333333333333336,25.327125000000002,20.797171428571424,19.09343333333333,15.854040000000001,13.074643214822235,28.83442386603083,29.67581047381546,29.202279202279207,30.232558139534888
Sort Rows,73,81.11111111111111,64.88888888888889,81.11111111111111,64.88888888888889,64.88888888888889,73,81.11111111111111,64.88888888888889,81.11111111111111,64.88888888888889,62.940599999999996,47.69194285714285,48.340599999999995,41.0406,72.85429141716565,63.731603891244696,60.504982426142305,46.3649468261881,72.73814268632921,72.89794287996804,72.89794287996804,72.89794287996804,72.89794287996804,72.89794287996804,50.11371170266198,73.32998493219488,61.016382480775654,62.88585786073223,64.15568110483365,64.15568110483365,46.30025,62.63500358012315,73.15545534260303,65.011688745408,73.15545534260303,73.13814983858398,73,81.11111111111111,77.03218010146561,73.13814983858398,64.88888888888889,73,73,81.11111111111111,81.11111111111111,81.11111111111111,64.88888888888889,64.88888888888889,81.11111111111111,81.11111111111111,73,73,73,72.94326634839568,64.81687014428412,73,73,73,64.88888888888889,73,81.05707306240285,72.97567477507496,64.93939730901812,81.4238042269188,73.22222222222223,63.156150000000004,47.90971428571428,48.56133333333333,33.05736,25.570762393590385,73.86048574914051,83.0423940149626,73.7891737891738,86.046511627907
