Avg Threads Running,1,1,1.4,2,2.2,2.9000000000000004,3.5,3.9,4.5,5,5.5,6.3,6.6000000000000005,7.3,8,8,8.125,8.571428571428573,8.833333333333332,9.4,10.25,10.666666666666668,12,10,34,34,34,34,34,34,34,34,34,26.5,19,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,52,48,45.333333333333336,39.5,36.4,34.166666666666664,30.857142857142854,30.857142857142854,30.857142857142854,30.857142857142854,27.333333333333336,24,20,19.333333333333336,17,11,30,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,19.5,9,50,50,50,50,50,50
Peak Threads Connected,1,1,5,7,7,8,8,8,8,8,8,9,9,14,14,14,14,14,14,14,14,14,14,10,34,34,34,34,34,34,34,34,34,34,19,19,19,19,19,19,19,19,19,21,21,21,21,21,21,21,21,21,21,52,52,52,52,52,52,52,52,52,52,44,40,24,24,23,11,30,30,30,30,30,30,30,30,30,30,9,50,50,50,50,50,50
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,1,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,13,13,13,13,13,13,13,13,13,13,36,36,36,36,36,36,36,36,36,36,25,22,14,14,13,2,15,15,15,15,15,15,15,15,15,15,1,31,31,31,31,31,31
Questions,36.55555555555556,38,64.11111111111111,174.22222222222223,312.44444444444446,407.33333333333337,546.3333333333334,707.6666666666667,830.8888888888889,990,1131.4444444444446,1233.5555555555557,1243.2222222222222,1211.6666666666667,1248.4444444444446,1071.93015,921.0642571428571,808.2150999999999,657.54912,524.71255,404.45666666666665,293.1396,198.85719999999998,1161.3689223612805,270.5902140672783,369.5122199592669,490.64056306306304,590.1314646464647,693.2898065296251,816.904653243848,774.4333333333334,774.4333333333334,737.1595525727071,620.5706005221931,515.5817567567568,396.60900000000004,295.7616,196.04679358717434,220.40476439790578,182.2,182.2,182.2,182.2,182.2,182.2,182.2,152.58057591623037
Threads Created,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.538875,0.5444285714285714,0.5518333333333333,0.44976000000000005,0.34665,0.36219999999999997,0.2622,0,2.547347436039429,0,0,0,0,0,3.3227516778523496,3.1500000000000004,3.1500000000000004,2.998389261744967,3.047545691906005,3.1226351351351354,3.2598,3.5397,4.385470941883767,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,9,9,9,8.88888888888889,8.88888888888889,8.88888888888889,9,9,8.88888888888889,9.11111111111111,9,9,9.11111111111111,9.11111111111111,7.8675749999999995,6.8598,6.180533333333333,5.17224,4.1598,3.3805333333333336,2.622,1.6219999999999999,8.971093144312771,2.373598369011213,3.0510183299389007,3.9508783783783783,4.848181818181819,5.872091898428053,7.7530872483221485,7.35,7.35,6.996241610738257,5.982219321148825,5.204391891891893,4.3464,3.5397,2.7612224448897793,2.177434554973822,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.5073821989528795
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,1.4444444444444444,4.111111111111112,7.555555555555555,8.666666666666668,12.777777777777779,14,15.222222222222223,17.555555555555557,17.666666666666668,18.666666666666668,17.444444444444446,14.11111111111111,12.609675,8.710857142857142,7.6152999999999995,6.521520000000001,4.27535,4.225666666666667,1.8354,0.16219999999999998,19.492745597519107,3.797757390417941,4.915529531568229,6.438468468468469,8.618989898989899,9.829371221281741,10.214384787472037,9.683333333333334,9.683333333333334,9.217270693512306,7.5624281984334205,6.245270270270271,4.7086,2.4909,0.9745490981963927,0,0,0,0,0,0,0,0,0
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.333333333333336,29.22222222222222,30,29.111111111111114,28,29,28.111111111111114,29.444444444444446,28.666666666666668,28.888888888888893,29.888888888888893,29,28.888888888888893,29.111111111111114,28.333333333333336,25.111575,21.123828571428568,19.866,16.19136,12.7105,9.900133333333333,8.3904,5.3526,29.792889578026365,6.883435270132518,9.32255600814664,12.291621621621621,15.083232323232323,18.509854897218865,22.767002237136467,21.583333333333336,21.583333333333336,20.544519015659958,17.60804177545692,15.03490990990991,12.194066666666668,9.5703,6.496993987975952,3.8709947643979055,3.2,3.2,3.2,3.2,3.2,3.2,3.2,2.6797905759162304
Sort Rows,98,98,98,98,87.11111111111111,98,98,98,98,98,98,98,98,98,98,84.4956,74.69559999999998,75.71153333333334,55.095600000000005,45.2956,35.4956,38.5434,31.791199999999996,97.68523646029462,23.261264016309887,33.22219959266803,43.020675675675676,52.79131313131313,62.55054413542926,84.42250559284118,80.03333333333333,80.03333333333333,76.1812975391499,66.36877284595299,56.67004504504505,47.327466666666666,38.5434,31.83527054108216,23.70984293193717,19.6,19.6,19.6,19.6,19.6,19.6,19.6,16.413717277486914
