,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
8,1698716330540,1.446,0.0,0,0,COMMIT,438069,1698716330538.554
9,1698716353293,1.25,0.0,0,0,COMMIT,438071,1698716353291.75
10,1698716408241,1.09,0.0,0,0,COMMIT,438067,1698716408239.91
11,1698716510575,1.15,0.0,0,0,COMMIT,438068,1698716510573.85
12,1698716565990,1.611,0.088,1,404,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 1\
              AND OL_O_ID < 44107\
              AND OL_O_ID >= 44087\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 15",438081,1698716565988.389
13,1698716614793,1.122,0.0,0,0,COMMIT,438073,1698716614791.878
14,1698716636558,1.446,0.081,1,384,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 1\
              AND OL_D_ID = 4\
              AND OL_O_ID < 44262\
              AND OL_O_ID >= 44242\
              AND S_W_ID = 1\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 20",438083,1698716636556.554
15,1698716806300,1.051,0.0,0,0,COMMIT,438087,1698716806298.949
16,1698716865561,1.164,0.0,0,0,COMMIT,438091,1698716865559.836
17,1698716888628,1.137,0.0,0,0,COMMIT,438092,1698716888626.863
18,1698716955820,1.055,0.0,0,0,COMMIT,438094,1698716955818.945
19,1698716985855,1.1,0.0,0,0,COMMIT,438086,1698716985853.9
20,1698717071070,1.022,0.0,0,0,COMMIT,438101,1698717071068.978
21,1698717071463,1.081,0.0,0,0,COMMIT,438097,1698717071461.919
22,1698716097678,1.02,0.0,0,0,COMMIT,438093,1698716097676.98
23,1698716136131,1.069,0.0,0,0,COMMIT,438102,1698716136129.931
24,1698716192127,1.003,0.0,0,0,COMMIT,438098,1698716192125.997
25,1698716221569,1.47,0.092,1,390,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 5\
              AND OL_O_ID < 44139\
              AND OL_O_ID >= 44119\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 16",438106,1698716221567.53
30,1698716330281,1.054,0.0,0,0,COMMIT,438111,1698716330279.946
31,1698716687469,1.692,0.107,1,388,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 4\
              AND OL_O_ID < 44210\
              AND OL_O_ID >= 44190\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",438128,1698716687467.308
32,1698716712076,1.153,0.0,0,0,COMMIT,438122,1698716712074.847
33,1698716826983,1.685,0.074,1,420,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 4\
              AND OL_O_ID < 44059\
              AND OL_O_ID >= 44039\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 19",438135,1698716826981.315
34,1698716909616,1.251,0.0,0,0,COMMIT,438137,1698716909614.749
35,1698716170416,1.186,0.0,0,0,COMMIT,438150,1698716170414.814
38,1698716231666,1.03,0.0,0,0,COMMIT,438147,1698716231664.97
41,1698716302793,1.119,0.0,0,0,COMMIT,438148,1698716302791.881
42,1698716478183,1.006,0.0,0,0,COMMIT,438158,1698716478181.994
43,1698716551187,1.033,0.0,0,0,COMMIT,438162,1698716551185.967
44,1698716707484,1.011,0.0,0,0,COMMIT,438159,1698716707482.989
45,1698716733490,1.121,0.0,0,0,COMMIT,438161,1698716733488.879
46,1698716762853,1.099,0.0,0,0,COMMIT,438173,1698716762851.901
47,1698716838465,1.083,0.0,0,0,COMMIT,438177,1698716838463.917
