Avg Threads Running,2,2,2.9000000000000004,3.7,4.2,5,5.3,5.6000000000000005,6.300000000000001,6.8,7.199999999999999,7.6,7.5,7.3,7.5,7,7.1,7.3,7,7,7.1,7.3,7.3,7.299999999999999,7,7,6.8999999999999995,7,7.1,6.8999999999999995,7.1000000000000005,7,6.9,6.6,6.7,6.6000000000000005,6.7,6.6,6.8999999999999995,7.1,6.7,6.7,6.8,7.3,7.1,7.3,7.1000000000000005,7,6.5,6.3,6.5,6.4,6.2,5.9,6.3,6.3,6.5,6.300000000000001,6.7,6.6000000000000005,6.5,6.6,6.7,7.800000000000001,9.399999999999999,9.777777777777779,10.25,11.142857142857142,11.5,13,14.75,17.333333333333336,21.5,25,26,26,23.5,23.5,23.5,23.5,23.5,22.333333333333336,22.333333333333336,22.333333333333336,20.5,20.5,20,22,22,22,22,24,24,24,24,24,24,21,22,22,22,22,22
Peak Threads Connected,2,2,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,9,9,9,9,9,9,9,9,18,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,21,21,20,24,24,24,24,24,24,24,24,24,24,21,23,23,23,23,23
Peak Threads Running,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3329264232604595,0.3233187180127325,0.32664893942172507,0.33108883713192483,0.33730393135102776,0.3466249065071055,0.36215543008967116,0.3931999005469915,0.48720238095238094,0,0,0,0,0,0.4290617848970252,0.4290617848970252,0.4290617848970252,0.6041079339508658,0.6041079339508658,0.16603021749958494,0.16603021749958494,0.16603021749958494,0.16603021749958494,0,0,0,0,0
table_open_cache_hits,280,281.33333333333337,326.55555555555554,513.6666666666667,756.3333333333334,1060.888888888889,1289.111111111111,1562.6666666666667,1750.2222222222222,1963.7777777777778,2162.1111111111113,2360,2408,2393.222222222222,2304.666666666667,2267,2221.777777777778,2250.3333333333335,2277.3333333333335,2241.777777777778,2177.222222222222,2211.1111111111113,2187,2220.666666666667,2280.1111111111113,2225.888888888889,2210.5555555555557,2200.888888888889,2297.3333333333335,2286.3333333333335,2177,2313.5555555555557,2278.666666666667,2271.5555555555557,2360.888888888889,2379.3333333333335,2367.222222222222,2372.777777777778,2483.888888888889,2594.1111111111113,2492.1111111111113,2562.3333333333335,2544.888888888889,2498,2462.5555555555557,2480.888888888889,2440.777777777778,2345.4444444444443,2310.1111111111113,2276.5555555555557,2267.5555555555557,2341,2324.666666666667,2340.1111111111113,2393.777777777778,2402,2420.222222222222,2420.4444444444443,2403.4444444444443,2312.1111111111113,2228,2240,2193.888888888889,2143.174497389759,2051.159693707691,1765.4279732555235,1525.015015180227,1325.5693409305163,1135.3650329275592,909.1971297681378,687.7331617402856,525.970400298359,256.91805555555555,721.8888450148075,908.8582428430403,757.6,757.6,757.6,2046.62471395881,2046.62471395881,2046.62471395881,2118.8078936770034,2118.8078936770034,2184.6256018595386,2184.6256018595386,2184.6256018595386,2184.6256018595386,505.1866153846154,421.8,421.8,421.8,421.8
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3329264232604595,0.3233187180127325,0.32664893942172507,0.33108883713192483,0.33730393135102776,0.3466249065071055,0.36215543008967116,0.3931999005469915,0.48720238095238094,0,0,0,0,0,0.4290617848970252,0.4290617848970252,0.4290617848970252,0.6041079339508658,0.6041079339508658,0.16603021749958494,0.16603021749958494,0.16603021749958494,0.16603021749958494,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,1,1.1111111111111112,0.888888888888889,0.888888888888889,1,1.1111111111111112,1,1,1,0.888888888888889,1,1.1111111111111112,1,1,0.888888888888889,1.1111111111111112,0.888888888888889,1.1111111111111112,1,1,1,1.1111111111111112,1,1.1111111111111112,1,1,0.888888888888889,1,0.888888888888889,0.888888888888889,1,1.1111111111111112,0.888888888888889,0.888888888888889,1.1111111111111112,1.1111111111111112,1,1,1,1,0.888888888888889,1,1,0.888888888888889,0.888888888888889,1,1,1.1111111111111112,0.888888888888889,1,1.1111111111111112,1,1.1111111111111112,1.1111111111111112,1,1.1111111111111112,0.888888888888889,1.1111111111111112,1,1,1.1111111111111112,0.888888888888889,1.7771853826502277,1.8865830651426037,1.6165935900636625,1.6332446971086252,1.434718294238341,1.461650369187787,1.2709579905260533,1.2071847669655706,1.3106663351566383,0.16240079365079366,0.38114511352418556,0.47986179664363277,0.4,0.4,0.4,0.8581235697940504,0.8581235697940504,0.8581235697940504,0.8054772452678212,0.8054772452678212,1.1622115224970946,1.1622115224970946,1.1622115224970946,1.1622115224970946,0,0,0,0,0
Slow Queries,4.111111111111112,4.111111111111112,4.111111111111112,6,8.222222222222223,10.555555555555555,12.11111111111111,14,15.444444444444446,16.444444444444446,17.88888888888889,21,20.333333333333336,19.333333333333336,18.666666666666668,18.444444444444446,19.555555555555557,19.555555555555557,20.88888888888889,20.333333333333336,18.77777777777778,19.666666666666668,18.88888888888889,18.555555555555557,18.22222222222222,16.444444444444446,16.555555555555557,15.777777777777777,16,15.444444444444446,15,16.555555555555557,16,16.11111111111111,16.333333333333336,16.77777777777778,17.444444444444446,17.444444444444446,17.77777777777778,17.77777777777778,16.666666666666668,17.11111111111111,16.88888888888889,16.444444444444446,16.11111111111111,16,15.555555555555557,15.222222222222223,15,15.333333333333334,15.777777777777777,16.333333333333336,16.333333333333336,16.555555555555557,15.88888888888889,17.333333333333336,18.333333333333336,17.666666666666668,17.77777777777778,18.333333333333336,18,18.77777777777778,18.666666666666668,21.215150505387093,24.52557984685385,21.554581200848833,20.578883183568678,18.872063716519712,16.75276192376771,15.36703752181501,13.882624820104061,12.189196916956735,8.93204365079365,6.479466929911155,8.157650542941756,6.8,6.8,6.8,19.736842105263158,19.736842105263158,19.736842105263158,20.94240837696335,20.94240837696335,23.244230449941888,23.244230449941888,23.244230449941888,23.244230449941888,5.030307692307693,4.2,4.2,4.2,4.2
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.88888888888889,60.22222222222223,82.22222222222223,184.66666666666669,311.77777777777777,473.44444444444446,592,736.3333333333334,835.8888888888889,947.6666666666667,1052.3333333333335,1162.5555555555557,1184.7777777777778,1176.6666666666667,1130.4444444444446,1112.4444444444446,1091.6666666666667,1105.111111111111,1122,1102.7777777777778,1067.4444444444446,1086.2222222222222,1075,1091,1120.5555555555557,1091.3333333333335,1083.6666666666667,1075.6666666666667,1126,1118.4444444444446,1062.2222222222222,1130.7777777777778,1113.111111111111,1106.5555555555557,1151.2222222222222,1162,1158.2222222222222,1160.3333333333335,1215.888888888889,1271.5555555555557,1220.7777777777778,1254.3333333333335,1248.6666666666667,1225.4444444444446,1207.5555555555557,1215.3333333333335,1195,1148.7777777777778,1130.111111111111,1110.6666666666667,1110,1148.4444444444446,1140.6666666666667,1148.3333333333335,1174.5555555555557,1178.7777777777778,1187.7777777777778,1189,1182.5555555555557,1136.888888888889,1094.111111111111,1099.888888888889,1074.4444444444446,1052.315894701766,1003.2182887581846,862.7221125639746,744.1062840026897,646.0646841900959,552.5038395529834,441.02242271254056,332.217247868925,254.7935355544505,120.0141865079365,358.08583415597235,450.830157946693,375.8,375.8,375.8,1006.149885583524,1006.149885583524,1006.149885583524,1038.2601691502214,1038.2601691502214,1071.5590237423212,1071.5590237423212,1071.5590237423212,1071.5590237423212,246.4850769230769,205.8,205.8,205.8,205.8
Table Locks Waited,0,0,0.11111111111111112,1.1111111111111112,4,7,10.222222222222223,13.444444444444446,16.22222222222222,19.555555555555557,20.77777777777778,23.333333333333336,24.444444444444446,24.555555555555557,23.22222222222222,23,21.22222222222222,21.555555555555557,20.666666666666668,20.88888888888889,20.444444444444446,20.333333333333336,19.666666666666668,21.333333333333336,22.22222222222222,21.666666666666668,20.555555555555557,21.77777777777778,23.77777777777778,23.22222222222222,23.88888888888889,25.77777777777778,24.555555555555557,24.22222222222222,25.666666666666668,26,25,23.333333333333336,25.444444444444446,25.444444444444446,22.88888888888889,24.888888888888893,24,24.444444444444446,23.444444444444446,24.444444444444446,24.333333333333336,21.88888888888889,23.22222222222222,23.444444444444446,21.666666666666668,21.555555555555557,20.22222222222222,21.444444444444446,22.22222222222222,23.22222222222222,23.11111111111111,20.77777777777778,20.22222222222222,18.88888888888889,18.88888888888889,19.22222222222222,18.22222222222222,16.438964789514607,18.643879702585732,16.920346242666334,15.461383132628319,14.347182942383409,13.604591897824786,11.323080279232112,9.89891508911768,8.912531079065142,7.145634920634921,5.336031589338598,6.718065153010859,5.6,5.6,5.6,18.020594965675055,18.020594965675055,18.020594965675055,19.734192509061618,19.734192509061618,17.433172837456418,17.433172837456418,17.433172837456418,17.433172837456418,5.269846153846154,4.4,4.4,4.4,4.4
bytes_received_rate,12426,12817.333333333334,15142.666666666668,27330,41940.11111111111,62484.88888888889,76562.22222222222,94368.77777777778,105439.22222222222,118996.8888888889,131412.55555555556,145323.44444444444,148083,148395.44444444444,141386.77777777778,139265.11111111112,136508.11111111112,139218.33333333334,141400.6666666667,138569.8888888889,134287.22222222222,136991.22222222222,134914.33333333334,138298.77777777778,142117.22222222222,138352.6666666667,136660,135439.11111111112,142576.8888888889,141136.11111111112,134484.33333333334,143303.22222222222,140121.44444444444,140050.6666666667,146027.55555555556,148031.33333333334,147849.6666666667,147448.22222222222,154878.33333333334,161293.11111111112,155178.8888888889,159203.8888888889,157268.6666666667,154351.11111111112,152208.8888888889,152983.6666666667,151417.55555555556,145705.6666666667,143043.44444444444,139529,140235.55555555556,145146.55555555556,143907.33333333334,143814.11111111112,147841.11111111112,147903.8888888889,148237.55555555556,148674.44444444444,148911.8888888889,143239.44444444444,138528.33333333334,139383,136803.22222222222,133459.95779184715,126612.91754522253,109402.43234302833,94541.78477087026,81729.38980896135,69578.83008980243,55182.800657566695,41374.326392117786,31669.892789656886,14631.499503968254,44168.04861796644,55607.58464955577,46353,46353,46353,123371.28146453088,123371.28146453088,123371.28146453088,127033.2259363673,127033.2259363673,132243.8983895069,132243.8983895069,132243.8983895069,132243.8983895069,30278.380153846152,25280.6,25280.6,25280.6,25280.6
bytes_sent_rate,164699.77777777778,169610,156528.77777777778,184909.8888888889,197928.44444444444,245166.44444444444,261369.33333333334,295792.44444444444,311379.1111111111,336993.55555555556,343865.55555555556,392393.55555555556,395058.7777777778,394527.22222222225,373492.22222222225,372685.22222222225,373464.22222222225,372824.22222222225,381848.7777777778,375071,369028.1111111111,376978,375856.3333333334,380223.1111111111,390199.44444444444,379189.55555555556,369815.1111111111,360083.8888888889,388354.6666666667,370374.1111111111,360380.3333333334,381675.55555555556,383810.22222222225,364690.6666666667,377159.1111111111,393892.8888888889,401999.3333333334,382573.55555555556,399953.3333333334,408460,393927.6666666667,388919.7777777778,398423.7777777778,405421.7777777778,395212.7777777778,383902.7777777778,389324.3333333334,382287,382305.44444444444,361933.3333333334,379223.6666666667,385477.7777777778,370890.55555555556,368140,387544.1111111111,390932.3333333334,384528.3333333334,371210,393651.55555555556,376603.7777777778,378961.44444444444,383888.22222222225,373083.44444444444,366475.8413862046,351606.1480412829,303679.26135157904,274306.060070909,229019.55642849221,200004.81583316703,154107.23814198453,112799.34462526292,87397.45936101441,40950.65932539683,165146.1756663376,207919.07793682133,173315.8,173315.8,173315.8,443136.44164759724,443136.44164759724,443136.44164759724,449422.27144583163,449422.27144583163,419004.316785655,419004.316785655,419004.316785655,419004.316785655,107105.55092307692,89426.6,89426.6,89426.6,89426.6
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27.333333333333336,28.22222222222222,40.55555555555556,81.66666666666667,134.88888888888889,208.22222222222223,258.44444444444446,319.77777777777777,364.11111111111114,413.6666666666667,458.6666666666667,500.88888888888886,515.8888888888889,511.55555555555554,487.7777777777778,479.6666666666667,469.7777777777778,473.6666666666667,479,469.11111111111114,454.55555555555554,458.55555555555554,456.6666666666667,462.6666666666667,478.11111111111114,464.44444444444446,460.44444444444446,460.11111111111114,483.2222222222223,481.55555555555554,455.6666666666667,487.11111111111114,483.88888888888886,479.33333333333337,505.44444444444446,509.33333333333337,507.6666666666667,507.6666666666667,533.5555555555555,560,535.4444444444445,551.5555555555555,547.4444444444445,534.8888888888889,525.6666666666667,529.2222222222223,521.3333333333334,498.11111111111114,495.44444444444446,485.7777777777778,481.6666666666667,499.6666666666667,493.2222222222223,502,515.2222222222223,516.6666666666667,519.4444444444445,515.3333333333334,514.4444444444445,490.55555555555554,473.11111111111114,476,461,448.0728646006886,427.58850294085016,369.445521782549,318.26494997656744,275.24518660234014,237.91170624625823,189.14165731737722,143.29283183881324,111.93090502237692,52.293055555555554,154.74491609081934,194.8238894373149,162.4,162.4,162.4,435.9267734553776,435.9267734553776,435.9267734553776,450.26178010471205,450.26178010471205,470.6956666113233,470.6956666113233,470.6956666113233,470.6956666113233,108.75046153846154,90.8,90.8,90.8,90.8
