Avg Threads Running,1,1,1.7000000000000002,2,2.3000000000000003,3,4,4.1000000000000005,4.5,5,5.9,6.444444444444445,6.333333333333332,6.625,7,8.428571428571429,8,9.2,10.25,11.5,12.25,12.25,14,14,14,12,12,12,12,13,25,25,25,25,25,25,25,25,25,25,52,68.5,88,107,125,145.83333333333334,161.14285714285717,172.62500000000003,181.55555555555557,188.70000000000002,208.79999999999998,225.6,238,246.9,252.5,252.79999999999998,252.79999999999998,252.79999999999998,252.79999999999998,252.79999999999998,252.79999999999998,252.77777777777777,253,253,253,253,253,253,253,253,28,28,28,28,28,28,28,28,28,28,27,27,27,23.5,23.5
Peak Threads Connected,1,1,8,8,8,8,11,11,11,11,11,11,11,11,11,18,18,18,18,18,18,18,18,18,18,13,13,13,13,13,25,25,25,25,25,25,25,25,25,25,52,85,127,164,197,250,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,45,76,121,159,194,246,251,251,251,251,251,251,251,251,251,251,251,251,252,252,252,252,252,252,252,252,252,252,252,252,16,16,16,16,16,16,16,16,16,16,5,5,5,5,5
Questions,39.111111111111114,38.55555555555556,114.55555555555557,262,368.22222222222223,498,675.2222222222223,831.1111111111111,943.5555555555557,1069.2222222222222,1199.5555555555557,1084.6476,1253.6320283908174,1120.4409317699888,1003.5261329628045,1209.2198581560283,1057.1022382851447,962.6743735763097,858.9732735723771,1183.5309763936607,1127.3957158962796,1127.3957158962796,935.4586816720257,823.641961414791,711.8252411575563,183.8,183.8,183.8,151.48920163766633,121.114263322884,157.97406745017886,196.41367376845906,247.69220053070507,291.8226649182974,297.4657391863914,292.94088379638185,292.7416362950861,284.02366863905326,230,187.44444444444446,146.22222222222223,98.55555555555556,53.777777777777786,44.44444444444444,44.66666666666667,43.44444444444444,42.88888888888889,44.22222222222222,43.111111111111114,37.397925,30.37911428571428,26.046533333333333,21.13872,18.14135,14.246533333333335,9.8325,5.8392,606.1475675675675,720.4718918918919
Threads Created,0,0,0,0,0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.64665,1.219917932793612,1.1953108572854112,1.210791648852786,1.4406028368794326,1.4497657028913262,1.4850797266514804,1.5429946879150067,3.2140086445749754,3.0063885757234123,3.0063885757234123,2.690032154340836,2.368488745980707,2.0469453376205786,0,0,0,0,7.977586206896551,12.739844149207972,16.392199301093452,19.529836365933786,25.287040548718984,24.737531475574958,24.07241113780571,23.574146192032174,22.440549291057273,18.666666666666668,14,9.88888888888889,6.222222222222223,0.33333333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6868243243243244,3.193581081081081
Created Tmp Disk Tables,8.88888888888889,9.11111111111111,8.88888888888889,9,8.88888888888889,9.222222222222223,9.11111111111111,9,9,9,8.777777777777779,7.652025,8.983032050571143,7.932517507439547,6.824462020806612,8.865248226950355,8.140992023928217,7.196924829157174,6.409362549800797,9.087886512246481,9.14443191782538,9.14443191782538,7.733842443729904,6.809405144694533,5.884967845659164,2,2,2,1.6484135107471851,2.175705329153605,3.0575625958099133,3.8053319806109798,4.848786959818044,5.619342344159774,6.645903978512675,7.425320848477382,8.561754587155963,9.154850954560679,9.11111111111111,9.11111111111111,9,8.88888888888889,9.222222222222223,9.11111111111111,9.11111111111111,8.777777777777779,9,9,8.88888888888889,7.8675749999999995,6.968685714285714,5.849433333333333,4.947360000000001,4.1598,3.3805333333333336,2.2287,1.2975999999999999,5.015405405405405,5.961351351351352
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,2.666666666666667,3.666666666666667,3.7777777777777777,7.333333333333334,8.666666666666668,9.11111111111111,11.11111111111111,12.333333333333334,11.747475,15.415326605301098,14.12640104064577,14.199283882000852,14.738475177304966,13.49397308075773,13.365717539863322,11.750498007968128,20.17067494181536,20.29312288613303,20.29312288613303,21.184003215434082,18.65184887459807,16.119694533762058,6.4,6.4,6.4,5.274923234390992,7.977586206896551,7.304177312212571,9.36697102919626,12.256655926206722,12.771232600363124,12.553374181635053,12.215850428140211,11.962999560135732,11.387741431282794,7.666666666666667,6.555555555555555,4.222222222222222,1.2222222222222223,0.22222222222222224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.717635135135135,15.116283783783786
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.888888888888893,29.333333333333336,27.444444444444446,28.444444444444446,28,30.444444444444446,29,29.555555555555554,29.333333333333336,27.888888888888893,27.77777777777778,24.896025,28.279915714761007,25.318857249772805,21.023745902807466,28.147163120567377,25.42666001994018,22.733143507972663,19.9402390438247,30.145184528427354,29.93861956657898,29.93861956657898,25.555305466237943,22.500643086816716,19.4459807073955,5,5,5,4.121033776867963,6.527115987460815,9.512416964741952,11.123278097170559,15.354492039423807,18.007437966512004,21.16843489452185,23.23406846136471,27.327244093251227,30.03237691191247,29.22222222222222,29.111111111111114,29.444444444444446,28.444444444444446,29.111111111111114,29.666666666666668,29.444444444444446,28.555555555555554,28,29.22222222222222,28.555555555555554,25.21935,22.321571428571424,18.983066666666666,15.291840000000002,13.4038,10.262333333333334,7.0794,3.5683999999999996,17.553918918918917,20.86472972972973
Sort Rows,61.333333333333336,69,61.333333333333336,61.333333333333336,69,76.66666666666667,69,69,76.66666666666667,69,61.333333333333336,59.4918,68.8699123877121,59.98287211104973,45.56979478409576,61.170212765957444,61.55928215353939,47.294077448747146,49.138446215139446,68.82411614762273,77.7903043968433,77.7903043968433,69.60458199356913,61.284646302250806,52.96471061093248,27.6,27.6,27.6,22.748106448311155,33.360815047021944,23.44131323454267,30.29629692255665,46.467541698256255,44.06075247125277,50.951930501930505,57.84564467442864,73.06812476435843,77.36965501842135,69.44444444444444,77.22222222222223,69.55555555555556,62,77.55555555555556,77.66666666666667,77.77777777777779,62.22222222222223,70,70,62.22222222222223,60.354,53.354,38.62833333333333,31.4832,24.2655,25.354000000000003,9.177,0,37.61554054054054,44.71013513513513
