Avg Threads Running,2,2,2.3,2.5,3.4,4,4.2,4.9,5.7,6.699999999999999,7.2,8,9.100000000000001,10.1,10,10.1,10.700000000000001,10.700000000000001,10.8,10.666666666666666,11.125,11.285714285714286,10.5,9.8,9.75,10,10,16,21,21,21,21,21,21,21,21,21,86,86,86,86,86,86,86,82,82,82,78,78,78,78,78,78,78,87,87,87,78,78,78,78,78,78,78,48.5,48.5,48.5,24,24,24,24,24,24,24,20,20,20,24,25.5,20.666666666666664,19,19,19,19,19,19,19,17.333333333333336,12.5,14,18,18,18
Peak Threads Connected,2,2,5,5,11,11,11,11,11,12,12,12,16,16,16,16,16,16,16,16,16,16,14,11,11,11,11,21,21,21,21,21,21,21,21,21,21,86,86,86,86,86,86,86,86,86,86,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,87,87,69,69,69,28,28,28,28,28,28,28,20,20,20,24,27,27,27,27,27,27,27,27,27,27,14,14,18,18,18
Peak Threads Running,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,48,48,48,48,48,48,48,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,42,42,42,7,7,7,7,7,7,7,7,7,7,5,9,9,9,9,9,9,9,9,9,9,1,1,4,4,4
Questions,37.66666666666667,39.77777777777778,45.66666666666667,139.55555555555557,268.33333333333337,414,538.3333333333334,650.6666666666667,793.7777777777778,908.5555555555557,1080.5555555555557,1189.4444444444446,1232.6666666666667,1224.888888888889,1202.111111111111,1191.7777777777778,1211.5555555555557,1186.3333333333335,1187.5555555555557,980.429175,873.3723142857141,745.6371999999999,631.12572,518.3573,413.6324000000001,287.109,174.68939999999998,1189.3838652482268,1112.3193589927027,1112.3193589927027,1112.3193589927027,605.4028131279304,718.7316811788346,832.0605492297389,864.6992632283991,751.370395177495,638.0415271265908,524.7126590756865,1143.0611079383211,1143.0611079383211,1143.0611079383211,597.2771561771561,708.6990675990676,820.120979020979,851.8762237762237,740.4543123543124,629.032400932401,517.6104895104895,270.8665284974093,362.27092875318067,462.0947554806071,421.2,421.2,421.2,421.2,421.2,385.27725126475553,266.7885,166.09279999999998
Threads Created,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,1,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.538875,0.5444285714285714,0,0,0,0,0,0,4.210992907801418,4.006295607383031,4.006295607383031,4.006295607383031,2.683523107836571,3.185867381111856,3.6882116543871404,3.832886805090422,3.330542531815137,2.8281982585398526,2.3258539852645677,2.4271844660194177,2.4271844660194177,2.4271844660194177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9,9.11111111111111,9.222222222222223,8.88888888888889,9,9,9,8.88888888888889,9,8.777777777777779,8.777777777777779,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,9,9.11111111111111,8.88888888888889,9,7.7598,6.750914285714285,5.849433333333333,4.947360000000001,4.04425,3.2598,2.2287,1.2975999999999999,9.086879432624112,9.014165116611817,9.014165116611817,9.014165116611817,4.830341594105827,5.73456128600134,6.638780977896852,6.899196249162759,5.994976557267248,5.090756865371735,4.186537173476222,8.85208452312964,8.85208452312964,8.85208452312964,4.998135198135198,5.93053613053613,6.862937062937062,7.128671328671328,6.196270396270397,5.263869463869463,4.331468531468532,2.4098445595854923,3.0542748091603054,4.095806632939854,3.733333333333333,3.733333333333333,3.733333333333333,3.733333333333333,3.733333333333333,3.4149297358066333,2.3598,1.6219999999999999
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.11111111111111112,1.8888888888888888,5.111111111111112,8,9,11.333333333333334,12,14.777777777777777,16.11111111111111,17,19.11111111111111,18.22222222222222,15.666666666666668,16.11111111111111,14.88888888888889,15.555555555555557,12.394124999999999,11.21522857142857,10.374466666666667,6.63396,4.3909,4.225666666666667,2.8842,1.9464,29.255319148936174,9.872657032479612,9.872657032479612,9.872657032479612,2.5046215673141328,2.9734762223710653,3.4423308774279975,3.5773610180843938,3.1085063630274616,2.6396517079705295,2.1707970529135965,17.41861793260994,17.41861793260994,17.41861793260994,7.140193140193139,8.472194472194472,9.804195804195803,10.183816183816184,8.851814851814853,7.519813519813519,6.187812187812188,8.434455958549224,6.617595419847329,6.289988757729062,5.7333333333333325,5.7333333333333325,5.7333333333333325,5.7333333333333325,5.7333333333333325,5.2443563799887585,1.0488,0.6487999999999999
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,30.22222222222222,28.555555555555554,28.77777777777778,28.666666666666668,28.77777777777778,29,29.444444444444446,27.888888888888893,27.444444444444446,27.333333333333336,28.888888888888893,29.444444444444446,28,30.444444444444446,29.333333333333336,29,28.888888888888893,29.22222222222222,25.21935,22.1038,18.8727,16.19136,12.36385,10.624533333333334,6.8172,4.3793999999999995,29.033687943262414,29.04564315352697,29.04564315352697,29.04564315352697,15.206630944407234,18.05324849296718,20.899866041527126,21.71969189551239,18.873074346952443,16.0264567983925,13.17983924983255,28.98343803540834,28.98343803540834,28.98343803540834,15.35141525141525,18.215218115218114,21.079020979020974,21.895204795204798,19.031401931401934,16.167599067599067,13.303796203796205,8.91642487046632,10.011234096692112,13.750207982012366,12.533333333333333,12.533333333333333,12.533333333333333,12.533333333333333,12.533333333333333,11.464406970207984,7.472700000000001,5.677
Sort Rows,75,83.33333333333334,83.33333333333334,75,75,75,75,75,75,66.66666666666667,66.66666666666667,66.66666666666667,83.33333333333334,75,75,75,75,66.66666666666667,75,64.66499999999999,57.165,41.387499999999996,33.732,34.665,27.165000000000003,19.665,12.165,74.80053191489363,75.11804263843183,75.11804263843183,75.11804263843183,40.25284661754856,47.78801071667784,55.3231748158071,57.49330207635633,49.95813797722706,42.42297387809779,34.88780977896852,74.9571673329526,74.9571673329526,74.9571673329526,40.16358641358641,47.65609390609391,55.1486013986014,57.28396603396603,49.791458541458546,42.29895104895105,34.80644355644356,18.07383419689119,25.452290076335878,43.88364249578415,40,40,40,40,40,36.5885328836425,29.497499999999995,24.33
