Avg Threads Running,1,1,1.6,2.4000000000000004,3,3.2222222222222223,3.5,3.857142857142857,4.333333333333333,5,6,7.666666666666667,8,7,144,144,144,144,146.5,146.5,146.5,146.5,146.5,146.5,149,149,149,149,114,114,114,114,114,114,111,111,101.66666666666667,101.66666666666667,95.5,95.66666666666667,95.66666666666667,95.66666666666667,95.66666666666667,95.66666666666667,89.5,89.5,96,96,96
Peak Threads Connected,1,1,7,9,9,9,9,9,9,9,9,9,9,7,144,144,144,144,149,149,149,149,149,149,149,149,149,149,114,114,114,114,114,114,114,114,114,114,108,108,108,108,108,108,96,96,96,96,96
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,1,116,116,116,116,129,129,129,129,129,129,129,129,129,129,78,78,78,78,78,78,79,79,79,79,79,79,79,79,79,79,66,66,66,66,66
Questions,38,38.88888888888889,132.88888888888889,304.11111111111114,445.44444444444446,429.698925,429.98968571428566,431.8647666666667,435.48012,442.67204999999996,457.2171333333334,379.9278,215.8882,723.6622992607698,1072.6484833035943,1072.6484833035943,1072.6484833035943,761.5267907213868,654.2619423910273,1077.319587628866,1077.319587628866,1063.2040050062578,1063.2040050062578,403.2,738.2765650080257,842.4499197431782,873.9102728731941,769.7369181380417,665.5635634028891,596.2390957446808,490.65398936170214
Threads Created,0,0,0.11111111111111112,0.4444444444444445,0.4444444444444445,0.4311,0.4355428571428571,0.4414666666666666,0.44976000000000005,0.4622,0.4829333333333333,0.3933,0,5.847081315319909,8.666836604639306,8.666836604639306,8.666836604639306,6.153020647463675,5.286336986999745,7.815098104423012,7.815098104423012,7.6345431789737175,7.6345431789737175,2.8,7.109751203852328,8.11296147672552,8.415930979133226,7.412720706260032,6.409510433386837,6.758377659574468,5.5615691489361705
Created Tmp Disk Tables,9.11111111111111,9,8.88888888888889,9.222222222222223,9,7.8675749999999995,7.077571428571427,6.180533333333333,5.28468,4.1598,3.3805333333333336,2.622,1.4598,6.191027275044609,9.176650522559266,9.176650522559266,9.176650522559266,6.51496303849095,5.5972979862350245,8.646491519787162,8.646491519787162,8.760951188986233,8.760951188986233,3.6,6.540971107544142,7.463924558587479,7.742656500802568,6.819703049759229,5.89674959871589,5.256515957446808,4.325664893617022
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.888888888888889,5.222222222222222,5.333333333333334,5.1732,5.226514285714285,5.2976,5.39712,5.5464,5.7951999999999995,2.8842,0.16219999999999998,13.92981136885037,20.64746367575835,20.64746367575835,20.64746367575835,14.658666836604638,12.593920469028806,12.803458596607914,12.803458596607914,10.012515644555695,10.012515644555695,0.6,4.97682584269663,5.679073033707865,5.891151685393258,5.188904494382022,4.4866573033707855,6.007446808510638,4.943617021276596
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.888888888888893,30,28.666666666666668,30.666666666666668,28.77777777777778,25.973775,23.083771428571428,20.307466666666663,17.31576,14.21265,10.5038,8.6526,4.3793999999999995,19.776892684170278,29.314300280397653,29.314300280397653,29.314300280397653,20.811687484068315,17.880257456028552,27.76854007316262,27.76854007316262,28.535669586983733,28.535669586983733,12.2,21.18705858747994,24.176625200642054,25.079474317817013,22.089907704654895,19.100341091492773,16.520478723404256,13.594946808510638
Sort Rows,58.88888888888889,53,53,58.88888888888889,53,51.408674999999995,46.167542857142855,40.94603333333333,35.75592,24.4966,19.1966,20.8449,8.596599999999999,27.343703798113687,40.530206474636756,40.530206474636756,40.530206474636756,28.774420086668364,24.721399439204692,44.06385101429996,44.06385101429996,46.43304130162703,46.43304130162703,21.2,37.68168138041734,42.99869582664526,44.60443418940609,39.28741974317817,33.97040529695023,29.849501329787234,24.563597074468085
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0,1.2038108590364518,1.7843487127198572,1.7843487127198572,1.7843487127198572,1.2667983685954627,1.088363497323477,0,0,0.1251564455569462,0.1251564455569462,0.2,0.4265850722311397,0.48677768860353127,0.5049558587479936,0.44476324237560194,0.38457062600321024,0.37546542553191486,0.30897606382978726
table_open_cache_hits,278.55555555555554,280.33333333333337,465.55555555555554,797.7777777777778,1072.5555555555557,1012.8694499999999,992.7110571428569,975.8620666666666,962.3739600000001,956.7539999999999,964.1764000000001,791.8439999999999,451.4026,1560.8267652306909,2313.5355595207748,2313.5355595207748,2313.5355595207748,1642.4945704817742,1411.1410145296966,2321.2504156967075,2321.2504156967075,2289.2365456821026,2289.2365456821026,866.2,1588.7450040128413,1812.922371589085,1880.6239365971105,1656.4465690208667,1432.2692014446225,1284.4672207446808,1057.0071143617022
table_open_cache_misses,0,0,0,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0,1.2038108590364518,1.7843487127198572,1.7843487127198572,1.7843487127198572,1.2667983685954627,1.088363497323477,0,0,0.1251564455569462,0.1251564455569462,0.2,0.4265850722311397,0.48677768860353127,0.5049558587479936,0.44476324237560194,0.38457062600321024,0.37546542553191486,0.30897606382978726
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,1,1,1.1111111111111112,1,0.969975,0.8710857142857142,0.7725666666666666,0.67464,0.4622,0.36219999999999997,0.3933,0.16219999999999998,0.5159189395870507,0.7647208768799387,0.7647208768799387,0.7647208768799387,0.5429135865409125,0.46644149885291875,0.8313934153641502,0.8313934153641502,0.8760951188986233,0.8760951188986233,0.4,0.7109751203852328,0.8112961476725522,0.8415930979133226,0.7412720706260032,0.6409510433386837,0.5631981382978724,0.4634640957446809
Slow Queries,3.8888888888888893,4,5.444444444444445,8.11111111111111,9.222222222222223,8.729775,8.601971428571428,8.2775,7.98324,7.6263000000000005,7.364733333333334,5.8995,2.7573999999999996,35.5984068315065,52.76574050471578,52.76574050471578,52.76574050471578,37.46103747132297,32.184463420851394,48.55337545726637,48.55337545726637,51.81476846057571,51.81476846057571,24.4,36.40192616372392,41.538362760834666,43.08956661316212,37.95313001605136,32.8166934189406,25.156183510638296,20.701396276595744
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,57.55555555555556,59.333333333333336,156.44444444444446,331,474.6666666666667,456.64267499999994,454.9245142857142,455.0417666666666,456.7312800000001,462.54664999999994,474.60273333333333,393.03779999999995,223.9982,761.6683278103493,1128.9829212337495,1128.9829212337495,1128.9829212337495,801.5214249299006,688.6231328065256,1137.1799135350848,1137.1799135350848,1124.9061326658323,1124.9061326658323,429.8,779.6553170144464,889.6673555377207,922.8909911717495,812.8789526484751,702.8669141252005,625.9008643617021,515.0630984042552
Table Locks Waited,0,0,2,7.555555555555555,10.555555555555555,10.238625,10.344142857142856,10.484833333333333,10.6818,10.97725,11.469666666666667,10.0947,4.3793999999999995,37.14616365026765,55.05990313535559,55.05990313535559,55.05990313535559,39.089778230945704,33.58378791741015,45.3940804788826,45.3940804788826,47.80976220275345,47.80976220275345,21.8,36.40192616372392,41.538362760834666,43.08956661316212,37.95313001605136,32.8166934189406,27.596708776595744,22.709740691489362
bytes_received_rate,12457.444444444445,12735,23562.666666666668,45707.88888888889,63568.44444444445,60835.862025,60046.7693142857,59482.00463333332,59270.15988000001,59343.59125,60174.94213333334,50697.0255,28996.494,91232.35370889626,135229.161356105,135229.161356105,135229.161356105,96005.94310476675,82483.02696915626,137183.73794479546,137183.73794479546,135465.20650813516,135465.20650813516,51468.8,95768.633105939,109281.91560995183,113362.92692616372,99849.64442215089,86336.36191813802,78126.47027925533,64291.4303856383
bytes_sent_rate,163151.6666666667,170944.8888888889,187467.77777777778,237344.22222222225,248583.44444444444,234927.29835,215443.12534285715,205516.41879999998,184431.62148000003,175043.34405,152481.97433333335,129982.63469999998,64516.5098,331540.17290339025,491425.43971450423,491425.43971450423,491425.43971450423,348887.4909253122,299744.94695386186,445476.8872630528,445476.8872630528,446575.84480600746,446575.84480600746,177808.6,320404.35068218305,365614.5031701444,379267.9692215088,334057.81673354737,288847.6642455858,256110.7864694149,210757.36226728722
qcache_hits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_inserts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qcache_not_cached,27,27.77777777777778,69.55555555555556,147.77777777777777,209.33333333333334,201.215925,200.34971428571427,200.20513333333332,200.81784,203.02134999999998,208.14426666666668,172.78979999999999,96.50899999999999,330.1881213357125,489.4213612031608,489.4213612031608,489.4213612031608,347.464695386184,298.5225592658679,511.1406717658796,511.1406717658796,500.25031289111394,500.25031289111394,184.6,336.71781701444627,384.2298555377207,398.5784911717496,351.0664526484751,303.5544141252006,271.2737699468085,223.23520611702128
qcache_lowmem_prunes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com admin_commands,1,1,1,1,1,0.8622,0.7621999999999999,0.6622,0.5622,0.4622,0.36219999999999997,0.2622,0.16219999999999998,0.687891919449401,1.0196278358399185,1.0196278358399185,1.0196278358399185,0.7238847820545501,0.6219219984705583,0.9976720984369802,0.9976720984369802,1.0012515644555695,1.0012515644555695,0.4,0.7109751203852328,0.8112961476725522,0.8415930979133226,0.7412720706260032,0.6409510433386837,0.5631981382978724,0.4634640957446809
com alter_db,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_db_upgrade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_event,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_function,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_procedure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_server,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com alter_table,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
