Avg Threads Running,2,2,2.3,2.7,3.3,3.5,4,4.3,4.8,5.6,5.9,6.3999999999999995,6.7,6.6000000000000005,6.6,7,6.8,6.9,6.8999999999999995,6.8999999999999995,7,6.699999999999999,6.3999999999999995,6.5,6.5,6,6.199999999999999,6.000000000000001,6.300000000000001,6.1000000000000005,6.6,6.7,7,7.199999999999999,7.3999999999999995,8.4,8.3,9.100000000000001,9.1,9.1,8.9,9,9.4,9.6,9.555555555555557,9.125,9.571428571428571,9.571428571428571,9.5,9.8,12,12.2,10.6,10.4,10.333333333333334,9.714285714285715,9.75,9,8.666666666666666,8.9,7.4,7.3,7.8,7.3999999999999995,7.111111111111111,7.25,6.857142857142857,7,7.2,6.25,6.666666666666667,7,5,27,27,27,27,27,27,27,27,27,27
Peak Threads Connected,2,2,5,6,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,20,20,20,20,20,20,20,20,20,20,11,11,11,11,11,11,11,11,11,9,9,9,5,27,27,27,27,27,27,27,27,27,27
Peak Threads Running,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,3,3,3,3,3,3,3,3,3,2,2,2,2,10,10,10,10,10,10,10,10,10,10
Questions,39.111111111111114,38,39.66666666666667,150.22222222222223,262.33333333333337,375.6666666666667,497.33333333333337,639,744.6666666666667,842.2222222222223,951,1053.2222222222222,1077.6666666666667,1087,1085.2222222222222,1097.888888888889,1103.5555555555557,1083.7777777777778,1108.6666666666667,1128.2222222222222,1149.6666666666667,1139.6666666666667,1103.3333333333335,1128.2222222222222,1089.111111111111,1076.6666666666667,1106.3333333333335,1117.7777777777778,1096.111111111111,1090.888888888889,1057.7777777777778,1065.6666666666667,1066,1109.6666666666667,1124.4444444444446,1142,1157.5555555555557,1202,1210.5555555555557,1252.6666666666667,1278.888888888889,1260,1268.4444444444446,1230.3333333333335,1060.0749,920.5198285714284,779.7405,1187.5554569653948,1054.1055289421158,953.0949971493731,1169.1249861372962,1134.5555555555557,1119.3333333333335,835.7774064171123,919.4095131729667,1073.7725450901803,1104.5191451469277,922.8925686872199,983.1275953588877,1049.3153734832463,1068.5555555555557,1113.111111111111,1104.4444444444446,1089,940.767975,803.4676857142856,696.4136666666666,633.48696,530.72115,406.3884,269.54159999999996,128.13799999999998
Threads Created,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.33333333333333337,0.888888888888889,0.64665,0.6533142857142856,0.6622,1.109139307897072,1.0036976047904191,1.0281499429874574,2.439835865587224,2.4444444444444446,1.8888888888888888,1.6532419786096255,1.593430698739977,1.6282565130260522,1.4470169189670525,0.23943249933511995,0.23449674307904295,0.4452855393521095,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4311,0.4355428571428571,0.2207333333333333,0.22488000000000002,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,8.88888888888889,9,8.88888888888889,8.88888888888889,9.11111111111111,9,9,8.88888888888889,9.11111111111111,9,9.11111111111111,9.11111111111111,9.11111111111111,9.11111111111111,9,9.11111111111111,9.11111111111111,8.88888888888889,9,9,9,8.88888888888889,8.88888888888889,9,8.88888888888889,8.88888888888889,8.88888888888889,9.222222222222223,9,8.777777777777779,9.11111111111111,8.88888888888889,9,9.11111111111111,9.11111111111111,9,9,9,9.222222222222223,8.777777777777779,9.222222222222223,9.11111111111111,8.777777777777779,7.652025,6.8598,5.739066666666666,9.094942324755989,8.029580838323353,7.425527366020525,8.872130420317179,8.777777777777779,9.11111111111111,6.867312834224599,7.476867124856815,8.892785571142285,8.79341050756901,7.542123729056279,8.441882750845547,9.017032171880219,9.222222222222223,9,8.88888888888889,9.222222222222223,7.8675749999999995,7.077571428571427,6.070166666666666,5.17224,4.27535,3.2598,2.4909,1.6219999999999999
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,3.444444444444444,4.777777777777778,6.333333333333334,7,12.333333333333334,13.444444444444446,15.555555555555557,15.88888888888889,15.666666666666668,15.88888888888889,14.555555555555557,14.222222222222223,17.333333333333336,14,14.222222222222223,13,17.555555555555557,20.88888888888889,21.333333333333336,22.88888888888889,24,21.555555555555557,22.88888888888889,23.88888888888889,25.666666666666668,22.333333333333336,19.88888888888889,17.666666666666668,16.333333333333336,16.555555555555557,17.444444444444446,16.88888888888889,20.666666666666668,21.555555555555557,23.77777777777778,25.22222222222222,23.88888888888889,27.888888888888893,25.666666666666668,24.555555555555557,24.11111111111111,17.45955,14.155142857142854,10.5952,18.96628216503993,18.73568862275449,14.85105473204105,17.966064101142287,18,16,7.630347593582887,9.928298969072163,12.900801603206412,11.57613535173642,8.3801374767292,8.441882750845547,12.356673717021039,13.555555555555557,14.333333333333334,13.444444444444446,12.444444444444446,9.69975,9.690828571428572,9.712266666666666,9.66984,5.4308499999999995,3.139066666666667,2.0976,1.9464
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30,28.888888888888893,28.333333333333336,27.555555555555554,28.888888888888893,29.555555555555554,29.77777777777778,28.77777777777778,28.111111111111114,29.111111111111114,29,30,29.333333333333336,28.77777777777778,29.444444444444446,28.666666666666668,29.555555555555554,29.666666666666668,28.22222222222222,29,28.555555555555554,29.888888888888893,29.333333333333336,28.444444444444446,28.77777777777778,28.22222222222222,28.333333333333336,29.333333333333336,29.333333333333336,28.77777777777778,27.77777777777778,28.888888888888893,28.444444444444446,29.111111111111114,30,29.333333333333336,28.77777777777778,29.77777777777778,30,30,28.555555555555554,29.22222222222222,29.888888888888893,27.333333333333336,24.680474999999998,21.66825714285714,18.100133333333332,28.83762200532387,25.76157185628743,23.76168757126568,29.72163690806255,27.555555555555554,29.444444444444446,22.636697860962567,23.53374570446735,27.930861723446895,28.272484416740873,24.062966183179558,26.615380339471375,28.94356005788712,29.77777777777778,29.888888888888893,28.22222222222222,30.888888888888893,26.620425,23.519314285714284,20.307466666666663,17.765520000000002,14.44375,11.469666666666667,8.2593,6.1636
Sort Rows,76,76,76,76,76,76,76,67.55555555555556,76,84.44444444444444,76,76,76,76,84.44444444444444,84.44444444444444,84.44444444444444,84.44444444444444,76,76,76,76,76,76,67.55555555555556,67.55555555555556,67.55555555555556,67.55555555555556,84.44444444444444,76,67.55555555555556,76,67.55555555555556,76,84.44444444444444,76,76,76,84.44444444444444,84.44444444444444,67.55555555555556,84.44444444444444,84.44444444444444,67.55555555555556,65.5272,57.92719999999999,41.93933333333333,75.86512866015973,67.80534930139721,69.45724059293045,67.42819119441056,67.55555555555556,76,57.99064171122994,55.89264604810997,66.63326653306613,67.67586821015138,72.78747979787647,71.28700989602905,76.14382722921073,84.44444444444444,84.44444444444444,76,84.44444444444444,73.7181,66.20251428571427,50.32719999999999,51.27264,43.909,27.5272,19.9272,12.3272
