Avg Threads Running,2.6,2.4,2.8000000000000003,3.1999999999999997,3.7,4.6,4.7,5.300000000000001,5.599999999999999,6.5,7.6,7.9,7.8,7.5,7.4,7.699999999999999,8.11111111111111,8.666666666666666,8.555555555555555,8.333333333333334,7.875,8.428571428571429,8.833333333333334,9.8,10.5,9,9,6.5,8,338,322.5,315.3333333333333,311.5,309,307.3333333333333,306.1428571428571,305.125,304.3333333333333,303.7,299.7,298.8,299.0999999999999,299,299,299,299,299.2,299.5,300,301,304
Peak Threads Connected,3,3,7,7,8,12,12,12,12,12,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,14,14,8,8,338,338,338,338,338,338,338,338,338,338,307,301,304,304,304,304,304,304,304,304,304,304
Peak Threads Running,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,1,1,40,63,80,88,97,101,101,104,109,111,111,111,123,123,123,123,123,123,123,123,123,123
Questions,37.88888888888889,38.44444444444444,91.33333333333334,236.77777777777777,366.8888888888889,487.11111111111114,593,732.6666666666667,858.2222222222223,983.3333333333334,1147.4444444444446,1229,1211.4444444444446,1219.888888888889,1253.111111111111,1272.5555555555557,1094.6706749999998,1274.0683229813665,1268,1224.4444444444446,1060.5982857142858,944.2335619047617,815.3785999999999,675.50238,562.4289,330.9,291.09415322580645,182.47499999999997,86.61084762865792,113.46505524861877,125.2863590772317,129.6575169130544,131.03663995191343,131.59785511600734,135.8616128900423,141.50549446252032,138.69424980536093,105,74.55555555555556,243.11111111111114,224.38755,219.84025714285713,218.08453333333333,214.87284,212.49645,217.19926666666666,227.8518,276.3888
Threads Created,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.33333333333333337,0.323325,0.9982253771073648,1,1.2222222222222223,1.1953464285714284,1.210838095238095,1.2323666666666664,1.26434,1.07745,0.45,0.395866935483871,0.4866,0.2385973763874874,0.1690984429934706,0.14602139752591106,0.13449949887246307,0.1275916649969946,0.12298864964112836,0.11970186157712978,0.11723736078087847,0.11122233344455568,0,0,3.8888888888888893,3.772125,3.811,3.862833333333333,3.9354,4.04425,4.225666666666667,4.5885,5.677
Created Tmp Disk Tables,9,8.88888888888889,9,9.11111111111111,8.777777777777779,9.11111111111111,8.88888888888889,9,9.11111111111111,9.11111111111111,9.222222222222223,8.777777777777779,8.777777777777779,9.11111111111111,9,8.88888888888889,7.54425,8.762200532386867,9,9,8.041421428571429,7.1549523809523805,6.161833333333332,5.28724,4.5492333333333335,3,2.6391129032258065,1.6219999999999999,2.6245711402623613,3.043771973882471,4.08859913072551,4.84198195940867,5.869216589861751,6.641387080620932,7.541217279359176,8.44108997622325,9.120231342453566,9,9.11111111111111,9,7.8675749999999995,6.8598,6.070166666666666,5.17224,4.27535,3.2598,2.2287,1.4598
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,4,9.555555555555555,11.333333333333334,14.11111111111111,15.555555555555557,17,19,22.666666666666668,23.88888888888889,22.555555555555557,17.22222222222222,18.77777777777778,19.555555555555557,17.567325,20.851818988464952,21.444444444444446,18.77777777777778,15.865507142857144,14.750209523809522,14.7884,11.72388,8.380166666666668,4.8,4.22258064516129,1.4598,2.385973763874874,1.690984429934706,1.4602139752591106,1.3449949887246306,1.275916649969946,1.2298864964112837,1.1970186157712979,1.1723736078087847,1.1122233344455568,0,0,4.222222222222222,4.09545,4.137657142857142,4.193933333333333,4.2727200000000005,4.3909,4.587866666666667,4.9818,6.1636
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.666666666666668,29.333333333333336,29.333333333333336,30,27.333333333333336,30.444444444444446,27.77777777777778,29.111111111111114,28.333333333333336,29.22222222222222,29.666666666666668,27.22222222222222,27.555555555555554,29.333333333333336,28.444444444444446,29,23.92605,28.726708074534162,29.666666666666668,29.444444444444446,26.623624999999997,23.66638095238095,20.502099999999995,17.126060000000003,15.204016666666666,10.8,9.500806451612904,5.3526,8.589505549949546,9.638611250627825,14.164075560013373,15.467442370333254,19.011158084552193,21.400025037556336,24.17977603858022,28.019729226629956,29.585140696251813,29.666666666666668,29.888888888888893,28.111111111111114,25.327125000000002,21.886028571428568,19.424533333333333,16.64112,12.82605,10.1416,6.1617,3.8928
Sort Rows,46,46,46,51.111111111111114,40.88888888888889,46,40.88888888888889,46,46,46,51.111111111111114,40.88888888888889,40.88888888888889,46,46,46,34.70355,40.816326530612244,46,46,44.98849285714285,40.50803809523809,36.07473333333333,31.72344,27.534833333333335,20.7,18.209879032258065,14.9224,21.950958627648838,15.557056755399296,26.86793714476763,24.747907792533205,29.346082949308755,33.94486730095143,38.54399942783579,43.14334876736328,46.04604604604605,46,46,40.88888888888889,39.661199999999994,35.0612,30.461199999999998,25.861200000000004,21.2612,16.6612,6.0306,7.4612
