Avg Threads Running,1,1,1.4,1.8,2.4,3.0999999999999996,3.3,3.5999999999999996,4.1,4.4,4.6,4.8999999999999995,5.1000000000000005,5,4.5,3.9999999999999996,3.9999999999999996,4.1,4.1,4.199999999999999,4.199999999999999,4.1,4,4,4.1,4,3.9999999999999996,4.2,4.2,4.3,4.4,4.5,4.599999999999999,4.800000000000001,4.8,4.8999999999999995,5,4.7,4.8999999999999995,4.8,5.1000000000000005,4.9,4.9,4.8,4.9,5,5,4.8999999999999995,4.6,4.399999999999999,4.1,4.1,4,3.8,3.6,3.5,3.6999999999999997,3.9,4,4.199999999999999,4.2,4.4,4.2,4.8999999999999995,5.299999999999999,5.5,5.499999999999999,5.699999999999999,6.2,6.9,7.1,8.4,8.88888888888889,11.11111111111111,11.75,12.714285714285715,13.999999999999998,15.166666666666666,16,16.6,19.25,20,20,16.666666666666668,15.75,13.4,11.6,11.6,11.6,10.75,10.75,10.75,7.666666666666666,7.666666666666666,5,6,68,68,68,68,68,41.5,30.666666666666664,30.666666666666664,30.666666666666664,30.666666666666664,12
Peak Threads Connected,1,1,5,5,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,10,10,10,10,10,11,12,12,17,17,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,13,13,6,6,68,68,68,68,68,68,68,68,68,68,15
Peak Threads Running,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,5,14,14,14,14,14,14,14,14,14,14,6,6,6,6,6,6,6,6,6,2,2,1,1,42,42,42,42,42,42,42,42,42,42,3
Questions,38.77777777777778,39.22222222222222,52.88888888888889,96.77777777777779,174.33333333333334,274,363.33333333333337,427.88888888888886,476.55555555555554,546.3333333333334,653.1111111111111,712.4444444444445,730.2222222222223,714.2222222222223,693.1111111111111,685.2222222222223,698.8888888888889,720.6666666666667,712.6666666666667,665.8888888888889,657.5555555555555,652.1111111111111,669,665.7777777777778,674.6666666666667,669.5555555555555,684.6666666666667,725.1111111111111,734.3333333333334,767.1111111111111,799.7777777777778,787.1111111111111,777.8888888888889,777.3333333333334,747.6666666666667,772,737.3333333333334,740,711.8888888888889,682.1111111111111,711.1111111111111,719,699.7777777777778,751,735.2222222222223,759.2222222222223,767.1111111111111,781,774.6666666666667,757.7777777777778,763.8888888888889,789.1111111111111,787.5555555555555,758.8888888888889,729,707.6666666666667,692.5555555555555,708.6666666666667,725.5555555555555,738.2222222222223,734.1111111111111,710,731.8888888888889,731.4444444444445,814.7777777777778,901.2222222222223,969.1111111111111,1030.5555555555557,1072.111111111111,1115,1181.7777777777778,1229.2222222222222,1127.97315,1283.1799534316442,1100.986118682415,975.3433193237404,1211.436170212766,1079.0717647058823,964.8448747152618,1180.9344968518722,1173.4757233329192,1164.8989061982102,1171.1491442542788,1172.5346237276822,1149.718574108818,1144.385026737968,981.0862242694687,1128.5446955520367,901.7495321721606,577.4666666666667,629.1349276090049,520.3977947945434,324.9,286.1667592125189,176.1492,1176.2936221419977,1157.8418230563002,1157.8418230563002,1157.8418230563002,881.580764075067,209
Threads Created,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.888888888888889,0.8622,2.2175407473112316,2.1732848769885806,2.201429453388422,2.327127659574468,2.007367896311067,2.0562642369020496,2.6510548989285314,2.6077238296287097,1.160092807424594,3.0006668148477442,4.338394793926247,3.2520325203252036,2.896613190730838,2.5027709802792573,2.878940549877645,2.3003814596228587,0,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9.11111111111111,9.222222222222223,9,9,8.777777777777779,9,9.11111111111111,9,9,9,9,8.88888888888889,8.777777777777779,9.11111111111111,8.88888888888889,9,9.11111111111111,8.88888888888889,8.777777777777779,9,9,9,9,9.11111111111111,9.11111111111111,8.777777777777779,9.11111111111111,9.222222222222223,9,9,9.11111111111111,9,8.777777777777779,9,9,9,8.88888888888889,9,9,9,9,9.11111111111111,8.88888888888889,9,9,9.11111111111111,8.777777777777779,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,8.777777777777779,9.222222222222223,8.88888888888889,9,9,9.222222222222223,9.11111111111111,8.88888888888889,9,9.222222222222223,8.88888888888889,9.11111111111111,8.88888888888889,9,8.777777777777779,9,9.11111111111111,9.11111111111111,7.652025,8.870162989244927,7.606497069460032,6.824431305504108,8.754432624113475,8.029471585244268,7.082687927107061,8.947310283883793,9.064944741090276,9.280742459396752,9.22427206045788,9.344234940764226,9.130706691682303,9.024064171122996,7.758590038865698,8.924715704620699,7.131182524830862,4.666666666666667,5.084212067955478,4.205477445811365,2.7,2.378117112569409,1.6219999999999999,9.4263939029282,9.383378016085791,9.383378016085791,9.383378016085791,7.1445040214477205,1.8
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.4444444444444445,1.777777777777778,2.666666666666667,4,5.222222222222222,7.777777777777779,9.555555555555555,10.88888888888889,11.555555555555555,11.444444444444445,11.222222222222223,10.333333333333334,9,7.888888888888888,5.444444444444445,4.777777777777778,4.666666666666667,5.111111111111112,6.333333333333334,5.444444444444445,6.666666666666667,10.11111111111111,11,12.333333333333334,12.11111111111111,11.11111111111111,10.222222222222223,9,8.88888888888889,9.88888888888889,7.555555555555555,7.888888888888888,6.333333333333334,5.333333333333334,5,5,5,6.111111111111112,6.333333333333334,5.333333333333334,4.777777777777778,7.666666666666667,8.777777777777779,11.666666666666668,12.444444444444446,13.555555555555557,12.444444444444446,11.11111111111111,11.444444444444445,10.666666666666668,8,7,6.222222222222223,6.777777777777779,5.666666666666667,6.888888888888888,6.888888888888888,7,9,10.11111111111111,11.333333333333334,11.777777777777779,12.666666666666668,14.777777777777777,14.555555555555557,16.555555555555557,15.5196,19.292604501607716,17.603607503607503,16.510720900413165,23.49290780141844,21.188883349950153,19.534510250569475,23.859494090356783,23.345337141437973,23.201856148491878,22.00488997555012,18.855331219756383,16.760475297060662,16.0427807486631,13.640101842521952,15.690225996833163,12.53707895494458,6.800000000000002,7.408423299020837,6.127981421039418,4.5,3.9635285209490148,3.2439999999999998,12.83594063377457,15.080428954423592,15.080428954423592,15.080428954423592,11.482238605898122,5.2
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.666666666666668,30.111111111111114,29.22222222222222,29.333333333333336,28.444444444444446,29,29.111111111111114,28.22222222222222,29.111111111111114,29.22222222222222,28.22222222222222,29,27.444444444444446,30,28.111111111111114,30,30.22222222222222,28.77777777777778,28.111111111111114,29.555555555555554,28.333333333333336,29.22222222222222,28.77777777777778,29.555555555555554,29.333333333333336,27.77777777777778,29.111111111111114,30.22222222222222,29.333333333333336,28.666666666666668,29.111111111111114,28.77777777777778,28,29.22222222222222,28.666666666666668,29.77777777777778,28,29.333333333333336,29.555555555555554,29.555555555555554,28.333333333333336,29.111111111111114,27.444444444444446,29,29,28.888888888888893,28.22222222222222,29,29.555555555555554,29.888888888888893,28.333333333333336,29.111111111111114,29.888888888888893,28.111111111111114,28.666666666666668,28.666666666666668,29,29.111111111111114,29.444444444444446,30.666666666666668,30,29.111111111111114,28.888888888888893,29.444444444444446,29.888888888888893,29.77777777777778,28.77777777777778,28.888888888888893,27.333333333333336,28.111111111111114,28.77777777777778,30,25.4349,27.83013637875596,23.797469403024955,21.243794225198272,27.70390070921986,26.09578265204387,23.075854214123005,29.93482823373467,29.67838072767912,31.322505800464036,30.006668148477438,30.535624895711663,30.0187617260788,28.854723707664885,24.026601410680872,27.637829278825393,22.083662012379442,14.800000000000002,16.12421541551594,13.337371328144616,8.1,7.134351337708227,5.677,31.087043722422788,31.83646112600536,31.83646112600536,31.83646112600536,24.240281501340483,7
Sort Rows,51.111111111111114,51.111111111111114,46,46,40.88888888888889,46,51.111111111111114,46,46,46,46,40.88888888888889,40.88888888888889,46,40.88888888888889,40.88888888888889,51.111111111111114,46,40.88888888888889,46,51.111111111111114,46,46,51.111111111111114,51.111111111111114,40.88888888888889,51.111111111111114,51.111111111111114,46,40.88888888888889,46,51.111111111111114,40.88888888888889,46,46,46,46,46,46,46,46,51.111111111111114,40.88888888888889,46,46,46,40.88888888888889,51.111111111111114,51.111111111111114,46,40.88888888888889,46,51.111111111111114,40.88888888888889,40.88888888888889,51.111111111111114,40.88888888888889,46,46,51.111111111111114,46,40.88888888888889,46,51.111111111111114,46,51.111111111111114,46,46,40.88888888888889,46,51.111111111111114,51.111111111111114,39.661199999999994,40.802749750526665,34.98988651951615,30.37972645676022,40.780141843971634,41.039521435692926,36.784282460136666,45.73069700651717,45.69725568111262,53.364269141531324,51.12247166036897,53.72935090939429,46.02876797998749,46.122994652406426,40.29461278249604,46.35094285303008,37.03614149992803,24.53333333333334,26.72842915725165,22.108795715122604,20.7,18.23223119636547,14.9224,55.35499398315282,53.9544235924933,53.9544235924933,53.9544235924933,41.080898123324395,9.2
