Avg Threads Running,2,2,2.5,3,3.7,4.3,4.8999999999999995,5.5,6,6.2,6.4,7.199999999999999,7.000000000000001,6.8,6.7,6.700000000000001,7.1,7.9,7.9,8,8.8,8.9,9.100000000000001,9.2,8.8,8.5,8,7.3,7,7,6.7,6.6,6.2,6,6.1,6.299999999999999,6.8,7.2,7.5,7.6,7.5,7.2,7.300000000000001,7.7,7.7,7.6,7.199999999999999,6.6,6.5,6.4,6.299999999999999,6.6000000000000005,6.8,6.5,6.5,6.699999999999999,7.3999999999999995,7.800000000000001,8.6,9,9.399999999999999,9.200000000000001,9.200000000000001,9.666666666666664,10.25,10.571428571428571,9.833333333333332,9.6,8.5,8.333333333333334,7,6,18,18,18,20,20,20,20,20,20,20,22,22,22,29,29,29,29,29,29,29,29,29,29
Peak Threads Connected,2,2,7,7,9,9,9,9,9,9,9,10,10,10,10,10,12,16,16,16,16,16,16,16,16,16,16,12,12,12,11,10,10,10,10,10,12,13,13,13,13,13,13,13,13,13,13,8,8,8,8,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,14,14,11,11,8,6,18,18,18,22,22,22,22,22,22,22,22,22,22,29,29,29,29,29,29,29,29,29,29
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,19,19,19,19,19,19,19,19,19,19
Questions,37.22222222222222,38.66666666666667,103.11111111111111,208.33333333333334,308.33333333333337,451.2222222222223,556.4444444444445,692,854.2222222222223,1000.4444444444446,1097,1127.2222222222222,1146.6666666666667,1155.888888888889,1123.888888888889,1142.4444444444446,1119.111111111111,1084.2222222222222,1077.6666666666667,1071.7777777777778,1079.4444444444446,1057.4444444444446,1046.3333333333335,1070,1070.3333333333335,1074.888888888889,1045.7777777777778,1031.111111111111,1086.111111111111,1093.3333333333335,1087.888888888889,1130.3333333333335,1122.7777777777778,1112.4444444444446,1111.7777777777778,1106.6666666666667,1100.3333333333335,1141.6666666666667,1168.3333333333335,1171.7777777777778,1128.888888888889,1095.888888888889,1099.7777777777778,1096.4444444444446,1133.6666666666667,1162.3333333333335,1087,1092.3333333333335,1161.888888888889,1193.4444444444446,1213.5555555555557,1214.7777777777778,1234,1244.5555555555557,1227.888888888889,1244.7777777777778,1245.6666666666667,1210.7777777777778,1203.4444444444446,1215.888888888889,1212,1180,1142.888888888889,976.65705,856.8216857142855,722.5705666666665,594.8076,478.03035,358.09506666666664,250.2699,157.0096,532.4679919812896,631.966822586034,731.4656531907784,759.6238222519212,660.1249916471768,560.6261610424324,461.12733043768793
Threads Created,0,0,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5555555555555556,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0,0,0,0,0,0,0,0,0,0,0.33333333333333337,1.3333333333333335,1.3333333333333335,1.5555555555555558,1.5555555555555558,1.5555555555555558,1.5555555555555558,1.50885,1.5243999999999998,1.2140333333333333,0.22488000000000002,0.2311,0,0,0,0.7152021383227531,0.848847310390912,0.9824924824590712,1.0203140661543602,0.8866688940862012,0.7530237220180421,0.6193785499498831
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,8.777777777777779,9,8.777777777777779,9,9,9,9,8.88888888888889,8.88888888888889,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,9,9.222222222222223,9.11111111111111,9,9.222222222222223,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,9.11111111111111,9,8.777777777777779,9,8.777777777777779,9.11111111111111,9.222222222222223,8.777777777777779,9.11111111111111,8.777777777777779,8.88888888888889,9,8.88888888888889,9.222222222222223,9.11111111111111,8.88888888888889,9.11111111111111,8.88888888888889,9.222222222222223,9,9.222222222222223,9.11111111111111,8.777777777777779,8.88888888888889,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,9.11111111111111,9.11111111111111,9,8.777777777777779,8.777777777777779,9,9.11111111111111,9,9.222222222222223,7.7598,6.968685714285714,6.070166666666666,5.28468,4.3909,3.2598,2.3598,1.4598,4.827614433678583,5.7297193451386565,6.631824256598731,6.887119946541931,5.985015035081858,5.082910123621785,4.180805212161711
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,3,3.3333333333333335,6.555555555555555,9.88888888888889,10.666666666666668,13.777777777777777,20,22.11111111111111,22.444444444444446,20.77777777777778,22.88888888888889,22.555555555555557,22.555555555555557,25.888888888888893,25.77777777777778,22,22.88888888888889,23.444444444444446,23.22222222222222,21,19.444444444444446,18.444444444444446,16.555555555555557,13.666666666666668,11.333333333333334,9.555555555555555,13,13.222222222222223,14.777777777777777,14.777777777777777,14.222222222222223,14.444444444444446,14.555555555555557,15,15.333333333333334,15.88888888888889,16.88888888888889,15.222222222222223,15,13.444444444444446,11,11,11.555555555555555,12.333333333333334,8.777777777777779,8.444444444444445,14.666666666666668,17.77777777777778,23,24.444444444444446,24.333333333333336,23.22222222222222,26.888888888888893,28.888888888888893,29.111111111111114,25.555555555555557,23.666666666666668,20.333333333333336,19.333333333333336,20.444444444444446,22.11111111111111,15.627375,12.521857142857142,10.484833333333333,7.8708,5.66195,3.622,3.4086,2.433,7.33082191780822,8.700684931506848,10.07054794520548,10.458219178082192,9.088356164383562,7.718493150684931,6.348630136986301
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,29.555555555555554,28.77777777777778,29.666666666666668,27.333333333333336,28.555555555555554,29.111111111111114,29.333333333333336,29.444444444444446,29.555555555555554,28.444444444444446,29.888888888888893,28.333333333333336,29.555555555555554,27.77777777777778,29.555555555555554,29.77777777777778,29.888888888888893,29,29.555555555555554,27.77777777777778,28.333333333333336,29.111111111111114,29.77777777777778,29.22222222222222,28.333333333333336,27.888888888888893,28.22222222222222,28.888888888888893,30.333333333333336,30.333333333333336,28.77777777777778,29.77777777777778,28.555555555555554,28.666666666666668,29.111111111111114,28.666666666666668,30.111111111111114,29.22222222222222,28.444444444444446,29.666666666666668,27.555555555555554,29.333333333333336,29.77777777777778,29.666666666666668,29.888888888888893,27.666666666666668,28.111111111111114,29.111111111111114,29.444444444444446,30.22222222222222,28.333333333333336,29.22222222222222,27.888888888888893,29,29,29.111111111111114,29,27.111111111111114,29.111111111111114,29.77777777777778,28.888888888888893,30.444444444444446,25.21935,23.19265714285714,19.976366666666664,16.866,15.0215,10.624533333333334,8.2593,4.703799999999999,15.55564650851988,18.462429001002338,21.369211493484798,22.191830938857333,19.285048446374876,16.378265953892416,13.471483461409957
Sort Rows,84.44444444444444,76,67.55555555555556,76,67.55555555555556,76,84.44444444444444,76,76,67.55555555555556,76,84.44444444444444,67.55555555555556,84.44444444444444,67.55555555555556,67.55555555555556,84.44444444444444,84.44444444444444,84.44444444444444,84.44444444444444,67.55555555555556,76,76,76,84.44444444444444,76,67.55555555555556,76,67.55555555555556,76,84.44444444444444,67.55555555555556,84.44444444444444,67.55555555555556,67.55555555555556,76,67.55555555555556,84.44444444444444,84.44444444444444,76,76,67.55555555555556,84.44444444444444,84.44444444444444,84.44444444444444,76,67.55555555555556,76,76,84.44444444444444,84.44444444444444,67.55555555555556,76,67.55555555555556,84.44444444444444,76,67.55555555555556,67.55555555555556,67.55555555555556,76,84.44444444444444,76,84.44444444444444,65.5272,66.20251428571427,58.715066666666665,51.27264,43.909,27.5272,19.9272,12.3272,40.76652188439693,48.384296692281985,56.00207150016705,58.157901770798524,50.54012696291347,42.9223521550284,35.304577347143336
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0,0,0,0,0,0.1788005345806883,0.212211827597728,0.2456231206147678,0.25507851653859004,0.2216672235215503,0.18825593050451053,0.15484463748747077
table_open_cache_hits,277.8888888888889,280.11111111111114,406.11111111111114,610,807.3333333333334,1085.2222222222222,1289.888888888889,1553.6666666666667,1871.8888888888891,2157.888888888889,2343.4444444444443,2401.3333333333335,2440.222222222222,2455.4444444444443,2392.4444444444443,2427.3333333333335,2380.5555555555557,2311,2293.888888888889,2284.666666666667,2298.888888888889,2254.222222222222,2233.1111111111113,2280.5555555555557,2282.222222222222,2292.222222222222,2234.4444444444443,2208.777777777778,2315.777777777778,2330,2320.1111111111113,2405.4444444444443,2388.5555555555557,2368.222222222222,2365.777777777778,2354.3333333333335,2341.888888888889,2424,2475.5555555555557,2482.222222222222,2395.4444444444443,2330.888888888889,2337.3333333333335,2331.666666666667,2403.222222222222,2460,2311.666666666667,2323.3333333333335,2460.888888888889,2521.666666666667,2563.666666666667,2568.222222222222,2603.888888888889,2626.777777777778,2595.3333333333335,2628.5555555555557,2632.3333333333335,2562.222222222222,2551.3333333333335,2574.1111111111113,2566.1111111111113,2503.222222222222,2430.666666666667,2077.68645,1823.6179428571427,1539.5046333333332,1271.47152,1022.1553,767.9847333333333,536.8545,337.7004,1142.7142165051787,1356.2457901770797,1569.777363848981,1630.206799198129,1416.675225526228,1203.1436518543267,989.6120781824256
table_open_cache_misses,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,0,0,0,0,0,0.1788005345806883,0.212211827597728,0.2456231206147678,0.25507851653859004,0.2216672235215503,0.18825593050451053,0.15484463748747077
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1.1111111111111112,1,0.888888888888889,1,0.888888888888889,1,1.1111111111111112,1,1,0.888888888888889,1,1.1111111111111112,0.888888888888889,1.1111111111111112,0.888888888888889,0.888888888888889,1.1111111111111112,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.888888888888889,1,1,1,1.1111111111111112,1,0.888888888888889,1,0.888888888888889,1,1.1111111111111112,0.888888888888889,1.1111111111111112,0.888888888888889,0.888888888888889,1,0.888888888888889,1.1111111111111112,1.1111111111111112,1,1,0.888888888888889,1.1111111111111112,1.1111111111111112,1.1111111111111112,1,0.888888888888889,1,1,1.1111111111111112,1.1111111111111112,0.888888888888889,1,0.888888888888889,1.1111111111111112,1,0.888888888888889,0.888888888888889,0.888888888888889,1,1.1111111111111112,1,1.1111111111111112,0.8622,0.8710857142857142,0.7725666666666666,0.67464,0.57775,0.36219999999999997,0.2622,0.16219999999999998,0.5364016037420648,0.6366354827931839,0.7368693618443034,0.7652355496157701,0.6650016705646509,0.5647677915135316,0.4645339124624123
Slow Queries,4,4,4.444444444444445,6.555555555555555,8.11111111111111,10.777777777777779,13.555555555555557,15.333333333333334,17.333333333333336,19.555555555555557,20.666666666666668,21.444444444444446,19.88888888888889,18.666666666666668,16.666666666666668,15.222222222222223,14.333333333333334,13.222222222222223,12,12,11.444444444444445,11.777777777777779,13.555555555555557,15.11111111111111,15.88888888888889,16.555555555555557,16.22222222222222,16.666666666666668,16.88888888888889,17.77777777777778,18.666666666666668,18.11111111111111,17.555555555555557,16.77777777777778,16.22222222222222,16.555555555555557,15.666666666666668,15.666666666666668,15,14.222222222222223,13,11.88888888888889,11.666666666666668,11.777777777777779,11.666666666666668,12.444444444444446,11.88888888888889,12.777777777777779,12.88888888888889,13.333333333333334,14.222222222222223,13.777777777777777,13.777777777777777,13.666666666666668,14.222222222222223,14.555555555555557,14.222222222222223,14.88888888888889,15.777777777777777,16.77777777777778,18.22222222222222,18.666666666666668,19.444444444444446,16.489575,15.135114285714284,13.354366666666667,11.356440000000001,9.35955,6.640333333333333,4.5885,2.433,8.582425659873037,10.186167724690943,11.789909789508854,12.243768793852322,10.640026729034414,9.036284664216506,7.432542599398597
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
