Avg Threads Running,1,1,1.9,2.5,3.4000000000000004,4,4.5,4.7,5.3,6.4,7.4,8.11111111111111,10.333333333333332,12.777777777777779,13.125,14,15.333333333333332,17.8,20.5,23.333333333333332,29.5,29.5,29,16,16,16,16,16,16,16,16,16,16,62,65.5,66.66666666666667,67.25,67.6,67.83333333333333,68,68.125,68.22222222222223,68.30000000000001,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
Peak Threads Connected,1,1,10,10,10,10,10,10,10,12,12,12,30,30,30,30,30,30,30,30,30,30,29,16,16,16,16,16,16,16,16,16,16,62,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69
Peak Threads Running,1,1,1,1,2,5,5,5,5,5,5,5,9,13,13,13,13,13,13,13,13,13,13,5,5,5,5,5,5,5,5,5,5,35,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42,36,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Questions,37.111111111111114,38.333333333333336,107.66666666666667,232.66666666666669,374.77777777777777,510.55555555555554,626.8888888888889,758.7777777777778,889.3333333333334,1030,1146.5555555555557,1040.6753999999999,1217.468410551984,1191.4444444444446,1026.1505750000001,920.677257142857,800.5901999999999,681.93902,553.9290166666667,455.8634666666667,211,173.78374233128832,173.95436590436591,129.01019367991847,116.16918748593294,114.73076728924784,110.96650141072148,114.56879961981437,114.365237821644,115.87005149459935,114.70653871903593,38.333333333333336,38.88888888888889,38.66666666666667,36.22222222222222,38.44444444444444,37.111111111111114,38.88888888888889,38.88888888888889,38.333333333333336,37.77777777777778,37.22222222222222,38,40,38.77777777777778,37.55555555555556,36.44444444444444,38.111111111111114,37.66666666666667,39.66666666666667,38.22222222222222,38.55555555555556,37,37.66666666666667,36.66666666666667,40.44444444444444,36.77777777777778,38.22222222222222,37.333333333333336,37.111111111111114,36.66666666666667,37.66666666666667,38.55555555555556,38,35.22222222222222,39.77777777777778,38.111111111111114,37.66666666666667,38.88888888888889,38.77777777777778,37.22222222222222,37.333333333333336,38.22222222222222,38.111111111111114,35.88888888888889,37.22222222222222,37.111111111111114,38.66666666666667,37.88888888888889,38.55555555555556
Threads Created,0,0,0,0,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.64665,2.438483706495234,2.4444444444444446,2.282025,2.3115999999999994,2.3526999999999996,2.4137399999999998,2.2746166666666667,2.4522666666666666,0.6,0.4941717791411042,0.7238045738045737,0.5092507645259939,0.4389264010803512,0.4039815749621403,0.3830834340991536,0.36917980543441803,0.35926252718841045,0.35183214016578745,0.33474670832403486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,9,8.88888888888889,9.222222222222223,9.222222222222223,8.777777777777779,9,9.222222222222223,9.11111111111111,9.11111111111111,8.88888888888889,7.7598,8.756373309687431,8.88888888888889,7.932753571428572,7.04487619047619,5.937766666666666,5.05736,4.190083333333334,3.4848,2,1.6472392638036808,1.9301455301455301,2.8857543323139656,3.657720009002926,4.847778899545683,5.4908625554212005,6.645236497819523,7.42475889522715,8.326693983923636,8.814996652532917,9,9.11111111111111,9.222222222222223,8.88888888888889,9.11111111111111,9,9.11111111111111,9,9.222222222222223,8.88888888888889,8.88888888888889,8.88888888888889,9.11111111111111,9,9,8.88888888888889,9,8.88888888888889,9.222222222222223,9,9.11111111111111,9,9.11111111111111,8.777777777777779,9.11111111111111,8.88888888888889,9.11111111111111,9,8.88888888888889,8.777777777777779,9,8.88888888888889,9,8.777777777777779,9.222222222222223,9,8.88888888888889,9.222222222222223,9.11111111111111,8.777777777777779,8.88888888888889,9.11111111111111,9,8.777777777777779,8.777777777777779,9,8.88888888888889,9,9.11111111111111
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.777777777777778,2.4444444444444446,5,6.111111111111112,6.333333333333334,7.888888888888888,9.333333333333334,12.11111111111111,13.88888888888889,11.747475,15.406783418310798,15,13.583482142857141,13.539371428571425,12.211633333333332,11.03424,8.499883333333333,7.0986666666666665,3.8,3.1297546012269937,6.2729729729729735,4.413506625891947,3.804028809363043,3.5011736496718826,3.3200564288593304,3.199558313764956,3.113608568966224,3.0492118814368245,2.901138138808302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.333333333333336,29.555555555555554,28.888888888888893,30.666666666666668,30.77777777777778,27.555555555555554,28.111111111111114,30,29.22222222222222,29.22222222222222,27.77777777777778,24.1416,27.37752161383285,28.555555555555554,26.297621428571425,23.66638095238095,19.1577,17.126060000000003,14.366,12.3904,8,6.588957055214723,6.755509355509356,9.845514780835881,12.289939230249832,17.236547198384653,18.004921402660216,23.135267807223528,24.78911437600032,27.208352172820902,29.346128096407057,29.333333333333336,29.444444444444446,29.444444444444446,27.666666666666668,29.22222222222222,28.555555555555554,29.888888888888893,29.77777777777778,29.333333333333336,28.77777777777778,28.666666666666668,29.22222222222222,30.333333333333336,29.666666666666668,28.666666666666668,27.555555555555554,29,28.555555555555554,30.111111111111114,29.111111111111114,29.333333333333336,28.444444444444446,28.666666666666668,27.77777777777778,30.888888888888893,28,29.444444444444446,28.77777777777778,28.333333333333336,27.888888888888893,28.77777777777778,29.77777777777778,29,26.888888888888893,30.555555555555554,29,28.77777777777778,29.888888888888893,29.444444444444446,28.444444444444446,28.444444444444446,29.22222222222222,29,27.22222222222222,28.22222222222222,28.22222222222222,29.333333333333336,29.333333333333336,29.444444444444446
Sort Rows,46,46,46,51.111111111111114,51.111111111111114,40.88888888888889,46,51.111111111111114,51.111111111111114,46,46,39.661199999999994,40.78918199955664,40.88888888888889,39.98977142857142,35.444533333333325,25.767666666666663,21.14896,16.5209,11.874133333333333,9.2,7.5773006134969325,11.098336798336799,7.808511722731907,13.46040963313077,24.77753659767794,23.495783958081418,33.96454209996646,38.56084458488939,37.763316377794524,41.062262887748275,46,51.111111111111114,51.111111111111114,46,46,46,46,46,51.111111111111114,40.88888888888889,46,46,46,46,46,40.88888888888889,51.111111111111114,46,51.111111111111114,46,46,46,51.111111111111114,40.88888888888889,51.111111111111114,40.88888888888889,46,46,40.88888888888889,40.88888888888889,46,46,46,40.88888888888889,51.111111111111114,46,46,51.111111111111114,46,40.88888888888889,40.88888888888889,46,46,40.88888888888889,40.88888888888889,40.88888888888889,40.88888888888889,46,51.111111111111114
