Avg Threads Running,2,2,2.6,4.4,4.9,5.6,6.3,6.777777777777778,7.777777777777778,8.5,9.428571428571427,10.666666666666666,11.2,9,9.666666666666666,10,11,11,73,73,73,73,73,73,73,73,73,73,42,43,43,43,43,43,43,38.666666666666664,38.666666666666664,38.666666666666664,37,30,31.5,31.5,31.5,31.5,31.5,33,35.5,35.5,35.5,35.5,38,38,38,38,38,38,25,27,27,27,27,27,27,27,27,27,29,23,23,23,23,23,23,23,23,23,23
Peak Threads Connected,2,2,8,20,20,20,20,20,20,20,20,20,20,11,11,11,11,11,73,73,73,73,73,73,73,73,73,73,42,44,44,44,44,44,44,44,44,44,44,30,33,33,33,33,33,33,38,38,38,38,38,38,38,38,38,38,25,29,29,29,29,29,29,29,29,29,29,23,23,23,23,23,23,23,23,23,23
Peak Threads Running,1,1,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,40,40,40,40,40,40,40,40,40,40,19,25,25,25,25,25,25,25,25,25,25,4,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3
Questions,38.111111111111114,37.111111111111114,48.55555555555556,169.33333333333334,316.44444444444446,472.11111111111114,640,615.1796999999999,899.7226844148641,877.5785651902683,883.3315217391304,883.7909642560265,779.2437188434697,647.246405147364,511.6691127694859,379.21265508684854,202.13036809815955,168.6,168.6,168.6,168.6,168.6,1075.6038302129487,1075.6038302129487,1075.6038302129487,1110.317328459877,1121.8731238743246,1121.8731238743246,1121.8731238743246,1121.8731238743246,1121.8731238743246,1098.767488341106,1098.767488341106,1098.767488341106,1098.767488341106,267.6233299075026,222.8,222.8,222.8,222.8,222.8,222.8,222.8,184.1591983556012
Threads Created,0,0,0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6166249999999998,1.7748197448696614,1.7386400499064254,1.761159420289855,1.7924522028262675,0.11493270189431706,0.11970527189705271,0.12904643449419567,0.15605459057071958,4.3159509202454,3.6,3.6,3.6,3.6,3.6,3.430041446334143,3.430041446334143,3.430041446334143,0.9968433294567204,2.6015609365619374,2.6015609365619374,2.6015609365619374,2.6015609365619374,2.6015609365619374,1.6655562958027983,1.6655562958027983,1.6655562958027983,1.6655562958027983,0.960945529290853,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6612538540596093
Created Tmp Disk Tables,9,9,9,9,8.88888888888889,9,9,7.7598,9.206877426511369,8.041210230817217,6.934565217391305,6.049526184538653,5.401836989032902,4.548800332088003,3.4842537313432835,2.965037220843672,2.637525562372189,2.2,2.2,2.2,2.2,2.2,9.289695583821638,9.289695583821638,9.289695583821638,8.971589965110484,8.605163097858716,8.605163097858716,8.605163097858716,8.605163097858716,8.605163097858716,9.32711525649567,9.32711525649567,9.32711525649567,9.32711525649567,2.1621274409044196,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.487821171634121
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.4444444444444445,1.6666666666666667,5.555555555555555,7.555555555555555,7.3287,11.758180809761509,11.518490330630069,11.66768115942029,11.874995843724022,11.72313559322034,10.893179742631798,7.226600331674959,5.930074441687344,3.836400817995911,3.2,3.2,3.2,3.2,3.2,10.433042732599686,10.433042732599686,10.433042732599686,9.470011629838844,16.009605763458076,16.009605763458076,16.009605763458076,16.009605763458076,16.009605763458076,9.82678214523651,9.82678214523651,9.82678214523651,9.82678214523651,8.408273381294965,7,7,7,7,7,7,7,5.785971223021582
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,28.555555555555554,28.666666666666668,29,29.333333333333336,28.888888888888893,29,23.7105,30.393788130892954,26.731590767311292,22.674927536231884,19.941030756442224,18.27429960119641,14.125222083852218,11.485132669983416,11.23593052109181,8.392126789366054,7,7,7,7,7,29.584107474631985,29.584107474631985,29.584107474631985,28.576175444425985,28.617170302181314,28.617170302181314,28.617170302181314,28.617170302181314,28.617170302181314,28.647568287808134,28.647568287808134,28.647568287808134,28.647568287808134,6.966855087358684,5.8,5.8,5.8,5.8,5.8,5.8,5.8,4.794090441932168
Sort Rows,77,77,77,77,68.44444444444444,77,85.55555555555556,74.688075,85.41320022185246,75.30484716157206,59.32905797101449,51.75705735660847,53.09890827517448,46.086529680365295,29.809726368159204,24.032406947890813,36.92535787321064,30.8,30.8,30.8,30.8,30.8,88.89524081749322,88.89524081749322,88.89524081749322,77.75377969762418,62.4374624774865,62.4374624774865,62.4374624774865,62.4374624774865,62.4374624774865,90.93937375083279,90.93937375083279,90.93937375083279,90.93937375083279,18.738437821171633,15.6,15.6,15.6,15.6,15.6,15.6,15.6,12.894450154162381
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
