Avg Threads Running,1,1,1.3,2,2.8,3.4,3.9,4.300000000000001,5.7,6.222222222222222,6.875,7.714285714285714,8.333333333333334,8.4,8.25,8.666666666666668,10,15,33,33,33,33,33,33,33,33,33,33,33,33,33,28,28,28,28,28,28,25,21,21,21,19,24,26,25.5,21.2,18.333333333333332,15.666666666666666,13.857142857142856,12.499999999999998,11.444444444444443,10.599999999999998,8.000000000000002,5.3,3.2,3.1000000000000005,2.9,2.8,2.6999999999999997,2.5999999999999996,2.5,2.4000000000000004,2.3000000000000003,2.2,2.1000000000000005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.4,3.2,3.3000000000000003,3.7,4.2,4.7,5.3,5.7,6.3999999999999995,6.888888888888889,6.999999999999999,6.571428571428572,7.166666666666666,7.4,7.5,7.666666666666666
Peak Threads Connected,1,1,4,8,9,9,9,9,15,15,15,15,15,15,15,15,15,15,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,23,23,23,19,29,30,30,30,30,30,30,30,30,30,30,24,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9
Peak Threads Running,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,11,11,11,6,6,13,13,13,13,13,13,13,13,13,13,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
Questions,36.66666666666667,38.22222222222222,39.111111111111114,183.55555555555557,297.33333333333337,441.44444444444446,603.6666666666667,747.5555555555555,900.3333333333334,869.636475,874.6789428571428,879.8430666666666,747.726,644.88455,511.4264,358.2963,230.48619999999997,577.263359034529,685.4765672142138,793.6897753938988,825.8290982232653,717.6158900435804,609.4026818638955,1164.7790361980901,1205.7114394819857,1205.7114394819857,1205.7114394819857,1126.1044176706826,1123.4485072123448,1098.2899841931312,1012.3131046613896,903.8955240540239,322.0207411126733,314.5571876567988,311.7598796389167,308.72947972803615,298.14010468871817,181.72724241413806,79.88888888888889,38.22222222222222,38.66666666666667,38.66666666666667,39.88888888888889,39.333333333333336,39.44444444444444,38.22222222222222,37.66666666666667,38.44444444444444,39.333333333333336,38.77777777777778,38.66666666666667,38.111111111111114,37,37.55555555555556,38.333333333333336,38.44444444444444,38.55555555555556,39.22222222222222,37.66666666666667,37.111111111111114,37,37.55555555555556,39.77777777777778,39.200444197667956,38.333333333333336,38.44444444444444,36.333333333333336,38.88888888888889,39.111111111111114,123,262.77777777777777,416.55555555555554,525.4030016675931,641.5555555555555,749.1111111111111,922.4444444444446,1085.3333333333335,1212.2222222222222,1090.2519,960.4808857142856,814.7267333333332,716.2428000000001,610.7973,516.7386666666667,352.1346
Threads Created,0,0,0,0.5555555555555556,0.5555555555555556,0.7777777777777779,0.7777777777777779,0.7777777777777779,1.2222222222222223,1.185525,1.197742857142857,1.2140333333333333,0.67464,0.6933,0.4829333333333333,0.5244,0.6487999999999999,3.576600737512572,4.247066711364398,4.9175326852162256,5.1166610794502185,4.446195105598392,3.7757291317465644,5.551854319342661,4.980906524987548,4.980906524987548,4.980906524987548,1.405622489959839,2.3482053002348207,2.011783302198592,1.7590149516270892,1.5626744056256279,0.8934384414541073,0.8611264425489212,0.8380641925777331,0.8207771963905252,0.7795968370642611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.777777777777779,9,8.88888888888889,9.222222222222223,9.11111111111111,8.88888888888889,8.88888888888889,9,8.88888888888889,7.8675749999999995,6.968685714285714,5.9597999999999995,4.947360000000001,4.1598,3.3805333333333336,2.3598,1.4598,4.828410995641971,5.733540060341937,6.638669125041905,6.907492457257796,6.002363392557829,5.097234327857862,9.105041083721963,9.131661962477171,9.131661962477171,9.131661962477171,10.04016064257028,13.586044951358605,12.932892656990948,13.192612137203167,12.947873646612345,9.317286603735692,10.087481184144506,11.014557959593063,11.725388519864646,12.362178416304712,9.892186284316995,9.777777777777779,9.222222222222223,9,9.11111111111111,9.11111111111111,9.11111111111111,9.11111111111111,8.777777777777779,8.88888888888889,8.88888888888889,9,9,9,9.11111111111111,8.88888888888889,8.88888888888889,9,9,9.11111111111111,9,8.88888888888889,8.88888888888889,8.777777777777779,8.88888888888889,9.11111111111111,9.217101610216545,9,9,8.88888888888889,9.11111111111111,9.11111111111111,9.222222222222223,9.222222222222223,9.11111111111111,8.78265703168427,9,9,9.11111111111111,8.777777777777779,9,7.652025,6.750914285714285,5.849433333333333,5.17224,4.1598,3.2598,2.2287
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.004016064257028,3.5223079503522308,3.0176749532978877,2.6385224274406336,2.344011608438442,2.04214500903796,1.9682890115403915,1.9155752973205327,1.8760621631783434,1.781935627575454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.22222222222222224,2.888888888888889,5.111111111111112,7.666666666666667,11.11111111111111,13.666666666666668,13.256325,13.392942857142856,13.575099999999997,13.60524,11.20835,9.296466666666667,7.0794,3.7306,5.901391216895743,7.007660073751256,8.113928930606772,8.44249078109286,7.336221924237347,6.229953067381831,16.655562958027982,19.425535447451438,19.425535447451438,19.425535447451438,10.642570281124495,11.237839651123785,11.495904583991953,10.805377559994977,9.599285634557429,4.211924081140792,4.059596086302057,3.9508740507235993,3.8693782115553335,3.675242231874374,2.1118150494609313,0.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5555555555555556,2.666666666666667,6.444444444444445,6.559199555308505,6.777777777777779,9.333333333333334,15.88888888888889,20.666666666666668,20.88888888888889,19.722825,17.857257142857144,14.347666666666665,14.504760000000001,14.674850000000001,12.556266666666668,5.8995
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,27.77777777777778,29.333333333333336,29,29.888888888888893,29.555555555555554,27.666666666666668,27.666666666666668,30.111111111111114,28.444444444444446,25.21935,22.212685714285712,18.320866666666667,15.96648,12.9416,10.986733333333333,7.6038,3.7306,16.2735333556822,19.32415353670801,22.374773717733824,23.280807911498492,20.230187730472682,17.179567549446865,29.868976238063517,29.55337871492612,29.55337871492612,29.55337871492612,33.13253012048192,45.95773230459578,44.834027877568616,43.47279809021234,42.192208951891956,29.355834504920672,31.615642247867537,35.19869608826479,36.93497383757364,38.757099899766125,30.788040457930425,28.77777777777778,28.666666666666668,29,29,29.666666666666668,29.333333333333336,29.444444444444446,28.555555555555554,28,28.888888888888893,29,28.77777777777778,29.444444444444446,29.22222222222222,28.22222222222222,28.555555555555554,29.111111111111114,29.22222222222222,29.666666666666668,30.22222222222222,28.555555555555554,28.333333333333336,28.22222222222222,28.555555555555554,30.555555555555554,29.872293170460853,29.444444444444446,29.111111111111114,27.888888888888893,29.666666666666668,29.888888888888893,29.333333333333336,30.444444444444446,28.666666666666668,28.68260144524736,29.22222222222222,28.333333333333336,29.888888888888893,27.555555555555554,29,25.4349,21.559371428571428,18.8727,16.52868,12.9416,10.986733333333333,6.423900000000001
Sort Rows,83.55555555555556,94,83.55555555555556,104.44444444444446,94,83.55555555555556,94,94,94,91.17765,81.88205714285714,72.62126666666666,52.84680000000001,54.3085,45.39573333333333,24.6468,15.246799999999999,50.430070398927256,59.883640630238006,69.33721086154878,72.14492122024808,62.69135098893732,53.23778075762656,104.37486120364201,109.24788311472689,109.24788311472689,109.24788311472689,94.97991967871484,79.33579335793358,81.90832016094267,83.80449805251916,96.32771514677978,49.777284595300266,60.03281485198194,70.15794526436451,80.20165747587417,98.00645951664997,108.702900966989,97.88888888888889,108.88888888888889,98,108.88888888888889,108.88888888888889,108.88888888888889,98,87.11111111111111,98,98,98,98,87.11111111111111,98,87.11111111111111,98,98,87.11111111111111,108.88888888888889,98,98,98,87.11111111111111,98,98,108.82842865074959,98,98,87.11111111111111,98,98,108.88888888888889,108.88888888888889,108.88888888888889,87.15953307392996,98,98,108.88888888888889,87.11111111111111,98,73.93365,64.0248,54.07966666666666,55.095600000000005,45.2956,23.663733333333333,12.847800000000001
