Avg Threads Running,1,1,1.7000000000000002,2.3,2.9000000000000004,3.6,4.1,4.4,4.8999999999999995,5.399999999999999,6,6.6,6.1000000000000005,6,6.2,6.6,6.666666666666667,7,7.142857142857142,7.333333333333334,7.4,7.5,9,10.5,12,28,28,28,28,28,28,28,28,28,28,28,23,23,23,18,19,19,19,19,19,30,45,57,65.2,74.33333333333334,94,103.14285714285714,112.75,122.33333333333333,131.7,151,160.77777777777777,172.22222222222223,178.88888888888889,184.77777777777777,188.88888888888889,190.77777777777777,190.55555555555554,188.11111111111111,184.625,176,178.625,157.37500000000003,157.28571428571428,136.57142857142858,130.16666666666666,121.2,106.99999999999999,83.66666666666667,83.66666666666667,83.66666666666667,27,28,28
Peak Threads Connected,1,1,8,8,8,8,8,8,8,8,8,8,8,8,9,12,12,12,12,12,12,12,12,12,12,28,28,28,28,28,28,28,28,28,28,28,28,28,28,18,20,20,20,20,20,52,63,93,98,120,138,158,180,199,216,245,245,245,245,245,245,245,245,245,245,196,197,197,197,197,197,197,197,197,197,197,28,28,28
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,11,11,11,11,14,14,14,14,14,14,14,14,14,14,11,11,11,11,11,11,30,52,75,89,114,133,150,170,191,209,242,242,242,242,242,242,242,242,242,242,173,173,173,173,173,173,173,173,167,167,167,16,10,10
Questions,37.66666666666667,35.66666666666667,75,249,387.33333333333337,487,652.6666666666667,748.4444444444445,863.2222222222223,982.3333333333334,1112.5555555555557,1225.4444444444446,1172.3333333333335,1185.7777777777778,1202.3333333333335,1172.2222222222222,1037.981025,933.6949999999999,824.3286333333333,704.09928,560.9952499999999,452.75,306.9051,204.2098,784.2676934635613,1146.5063861758076,1146.5063861758076,1146.5063861758076,819.2361382419234,704.5854996243427,1142.9789653212051,1142.9789653212051,1142.9789653212054,789.1968655207281,1161.7795753286148,1161.7795753286148,1161.7795753286148,827.0708796764409,1163.6546184738957,1124.6449456975774,1106.6476054324517,1102.8693146222279,1074.9109528049864,608.6606555399155,721.1267737617135,796.0678177389311,910.703633429431,990.0813551766408,1010.8937305469099,872.6918920611067,808.4444444444446,866.7333555629655,864,858.2860953651218,886.7022459417391,877.9321845469706,875.7777777777777,736.3334,761.0166666666667,948.1111111111111,1030,916.87765,1087.5540285935942,978.0359092608751,883.1674017513882,787.2855968786318,693.45,749.4597171683758,596.5321617598412,391.4808947108255
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.4311,0.4355428571428571,0.4414666666666666,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0.16219999999999998,2.055747558226897,3.005259203606311,3.005259203606311,3.005259203606311,2.1474079639368897,1.8468820435762585,3.1267765776009098,3.1267765776009098,3.1267765776009098,1.5454246713852378,2.275025278058645,2.275025278058645,2.275025278058645,1.6195904954499494,4.796965640339134,7.685881370091897,10.72194424588992,10.023806540533768,11.353517364203027,11.106014478182184,13.158350066934403,15.313597936667145,17.22731104286789,18.3884988298228,20.120053357047578,16.408852992737287,16.444444444444446,14.671557185728577,14,13.671223741247081,11.563264398487883,10.339077265147305,9.333333333333334,6.0854,6.416666666666667,13.11111111111111,12.444444444444446,10.875975,10.861132660977502,10.705980306618471,10.052869144240352,9.376686590292767,2.4,2.593847171683758,2.064571617598412,2.4964903608502227
Created Tmp Disk Tables,8.88888888888889,8.777777777777779,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,8.88888888888889,9,9,9.11111111111111,9,9,9.11111111111111,9.11111111111111,8.88888888888889,7.7598,6.968685714285714,6.070166666666666,5.059800000000001,4.1598,3.2598,2.2287,1.4598,6.338554971199599,9.266215877786127,9.266215877786127,9.266215877786127,6.621174555472076,5.694552967693464,8.953951108584423,8.953951108584423,8.953951108584423,5.838270980788676,8.594539939332659,8.594539939332659,8.594539939332659,6.11845298281092,10.486390004462294,11.361737677527152,11.150822015725518,11.026187194587145,10.685663401602849,5.616834908505932,6.763637884872824,7.656798968333573,8.437866633241415,8.915635796277721,9.448643841707426,8.096473516153267,7.555555555555555,8.002667555851952,7.888888888888888,7.780371234856064,7.671781187458306,7.893274041133964,7.888888888888888,6.302735714285714,6.416666666666667,7.777777777777779,7.333333333333334,6.481641666666666,7.425468247811149,6.579717063442603,5.597620318952014,4.866381648126625,3.9,4.215001653986106,3.35492887859742,2.8085516559565002
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3386880856760375,2.005012531328321,1.7155110793423873,1.503570981080065,1.335707925200356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.1111111111111112,5.555555555555555,8.777777777777779,9.88888888888889,13.777777777777777,14,14.777777777777777,17.77777777777778,20.444444444444446,23.77777777777778,21.444444444444446,19.77777777777778,19.88888888888889,19.77777777777778,18.9684,18.401685714285712,15.672066666666666,13.26792,9.012899999999998,7.123266666666668,5.8995,5.514799999999999,14.39023290758828,21.03681442524418,21.03681442524418,21.03681442524418,15.031855747558229,12.92817430503381,18.334280841387148,18.334280841387148,18.33428084138715,8.757406471183014,12.891809908998988,12.891809908998988,12.891809908998988,9.17767947421638,11.936635430611334,10.192147034252297,10.150107219442457,10.274401704047111,10.35173642030276,6.638077619143374,8.977192101740295,11.245923484739935,16.055385121584358,15.936698985846425,15.451311694086261,13.925934447783618,13.11111111111111,11.892853173279983,12.222222222222223,10.225630765810825,10.006671114076052,7.0038910505836585,7.666666666666667,7.3894142857142855,7.9333333333333345,11.333333333333334,12.555555555555555,10.436541666666667,14.850936495622298,12.824872242303377,11.309477787270396,10.32622447285406,7.95,8.59211875620245,6.83889348329474,6.5532871972318345
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.888888888888893,27.333333333333336,27.666666666666668,29.666666666666668,28.77777777777778,29,29.666666666666668,28.22222222222222,28.555555555555554,28.555555555555554,29.444444444444446,28.77777777777778,29.444444444444446,30.111111111111114,30.22222222222222,28.22222222222222,24.249375,21.994914285714284,19.5349,15.96648,13.51935,9.658666666666667,6.1617,3.0818,21.242724768344605,31.054345103931883,31.054345103931883,31.054345103931883,22.189882294014527,19.084447783621336,28.85162023877203,28.85162023877203,28.851620238772036,17.8582406471183,26.2891809908999,26.2891809908999,26.2891809908999,18.715267947421637,33.91343150379295,38.095238095238095,37.455325232308795,36.71219145470492,35.95280498664292,18.382368791473958,22.87339357429719,24.525684195443475,27.4230665580346,29.087261785356066,30.12449977767897,25.584856311044323,26.22222222222222,26.675558519506502,26.111111111111114,26.00866955651884,25.794974427396046,26.459143968871597,26.444444444444446,21.73357142857143,19.833333333333336,23.555555555555557,22.666666666666668,20.653366666666663,23.273855702094647,21.523481241430886,18.049469599886088,15.54868282694117,13.35,14.428274892490904,11.484179622891165,9.829930795847751
Sort Rows,82,72.88888888888889,72.88888888888889,82,91.11111111111111,82,82,72.88888888888889,82,82,82,82,82,82,82,72.88888888888889,70.7004,62.50039999999999,54.30039999999999,46.1004,37.900400000000005,29.700400000000002,10.7502,13.3004,70.23804157275232,102.67968945654897,102.67968945654897,102.67968945654897,73.36977210117706,63.10180315552217,81.58044343376919,81.58044343376919,81.5804434337692,42.241607684529825,62.1840242669363,62.1840242669363,62.1840242669363,44.26880687563195,82.32931726907631,82.20551378446116,82.05861329521086,92.46961533642401,91.273374888691,41.87095113613513,60.50381526104418,68.67191574724173,67.2685478816746,73.10821352947731,82.03646064917741,70.81715502128723,63.777777777777786,72.91319328665111,72.88888888888889,72.91319328665111,63.820324660885035,72.92940522512507,72.88888888888889,62.37534999999999,57.4,91.11111111111111,82,81.07544999999999,72.70309209797185,73.15753209522623,65.57212373629503,58.396579777519506,24.6,26.586933509758516,21.161859080383724,12.794513099357392
