Avg Threads Running,1,1,1.3,2.2,3,3.5,4,4.8,5.4,6.1000000000000005,6.9,7.6,8,7.5,7.5,7.800000000000001,7.799999999999999,7.666666666666667,7.75,7.7142857142857135,11,11.5,12.2,14,15.666666666666666,19,32,32,32,32,87,108.5,131.66666666666669,155.25,173.2,185.16666666666666,194,200.625,205.77777777777777,210.1,226.5,235.4,239.79999999999995,238.60000000000002,236,236.7,237.29999999999998,237.9,238.5,238.9,239,241.22222222222223,243.625,247.85714285714283,252.66666666666669,252.8,252.75,252.66666666666669,252.5,252,59,58,58,58,58,58,58,48.333333333333336,44.5,40.4,35.75,28.666666666666664,28.666666666666664,28.666666666666664,28.666666666666664,28.666666666666664,28.666666666666664,28.5,24,25,21,21.666666666666668,22.25,22.25,22.25,22.25
Peak Threads Connected,1,1,4,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,9,32,32,32,32,32,32,32,32,32,32,87,130,178,226,245,245,247,247,247,249,251,251,251,251,251,252,253,253,253,253,253,253,253,253,253,253,253,253,253,252,59,59,59,59,59,59,59,59,59,59,57,33,33,33,33,33,33,33,24,25,25,25,25,25,25,25
Peak Threads Running,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,12,12,12,12,12,12,12,12,12,12,57,113,167,217,238,239,243,246,246,248,248,248,248,248,248,249,252,252,252,252,252,252,252,252,252,252,252,252,252,213,49,49,49,49,49,49,49,49,49,49,32,11,11,11,11,11,11,11,10,8,8,8,8,8,8,8
Questions,37.22222222222222,38.88888888888889,105.22222222222221,234.22222222222223,359.8888888888889,496,636.4444444444445,759.1111111111111,864.2222222222223,989.5555555555557,1063.5555555555557,1147,1135.111111111111,1134,1132.888888888889,1127.888888888889,1125.3333333333335,987.111225,870.6501714285714,803.9107999999999,1170.7885105911057,1055.3304739927655,947.6094752030782,836.9131931748934,738.3394558501096,712.8467762011452,128.81322140608606,178.45430107526883,237.60580765323402,249.08060017708067,240.25379164142947,240.7487821266588,239.06191777444474,237.6292546837671,231.09572210432256,182.11111111111111,145.39597911807175,131,162.33333333333334,214,251.77777777777777,255.44444444444443,259.11111111111114,262,254,237.190174502612,182.247525,128.8118,75.71153333333334,30.47124,22.878899999999998,16.299,8.6526,5.8392,270.9961859979101,224.2,224.2,224.2,224.2,224.2,1138.2659620054278,1132.2106321477945,1121.469241933683,1115.5,311.4,311.4,311.4,311.4,311.4,277.1184049079754,168.0392,251.71815286624206,359.48589083419154,460.26802168021686,420.1333333333333,420.1333333333333,420.1333333333333
Threads Created,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,2.7725407563491187,2.788044156168143,2.6274885991164316,2.611273613650213,2.80349810643811,3.3668160318645755,10.411594963273874,15.466039426523299,20.349480754035447,21.284334682519606,20.180807591358775,19.69315191220113,19.163279981919416,18.76637746762228,18.09449346587736,13.444444444444446,8.330556481172943,6.111111111111112,6.555555555555555,10.11111111111111,13,13.11111111111111,13.11111111111111,12.88888888888889,12.666666666666668,12.4485939757697,9.0531,6.642028571428571,3.200633333333333,0.11244000000000001,0,0,0,0,0,0,0,0,0,0,0.999857163262391,1.2567550584391103,1.1164452383610584,1.25,0.4499999999999999,0.4499999999999999,0.4499999999999999,0.4499999999999999,0.4499999999999999,0.40046012269938647,0,0,0.5106333676622039,1.4607046070460705,1.3333333333333333,1.3333333333333333,1.3333333333333333
Created Tmp Disk Tables,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,8.777777777777779,9.11111111111111,9,8.88888888888889,9,9.222222222222223,8.88888888888889,8.777777777777779,8.777777777777779,9.11111111111111,9,9,8.88888888888889,7.652025,6.642028571428571,5.9597999999999995,8.983032050571143,8.029567169764253,7.082795354139945,6.290795523793696,5.60699621287622,5.509335324869306,1.6949108079748165,2.719303635432668,3.6599785528840725,4.849595244118391,5.619971734302443,6.646438770367882,7.54554149288077,8.444869860430027,8.823857924717972,9,9.108075086082417,9,8.88888888888889,9,8.88888888888889,8.88888888888889,8.88888888888889,9.222222222222223,9.11111111111111,8.8918528398355,7.7598,6.750914285714285,5.849433333333333,4.947360000000001,4.04425,3.139066666666667,2.0976,1.2975999999999999,2.175705329153605,1.8,1.8,1.8,1.8,1.8,8.713040994143693,8.922960914917683,9.043206430724572,9,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.9999999999999996,2.669734151329243,1.6219999999999999,2.432059447983015,3.2340113285272913,4.0899728997289975,3.733333333333333,3.733333333333333,3.733333333333333
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,4.222222222222222,6.111111111111112,7.777777777777779,11.11111111111111,11.222222222222223,12.555555555555555,14.88888888888889,15.11111111111111,14.11111111111111,13.444444444444446,12.88888888888889,13.666666666666668,10.444444444444445,10.444444444444445,8.83755,6.642028571428571,6.511633333333333,15.637129865809026,13.494133715853811,12.452011187117,10.326400199434934,10.959128961530794,13.00815285038586,0.7263903462749214,0.679825908858167,0.8783948526921774,0.8082658740197317,0.7663597819503332,0.7384931967075424,0.7186229993219782,0.7037391550358356,0.6701664246621244,0.33333333333333337,0.3332222592469177,0.33333333333333337,0.33333333333333337,0.5555555555555556,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,1.1114816049794376,0.8622,0.8710857142857142,0.6622,0.44976000000000005,0.4622,0.4829333333333333,0.5244,0.6487999999999999,2.65919540229885,2.2,2.2,2.2,2.2,2.2,18.56877588915869,18.47429935905492,18.309701909121358,19.125,5.1,5.1,5.1,5.1,5.1,4.538548057259713,2.7573999999999996,1.2160297239915074,2.723377960865087,4.528184281842819,4.133333333333333,4.133333333333333,4.133333333333333
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.666666666666668,29.555555555555554,29.666666666666668,29.22222222222222,27.77777777777778,29.888888888888893,29.444444444444446,28.333333333333336,29.888888888888893,30,28.22222222222222,28.444444444444446,28.666666666666668,29.444444444444446,28,29.22222222222222,27.77777777777778,23.602725,20.90605714285714,19.09343333333333,29.27803038704669,25.984571535487095,23.19044285307111,21.008883164367624,17.96787422762607,18.364451082897684,2.9055613850996855,7.4780849974398365,10.979935658652218,15.087629648368326,16.476735311932163,21.539384903969985,23.95409997739927,26.03834873632591,27.588517815257454,29.444444444444446,29.767855159391313,28.888888888888893,29.111111111111114,29.888888888888893,28.111111111111114,28.77777777777778,29.333333333333336,30.77777777777778,30.333333333333336,28.898521729465376,25.542675,21.559371428571428,19.203799999999998,16.19136,13.057149999999998,10.383066666666668,6.2928,3.5683999999999996,5.5601358411703234,4.6,4.6,4.6,4.6,4.6,26.567633195257816,28.02563780319216,27.687841911354248,28.125,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,9.299999999999999,8.276175869120653,4.055,8.755414012738854,11.914778578784757,13.584552845528455,12.4,12.4,12.4
Sort Rows,68.44444444444444,85.55555555555556,85.55555555555556,85.55555555555556,68.44444444444444,77,85.55555555555556,77,85.55555555555556,85.55555555555556,68.44444444444444,68.44444444444444,68.44444444444444,77,85.55555555555556,68.44444444444444,68.44444444444444,58.090725,50.3052,50.989399999999996,76.85482976599755,68.69740800798304,61.574624127119854,45.69728823887873,49.06121686266693,47.13542444610406,0,13.086648745519714,22.545467885765888,41.4909815330129,39.3398021401171,56.863976146480766,64.55629943909103,72.25055325034579,68.80375293197811,77,76.97434188603799,77,68.44444444444444,77,77,77,68.44444444444444,85.55555555555556,77,77.02567522507503,66.3894,58.68939999999999,50.989399999999996,34.63152,26.692050000000002,27.889400000000002,10.0947,12.4894,18.614367816091953,15.4,15.4,15.4,15.4,15.4,65.99057277531782,67.73909764986804,77.36965501842135,77,34.64999999999999,34.64999999999999,34.64999999999999,34.64999999999999,34.64999999999999,30.835429447852754,24.9788,37.45371549893843,39.3187693099897,44.989701897018975,41.06666666666666,41.06666666666666,41.06666666666666
