Avg Threads Running,1,1,1.6,2.9,3.6,4.2,4.7,5.3,6,6.555555555555556,7.25,8.142857142857144,8.333333333333334,7.2,7,7,7.5,8,24,20,20,19,17,17,17,17,17,17,14.666666666666666,14,14,11,8,8,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,36.5,41.666666666666664,49.5,72.25,87.8,105,123.14285714285714,138.875,151.11111111111111,161,180.7,200.40000000000003,216.79999999999998,228.79999999999998,236.79999999999998,241.3,241,239.3,239.3,239.2,239.09999999999997,239.1,240.3,241.4,242.66666666666663,243.49999999999997,245.57142857142856,247.83333333333334,247.6,247.25,246.66666666666669,245.5,242,60,60,60,60,60,60,48,48,48,48,36,36,36,36,31.5,31.5,27,27
Peak Threads Connected,1,1,7,14,14,14,14,14,14,14,14,14,14,8,8,8,8,8,24,24,24,24,24,24,24,24,24,24,17,17,17,11,8,8,8,8,8,8,8,8,8,8,20,20,20,20,20,20,20,53,53,73,111,150,191,232,249,249,250,250,250,250,250,250,250,250,250,250,250,249,249,249,249,249,249,249,249,249,249,249,249,242,60,60,60,60,60,60,60,60,60,60,36,36,36,36,36,36,27,27
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,10,10,10,10,10,10,10,10,10,10,6,6,6,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,28,37,70,109,148,191,230,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,248,248,248,248,237,41,41,41,41,41,41,41,41,41,41,20,20,20,20,20,20,5,5
Questions,38.77777777777778,35.88888888888889,124.55555555555557,242.11111111111114,384.33333333333337,545.6666666666667,673.3333333333334,810.4444444444446,928.7777777777777,897.1191000000001,902.8803428571428,823.5560666666667,716.6925600000001,584.683,429.93140000000005,312.2802,179.231,217.3300821355236,181,489.27857142857147,585.845881563496,562.9333333333334,562.9333333333334,562.9333333333334,614.530833752726,508.29027008891126,428.1141333333333,207.2,170.65398773006135,1154.4107065764858,1172.5356556859776,1153.199596548246,394.71082716879624,419.9320583794665,454.6956735022115,487.2002008704386,504.0737228071613,497.1857286180085,481.16781814129706,342.33333333333337,252.77777777777777,225,222.33333333333334,226.44444444444443,246.44444444444443,268.22222222222223,324.33333333333337,357,358.33333333333337,346,329.77777777777777,313.6666666666667,281.44444444444446,210.70012499999999,164.30854285714284,107.49713333333332,67.68888000000001,64.59245,57.46906666666666,57.68399999999999,30.6558,1146.5819822831356,1146.5819822831356,1146.5819822831356,1146.5819822831356,1154.4898214062696,1154.4898214062696
Threads Created,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0,0,0,0,0,0.48028747433264884,0.4,2.6107142857142858,2.3589246770676064,2.2666666666666666,2.2666666666666666,2.2666666666666666,2.4744254319745007,2.046644858245261,1.936,0,0,5.612318319182616,6.436955698599016,7.5086854197018935,9.648486886348353,14.132328887770509,18.637161238439887,23.006676152215153,24.425425048137978,23.921200150489092,22.843770893692888,21.444444444444446,20,15.777777777777777,12.88888888888889,10.777777777777779,9.11111111111111,9.222222222222223,11.88888888888889,13.666666666666668,13.666666666666668,13.333333333333334,13.333333333333334,12.555555555555555,10.777777777777779,7.652025,5.770942857142857,3.200633333333333,1.34928,1.3866,1.4487999999999999,1.5732,0.9732,1.169981614574628,1.169981614574628,1.169981614574628,1.169981614574628,3.6218308979642813,3.6218308979642813
Created Tmp Disk Tables,9.11111111111111,8.88888888888889,9,9.11111111111111,9.222222222222223,9.11111111111111,8.88888888888889,9.11111111111111,9,7.7598,6.8598,5.849433333333333,4.947360000000001,4.04425,3.139066666666667,2.3598,1.4598,2.16129363449692,1.8,4.3,5.134130179500085,4.933333333333334,4.933333333333334,4.933333333333334,5.385514175473913,4.454462338533803,3.6138666666666666,1.8,1.4825153374233127,11.944164628004028,11.864192856241324,11.543202958646194,4.093297466935665,5.1145571212883745,5.999634097305991,6.643639102778707,7.66287844647466,8.442776523702031,9.248941386226877,8.777777777777779,9,9,8.777777777777779,8.777777777777779,9.11111111111111,9,9.11111111111111,8.777777777777779,9.11111111111111,9,9,9.222222222222223,9.222222222222223,7.8675749999999995,6.968685714285714,6.070166666666666,5.28468,4.27535,3.2598,2.4909,1.4598,9.192712685943507,9.192712685943507,9.192712685943507,9.192712685943507,8.867241163981516,8.867241163981516
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12621481761958855,0.11206993163734169,0.1461891952477023,0.13459360845495721,0.12765178930438278,0.12303035375516125,0.11973247572616656,0.1172607850514171,0.11143302874972141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7268671751331126,1.5145778114350628,1.3448391796481003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.6666666666666667,2.7777777777777777,4,5.333333333333334,9.777777777777779,12.444444444444446,12.0708,12.195199999999998,12.361066666666666,10.90668,10.05285,9.175733333333334,8.3904,3.8928,0.9605749486652977,0.8,4.146428571428571,5.411650729743332,5.200000000000001,5.200000000000001,5.200000000000001,5.676623049823855,4.695244086562658,4.517333333333333,2.4,1.9766871165644169,14.534465390703698,17.165215196264043,17.93118906197467,9.209919300605247,8.74858454957222,8.425018094089264,8.489094409106126,8.261540825105493,8.09099416854778,7.688878983730777,3.7777777777777777,1.1111111111111112,1.1111111111111112,0.888888888888889,1.1111111111111112,1.2222222222222223,1.4444444444444444,1.6666666666666667,1.8888888888888888,1.8888888888888888,1.8888888888888888,1.4444444444444444,1.4444444444444444,1.1111111111111112,0.64665,0.4355428571428571,0.2207333333333333,0,0,0,0,0,16.546882834698312,16.546882834698312,16.546882834698312,16.546882834698312,15.361558636193331,15.361558636193331
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.666666666666668,27.444444444444446,29.555555555555554,29.444444444444446,30,29.555555555555554,29.77777777777778,28.444444444444446,29.333333333333336,25.65045,23.301542857142856,18.983066666666666,16.52868,13.51935,10.1416,8.1282,6.4879999999999995,5.763449691991786,4.8,13.667857142857144,15.957431638986748,15.333333333333334,15.333333333333334,15.333333333333334,16.738760275121624,13.844950511659118,11.745066666666666,5.2,4.28282208588957,38.710605842567276,39.379023097311624,37.87963689342149,13.303216767540912,17.093388273779567,20.296634499396866,21.161220845887733,25.38328485394731,27.4390237020316,29.418319589926448,27.333333333333336,29.22222222222222,29.111111111111114,28,27.444444444444446,29.666666666666668,28.888888888888893,29.22222222222222,28.444444444444446,29.555555555555554,28.111111111111114,28.888888888888893,29.888888888888893,30,25.542675,22.212685714285712,19.755633333333332,17.540640000000003,13.981549999999999,10.986733333333333,8.2593,4.5416,29.750961056326258,29.750961056326258,29.750961056326258,29.750961056326258,28.225302859997505,28.225302859997505
Sort Rows,100,88.88888888888889,100,100,111.11111111111111,111.11111111111111,100,100,100,86.22,76.22,55.18333333333332,44.976000000000006,34.665,24.14666666666667,13.11,16.22,24.01437371663244,20,61.42857142857143,69.38013756081196,66.66666666666667,66.66666666666667,66.66666666666667,72.77721858748531,60.195437007213556,51.626666666666665,20,16.47239263803681,101.16563534321486,114.98169885144516,113.75098061190181,45.61102891728312,69.98867639657776,79.65471652593486,76.77094074322062,99.61741980417058,97.56097316277904,116.00178292845999,92.55555555555556,104.33333333333334,116,92.88888888888889,93,104.66666666666667,93.22222222222223,116.55555555555557,93.33333333333334,105,105,93.33333333333334,116.66666666666667,116.66666666666667,101.847375,91.46399999999998,69.53099999999999,70.83720000000001,60.66374999999999,38.031,41.296499999999995,17.031,122.84806953033596,122.84806953033596,122.84806953033596,122.84806953033596,104.9082053203447,104.9082053203447
