Avg Threads Running,1,1,1.7000000000000002,2.1999999999999997,2.6999999999999997,3.3,4.1,4.6000000000000005,5.3,5.7,6,6.5,6.333333333333333,6.375,6.428571428571429,6.333333333333334,5.8,5.75,5,5,6,137,153.5,173,191,201.8,209,215.28571428571428,220,223.44444444444446,226.4,238,243.6,244.7,242.79999999999998,242.6,243.4,243.4,243.4,243.6,243.5,243.5,233.70000000000002,219.8,203.1,198.66666666666666,191.875,183.14285714285717,171.5,140.33333333333331,107.5,78.4,66,58.75,58.666666666666664,58.666666666666664,51,44.2,40.66666666666667,32.66666666666667,26.83333333333333,25.857142857142854,25.499999999999996,21.375,21.555555555555557,21.5,21.2,21.8,22,24,26.9,27.200000000000003,27.400000000000006,27.6,28.199999999999996,28.2,28,28.555555555555557,29.000000000000004,27.714285714285715,24.428571428571427,24.666666666666664,24.6,24.75
Peak Threads Connected,1,1,8,8,8,8,9,9,9,9,9,9,9,9,9,9,8,8,6,6,6,137,170,212,245,245,245,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,128,84,66,66,66,66,66,66,55,55,55,55,28,28,28,25,25,25,38,49,49,49,49,49,49,49,49,49,49,29,29,29,29
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,92,145,188,227,230,230,241,241,241,241,241,241,241,241,241,245,245,245,245,246,249,249,249,249,249,249,249,249,249,249,125,79,52,50,50,50,50,50,37,37,37,37,18,18,18,18,18,18,20,34,34,34,34,34,34,34,34,34,34,16,16,16,16
Questions,38.66666666666667,39.66666666666667,115.44444444444446,221.77777777777777,331.33333333333337,493.44444444444446,604.7777777777778,748.6666666666667,866.6666666666667,1009.8888888888889,1157.888888888889,1192.3333333333335,1049.620725,947.6323714285712,797.0680666666666,693.97968,559.83975,452.02560000000005,316.4754,168.3636,120.28914646996839,159.84581836839408,192.27502543234993,184.45012977969105,178.32637704586787,184.2688981341402,201.46620685401805,211.71822320417664,216.3370208961895,186,158.88888888888889,166.44444444444446,212.22222222222223,250.44444444444443,257.33333333333337,244.22222222222223,240.55555555555557,241.55555555555557,231.44444444444443,223.66666666666669,381.4490180849884,483.6666666666667,581.4444444444445,546.41925,544.7552285714285,542.2314333333333,536.67612,1105.9866962305987,1217.2222222222222,1137.974208088143,912.4637904761905,1082.8631485783826,758.5054864394128,666.3,1088.755707762557,1069.648002004259,1090.8180300500833,1085,893.6044936072403,1046.6021856550683,1049.6596362013167,886.1674347158217,1010.3427245358755,1072.7819884083815,1080.1022108654595,1085.047248471373,1075.2222222222222,1092.111111111111,1095.4444444444446,1091.3333333333335,1068.506817426006,1044.8639644641864,1045.0370698240565,1048.0213428190307,1044.9900022217284,907.1389668207946,806.7305688170727,699.168541041875,1121.0812008419186,1019.5022878920405,929.90047351182,846.1058542014468
Threads Created,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,0.11036666666666665,0.11244000000000001,0,0,0,0,8.003108535300315,12.753655720882504,15.815462868769071,14.551215497594328,13.796023439078601,14.278685493360229,14.01399893098699,13.723563498553279,13.297575148061236,9.777777777777779,5.111111111111112,4.222222222222222,7.111111111111112,9.88888888888889,9.666666666666668,9.555555555555555,9.555555555555555,9.333333333333334,9.11111111111111,9.11111111111111,6.3241983801176085,3.444444444444444,0.6666666666666667,0,0,0,0,2.9933481152993346,3,3.3804933016151244,3.197057142857143,4.757163403031309,2.7321224185120676,2.3999999999999995,2.2831050228310503,2.0042590504822746,1.8920422927100724,1.8888888888888888,0.12261313029737106,0.3768370807687476,0.6695681285570807,0.7181259600614439,0.703581284495735,0.6687472135532768,0.6665926008221309,0.5558643690939411,0.6666666666666667,1.777777777777778,2.666666666666667,2.3333333333333335,2.327901563019621,2.3320377568017765,2.3237800154918666,2.334370831480658,2.332814930015552,2.1554923769057734,1.0888521646876403,0,0.5538938739337543,0.5591215794077221,0.5715430076901168,0.5966054535336672
Created Tmp Disk Tables,8.88888888888889,9.222222222222223,9.11111111111111,9.222222222222223,8.777777777777779,9.222222222222223,9,9,9,9.11111111111111,8.88888888888889,8.88888888888889,7.54425,6.8598,5.739066666666666,4.947360000000001,4.1598,3.2598,2.2287,1.2975999999999999,1.9401475237091674,2.890828630066701,3.6609867751780265,4.8504051658647755,5.620602141846838,6.400790048747689,7.54599942437761,8.210679016228458,8.93954631802436,9.11111111111111,8.88888888888889,9,8.88888888888889,9,9,8.777777777777779,9,9,8.777777777777779,9.11111111111111,9.097969599467437,9.11111111111111,9.11111111111111,7.975350000000001,7.077571428571427,6.180533333333333,5.17224,9.09090909090909,9,9.014648804306997,7.341390476190476,8.73990485673194,5.976517790495148,5.249999999999999,8.98972602739726,8.893899536515095,9.12632164718976,9,7.724627208734377,9.169702298706191,9.150764423613436,7.660010240655401,8.560238961364776,9.028087382969238,9.110098877902455,9.005002779321845,9,9,9,8.88888888888889,8.75734397516905,8.995002776235424,8.852495297111872,9.004001778568252,8.775827593868028,7.651997938015495,6.8597686375321345,5.849397423081196,8.973080757726821,8.051350743471199,6.972824693819424,6.4433388981636055
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,1.3333333333333335,3.666666666666667,7.333333333333334,10.11111111111111,11.666666666666668,13.444444444444446,15,16.333333333333336,17.555555555555557,15.842925,13.7196,10.2641,7.645920000000001,6.2397,4.587866666666667,3.1464,1.9464,0.24251844046364593,0.3400974858902001,0.43931841302136315,0.40420043048873133,0.38322287330773896,0.3692763489662128,0.3593333059227433,0.3518862435526482,0.3352329869259135,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5555555555555556,5.436591589925664,9.444444444444445,11.88888888888889,11.531925,11.650771428571428,11.809233333333333,12.03108,18.29268292682927,20.77777777777778,17.653687241767873,12.077771428571427,12.501382896338091,9.391670813635233,8.249999999999998,14.982876712328766,14.40561192534135,15.247634947134111,16.666666666666668,14.590962505387157,17.585730435874886,16.73920321392702,13.524705581157193,15.713315353738082,16.384306732055283,17.775802688590158,17.0094496942746,15.11111111111111,16.444444444444446,16.11111111111111,17.22222222222222,16.73872076266489,15.43586896168795,16.709084873298657,16.11827478879502,15.996445234392358,13.579601974506371,12.195144244501572,10.374402976785516,15.287470920571618,14.425336748719229,13.717032184562802,11.335503617139677
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.666666666666668,30.444444444444446,29.333333333333336,29.444444444444446,28.111111111111114,30.666666666666668,28.555555555555554,28.555555555555554,28.444444444444446,28.888888888888893,28.22222222222222,28.111111111111114,24.033825,21.450485714285712,17.43793333333333,15.854040000000001,13.28825,10.5038,6.686099999999999,3.7306,6.3054794520547945,8.502437147255003,11.861597151576806,15.494349835401366,17.3727702566175,20.064014960497563,24.434664802746543,26.156877437413517,28.383059559727343,29.555555555555554,28.333333333333336,28.22222222222222,28.555555555555554,28.555555555555554,28.77777777777778,27.333333333333336,28.666666666666668,28.666666666666668,27.666666666666668,29.111111111111114,29.956729168978143,29,30.77777777777778,26.728199999999998,23.95485714285714,20.859299999999998,17.765520000000002,29.711751662971174,29.666666666666668,28.67159133592087,23.800314285714286,27.768558468857172,19.124856929584475,16.799999999999997,28.396118721461185,29.187022422648123,29.716193656093488,29.444444444444446,25.013078580663695,29.51890466021856,29.12621359223301,25.732846902201736,28.846832664325138,28.86758805171645,28.441284301744254,28.571428571428573,28.333333333333336,28.666666666666668,28.888888888888893,28.666666666666668,27.380556479326014,29.09494725152693,29.21323448046918,29.457536682970208,28.549211286380803,25.434810047488128,22.539239809034154,19.20368210596468,28.913260219341975,25.831416968636763,21.14709128453432,20.284585420144687
Sort Rows,62,68.88888888888889,62,68.88888888888889,55.11111111111111,68.88888888888889,62,62,62,62,55.11111111111111,62,46.77435,47.2564,34.21366666666667,34.8564,28.656399999999998,22.4564,16.2564,10.0564,15.278661749209693,21.426141611082606,18.451373346897253,33.95283616105343,32.19072135785007,38.77401664145235,52.821995970643265,51.72727780223928,56.31914180355348,63,56,63,63,63,63,56,63,63,56,70,69.89903472761567,63,70,61.108425,54.8784,48.6717,42.502320000000005,69.84478935698448,56,55.21472392638036,44.7588,55.75838035180883,32.2731960686738,28.349999999999994,53.93835616438356,55.242390078917694,63.10517529215358,63,54.07239046114064,71.22220826529329,63.27418814864412,60.322580645161295,66.48843138484696,70.21845742309407,62.99300077769137,63.035019455252915,63,63,56,63,55.8696375124709,62.96501943364797,55.77072037180479,70.25344597598934,56.20973117085092,54.53395713571607,48.23615089566247,41.93907586360102,63.47623795280824,57.03040109958765,43.89450299060097,45.81929883138564
