Avg Threads Running,1,1,1.7000000000000002,2.1,2.7,3.6,4.5,4.888888888888889,5.375,6.000000000000001,6.833333333333334,8,8,9,10,10,11,8.5,12,11,11,11,11,11,11,11,11,18,13,11.666666666666666,9.75,8.6,7.833333333333333,7.285714285714286,6.875,7.222222222222222,7.3,5.1,5.9,6.8,7.111111111111112,7.499999999999999,8,8.666666666666666,9.5,9.4,9.75,11,10.666666666666668,9.5,9.5,9.5,9.5,9.5,10,10,28,46,29.5,23.333333333333332,23.333333333333332,21.5,21.5,21.5,21.5,26,22.8,21.666666666666668,22.333333333333332,23.333333333333336,20.714285714285715,19.428571428571427,18.25,17,16,12.88888888888889,10.75,10,8.833333333333332,7.2,7.75,8,7,7,40,40,45.5,45.5,45.5,45.5,45.5,45.5,45.5,45.5,51,51,20,17,17,17,17,17,17,17,17,17,14
Peak Threads Connected,1,1,8,8,8,10,10,10,10,10,10,10,10,10,10,10,11,11,19,19,19,19,19,19,19,19,19,27,27,27,27,27,27,27,27,27,27,10,12,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,46,46,46,46,46,46,46,46,46,46,44,44,44,44,44,44,44,44,44,30,17,17,17,10,10,10,7,7,40,40,51,51,51,51,51,51,51,51,51,51,20,20,20,20,20,20,20,20,20,20,14
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,31,31,31,31,31,31,31,31,31,31,18,18,18,18,18,18,18,18,18,18,6,6,3,2,2,2,1,1,14,14,33,33,33,33,33,33,33,33,33,33,3,3,3,3,3,3,3,3,3,3,2
Questions,39.66666666666667,37.77777777777778,76.55555555555556,246.8888888888889,401.2222222222223,534,733.2222222222223,706.1418,708.9548857142856,713.7412333333333,724.6758000000001,699.42415,541.6097333333333,400.2483,296.98819999999995,245.76181911613565,372.22366953877344,470.61498486377394,429.2,429.2,429.2,429.2,429.2,391.68289606458126,287.89559999999994,1193.4375346413922,1106,40.8171677614957,42.6727760993622,45.3486899974868,45.692994577224354,49.45326141495234,51.95997993981945,76.09777149392156,259.2716338122285,396.6666666666667,540.6666666666667,660.5555555555555,635.8725000000001,640.1391142857142,643.9894999999999,652.48932,1297.506925207756,1249.9688473520248,1015.6636915776984,1188.1100266193434,1195.359281437126,850.0772316950854,883.0461384152457,767.3657639585422,651.6853895018387,536.0050150451355,1162.2251832111926,433.22096288866607,503.9231363331095,489.3,743.4525066666666,740.9333333333333,740.9333333333333,775.4608266666667,1133.5110518715983,1111.6814824089145,1076.7434100767437,1059.7777777777778,1063.048383053397,1067.721096012475,752.3155718270572,892.4724198668715,1006.671986677116,1096.824512534819,962.5552332124547,885.6329043329044,800.0479666666666,675.8768400000001,566.8883,450.21459999999996,313.329,204.2098,455.6236299648064,574.0751131221721,471.2,471.2,471.2,607.8337858220211,489.3823026646555,370.9308195072901,269.50715746421275,224.8,224.8,224.8,224.8,224.8,224.8,224.8,185.14969325153373
Threads Created,0,0,0,0,0,0.11111111111111112,0.6666666666666667,0.64665,0.6533142857142856,0.6622,0.67464,0.6933,0.7243999999999999,0.7866,0.8109999999999999,0,0.6780030410542321,1.3157921291624624,1.2,1.2,1.2,1.2,1.2,1.0951059535822403,1.1799,5.099212947566789,4.555555555555555,0,0,0,0,0,0,0,0.11137097672346588,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,1.7728531855955676,1.8691588785046729,1.7760498220640568,2.77284826974268,2.9940119760479043,2.4568706118355066,2.5521564694082244,2.2178201270478097,1.8834837846873953,1.5491474423269809,5.218743060182101,0,0,0,1.0702933333333333,1.0666666666666667,1.0666666666666667,1.1163733333333332,4.109741197378652,5.258545135845749,4.671338004671338,4.666666666666667,4.387064427174731,3.8984183559812875,0.7381673640167363,0.718384024577573,0.7035564263322884,0.7799442896935933,0.215626172314618,0.21797511797511798,0.2207333333333333,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0.16219999999999998,0.38677727501256914,0.4873303167420815,0.4,0.4,0.4,0.5159879336349925,0.4154348919054801,0.3148818501759678,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,9.222222222222223,8.777777777777779,9.222222222222223,9,9,9.222222222222223,9.11111111111111,7.7598,6.750914285714285,5.849433333333333,5.17224,4.04425,3.2598,2.2287,1.2975999999999999,2.1621274409044196,2.7120121642169286,3.801177262024891,3.4666666666666663,3.4666666666666663,3.4666666666666663,3.4666666666666663,3.4666666666666663,3.1636394214598047,2.2287,9.089901341314711,9,3.048585144012127,4.091910036925142,4.978936290525257,5.743532837919262,6.765993477170096,7.542577733199598,8.325025849103898,9.132420091324203,9,9,8.777777777777779,7.54425,6.750914285714285,5.739066666666666,4.947360000000001,9.085872576177284,8.847352024922118,7.459409252669038,8.873114463176575,8.982035928143713,6.387863590772318,6.635606820461383,5.766332330324305,4.8970578401872285,4.02778335005015,9.216078170108817,3.478134403209629,3.8620718603089323,3.75,6.0203999999999995,6,6,6.2796,8.885926913251138,8.76424189307625,9.00900900900901,9.11111111111111,9.024818250188018,8.799287146357765,6.520478382147838,7.543032258064516,8.325417711598746,9.025069637883009,7.870355289483557,6.757228657228657,5.9597999999999995,4.947360000000001,4.27535,3.3805333333333336,2.3598,1.6219999999999999,3.674384112619407,4.629638009049774,3.8,3.8,3.8,4.901885369532429,3.946631473102061,2.9913775766716943,2.1579754601227,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.4825153374233127
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.6666666666666667,5.666666666666667,8.222222222222223,11.777777777777779,17.666666666666668,17.136225,17.31282857142857,17.548299999999998,17.87796,16.6392,13.0392,11.1435,8.596599999999999,4.564491264131552,12.03455397871262,11.11113353514968,10.133333333333333,10.133333333333333,10.133333333333333,10.133333333333333,10.133333333333333,9.247561385805584,7.472700000000001,25.60691719321583,25.11111111111111,0,0,0,0,0,0,0.11725388519864646,5.234435906002896,8.222222222222223,10.444444444444445,12,11.6397,11.759657142857142,11.919599999999999,12.14352,21.16343490304709,18.06853582554517,13.97159193357058,16.082519964507544,16.342315369261478,11.54729187562688,11.995135406218655,10.423754597124706,8.852373788030757,7.28099297893681,20.6528980679547,7.149498495486459,10.350352585627938,10.05,17.659839999999996,17.6,17.6,18.42016,22.436965455959125,22.286215099536747,21.91079968857747,20.555555555555557,18.42567059413387,20.494542214301628,17.100877266387727,18.917445980542755,19.230542319749215,21.72701949860724,19.62198168063024,17.764972114972117,16.003166666666665,13.26792,9.35955,6.761066666666667,4.8507,5.0282,10.249597787833082,12.91425339366516,10.6,10.6,10.6,13.6736802413273,11.009024635495223,8.344369029663147,5.275051124744378,4.4,4.4,4.4,4.4,4.4,4.4,4.4,3.623926380368098
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.444444444444446,28.555555555555554,29.22222222222222,29.22222222222222,29.111111111111114,30.111111111111114,29.555555555555554,24.680474999999998,21.66825714285714,18.100133333333332,16.75356,13.1727,10.383066666666668,6.686099999999999,4.055,5.044964028776978,7.119031931069438,11.257332660612176,10.266666666666666,10.266666666666666,10.266666666666666,10.266666666666666,10.266666666666666,9.3692398250925,7.3416,30.262720319255074,29.444444444444446,8.12956038403234,12.568009399127224,16.14790148278462,17.48586663988753,21.03608881083793,23.58552084825906,26.03036251409951,28.956453948101124,29.333333333333336,29.111111111111114,27.888888888888893,23.387175,21.777142857142856,18.320866666666667,15.7416,29.58448753462603,28.53582554517134,23.443857651245548,28.726708074534162,28.942115768463076,19.654964894684053,20.417251755265795,17.742561016382478,15.067870277499162,12.393179538615847,30.42416166999778,10.434403209628886,11.740698455339153,11.4,18.194986666666665,18.133333333333333,18.133333333333333,18.978346666666667,27.990669776741083,28.17077751345937,28.806584362139922,29.333333333333336,29.0799699172725,28.514145689463135,21.283825662482563,24.664518177163337,27.673219435736677,29.637883008356546,25.767327591596853,22.34244959244959,19.645266666666664,16.866,14.559299999999999,11.2282,7.866,4.866,12.957038712921067,16.32556561085973,13.4,13.4,13.4,17.285595776772247,13.917068878833584,10.548541980894921,5.514826175869122,4.6,4.6,4.6,4.6,4.6,4.6,4.6,3.7886503067484663
Sort Rows,51.111111111111114,40.88888888888889,51.111111111111114,51.111111111111114,46,51.111111111111114,46,39.661199999999994,30.05245714285714,25.38433333333333,25.861200000000004,15.9459,11.107466666666667,6.0306,0,11.05087358684481,7.797034972123669,13.450319542549613,12.266666666666666,12.266666666666666,12.266666666666666,12.266666666666666,12.266666666666666,11.194416414396233,6.0306,45.8929165281011,46,15.581657402728649,26.889694528365226,30.95014450867052,29.355834504920672,39.611816357250376,44.05823183837225,43.1494297531019,51.230649292794304,46,51.111111111111114,40.88888888888889,34.70355,35.0612,25.38433333333333,20.68896,50.969529085872566,45.85669781931464,43.572422301304854,40.816326530612244,45.908183632734534,22.60320962888666,23.479839518555664,20.403945168839847,17.328050819124037,14.252156469408224,51.077059737952474,17.77713139418255,14.21242444593687,13.8,30.77093333333333,30.666666666666664,30.666666666666664,32.095733333333335,40.87526380095524,40.31551270815074,46.04604604604605,46,46.126848834294314,40.989084428603256,33.95569874476987,38.553275985663085,43.151460815047024,51.253481894150426,44.63461766912592,35.093993993994,35.538066666666666,25.861200000000004,26.5765,22.214933333333335,18.0918,14.9224,17.79175465057818,22.41719457013575,18.4,18.4,18.4,23.735444947209654,19.110005027652086,14.48456510809452,11.029652351738244,9.2,9.2,9.2,9.2,9.2,9.2,9.2,7.5773006134969325
