,end_time,query_time,lock_time,rows_sent,rows_examined,sql_text,thread_id,start_time
1,1694741734196,1.179,0.0,0,0,COMMIT,86926,1694741734194.821
5,1694741834127,1.673,0.0,0,0,COMMIT,86927,1694741834125.327
7,1694741861813,1.121,0.0,0,0,COMMIT,86933,1694741861811.879
8,1694742037406,1.083,0.0,0,0,COMMIT,86939,1694742037404.917
9,1694742097479,1.027,0.0,0,0,COMMIT,86938,1694742097477.973
10,1694742119612,1.441,0.098,1,400,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 2\
              AND OL_D_ID = 10\
              AND OL_O_ID < 18428\
              AND OL_O_ID >= 18408\
              AND S_W_ID = 2\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 13",86942,1694742119610.559
11,1694742178828,1.111,0.0,0,0,COMMIT,86941,1694742178826.889
12,1694742362204,1.156,0.0,0,0,ROLLBACK,86951,1694742362202.844
13,1694742467991,1.027,0.0,0,0,COMMIT,86958,1694742467989.973
14,1694742525450,1.063,0.0,0,0,COMMIT,86962,1694742525448.937
17,1694741852798,1.165,0.0,0,0,COMMIT,86959,1694741852796.835
18,1694741929070,1.177,0.0,0,0,COMMIT,86973,1694741929068.823
19,1694742051076,1.516,0.1,1,424,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 9\
              AND OL_O_ID < 18592\
              AND OL_O_ID >= 18572\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 17",86987,1694742051074.484
20,1694742333063,1.048,0.0,0,0,COMMIT,86993,1694742333061.952
21,1694742506062,1.1,0.0,0,0,COMMIT,87004,1694742506060.9
22,1694742559327,1.497,0.0,0,0,COMMIT,86996,1694742559325.503
23,1694742606503,1.011,0.0,0,0,COMMIT,87009,1694742606501.989
27,1694741842317,4.138,0.0,0,0,COMMIT,87003,1694741842312.862
29,1694741861033,1.096,0.0,0,0,COMMIT,87022,1694741861031.904
31,1694741868069,3.018,0.0,0,0,COMMIT,87023,1694741868065.982
32,1694741886715,1.147,0.0,0,0,COMMIT,87025,1694741886713.853
33,1694741978314,1.518,0.07,1,366,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 4\
              AND OL_D_ID = 8\
              AND OL_O_ID < 18532\
              AND OL_O_ID >= 18512\
              AND S_W_ID = 4\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 11",87034,1694741978312.482
34,1694741984432,1.036,0.0,0,0,COMMIT,87032,1694741984430.964
35,1694742102871,1.043,0.0,0,0,COMMIT,87037,1694742102869.957
36,1694742218472,1.103,0.0,0,0,COMMIT,87043,1694742218470.897
37,1694742297882,1.035,0.0,0,0,COMMIT,87046,1694742297880.965
38,1694742562542,1.009,0.0,0,0,COMMIT,87048,1694742562540.991
39,1694742600962,1.059,0.0,0,0,COMMIT,87060,1694742600960.941
40,1694742652419,1.777,0.093,1,376,"SELECT COUNT(DISTINCT(OL_I_ID)) FROM order_line, stock\
            WHERE OL_W_ID = 3\
              AND OL_D_ID = 2\
              AND OL_O_ID < 18356\
              AND OL_O_ID >= 18336\
              AND S_W_ID = 3\
              AND S_I_ID = OL_I_ID\
              AND S_QUANTITY < 11",87065,1694742652417.223
41,1694741742408,1.237,0.0,0,0,COMMIT,87054,1694741742406.763
