Avg Threads Running,1,1,1.3,2.1,3.4,4,4.3999999999999995,4.8,5.5,6.1,6.666666666666667,7.374999999999999,7.857142857142858,7.666666666666666,6.4,6.4,7.4,8,8,8.5,8.5,8.5,8.5,8.5,27.666666666666668,38,66,66,66,66,66,66,66,66,35,35,35,35,35,31,31,31,31,31,27,29,40,54.75,72.8,103,122.5,142.28571428571428,160.875,176.44444444444446,188.9,215.9,239.8,260,275.59999999999997,287.90000000000003,296,299.8888888888889,301,301,301,282.3333333333333,278.6,273,263.6666666666667,219.66666666666666,179,179,179,179,179,169,169,169,169
Peak Threads Connected,1,1,4,9,14,14,14,14,14,14,14,14,14,14,8,8,10,10,10,10,10,10,10,10,66,66,66,66,66,66,66,66,66,66,35,35,35,35,35,35,35,35,35,35,27,31,62,99,145,178,220,261,291,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,189,189,189,189,189,169,169,169,169
Peak Threads Running,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,39,39,39,39,39,39,39,39,39,39,14,14,14,14,14,14,14,14,14,14,11,22,54,95,141,177,215,256,289,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,162,162,162,162,162,142,142,142,142
Questions,37.44444444444444,37.77777777777778,46.55555555555556,180.22222222222223,318.77777777777777,455.33333333333337,618.4444444444445,732.4444444444445,884.7777777777777,994,960.27525,958.412057142857,834.4823666666665,704.8863600000001,576.5944999999999,1169.79039591882,1173.2222222222222,1144.625,1162,217.2,217.2,217.2,217.2,217.2,1141.61946017994,1146.1346633416458,1172.9534510433386,1172.9534510433386,1172.9534510433386,1172.9534510433386,1172.9534510433386,1137.7355344338835,1051.1388053287494,969.3020924696153,898.6749805144194,231.27108433734944,282.2874157303371,330.76257798573977,385.8396702667321,395.4741107214429,379.8975957257346,327.22222222222223,286,252.8888888888889,207,155.88888888888889,107.44444444444446,46.666575,30.81465714285714,26.8191,22.038240000000002,759.0601795411725,849.0589555029292,799.6993734871137,853.7388469201394,1271.7800931057416,1198.7996999249813,1198.7996999249813,1198.7996999249813,856.3625656414104,736.4825956489123
Threads Created,0,0,0,0,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4311,0.4355428571428571,0.4414666666666666,0.11244000000000001,0,2.7725407563491187,2.7777777777777777,3.125,3.5714285714285716,0,0,0,0,0,6.775519271353993,7.605985037406484,6.019261637239166,6.019261637239166,6.019261637239166,6.019261637239166,6.019261637239166,2.1677505419376355,6.159575991978226,10.023806540533768,14.029618082618862,19.6425702811245,23.991878009630817,28.16832664884136,31.00604238258877,31.773935370741487,30.164737310774704,26.77777777777778,22.666666666666668,17.555555555555557,13.88888888888889,9.222222222222223,4.666666666666667,1.2933,0,0,0,0.7757951900698216,0.8724915866882712,0.8288267122312402,0.8891789805744645,1.7734426956328975,2.250562640660165,2.250562640660165,2.250562640660165,1.6076894223555889,1.3826331582895723
Created Tmp Disk Tables,9.11111111111111,9,9,9.11111111111111,9,8.777777777777779,9,9.11111111111111,9.11111111111111,9,7.8675749999999995,7.077571428571427,6.070166666666666,5.17224,4.3909,9.093933680825108,8.88888888888889,8.875,8.857142857142858,1.6,1.6,1.6,1.6,1.6,8.997000999666778,9.102244389027431,8.62760834670947,8.62760834670947,8.62760834670947,8.62760834670947,8.62760834670947,9.171252292813072,9.16774101131643,9.02142588648039,9.130386371228148,4.843373493975904,5.742736757624398,6.519307040998219,7.6617247586319746,8.44178356713427,9.127337488869099,9,9.11111111111111,8.88888888888889,9,8.88888888888889,9.11111111111111,7.652025,6.8598,5.849433333333333,5.059800000000001,8.866230743655104,8.974199177365076,7.341036594048127,6.859380707288726,9.088893815118599,9.502375593898474,9.502375593898474,9.502375593898474,6.788022005501377,5.837784446111528
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.4444444444444446,3.555555555555556,3.7777777777777777,7.666666666666667,8.666666666666668,12.222222222222223,14.333333333333334,13.902975000000001,14.04625714285714,11.809233333333333,10.90668,10.97725,12.642785848951979,12.777777777777779,10.375,9.142857142857142,2,2,2,2,2,16.438964789514607,17.206982543640898,16.051364365971107,16.051364365971107,16.051364365971107,16.051364365971107,16.051364365971107,14.840753710188428,12.74888984386191,12.780353339180554,11.357309876405747,4.57429718875502,5.870353130016051,8.241388146167559,10.415157093765341,10.200488476953907,9.683882457702582,9.666666666666668,8.222222222222223,8.222222222222223,5.888888888888889,4.555555555555555,2.2222222222222223,0,0,0,0,15.959215338579188,17.948398354730152,17.05014950875694,18.29168188610327,26.823320771447573,24.50612653163291,24.50612653163291,24.50612653163291,17.505951487871968,15.055338834708678
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.22222222222222,28.666666666666668,29.444444444444446,29.77777777777778,28.555555555555554,27.22222222222222,29.77777777777778,28.888888888888893,30,29.555555555555554,25.542675,22.865999999999996,19.645266666666664,17.090880000000002,14.674850000000001,29.167128756792728,28.666666666666668,28,28.571428571428573,5,5,5,5,5,29.323558813728756,29.80049875311721,27.48796147672552,27.48796147672552,27.48796147672552,27.48796147672552,27.48796147672552,30.682007670501918,30.511388053287494,28.69314622227791,28.950005567308768,13.991967871485945,17.993908507223114,19.803932709447416,24.062604320078545,26.263326653306613,28.272484416740873,28.333333333333336,29.111111111111114,28.77777777777778,30,28.444444444444446,29.666666666666668,24.464925,22.212685714285712,19.203799999999998,16.19136,29.036905685470465,29.166147326436494,23.08874412644169,21.848397808401128,29.372644646419865,31.007751937984494,31.007751937984494,31.007751937984494,22.15038759689923,19.049612403100774
Sort Rows,52,46.22222222222222,52,52,57.777777777777786,46.22222222222222,52,57.777777777777786,52,52,50.4387,45.296457142857136,40.17346666666666,29.2344,30.043,51.90196295885549,52,52,52,10.4,10.4,10.4,10.4,10.4,51.98267244251916,51.87032418952619,41.73354735152488,41.73354735152488,41.73354735152488,41.73354735152488,41.73354735152488,52.02601300650325,52.1415270018622,52.24909159253226,52.332702371673534,28.38755020080321,33.69072231139647,38.99283645276293,50.639212076583206,55.80956913827655,58.88245770258236,58.88888888888889,58.88888888888889,53,58.88888888888889,53,53,39.984525000000005,34.62565714285714,29.247166666666665,23.83728,46.99102294137205,52.848061822261,37.65241349850491,40.39413083181138,58.74528929283973,66.26656664166042,66.26656664166042,66.26656664166042,47.33752188047012,40.71086521630407
