Avg Threads Running,1,1,1.2,1.4000000000000001,2.1,2.8000000000000003,3.4,3.9,4.1,5,6.1,6.499999999999999,6.6000000000000005,6.7,6.7,6.599999999999999,6.5,6.3,7.1000000000000005,7,6.444444444444444,6.625,7,7.5,7.4,7.5,8,10,9,57,57,57,57,57,46.5,46.5,46.5,46.5,46.5,36,36,36,36,36,41,41,41,41,41,41,41,41,41,41,14,18,15,13,12.8,11.666666666666668,11.666666666666668,11.666666666666668,11.666666666666668,13.714285714285715,16.428571428571427,15.5,16.8,18.8,21.2,25,25,25,25,24.666666666666664,20.5,20.5,27.333333333333332,36.666666666666664,32.666666666666664,25.75,25.75,25.75,25.75,25.75,25.75,25.75,20.666666666666668,8.5,5,21,19,19
Peak Threads Connected,1,1,3,3,8,8,8,8,8,10,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,9,57,57,57,57,57,57,57,57,57,57,36,36,36,36,36,41,41,41,41,41,41,41,41,41,41,14,22,22,22,22,22,22,22,22,26,33,33,33,33,33,33,33,33,33,33,24,24,41,45,45,45,45,45,45,45,45,45,45,12,5,21,21,21
Peak Threads Running,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,39,39,39,39,39,39,39,39,39,39,21,21,21,21,21,9,9,9,9,9,9,9,9,9,9,3,8,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,13,13,13,4,4,20,24,24,24,24,24,24,24,24,24,24,2,1,8,8,8
Questions,37.22222222222222,38.77777777777778,129,223.77777777777777,383.33333333333337,520.7777777777778,678.5555555555555,810.8888888888889,957.1111111111111,1083.5555555555557,1205.7777777777778,1211.3333333333335,1267.6666666666667,1197.2222222222222,1167.2222222222222,1143,1150.2222222222222,1109.6666666666667,1109.111111111111,1144,1010.9295,869.234657142857,789.8942333333332,690.0442800000001,566.77275,435.1229333333334,344.0064,236.4876,1152.6579739217655,1152.6579739217655,1152.6579739217655,1152.6579739217655,1152.6579739217655,233.32984615384618,340.097582278481,432.3982857142857,549.7921855345912,673.7274170854272,633.3599999999999,633.3599999999999,633.3599999999999,1091.2830776072938,1095.7777777777778,984.431175,899.7767428571427,1150.3217217661418,1137.111111111111,759.6000000000001,759.6000000000001,795.151445492873,680.7768219233086,599.0179,211.6,211.6,1162.7984453081622,1165.5555555555557,377.2472993437658,484.09513026948446,441.7333333333334,441.7333333333334,441.7333333333334,441.7333333333334,441.7333333333334,402.18701218830375,293.1396,175.987,272.7736625514403,227
Threads Created,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0.11555,0.12073333333333333,0.1311,0,1.8054162487462388,1.8054162487462388,1.8054162487462388,1.8054162487462388,1.8054162487462388,0.24005128205128207,0.16945569620253165,0.14617927170868347,0.2691761006289308,0.2552964824120603,0.24,0.24,0.24,1.8901489882143654,2.555555555555556,2.565075,2.627585714285714,2.551586421122698,2.7777777777777777,1.3333333333333335,1.3333333333333335,1.3957371344442215,1.1949742354279596,0.38415,0.4,0.4,4.441976679622432,4.888888888888889,1.0159262998485614,0.8767192217376719,0.8,0.8,0.8,0.8,0.8,0.7283797383428381,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,9.222222222222223,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,8.777777777777779,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,9,8.777777777777779,9,9,8.88888888888889,9.11111111111111,9,8.88888888888889,7.652025,6.8598,5.9597999999999995,4.947360000000001,4.1598,3.139066666666667,2.0976,1.2975999999999999,9.027081243731192,9.027081243731192,9.027081243731192,9.027081243731192,9.027081243731192,1.9204102564102565,2.880746835443038,3.9468403361344544,4.845169811320755,5.744170854271357,5.4,5.4,5.4,9.006004002668446,9.222222222222223,8.25285,7.3115428571428565,8.98602174395385,8.88888888888889,5.866666666666667,5.866666666666667,6.141243391554575,5.257886635883022,4.3537,1.6,1.6,8.883953359244863,9.11111111111111,3.217099949520444,4.091356368109135,3.7333333333333334,3.7333333333333334,3.7333333333333334,3.7333333333333334,3.7333333333333334,3.3991054455999103,2.3598,1.4598,1.922633744855967,1.6
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.11111111111111112,4.555555555555555,9.666666666666668,12.88888888888889,15.666666666666668,16.333333333333336,19.666666666666668,20.88888888888889,21.22222222222222,23.444444444444446,19.333333333333336,16.22222222222222,14.555555555555557,14,14.666666666666668,12.555555555555555,13.666666666666668,12.932999999999998,10.779685714285714,10.5952,8.770320000000002,7.3952,5.312266666666667,4.1952,3.4061999999999997,19.45837512537613,19.45837512537613,19.45837512537613,19.45837512537613,19.45837512537613,1.9204102564102565,2.7112911392405064,3.8006610644257703,3.633877358490566,5.999467336683417,5.64,5.64,5.64,15.677118078719147,15.444444444444446,14.609775000000003,13.823385714285715,18.637674728200576,16.555555555555557,7.333333333333334,7.333333333333334,7.6765542394432185,6.572358294853778,6.27445,0.2,0.2,22.32093281510272,24.11111111111111,7.61944724886421,8.621072347087106,7.866666666666667,7.866666666666667,7.866666666666667,7.866666666666667,7.866666666666667,7.162400760371241,5.5062,2.2708,4.0855967078189295,3.4
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,29.444444444444446,27.666666666666668,27.888888888888893,30.555555555555554,28.444444444444446,29.666666666666668,28.77777777777778,29.111111111111114,29.333333333333336,29.22222222222222,29.111111111111114,29.666666666666668,27.666666666666668,28.666666666666668,27.666666666666668,29.444444444444446,29.444444444444446,30,28.555555555555554,25.111575,21.559371428571428,19.203799999999998,16.078920000000004,13.634899999999998,9.055,6.8172,3.0818,29.287863590772314,29.287863590772314,29.287863590772314,29.287863590772314,29.287863590772314,7.681641025641026,9.997886075949367,13.887030812324932,15.746801886792454,18.764291457286433,17.64,17.64,17.64,29.01934623082055,29.333333333333336,26.431425,22.962814285714284,29.065897492789,28.444444444444446,18.933333333333334,18.933333333333334,19.819467309107946,16.968634143077026,13.70135,4.8,4.8,28.983897834536368,29.666666666666668,9.481978798586573,11.981829363748181,10.933333333333334,10.933333333333334,10.933333333333334,10.933333333333334,10.933333333333334,9.954523090685452,6.8172,4.2172,9.132510288065841,7.6
Sort Rows,46,51.111111111111114,40.88888888888889,40.88888888888889,51.111111111111114,40.88888888888889,40.88888888888889,51.111111111111114,51.111111111111114,46,46,51.111111111111114,46,40.88888888888889,51.111111111111114,46,46,46,46,40.88888888888889,34.70355,35.0612,30.461199999999998,20.68896,21.2612,11.107466666666667,6.0306,7.4612,46.138415245737214,46.138415245737214,46.138415245737214,46.138415245737214,46.138415245737214,11.042358974358976,15.589924050632911,20.172739495798318,24.764201257861636,35.23091457286432,33.12,33.12,33.12,46.03068712474983,51.111111111111114,46.171350000000004,42.04137142857142,51.03172842245396,40.88888888888889,30.666666666666668,30.666666666666668,32.1019540922171,27.48440741484307,17.6709,0,0,40.86618545252637,51.111111111111114,23.366304896516912,26.886056133288605,24.53333333333334,24.53333333333334,24.53333333333334,24.53333333333334,24.53333333333334,22.3369786425137,12.0612,7.4612,11.05514403292181,9.2
