Avg Threads Running,1,1,1.3,2,2.6,3.5,4,4.5,6,6.555555555555555,7.25,8,8.571428571428571,8.666666666666666,11.166666666666666,11.4,12.75,15,14.5,14.5,14.5,22,22,22,17,21,21,21,21,21,21,21,21,21,25,19,19,19,19,37,49,56.75,65.4,73.83333333333334,83.28571428571429,103.71428571428571,113.25,123.44444444444444,132.7,150.1,167.1,183.6,192.88888888888889,207.33333333333334,218.88888888888889,227.55555555555554,231,231.33333333333334,230.77777777777777,230.1111111111111,228.44444444444446,227.22222222222226,228.70000000000005,228.5,228.6,229.10000000000002,231.11111111111111,233.44444444444446,236.25,238.875,240.75,235.75,226.62500000000003,217.375,209.375,202.75000000000003,203.33333333333337,200.125,204.55555555555554,200.33333333333334,191.33333333333334,191,194.14285714285714,198.16666666666669,201.6,204,202.66666666666669,202.66666666666669,153.33333333333334,127,92,92,92,92,92,92,92,92
Peak Threads Connected,1,1,4,8,8,10,10,10,16,16,16,16,16,16,22,22,22,22,22,22,22,22,22,22,17,25,25,25,25,25,25,25,25,25,25,19,19,19,19,55,73,80,100,116,140,162,180,205,216,229,243,245,245,246,246,246,246,246,246,246,246,246,246,244,245,245,245,245,245,245,245,245,245,245,245,244,244,244,244,243,240,240,240,240,240,240,240,240,206,162,92,92,92,92,92,92,92,92
Peak Threads Running,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,10,10,10,10,10,10,10,10,10,10,5,5,5,5,32,55,71,89,107,132,149,169,192,203,218,235,242,242,244,244,244,244,244,244,244,244,244,244,235,241,244,244,244,244,244,244,244,244,244,244,213,213,213,213,206,206,206,206,206,206,206,206,206,189,120,69,69,69,69,69,69,69,69
Questions,37.44444444444444,37.88888888888889,40.333333333333336,156.88888888888889,300.6666666666667,413.44444444444446,567,753.4444444444445,862.5555555555557,833.4240749999999,837.6578,1267.3322240709927,1133.928257433978,1005.5404347826086,1230.4886137519347,1206.6865523241363,945.2907938310152,884.8064340059543,701.4257175849555,596.4768558231606,491.5279940613659,228.93899782135077,186.4,186.4,186.4,186.4,186.4,186.4,186.4,160.51111111111112,829.8102107375814,810.0575251509053,866.0143383584589,933.2224533715923,1069.5106649937266,1056.4102564102564,729.7933712121213,822.6776959581082,888.9667084168337,929.4300979519145,960.6666666666667,958.3333333333334,940.1111111111111,797.211675,766.5555555555555,664.0399556048834,656.8888888888889,723.4444444444445,728.1111111111111,712.5555555555555,754.2222222222223,755,852.4602000000001,933,994.3270300333703,956.8888888888889,842.8888888888889,730.2834,740.7777777777778,586.6977607142857,599.3333333333334,561.0839626832519,628,632.6666666666667,703.7777777777778,762.5555555555555,851.875,897,841.9428571428571,995.4444444444446,1264.8955091151624,1173.888888888889,1043.7547678571427,927.2818285714284,852.7977333333332,778.1438,659.8782666666667,588,513.912,1126.634167959229,1153.5011213555943
Threads Created,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.5555555555555556,0.538875,0.5444285714285714,1.4420410427066,1.4281212310251612,1.452608695652174,2.321468052177758,2.485707183693761,2.367962910398335,2.032285808799206,1.7640382711976248,1.5000989772352358,1.2361596832728474,0.7369281045751633,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5166666666666667,5.8352734570998495,7.5612977867203215,7.751038525963149,10.007747489239597,12.04516938519448,13.266443701226311,13.161619875222817,15.323449517263949,17.587049098196395,17.920747996438113,17.444444444444446,18.333333333333336,17.333333333333336,15.0885,16.444444444444446,14.095449500554938,12.444444444444446,10,9.666666666666668,9.333333333333334,10.222222222222223,9.666666666666668,8.557425,9,9.78865406006674,9.222222222222223,9.222222222222223,8.083124999999999,11,8.367425,10,9.773434029320303,8.88888888888889,8.666666666666668,9.777777777777779,11.777777777777779,10.125,11.222222222222223,9.257142857142856,12.666666666666668,11.783014673188084,13.88888888888889,12.931475,11.88822857142857,10.082999999999998,9.080259999999999,7.063283333333334,3.9,3.4086,4.98559716374917,3.23947171692001
Created Tmp Disk Tables,9.11111111111111,8.88888888888889,9.11111111111111,8.777777777777779,9.222222222222223,8.88888888888889,9.222222222222223,9.11111111111111,8.777777777777779,7.54425,6.8598,8.985024958402661,8.019449989602828,6.927826086956522,8.954233915542781,8.699975142928164,7.222286876714921,6.85896460469732,5.7331243813922805,4.875321676014517,4.017518970636754,1.9651416122004357,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.3777777777777778,8.924535875564475,8.702625754527162,9.064773869346734,9.757553802008607,10.915934755332497,10.702341137123746,6.765318627450981,7.6617247586319746,8.324536573146293,9.016028495102404,8.88888888888889,9.222222222222223,9,7.7598,8,7.214206437291898,7.222222222222223,7.555555555555555,7.222222222222223,7.333333333333334,7.333333333333334,7.444444444444445,7.854075,8.444444444444445,9.010011123470523,9.11111111111111,8.777777777777779,7.7598,8.11111111111111,6.737407142857142,7,7.1079520213238565,7.222222222222223,7,7.111111111111112,7.111111111111112,7.875,8,7.2,8.777777777777779,8.781680746998667,8.555555555555555,7.60675,6.494495238095237,5.825733333333333,4.94242,4.070366666666667,2.7,2.3598,8.752492798581875,8.846249688512334
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059508278976417,1.7119919517102615,1.5764824120603014,1.5011621233859394,1.50564617314931,1.3377926421404682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.22222222222222224,3.444444444444444,8.333333333333334,9.777777777777779,12.333333333333334,14.88888888888889,14.441849999999999,14.590685714285712,19.966722129783694,19.554275317113742,16.64913043478261,14.923723192571302,15.162813820531943,11.721416406471757,9.653357591796228,6.615143516991092,5.625371164632134,4.6355988122731775,4.667211328976035,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.272222222222222,17.162568991470145,14.266599597585511,13.400100502512563,12.884974892395979,13.6762860727729,12.37458193979933,1.7220811051693405,1.9154311896579936,2.579433867735471,2.671415850400712,3.444444444444444,3.3333333333333335,3.555555555555556,2.80215,3,2.885682574916759,3.1111111111111116,2.7777777777777777,2.888888888888889,2.4444444444444446,2.888888888888889,2.7777777777777777,2.696175,2.7777777777777777,2.558398220244716,2.4444444444444446,2.2222222222222223,1.832175,1.777777777777778,1.1953464285714284,1.1111111111111112,1.4438027543314083,1.6666666666666667,2.111111111111111,2.4444444444444446,2.666666666666667,2.875,3,2.971428571428571,9.555555555555555,26.900844819919968,31.444444444444446,30.318332142857138,30.0508,30.248999999999995,30.918860000000002,31.724916666666665,30.75,26.8755,16.286284068247287,12.70869673560927
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.666666666666668,29,29.77777777777778,27.555555555555554,30.22222222222222,28.888888888888893,30.111111111111114,28.666666666666668,27.888888888888893,24.896025,21.66825714285714,28.840820854131998,26.14560407569141,21.565652173913044,28.852531505637852,27.218493661446683,23.20603652190368,21.974090307641415,18.081392279775653,15.376014516661167,12.670636753546685,5.6497821350762525,4.6,4.6,4.6,4.6,4.6,4.6,4.6,3.9611111111111112,31.06424987456096,29.531861167002013,30.08453936348409,32.274985652797696,37.013801756587206,35.340022296544035,21.280002228163998,25.020319914907542,26.96680861723447,28.495102404274263,28.444444444444446,30.111111111111114,29.444444444444446,24.5727,26.111111111111114,24.528301886792452,23.11111111111111,25.666666666666668,24.11111111111111,24.555555555555557,24.666666666666668,24.77777777777778,25.789499999999997,27.77777777777778,28.587319243604004,29.77777777777778,28,25.865999999999996,26.77777777777778,22.059575,23,23.767214571301643,24.22222222222222,22.77777777777778,23.77777777777778,22.88888888888889,24.75,25.444444444444446,22.971428571428568,27.22222222222222,27.456647398843934,27.111111111111114,24.66760357142857,20.254019047619046,18.373466666666666,16.20654,13.168833333333334,9.9,8.6526,28.36250830932861,28.033889857961622
Sort Rows,74,65.77777777777779,74,65.77777777777779,82.22222222222223,65.77777777777779,82.22222222222223,82.22222222222223,65.77777777777779,55.82745,56.40279999999999,73.87687188019966,65.03444375129965,49.61217391304348,73.62370108335176,64.37981605766842,52.56877661084303,56.39593119417797,48.95206202573409,41.6277466182778,34.303431210821515,18.17755991285403,14.8,14.8,14.8,14.8,14.8,14.8,14.8,12.744444444444445,38.10090316106372,42.22913480885312,48.608207705192626,55.54299856527977,64.99372647427855,65.99777034559642,63.717000891265606,70.87095401734577,69.41022044088177,74.13178984861976,74,82.22222222222223,74,63.802800000000005,65.77777777777779,65.70477247502774,65.77777777777779,74,65.77777777777779,65.77777777777779,65.77777777777779,65.77777777777779,78.07185000000001,82.22222222222223,65.85094549499443,74,65.77777777777779,63.802800000000005,65.77777777777779,48.248528571428565,65.77777777777779,57.52998667258996,65.77777777777779,65.77777777777779,65.77777777777779,65.77777777777779,74,74,59.2,74,82.258781680747,65.77777777777779,64.33137142857143,48.87382857142857,49.742799999999995,42.5278,35.43613333333333,22.2,19.4028,65.58830046532242,73.76027909294791
