Avg Threads Running,2,2,2.6,3.0999999999999996,3.5,4.4,5,5.5,6.7,7.5,7.699999999999999,8.100000000000001,8.11111111111111,8.888888888888888,9.777777777777779,9,8.777777777777777,9.222222222222221,8.666666666666666,7.888888888888889,8.000000000000002,8,8,7.3,6.3,6.8,7.1000000000000005,7.2,7.1,7.3,7.6,7.9,8.6,8.4,8.6,8.1,7.8,7.7,7.5,7.5,7.4,7.400000000000001,7.1,7.599999999999999,7.5,7.5,7.7,7.199999999999999,7,7,7.1,7,6.7,6.3999999999999995,6.3999999999999995,6.4,6.3,6.6,6.800000000000001,6.8,6.3,6.3,6.6,9.4,13.100000000000001,16.5,18.8,19.88888888888889,21.625,24,28.714285714285715,32.166666666666664,36.2,36.5,34.666666666666664,33,36,36,33.5,33.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,34.5,38,38,27,27,27,27,27
Peak Threads Connected,2,2,8,8,8,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,11,11,11,12,12,12,12,12,15,15,15,15,15,15,15,15,15,15,12,12,12,12,12,12,12,12,12,12,10,9,9,9,9,9,9,9,9,9,12,35,42,42,42,42,42,42,42,42,42,42,38,36,36,36,36,36,38,38,38,38,38,38,38,38,38,38,27,27,27,27,27
Peak Threads Running,1,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,11,14,17,17,17,17,17,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,10,10,10,10,10
Questions,36.88888888888889,37,56.66666666666667,209.33333333333334,324.77777777777777,450,628.3333333333334,766.4444444444445,880.5555555555557,1028.6666666666667,1171.3333333333335,1270.7777777777778,1080.3366,1266.5853117372976,1260.6666666666667,1176.4444444444446,1149.5555555555557,1127.6666666666667,1115.3333333333335,1072.7777777777778,1084.888888888889,951.202518469822,1026.9307812152238,1045.5555555555557,1095.5555555555557,1115.111111111111,1180.111111111111,1158.5555555555557,1198.888888888889,1158,1166.888888888889,1189,1171.2222222222222,1168.4444444444446,1164.888888888889,1116.7777777777778,1122.888888888889,1105.888888888889,1162.3333333333335,1175.888888888889,1151.3333333333335,1152.4444444444446,1110.2222222222222,1122.7777777777778,1134.2222222222222,1131.2222222222222,1098.2222222222222,1062.5555555555557,1086.111111111111,1074.7777777777778,1085.6666666666667,1080.3333333333335,1060.111111111111,1077.5555555555557,1073.5555555555557,1109,1133.5555555555557,1148.7777777777778,1155.118809682434,1147.888888888889,1167.3333333333335,1142.6666666666667,1090.4444444444446,1115.6666666666667,1020.6551915602442,995.669072737368,914.7544618113291,776.1748994073611,659.1625551915681,551.4667953828268,895.6117021276596,810.6420687936192,683.4793849658313,672.6321786564766,591.9960450288902,609.6821134149387,1017.6007989015104,1017.6007989015104,381.1399597382989,480.48570709612477,394.8,394.8,394.8,510.3887770508304,411.04302969300454,311.69728233517867
Threads Created,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.7765697803416908,1.2222222222222223,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1,0.5862211995992987,0.5564210994880926,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.5555555555555556,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.33333333333333337,0.22222222222222224,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.4444444444444445,0.33333333333333337,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.22222222222222224,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5551854319342661,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.22222222222222224,2.888888888888889,3.664630760688506,3.664630760688506,3.4364261168384878,3.343257174048658,3.3752955419455914,3.4211468194652057,5.097517730496454,5.129940179461616,2.5132118451025054,1.7816497757102507,1.9129557680812912,2.303584811391456,2.2469104980651604,2.2469104980651604,0.9654001006542525,1.2170357322596879,1,1,1,1.292778057372924,1.0411424257674886,0.7895067941620534
Created Tmp Disk Tables,9,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,8.777777777777779,9,9,8.777777777777779,9.11111111111111,9,7.7598,9.096960284002662,9,9.222222222222223,9.222222222222223,8.777777777777779,9.222222222222223,9,9.11111111111111,8.207096794390182,8.791453371911864,8.88888888888889,9,8.88888888888889,9,8.88888888888889,8.777777777777779,9,9.11111111111111,9,9,8.777777777777779,9.11111111111111,9.11111111111111,8.88888888888889,9,9.11111111111111,9,9.11111111111111,9.222222222222223,9.222222222222223,8.777777777777779,9,9.11111111111111,9,8.777777777777779,9,8.88888888888889,9,8.777777777777779,9,9.11111111111111,8.88888888888889,9.11111111111111,9.222222222222223,8.88888888888889,9.105041083721963,8.777777777777779,9.222222222222223,9.222222222222223,8.777777777777779,9.11111111111111,8.883953359244863,8.883953359244863,8.979048885932823,7.6571373986275715,6.859471585244267,5.738697890715828,8.976063829787234,8.252512462612163,7.311161731207288,6.651492495984937,5.866397688782626,5.835748188858355,8.862813631257023,8.862813631257023,3.4754403623553096,4.381328636134876,3.6,3.6,3.6,4.654001006542527,3.7481127327629595,2.8422244589833925
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777779,0.7773459189339256,0.7773459189339256,1.884491741492074,1.8333990954460382,1.8509685230024213,1.8761127719647903,2.327127659574468,2.341929212362911,1.5993166287015943,1.6628731239962342,1.7854253835425382,0.6142892830377217,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,2.3333333333333335,3.555555555555556,6.111111111111112,8.555555555555555,11.222222222222223,14.11111111111111,18.77777777777778,19.666666666666668,20.88888888888889,18.213974999999998,24.406478810738854,24.444444444444446,22.11111111111111,19.666666666666668,17.11111111111111,15.444444444444446,16.11111111111111,17.22222222222222,11.372691272226396,14.244380146895171,14,15.88888888888889,20.555555555555557,23.77777777777778,24.11111111111111,27.22222222222222,26.666666666666668,27.333333333333336,26.444444444444446,26.666666666666668,28.333333333333336,23.555555555555557,22.333333333333336,21.444444444444446,20.555555555555557,20.22222222222222,19.11111111111111,18.22222222222222,16.555555555555557,13.666666666666668,16.11111111111111,16.444444444444446,16.22222222222222,12.666666666666668,14,16.88888888888889,16.88888888888889,17.11111111111111,16.666666666666668,15.777777777777777,17.22222222222222,15.11111111111111,16.333333333333336,14.666666666666668,16.22222222222222,15.87830335332001,16.11111111111111,18.333333333333336,19,16.333333333333336,16.444444444444446,15.324819544697387,15.43586896168795,12.858884824298858,11.216088583905176,10.017006124483691,7.614810662680618,13.63031914893617,12.267248255234298,12.337585421412298,12.471548429971756,11.732795377565251,11.51792405695728,16.602172013481464,16.602172013481464,8.688600905888274,10.953321590337191,9,9,9,11.635002516356316,9.370281831907397,7.105561147458481
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.333333333333336,28.444444444444446,28.555555555555554,28.77777777777778,28.333333333333336,28.111111111111114,28,28.77777777777778,29.77777777777778,28.333333333333336,28.666666666666668,29.22222222222222,24.896025,29.287774572886622,29,29.444444444444446,29.77777777777778,27.77777777777778,30.22222222222222,30.22222222222222,29.555555555555554,26.028221262208866,27.821054974404632,28.444444444444446,30.111111111111114,28.333333333333336,28.555555555555554,28.111111111111114,28,29.22222222222222,29.555555555555554,28.77777777777778,29.666666666666668,27.22222222222222,30.22222222222222,29.666666666666668,28.444444444444446,29,28.555555555555554,28.77777777777778,30.444444444444446,30,30.111111111111114,27.333333333333336,29,30.555555555555554,28.77777777777778,28.77777777777778,29.888888888888893,27.555555555555554,29.111111111111114,28,28.888888888888893,30,27.444444444444446,29.22222222222222,29.77777777777778,28.333333333333336,30.313124583610925,27.22222222222222,30.22222222222222,30.77777777777778,27.444444444444446,30.888888888888893,29.09494725152693,28.983897834536368,28.821638399290542,24.481270274485336,22.864905284147557,18.650768144826444,29.144503546099294,27.768589232303093,23.30432801822323,21.973680567093094,19.51214883442917,19.50368473644766,29.33466483585071,29.33466483585071,10.233241066935078,12.900578761952692,10.6,10.6,10.6,13.703447408152993,11.036109713135378,8.368772018117765
Sort Rows,55,48.88888888888889,55,48.88888888888889,48.88888888888889,48.88888888888889,48.88888888888889,55,55,48.88888888888889,61.11111111111111,55,47.421,61.016197026847124,55,61.11111111111111,61.11111111111111,48.88888888888889,61.11111111111111,55,55,45.139032369146,48.96505675495215,55,55,55,55,48.88888888888889,48.88888888888889,61.11111111111111,55,55,55,48.88888888888889,55,55,55,55,55,55,55,61.11111111111111,61.11111111111111,48.88888888888889,61.11111111111111,55,55,48.88888888888889,55,55,55,48.88888888888889,55,55,55,55,61.11111111111111,55,54.96335776149234,48.88888888888889,61.11111111111111,61.11111111111111,48.88888888888889,55,54.96946141032758,48.86174347584675,44395.85411816872,43186.25492825951,43594.11953425438,44174.1788116592,155196.69769503546,156183.816774676,159981.92710706146,166333.0414105333,178584.62338115164,153614.55314763926,48.058918986393714,48.058918986393714,21.23880221439356,26.77478610971313,22,22,22,28.44111726220433,22.905133366884748,17.369149471565173
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.13557255293205,36.128746880848404,36.474967953283006,36.97045756518851,38.7854609929078,39.03215353938186,39.98291571753985,41.57182809990586,44.63563458856346,2.303584811391456,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.6662965019433648,0.6662965019433648,0.6651147322913202,0.6470820336868371,0.6532830081185017,0.6621574489287495,1.1081560283687943,1.1152043868394816,0.913895216400911,0.47510660685606687,0.5101215381550109,0.6142892830377217,0.12482836100362002,0.12482836100362002,0,0,0,0,0,0,0,0
table_open_cache_hits,277.8888888888889,277.11111111111114,315.55555555555554,612.6666666666667,838.7777777777777,1084.111111111111,1432.7777777777778,1701.8888888888891,1924.3333333333335,2214.3333333333335,2491.4444444444443,2683.5555555555557,2284.722225,2674.8391391169293,2660.1111111111113,2490.1111111111113,2436,2393.3333333333335,2367,2284.4444444444443,2307.3333333333335,2032.7806317305283,2193.745826841754,2230.1111111111113,2332.4444444444443,2373.777777777778,2502.3333333333335,2459.3333333333335,2539.888888888889,2459.5555555555557,2477.3333333333335,2520.1111111111113,2485.777777777778,2478,2468.777777777778,2372.222222222222,2385.3333333333335,2352.5555555555557,2462.3333333333335,2486.666666666667,2439.1111111111113,2440,2358.5555555555557,2383.666666666667,2405.3333333333335,2399.1111111111113,2333.777777777778,2265.4444444444443,2313.4444444444443,2293.1111111111113,2316.222222222222,2306.888888888889,2267.222222222222,2303,2295.888888888889,2363.1111111111113,2412,2442.3333333333335,2450.3664223850765,2435.888888888889,2473.5555555555557,2423.4444444444443,2322,2372.5555555555557,2192.004441976679,2147.806774014436,1992.3511805786497,1697.1883273549593,1448.6550705027773,1219.1422230526491,1958.9982269503548,1772.0597706879362,1504.0430523917992,1462.496912554688,1285.1236849970114,1311.5076192855356,2171.3893396579706,2171.3893396579706,824.4516859587318,1039.3485153497736,854,854,854,1104.032460996477,889.1356316054353,674.2388022143936
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.6662965019433648,0.6662965019433648,0.6651147322913202,0.6470820336868371,0.6532830081185017,0.6621574489287495,1.1081560283687943,1.1152043868394816,0.913895216400911,0.47510660685606687,0.5101215381550109,0.6142892830377217,0.12482836100362002,0.12482836100362002,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,1,0.888888888888889,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1,1,0.888888888888889,1.1111111111111112,1,0.8622,1.1093854004881296,1,1.1111111111111112,1.1111111111111112,0.888888888888889,1.1111111111111112,1,1,0.8207096794390182,0.8902737591809482,1,1,1,1,0.888888888888889,0.888888888888889,1.1111111111111112,1,1,1,0.888888888888889,1,1,1,1,1,1,1,1.1111111111111112,1.1111111111111112,0.888888888888889,1.1111111111111112,1,1,0.888888888888889,1,1,1,0.888888888888889,1,1,1,1,1.1111111111111112,1,0.9993337774816788,0.888888888888889,1.1111111111111112,1.1111111111111112,0.888888888888889,1.777777777777778,1.7767906718489725,1.6657412548584118,1.7736392861101873,1.6177050842170928,1.5243270189431706,1.324314897857499,1.773049645390071,1.7843270189431706,0.913895216400911,0.8314365619981171,0.7651823072325165,0.7678616037971521,0.8737985270253402,0.8737985270253402,0.38616004026170103,0.4868142929038751,0.4,0.4,0.4,0.5171112229491696,0.41645697030699547,0.3158027176648214
Slow Queries,3.8888888888888893,3.8888888888888893,4.444444444444445,5.777777777777778,7.777777777777779,10,12.88888888888889,14.666666666666668,16.11111111111111,17.333333333333336,18.88888888888889,20.444444444444446,17.89065,18.748613268249393,17.22222222222222,15.555555555555557,15.11111111111111,15,15.88888888888889,16.22222222222222,15.444444444444446,14.421041510142748,15.023369686178501,15.11111111111111,16.666666666666668,16.444444444444446,16.77777777777778,16,15.222222222222223,15.555555555555557,16.555555555555557,16.555555555555557,16.444444444444446,14.666666666666668,15.88888888888889,15.444444444444446,15.444444444444446,16,15.555555555555557,14.666666666666668,14.555555555555557,14.88888888888889,14.88888888888889,13.333333333333334,13.444444444444446,14.444444444444446,14.333333333333334,14.444444444444446,16.11111111111111,16.88888888888889,17.666666666666668,18,18.77777777777778,19.666666666666668,19.444444444444446,19.444444444444446,20.11111111111111,18.555555555555557,18.32111925383078,18.444444444444446,19.444444444444446,19.11111111111111,19,20.88888888888889,22.54303164908384,27.318156579677954,32.47976942689281,29.873620555208976,27.76452784503632,25.49306178375685,32.801418439716315,30.668120638085746,26.845671981776764,24.111660297945395,17.854253835425382,12.285785660754433,14.854574959430783,14.854574959430783,7.916280825364872,9.979693004529441,8.2,8.2,8.2,10.600780070457976,8.537367891293407,6.473955712128837
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,56.88888888888889,56.22222222222223,77.44444444444444,234.11111111111114,354,483.88888888888886,665.3333333333334,807.2222222222223,924.8888888888889,1074.5555555555557,1220.4444444444446,1323.3333333333335,1125.278775,1315.1763922786777,1305.4444444444446,1222.6666666666667,1195.7777777777778,1173.888888888889,1163.111111111111,1121.5555555555557,1131.6666666666667,995.5208411595291,1073.4475851324282,1093.111111111111,1143.6666666666667,1160.888888888889,1224.3333333333335,1202.3333333333335,1241.111111111111,1201,1210.3333333333335,1232.3333333333335,1216,1209.2222222222222,1209,1162.2222222222222,1168.888888888889,1153,1205.7777777777778,1219.4444444444446,1196.4444444444446,1196.4444444444446,1156.4444444444446,1165.4444444444446,1176,1173,1140.888888888889,1109.111111111111,1133.4444444444446,1121.111111111111,1134.5555555555557,1126.888888888889,1108.888888888889,1128.3333333333335,1123.3333333333335,1158.6666666666667,1183.2222222222222,1198.2222222222222,1206.1958694203863,1197.888888888889,1221.3333333333335,1196.888888888889,1144.7777777777778,1175.111111111111,1061.0771793448084,1024.8750694058856,940.0288216383993,794.401043356207,671.3571713431136,556.8744145490783,917.6640070921985,826.4779710867399,689.4197038724373,692.8242094478595,619.7976688583383,640.2430052460654,1069.2797403570091,1069.2797403570091,401.41336185203824,506.0434574735782,415.8,415.8,415.8,537.5371162556618,432.90702063412175,328.2769250125818
Table Locks Waited,0,0,0.22222222222222224,2.555555555555556,3.8888888888888893,5.555555555555555,10,12.333333333333334,15.222222222222223,18.444444444444446,21.333333333333336,23.22222222222222,20.261699999999998,25.737741291324607,27,24.11111111111111,24.333333333333336,23.22222222222222,23.22222222222222,22.77777777777778,23.555555555555557,20.283253506135736,22.034275539728466,21.555555555555557,23,24.11111111111111,26.22222222222222,25.444444444444446,27.22222222222222,25.888888888888893,26.22222222222222,26.77777777777778,26.555555555555554,27,26.77777777777778,24.333333333333336,23.77777777777778,23.11111111111111,26.666666666666668,26.555555555555554,25.11111111111111,25.444444444444446,24.11111111111111,24.11111111111111,26.111111111111114,27,25.11111111111111,21.77777777777778,22.555555555555557,22.666666666666668,21.77777777777778,22.555555555555557,22,21.444444444444446,21.77777777777778,23.11111111111111,24,22.88888888888889,22.651565622918056,23,22.666666666666668,21.77777777777778,20.555555555555557,21.444444444444446,37.86785119378123,52.63742365352581,59.86032590621882,56.511830941983774,55.0935336846603,53.303674638764335,61.83510638297872,60.55559820538385,57.918109339407735,39.43384836905355,22.31781729428173,14.282225830627027,17.725627262514045,17.725627262514045,7.143960744841469,9.00606441872169,7.4,7.4,7.4,9.566557624559637,7.704453950679415,5.842350276799195
bytes_received_rate,12148.666666666668,12010.888888888889,14466.333333333334,33618.333333333336,48043,63311.222222222226,85650.44444444445,102580.22222222222,116722.77777777778,133779.33333333334,152574.6666666667,164818.77777777778,139869.74835,163338.1406700688,162502.22222222222,152940,150406.22222222222,147423.44444444444,148188.8888888889,142424.77777777778,143782.77777777778,127541.80151202103,136842.97796572448,139563.33333333334,145098.11111111112,146300.44444444444,154370.11111111112,150469.22222222222,154926.22222222222,150142.11111111112,150482.55555555556,153714.77777777778,152067.33333333334,150406,151846.8888888889,145707.11111111112,146453.8888888889,143522.11111111112,150940.8888888889,153484.22222222222,150485.77777777778,150322.11111111112,145682.11111111112,145593.11111111112,147328.77777777778,147462.44444444444,144496.22222222222,139508.22222222222,142067.44444444444,140441.77777777778,142341.22222222222,141751.77777777778,139317.22222222222,141634,140758.8888888889,145382.22222222222,149060.6666666667,150166.44444444444,151388.51876526762,149755.44444444444,152664.22222222222,149974.55555555556,142952.33333333334,146713,133779.23375902275,130369.57245974457,120884.60259394746,102376.89764270117,87022.63182595072,72613.28944527489,116614.36170212766,105658.14378364905,88639.61093394077,87307.60927895,76581.35826359832,78427.08062702973,131612.65759580577,131612.65759580577,49674.662179164574,62622.57360342224,51455,51455,51455,66519.8949421238,53571.98351786613,40624.072093608454
