Avg Threads Running,2,2,3,3.9000000000000004,4.3,5,5.8999999999999995,6.899999999999999,7.300000000000001,7.888888888888889,8.625,12.250000000000002,12.285714285714286,12.5,13.8,15,16.333333333333336,18.5,27,27,27,16.5,14.333333333333334,16,16,16,15.8,15.5,13.166666666666666,13.166666666666666,13.428571428571427,14,14.8,13.25,13.25,13.25,12.666666666666666,12,15,15,27,27,27,27,27,27,27,27,21.5,17.333333333333332,11,11,11,11,11,11,11,11,15,22.666666666666664,25.333333333333332,25.333333333333332,25.25,33.2,44.833333333333336,40.85714285714286,38.125,36,34.77777777777778,33.333333333333336,34,34,35.125,30.875,22.875,24.875,26.375,27.25,29.125,31.5,34.875,34.875,35.44444444444444,36,34.37500000000001,35,35.57142857142857,37.166666666666664,38.2,36,31.4,31.5,31.833333333333336,32.714285714285715,33.833333333333336,33,33,33,33,34.5,43.25,47,49.5,59,59,59,60,60,60,61.25,61.333333333333336,61.333333333333336,61.333333333333336,63.5,63.5,54.666666666666664,43,43,43,32
Peak Threads Connected,2,2,12,12,12,12,12,12,12,12,12,31,31,31,31,31,31,31,31,31,31,23,23,23,23,23,23,23,21,21,21,21,21,15,15,15,15,15,15,15,27,27,27,27,27,27,27,27,27,27,16,16,16,16,16,16,16,16,28,32,32,32,32,65,103,103,103,103,103,103,103,103,103,103,39,39,39,39,39,39,49,49,49,49,49,49,49,49,49,49,40,40,42,42,42,42,42,42,42,42,61,61,61,61,61,61,62,62,62,65,65,65,65,65,65,65,65,65,65,37
Peak Threads Running,1,1,2,2,2,2,3,3,3,3,3,14,14,14,14,14,14,14,14,14,14,9,9,9,9,9,9,9,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,6,12,12,12,16,61,61,61,61,61,61,61,61,61,61,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,31,31,31,31,31,31,31,31,45,45,45,45,45,45,45,45,45,54,54,54,54,54,54,54,54,54,54,21
Questions,37.55555555555556,37.111111111111114,62.777777777777786,207.8888888888889,369.77777777777777,508.7777777777778,662.5555555555555,804,932.1111111111111,900.3523499999999,905.6024857142856,1292.812777284827,1132.2784680638722,985.536944127708,862.1662234042553,726.1458931419459,614.3255976095617,554.870424403183,1141.9189034837236,1141.9189034837236,1141.9189034837236,622.7416804772954,671.9185175879396,761.0621686746988,755.6,755.6,1151.825912956478,1153.5634743875278,969.963813011633,1001.8895777682034,1140.5658275785254,1022.8811228945727,922.3667391304347,604.1333333333333,657.5558514628658,544.2525256314078,436.43504145936976,363.4511414392059,1156.3672754565926,1169.7609783212897,407.84053985872856,361.35,361.35,361.35,361.35,361.35,361.35,318.1411453077699,1137.479178234314,1140.2222222222222,371.22813765182184,328.65,628.5292919171677,645.387540192926,663.9854417670682,930.2067010309278,1088.6409227683048,1081.6622103386812,1065,1101.7777777777778,1025.5594564128255,944.4875626252506,907.4535428571428,1236.9179600886919,1088.0782918149466,1089,1083.6666666666667,1094.888888888889,1070.5555555555557,1050.111111111111,885.8205157593122,845.6,1068.1413961760784,935.1693826632448,1094.799866947555,1117.3333333333335,980.9250583333333,868.9124571428572,775.8488,1116.7664670658683,1132.3897795591183,1123.1077471059662,1101.8669339681744,1106.1129050217125,978.5203500000001,542.5,542.5,542.5,503.5086639879457,381.51733333333334,1148.7099988927027,1170.8380027393846,1175.2240079647277,584.3935175879398,693.8407537688443,803.2879899497487,1149.6825927163381,1149.6825927163381,1149.6825927163381,1153.752355614677,1183.068257123923,1183.068257123923,908.9513419483103,777.404579901153,661.2266556836903,1143.9831261101244,1128.957973517559,1128.957973517559,1128.957973517559,213
Threads Created,0,0,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5555555555555556,0.5555555555555556,0.538875,0.5444285714285714,2.77284826974268,2.5266716566866263,2.569994298745724,2.6341422872340425,2.7392743221690594,2.6887948207171313,3.2349469496021213,3.426613363792119,3.426613363792119,3.426613363792119,0,0,0.5371887550200803,0.5333333333333333,0.5333333333333333,1.875937968984492,1.7817371937639197,1.9617521183397961,2.026321987649002,2.7845845399866342,2.788053649407362,2.3990217391304345,1.3333333333333333,1.4512378094523632,1.201175293823456,1.161417910447761,1.4044913151364762,3.252439329497123,2.8904947192884936,0,0,0,0,0,0,0,0,5.774569683509161,6.222222222222223,0.6777327935222672,0.5999999999999999,0.9678189712758852,6.246945337620579,10.598828647925034,10.750343642611684,11.158475426278837,9.915329768270947,9.444444444444445,9.444444444444445,10.317735470941884,9.502104208416835,5.117628571428571,2.2172949002217295,2.001779359430605,2.111111111111111,2.111111111111111,2.111111111111111,2.4444444444444446,2.7777777777777777,2.873319688907081,2.742857142857143,3.557136505113384,3.2599443969204445,3.658942233063532,4.333333333333334,4.284475,4.022742857142857,3.0924,2.994011976047904,2.50501002004008,2.226179875333927,3.2577371256734744,3.7857699588019154,3.1227000000000005,2.375,2.375,2.375,2.2043006027122045,2.1732,5.093566603919831,4.482629809488232,3.982363817380174,2.146532663316583,2.5485427135678393,2.9505527638190956,3.8422986969595727,3.8422986969595727,3.8422986969595727,3.8798359383660355,3.8104705102717036,3.8104705102717036,2.92758449304175,2.6457331136738054,2.2503459637561782,3.219360568383659,2.446747265400115,2.446747265400115,2.446747265400115,0
Created Tmp Disk Tables,8.88888888888889,8.88888888888889,8.88888888888889,8.777777777777779,9,8.88888888888889,9,9.11111111111111,8.88888888888889,7.652025,6.750914285714285,9.094942324755989,8.129291417165668,7.151288483466362,6.299035904255319,5.359449760765551,4.609362549800797,4.467307692307692,8.70930896630497,8.70930896630497,8.70930896630497,5.158385813722242,5.294170854271356,6.177670682730924,6.133333333333333,6.133333333333333,9.129564782391196,9.131403118040089,7.724398965962948,7.978642826367945,9.022053909556695,8.25263880224579,7.311304347826086,4.933333333333333,5.369579894973744,4.444348587146787,3.6133001658374795,2.8089826302729524,9.006755066299727,8.893829905503058,3.0473763874873865,2.7,2.7,2.7,2.7,2.7,2.7,2.377144298688193,9.106052193225985,9,3.0497975708502025,2.6999999999999997,4.700835003340014,5.72636655948553,6.483989290495314,7.609793814432988,8.901705115346036,8.912655971479502,8.777777777777779,9,8.559030561122245,7.882427354709419,6.8598,9.09090909090909,8.896797153024911,9,8.88888888888889,9,8.88888888888889,9,7.542464183381088,7.2,9.004001778568252,7.823866552609067,8.981040026610488,9.222222222222223,8.129516666666666,7.151542857142857,6.299333333333333,8.871146595697493,8.892785571142285,9.127337488869099,9.146723468237063,9.01904019596927,7.9182749999999995,4.625,4.625,4.625,4.29258538422903,3.3805333333333336,8.747646993688406,8.716224629560452,8.81809130991324,4.829698492462311,5.734221105527638,6.638743718592965,9.355162044771133,9.355162044771133,9.355162044771133,9.200753796696599,9.27766732935719,9.27766732935719,7.1280318091451305,5.952899505766062,5.063278418451401,8.880994671403197,8.923431203223949,8.923431203223949,8.923431203223949,1.8
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24158075601374568,0.25075225677031093,0.22281639928698754,0.22222222222222224,0.22222222222222224,0.23449398797595192,0.2159569138276553,0.21777142857142856,0.22172949002217296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11101243339253997,0.14392630972941853,0.14392630972941853,0.14392630972941853,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,4.444444444444445,7.888888888888888,7.888888888888888,11.88888888888889,12.88888888888889,14.666666666666668,14.2263,14.372914285714284,23.181011535048803,19.883807385229538,16.76083238312429,17.179188829787233,13.577272727272728,13.443974103585656,13.71001326259947,20.98800685322673,20.98800685322673,20.98800685322673,8.538017898574745,11.176582914572865,13.026827309236946,12.933333333333332,12.933333333333332,23.76188094047023,23.16258351893096,21.334054286945282,22.036251615682897,21.942526175094677,18.847242669993765,16.907391304347826,7.333333333333333,7.981807951987998,6.606464116029008,4.77471807628524,3.5892555831265502,18.013510132599453,20.789327404113397,10.835116044399596,9.6,9.6,9.6,9.6,9.6,9.6,8.452068617558021,19.433647973348137,22.333333333333336,9.827125506072875,8.7,16.59118236472946,16.52837620578778,16.708741633199462,24.037285223367697,26.83049147442327,25.73529411764706,20.666666666666668,21.77777777777778,17.11806112224449,15.764854709418838,15.135114285714284,17.184035476718403,10.008896797153024,8.444444444444445,6.666666666666667,6.777777777777779,5.555555555555555,5.222222222222222,6.584690953745394,6.285714285714286,11.560693641618498,11.301140575990875,13.859629670695199,13.88888888888889,13.402716666666667,12.5152,11.796933333333333,18.851186515857172,18.662324649298597,17.03027604630454,19.04523242701416,19.819619196080616,19.739925000000003,9.875,9.875,9.875,9.165249874434956,6.157400000000001,20.927914959583653,20.918939110945086,20.196273645285167,7.51286432160804,8.919899497487439,10.326934673366834,23.053792181757437,23.053792181757437,23.053792181757437,23.279015630196213,27.833001988071572,27.833001988071572,21.38409542743539,15.874398682042832,13.502075782537068,18.206039076376555,15.5440414507772,15.5440414507772,15.5440414507772,3.2
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,28.111111111111114,29.111111111111114,27.666666666666668,28.77777777777778,29.444444444444446,28.666666666666668,29.333333333333336,29.111111111111114,25.4349,22.648228571428568,29.61401952085182,27.244111776447102,24.023859749144812,20.38597074468085,17.7457336523126,15.748655378486054,14.172148541114058,26.55625356938892,26.55625356938892,26.55625356938892,17.60966191581041,17.20605527638191,20.413172690763055,20.266666666666666,20.266666666666666,30.01500750375187,30.28953229398664,25.0123395088324,25.835605342524776,28.736912452662068,26.765315034310667,23.419021739130432,15.6,16.97948237059265,14.053750937734435,10.968946932006634,8.426947890818857,28.521391043282467,27.793218454697058,8.972830474268417,7.95,7.95,7.95,7.95,7.95,7.95,6.999369323915237,29.872293170460853,29.888888888888893,9.488259109311741,8.399999999999999,14.379024716098865,18.740836012861735,20.20012048192771,24.641237113402063,27.708124373119357,28.6319073083779,27.444444444444446,28.888888888888893,28.256525551102204,26.022808116232465,21.886028571428568,29.711751662971174,28.58096085409253,29.666666666666668,28.22222222222222,29.111111111111114,28.333333333333336,28.22222222222222,23.94433074089234,22.857142857142854,29.235215651400626,25.210236669518103,29.04978378977713,30.666666666666668,27.13500833333333,24.136457142857143,21.532266666666665,28.720337103570632,28.056112224448896,28.94033837934105,29.069038967547925,28.838659392049884,24.758550000000003,15,15,15,13.921898543445502,11.107466666666667,28.01461632155907,27.891918814593446,28.018774000853362,15.741239530988276,18.68931323283082,21.637386934673366,32.07484129635817,32.07484129635817,32.07484129635817,30.0410154084913,30.318091451292247,30.318091451292247,23.293389662027835,17.41774299835255,14.814777594728174,27.864120781527532,29.360967184801382,29.360967184801382,29.360967184801382,6.4
Sort Rows,73.77777777777779,73.77777777777779,83,73.77777777777779,83,73.77777777777779,83,83,83,71.5626,63.2626,82.85270629991128,82.06190119760478,74.19461801596351,66.54072473404254,49.42603668261563,42.50856573705179,51.142970822281164,71.10222729868647,71.10222729868647,71.10222729868647,59.05462379847531,48.82402010050251,66.88,66.4,66.4,83.04152076038018,92.42761692650335,71.23612379721385,73.58081717650438,83.20338605480063,83.30704304429196,66.3729347826087,55.33333333333333,60.22636909227308,49.84877469367342,32.132562189054724,25.90506203473945,83.06229672254192,73.81878821567537,28.103582240161455,24.9,24.9,24.9,24.9,24.9,24.9,21.922552976791117,92.17101610216545,83,28.125910931174086,24.9,34.42670340681363,43.208038585208996,51.74722222222222,70.17920962199312,83.24974924774322,73.97504456327987,73.77777777777779,83,77.85200400801604,71.69769539078156,63.2626,92.01773835920177,83.07384341637011,83,83,83,83,92.22222222222223,59.621383544821924,56.91428571428571,83.03690529124056,72.15343598517251,73.62235281073289,92.22222222222223,82.06417499999999,64.9226,57.0376,82.83433133732534,72.77054108216433,83.14781834372216,93.59729357223407,92.41732546487029,74.05260000000001,51.875,51.875,51.875,48.14656579608236,40.083466666666666,73.52452663049496,72.34466442535175,70.82918503769022,44.54055276381909,52.88226130653267,61.22396984924624,97.05980621450051,97.05980621450051,97.05980621450051,92.00753796696598,96.25579854208085,96.25579854208085,73.95333001988072,54.89896210873146,46.6946787479407,82.92628774422735,71.67530224525044,71.67530224525044,71.67530224525044,0
