Avg Threads Running,1,1,1.8,2.7,4,4.500000000000001,5.1000000000000005,5.8,6.199999999999999,6.9,7.3999999999999995,8.11111111111111,8,7.714285714285714,6.666666666666666,6.8,6.75,6.333333333333334,7,6,20,20,20,20,20,20,20,20,20,20,44,55.5,73,91.25,110.6,131.5,148.28571428571428,160.875,170.66666666666666,178.5,199,217.2,229.60000000000002,237.6,243,242,240,240,240,239.99999999999997,240,240,234,234.88888888888886,234,235.14285714285714,236.16666666666666,233.6,229.75,223.33333333333334,210.5,172,53,53,53,53,53,60,60,60,44.66666666666667,44.66666666666667,40.5,40.5,40.5,40.5,40.5
Peak Threads Connected,1,1,9,10,14,14,14,14,14,14,14,14,14,14,8,8,8,8,8,6,20,20,20,20,20,20,20,20,20,20,44,67,108,146,188,236,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,172,53,53,53,53,53,67,67,67,67,67,67,67,67,67,67
Peak Threads Running,1,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,1,7,7,7,7,7,7,7,7,7,7,12,58,103,142,183,234,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,204,135,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40
Questions,39.111111111111114,37,55.55555555555556,174.66666666666669,333.22222222222223,489.6666666666667,602.6666666666667,739.3333333333334,889.3333333333334,1029.5555555555557,1134.7777777777778,1078.288875,970.2805999999998,821.3487333333333,674.5275600000001,569.8925999999999,444.1779333333334,299.9568,159.11819999999997,209.57969885773622,219.457603158431,253.828411519856,295.02895849104215,344.25470078581503,355.02078791436077,350.5151710059293,347.13694587467035,335.82505857413815,241.11111111111114,209.22222222222223,189.11111111111111,186,193.55555555555557,216.77777777777777,269.77777777777777,307.22222222222223,306.22222222222223,305.6666666666667,294.44444444444446,310.33333333333337,413.44444444444446,339.27570000000003,299.43571428571425,246.22803333333331,209.25084,210.301,216.83706666666666,230.73599999999996,219.9432,1152.130225080386,1152.130225080386,1152.130225080386,1170.125,1170.125,884.2050264550264,921.1568783068784,801.1833333333334,681.2097883597885,561.2362433862434
Threads Created,0,0,0,0,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.6666666666666667,0.6666666666666667,0.64665,0.6533142857142856,0.2207333333333333,0.22488000000000002,0.2311,0.24146666666666666,0.2622,0,4.582294911734165,10.183647478349465,14.337282033974574,18.85169063840525,24.005891597823897,24.734550561797754,24.070225272357973,23.572475040813764,22.42552716724311,20.22222222222222,15.777777777777777,12.11111111111111,9.333333333333334,7.888888888888888,7.888888888888888,11,13.222222222222223,13.222222222222223,13.222222222222223,13.11111111111111,12.555555555555555,10.666666666666668,6.574275,5.226514285714285,2.207333333333333,0,0,0,0,0,5.426045016077171,5.426045016077171,5.426045016077171,3.5,3.5,0.24371693121693122,0.2539021164021164,0.22083333333333335,0.1877645502645503,0.1546957671957672
Created Tmp Disk Tables,9.222222222222223,8.88888888888889,9,9.11111111111111,8.88888888888889,9.222222222222223,9,9,9.11111111111111,8.777777777777779,9,7.652025,6.750914285714285,6.070166666666666,4.947360000000001,4.1598,3.3805333333333336,2.2287,1.6219999999999999,2.652907580477674,3.3945491594498223,4.242665091686353,4.982232525864244,6.001472899455974,6.768160601486947,7.783903695041135,8.56114765163883,9.260292312841683,9,8.88888888888889,8.88888888888889,9,9,9,8.777777777777779,9.11111111111111,9,8.88888888888889,9,9.11111111111111,9,7.652025,6.8598,6.070166666666666,4.947360000000001,4.04425,3.2598,2.3598,1.2975999999999999,8.842443729903538,8.842443729903538,8.842443729903538,9.125,9.125,7.067791005291005,7.363161375661376,6.404166666666667,5.445171957671959,4.486177248677249
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.11111111111111112,2.111111111111111,6.888888888888888,7,8.88888888888889,10.666666666666668,12,13.222222222222223,12.825225,12.848514285714284,11.036666666666665,6.40908,6.4708,4.7086,3.0153,1.7841999999999998,1.4470404984423677,1.1880922058074375,1.3166891663854199,1.4812042644461267,1.6599818658069716,1.7228045167421322,1.6765331035473214,1.6418639331910085,1.5619770166238982,0.888888888888889,0.888888888888889,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.888888888888889,1.1111111111111112,1.2222222222222223,1.2222222222222223,1.2222222222222223,1.1111111111111112,3.555555555555556,6.222222222222223,5.81985,5.553171428571428,5.407966666666666,5.39712,5.5464,5.7951999999999995,6.2928,4.2172,21.503215434083604,21.503215434083604,21.503215434083604,21,21,14.866732804232806,15.4880291005291,13.470833333333335,11.45363756613757,9.436441798941798
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.888888888888893,28.333333333333336,28.666666666666668,29.666666666666668,28.444444444444446,30.555555555555554,28,30.22222222222222,29.888888888888893,28.666666666666668,28.555555555555554,24.1416,21.559371428571428,19.314166666666665,14.842080000000001,13.1727,9.4172,6.555,4.2172,9.888110072689512,12.050649516046867,15.3613736078299,16.023937042644462,19.664400564174894,22.273401252166135,25.746758375905294,28.26351484993093,30.904830971772846,28.666666666666668,27.77777777777778,27.444444444444446,29.111111111111114,29.333333333333336,29.77777777777778,27.666666666666668,29.444444444444446,28.888888888888893,28.555555555555554,29,29.555555555555554,29.111111111111114,24.249375,21.123828571428568,19.755633333333332,15.40428,12.2483,10.5038,7.9971000000000005,4.055,28.737942122186496,28.737942122186496,28.737942122186496,30.375,30.375,24.37169312169312,25.39021164021164,22.083333333333336,18.776455026455032,15.469576719576718
Sort Rows,66.66666666666667,60,60,66.66666666666667,53.333333333333336,66.66666666666667,60,60,66.66666666666667,53.333333333333336,60,51.73199999999999,45.73199999999999,46.354,33.732,27.732,28.976,15.732,19.464,28.94080996884735,30.5509424350484,35.1117111036112,40.39647993943982,45.96872859157767,51.68413550226396,57.481134978765304,63.32903742308175,66.94187214102422,60,53.333333333333336,60,60,60,53.333333333333336,53.333333333333336,60,60,53.333333333333336,66.66666666666667,60,60,51.73199999999999,52.26514285714285,46.354,33.732,27.732,28.976,15.732,9.732,48.231511254019296,48.231511254019296,48.231511254019296,60,60,58.492063492063494,60.93650793650794,53,45.06349206349207,37.12698412698413
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12769091275438244,0.12305746548158085,0.1197523645390944,0.11727599522792917,0.11156978690170702,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,3.555555555555556,3.444444444444444,3.3410249999999997,3.3754571428571425,3.4213666666666662,3.48564,3.5820499999999997,3.7427333333333337,4.0641,0,0,0,0,0,0,0,0,0,0,0
