Avg Threads Running,2,2,2.1,2.7,3.0999999999999996,3.8,4.4,4.9,5.2,6,6.444444444444445,7,7.571428571428571,7.5,7.8,7.5,7.333333333333334,7.5,10,15,15,15,15,15,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,21,24,30,40.5,52.4,66.66666666666667,82.42857142857143,99.5,117,134.9,162.89999999999998,190.3,215.79999999999998,237.79999999999998,255.6,270.40000000000003,280.1,285.20000000000005,286.69999999999993,284.1,281.5,281.2,281.6,281.7,283.59999999999997,283.59999999999997,283.5,285.7,285.8,286.59999999999997,286.5,284,282.29999999999995,282.79999999999995,281.59999999999997,283.09999999999997,283.9,283.2,283.7,285.4,286.20000000000005,287.40000000000003,287,284.4,284.59999999999997,282.8,283.8,283.40000000000003,282.2,281.4,281.4,273.40000000000003,272.6666666666667,272.75,270.7142857142857,268.66666666666663
Peak Threads Connected,2,2,3,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,21,27,42,72,100,138,177,219,257,296,301,301,301,301,301,301,301,301,301,301,301,298,301,301,301,301,301,301,301,301,301,301,297,298,298,301,301,301,301,301,301,301,301,301,301,295,295,295,295,291,291,291,291,291,291,291
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20,20,20,20,20,20,20,20,20,20,12,22,39,69,95,131,174,217,256,289,297,299,299,299,299,299,299,299,299,299,299,295,296,296,296,296,296,296,296,296,296,296,294,296,296,297,297,297,297,297,297,297,297,297,297,292,292,292,292,288,288,288,288,288,288,288
Questions,39.44444444444444,39.55555555555556,36.44444444444444,168.66666666666669,310.8888888888889,426.55555555555554,601,722,871.5555555555557,980.6666666666667,947.1267,954.0566285714285,832.6061333333333,697.91508,593.8114499999999,425.58500000000004,314.3778,166.7416,217.45311203319503,327.02092668024443,383.13036437246967,433.7055373360243,481.1259307010476,517.2001509054326,561.9893493066382,597.6314163736815,617.0236501561802,530.4444444444445,431.88888888888886,369.11111111111114,316.44444444444446,287.33333333333337,291.6666666666667,280.22222222222223,282.55555555555554,288.77777777777777,327.8888888888889,371,402.33333333333337,409.2222222222223,397.22222222222223,367,353.22222222222223,340.55555555555554,352.6666666666667,329.22222222222223,319.77777777777777,314.6666666666667,333.77777777777777,362.44444444444446,371.33333333333337,366.8888888888889,372.33333333333337,328.8888888888889,348.33333333333337,339.44444444444446,336.8888888888889,328.44444444444446,315,322,335,344.77777777777777,356.8888888888889,343.44444444444446,331.8888888888889,337.33333333333337,372.77777777777777,371,558.2222222222223,504.81809999999996,461.3487714285714,432.5269666666666,402.42276000000004
Threads Created,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0,0,0,0,2.3758655804480653,6.436707152496626,9.694752774974774,14.04560838033844,18.335194500335344,22.872355788955446,26.85588586137619,29.897367246764837,30.444444444444446,29,25.666666666666668,22.555555555555557,18.88888888888889,16.333333333333336,13.222222222222223,11.555555555555555,9.777777777777779,12.222222222222223,15,17.444444444444446,17.555555555555557,17,16.11111111111111,14.666666666666668,13.666666666666668,13.555555555555557,11.555555555555555,11.222222222222223,10.88888888888889,13.333333333333334,15.666666666666668,15.88888888888889,15.88888888888889,15.444444444444446,13,13.222222222222223,11.555555555555555,10.88888888888889,8.444444444444445,7.888888888888888,8.222222222222223,10.333333333333334,11.666666666666668,12.444444444444446,12.555555555555555,12.333333333333334,12.666666666666668,15.666666666666668,15.11111111111111,14.777777777777777,12.178574999999999,9.908599999999998,9.2708,7.98324
Created Tmp Disk Tables,9.11111111111111,9.222222222222223,8.777777777777779,9.222222222222223,9,8.88888888888889,8.88888888888889,8.777777777777779,9.222222222222223,8.777777777777779,7.54425,6.8598,5.739066666666666,4.83492,4.04425,3.139066666666667,2.3598,1.1354,2.4107883817427385,2.884979633401222,4.09608636977058,4.712727043390515,5.745930701047543,6.521914822266934,7.5442848937392295,8.443771973882471,9.147701918786256,8.88888888888889,9.222222222222223,9,9,8.88888888888889,9.11111111111111,9.11111111111111,9,9,9,8.88888888888889,8.88888888888889,9,9.222222222222223,9.11111111111111,9,8.88888888888889,8.88888888888889,9.11111111111111,9,9,9,8.88888888888889,9,8.777777777777779,9.11111111111111,8.88888888888889,9,9,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,9,9.11111111111111,9.11111111111111,9,9.11111111111111,9.222222222222223,9.11111111111111,9,9.11111111111111,7.975350000000001,6.8598,6.070166666666666,5.059800000000001
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1,3.666666666666667,7.555555555555555,11.555555555555555,11.88888888888889,13.88888888888889,15.222222222222223,14.765175,14.917342857142856,14.126933333333332,11.693760000000001,7.97295,3.9842,3.933,1.9464,2.892946058091286,4.0729124236252545,4.388663967611336,4.174129667003028,4.085995165189364,4.4299798792756535,4.909772708623944,5.2773574836765444,5.35475234270415,4,2.7777777777777777,2.111111111111111,2.111111111111111,2.4444444444444446,2.111111111111111,1.6666666666666667,1.4444444444444444,1.2222222222222223,1.3333333333333335,1.6666666666666667,2,1.8888888888888888,1.4444444444444444,1.5555555555555558,1.5555555555555558,1.3333333333333335,1.8888888888888888,1.8888888888888888,1.777777777777778,1.777777777777778,2.2222222222222223,2.555555555555556,2.555555555555556,2.4444444444444446,2.555555555555556,2,2.111111111111111,2,2,1.777777777777778,1.8888888888888888,1.777777777777778,2.111111111111111,2.2222222222222223,2.111111111111111,2.2222222222222223,2.3333333333333335,2.111111111111111,2,2,6.111111111111112,5.6043,5.444285714285714,5.518333333333333,5.28468
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.111111111111114,30.111111111111114,27.77777777777778,29.22222222222222,28.444444444444446,29,27.888888888888893,27.333333333333336,30.111111111111114,28,24.1416,22.321571428571424,18.651966666666663,14.954520000000002,12.13275,10.1416,7.866,2.7573999999999996,8.678838174273858,9.842871690427698,13.75114709851552,14.811427850655903,19.40847703464948,20.673239436619717,25.746369081808485,27.676808136614767,29.67425256581883,28.333333333333336,29.77777777777778,28.666666666666668,29,27.888888888888893,29.555555555555554,28.22222222222222,28.555555555555554,29.22222222222222,29,28.444444444444446,28.22222222222222,29.77777777777778,30.444444444444446,29.444444444444446,29.333333333333336,28.333333333333336,28.888888888888893,29.111111111111114,29.333333333333336,29,28.22222222222222,27.444444444444446,29.22222222222222,27.77777777777778,30.111111111111114,28,29.555555555555554,28.666666666666668,28.77777777777778,29.77777777777778,29.333333333333336,28.333333333333336,28.888888888888893,28.333333333333336,29.444444444444446,28.333333333333336,28.444444444444446,29.555555555555554,29.333333333333336,28.77777777777778,29.333333333333336,25.65045,22.539342857142856,19.314166666666665,16.416240000000002
Sort Rows,100,100,80,100,90,80,90,80,100,80,67.89824999999999,68.59799999999998,49.665,40.47840000000001,41.598,21.732,23.598,0,21.697095435684645,15.273421588594704,39.497975708502025,36.3553229061554,57.45930701047543,55.37474849094567,64.6652990891934,73.88300477147162,90.47300312360554,80.11111111111111,100.33333333333334,90.44444444444444,90.44444444444444,80.55555555555556,100.77777777777779,100.88888888888889,90.88888888888889,91,91,91,80.88888888888889,91,101.11111111111111,91,91,91,91,101.11111111111111,80.88888888888889,101.11111111111111,91,91,91,80.88888888888889,101.11111111111111,80.88888888888889,91,101.11111111111111,80.88888888888889,91,80.88888888888889,80.88888888888889,91,91,91,91,91,101.11111111111111,101.11111111111111,91,101.11111111111111,88.267725,69.36019999999999,70.30356666666667,51.1602
