Avg Threads Running,2,2,2.3,3,3.7,4,4.5,5.2,6.199999999999999,6.500000000000001,7.000000000000001,7.2,7.6000000000000005,7.700000000000001,7.6,7.5,7.5,7.5,7.199999999999999,7.5,7.5,7.6000000000000005,7.4,7.1,6.800000000000001,7.1,6.8999999999999995,6.9,7.1000000000000005,6.8,6.8,6.9,6.6000000000000005,7,7.4,7.199999999999999,7.1000000000000005,7.2,7.4,8.200000000000001,7.9,7.699999999999999,8.11111111111111,7.777777777777777,7.444444444444445,7.75,8.285714285714286,8.142857142857142,7.571428571428571,7,7.285714285714286,7.428571428571428,7.499999999999999,7.499999999999999,7.249999999999999,7.5555555555555545,7.5555555555555545,7.375,7.142857142857143,8.142857142857142,8,7.857142857142858,7.833333333333333,7.8,8.75,8.333333333333332,8.333333333333332,8.333333333333332,8.333333333333332,4.5,4,22,22,22,22,21,21,21,21,21,21,20,20,20,20,27,27,27
Peak Threads Connected,2,2,5,9,9,9,9,9,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,9,9,9,9,9,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,10,10,10,10,16,16,16,16,16,16,16,16,16,16,5,4,22,22,22,22,22,22,22,22,22,22,20,20,20,20,27,27,27
Peak Threads Running,1,1,1,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,12,12,12,12,12,12,12,12,12,12,11,11,11,11,10,10,10
Questions,38.333333333333336,38.44444444444444,132.77777777777777,248.66666666666669,356.22222222222223,493.7777777777778,570.3333333333334,700.7777777777778,828.1111111111111,960.2222222222223,1086.5555555555557,1093.6666666666667,1097.888888888889,1101.111111111111,1109.5555555555557,1148.111111111111,1143.6666666666667,1145.3333333333335,1128.4444444444446,1123.2222222222222,1138.6666666666667,1138.3333333333335,1161.5555555555557,1132.7777777777778,1126.6666666666667,1165.6666666666667,1151.111111111111,1141.4444444444446,1167.6666666666667,1177.6666666666667,1174.4444444444446,1153,1165.111111111111,1157,1149,1170.111111111111,1188.4444444444446,1164.3333333333335,1167.7777777777778,1203.2222222222222,1228.4444444444446,1232,1092.946275,1221.729490022173,1208.3333333333335,1057.0122464285714,943.5731047619047,1180.346051464064,1149.111111111111,1139.7777777777778,1115.4444444444446,1088.5964912280701,1119.7104677060133,1118.2222222222222,932.0967026673212,1068.5891032064128,984.1156563126253,872.5012285714286,752.2592,1171.0482529118135,1184,1164.5555555555557,1043.65095,954.0420999999999,833.6301000000001,339.75,339.75,339.75,298.7574937027708,193.50459999999998,664.5040241448693,974.3460764587523,974.3460764587523,974.3460764587523,694.9036217303823,597.4690140845071
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.33333333333333337,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4311,0.8869179600886918,0.888888888888889,0.8693428571428571,0.8806095238095237,1.2200532386867793,1.1111111111111112,1.1111111111111112,1.1111111111111112,0.6265664160401002,0.5567928730512249,0.7777777777777779,0.2394288987072492,0.23449398797595192,0.2159569138276553,0.21777142857142856,0.2207333333333333,1.4420410427066,1.4444444444444444,1.4444444444444444,1.2267750000000002,1.2566714285714284,1.3057,0,0,0,0,0,0.857645875251509,1.2575452716297786,1.2575452716297786,1.2575452716297786,0.8968812877263581,0.7711267605633803
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,8.88888888888889,9,8.88888888888889,9,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,9,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,9.11111111111111,9.11111111111111,9.222222222222223,9.222222222222223,8.777777777777779,9.11111111111111,8.777777777777779,9,8.88888888888889,9.11111111111111,9.11111111111111,9,9,9.11111111111111,9,9,8.777777777777779,9,8.777777777777779,8.777777777777779,8.88888888888889,9,9,8.88888888888889,9.222222222222223,9.11111111111111,9,7.8675749999999995,8.980044345898005,9,7.7154178571428575,6.934799999999998,8.984028393966282,8.88888888888889,9.11111111111111,9.11111111111111,9.147869674185463,9.131403118040089,9,7.6617247586319746,8.44178356713427,7.774448897795591,6.750914285714285,5.739066666666666,8.874098724348308,8.88888888888889,8.88888888888889,7.9182749999999995,7.083057142857141,6.4098,2.55,2.55,2.55,2.2423299748110828,1.4598,6.175050301810866,9.054325955734406,9.054325955734406,9.054325955734406,6.457545271629779,5.552112676056337
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.2222222222222223,2.111111111111111,3.7777777777777777,5,5.888888888888889,8.777777777777779,11.11111111111111,14.666666666666668,14.777777777777777,13.666666666666668,14.333333333333334,16.333333333333336,18.22222222222222,17.77777777777778,17.22222222222222,19.555555555555557,17.22222222222222,17.22222222222222,17.11111111111111,18.11111111111111,14.777777777777777,11.777777777777779,12.555555555555555,13.777777777777777,11.777777777777779,12.88888888888889,14.444444444444446,16.333333333333336,13.88888888888889,17.11111111111111,19.88888888888889,22.555555555555557,23.666666666666668,21.333333333333336,19.333333333333336,19.77777777777778,20.555555555555557,22.22222222222222,21.22222222222222,20.77777777777778,16.3818,13.52549889135255,15.555555555555557,14.887496428571428,12.988990476190475,19.742679680567882,21.22222222222222,20.333333333333336,18.444444444444446,19.423558897243105,21.71492204899777,22.77777777777778,18.076881852397314,19.11126002004008,17.600488476953906,14.590685714285712,13.133633333333332,20.52135330005546,23.22222222222222,22.22222222222222,18.847725000000004,15.879757142857141,15.0749,8.4,8.4,8.4,7.386498740554155,5.0282,9.605633802816902,14.08450704225352,14.08450704225352,14.08450704225352,10.045070422535211,8.63661971830986
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,29.333333333333336,28.555555555555554,29.22222222222222,28.77777777777778,28.888888888888893,28.333333333333336,28.444444444444446,28.555555555555554,29,29.555555555555554,28.555555555555554,29.444444444444446,29.22222222222222,29.666666666666668,29.22222222222222,29.666666666666668,31,30.77777777777778,28.111111111111114,29.666666666666668,28,29.77777777777778,27.666666666666668,30,29.77777777777778,28,29.22222222222222,28.888888888888893,28.444444444444446,28.888888888888893,27.333333333333336,29.888888888888893,27.444444444444446,27.555555555555554,28.22222222222222,27.77777777777778,28.666666666666668,28.888888888888893,30.111111111111114,30.333333333333336,28.333333333333336,25.4349,29.822616407982263,29.77777777777778,25.64561428571428,23.44622857142857,29.61401952085182,28.22222222222222,29.444444444444446,30.111111111111114,28.571428571428573,28.953229398663694,28,23.94288987072492,26.497820641282566,24.40313126252505,21.66825714285714,17.43793333333333,28.175263449805875,28.888888888888893,28.444444444444446,25.8738,23.1913,21.009900000000002,8.1,8.1,8.1,7.122695214105792,4.5416,19.554325955734406,28.67203219315895,28.67203219315895,28.67203219315895,20.448893360160966,17.58169014084507
Sort Rows,63,70,56,63,56,56,56,63,56,63,63,63,70,70,70,70,70,70,70,56,70,56,63,56,63,63,63,63,63,56,63,56,63,56,56,56,63,63,63,70,70,63,54.3186,62.86031042128603,70,54.76859999999999,55.478399999999986,62.88819875776397,56,63,70,71.05263157894737,63.14031180400891,63,60.33608247422681,59.09248496993988,54.421142284569136,48.0186,34.765499999999996,62.89517470881863,56,63,49.182525000000005,43.1838,44.8686,9.45,9.45,9.45,8.309811083123424,10.218599999999999,43.22535211267606,63.38028169014084,63.38028169014084,63.38028169014084,45.20281690140845,38.86478873239436
