Avg Threads Running,2,2,2.4,3,3.8,4.8,5.3999999999999995,6,6.444444444444445,7,7.7142857142857135,8.666666666666668,9.2,9.5,9.333333333333332,8,8,26,26,27,27,27,27,27,27,27,27,28,28,63,63,63,63,54.5,54.5,54.5,54.5,54.5,54.5,46,46,46,46
Peak Threads Connected,2,2,6,8,10,12,12,12,12,12,12,12,12,12,12,8,8,26,26,28,28,28,28,28,28,28,28,28,28,63,63,63,63,63,63,63,63,63,63,46,46,46,46
Peak Threads Running,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,12,12,12,12,12,12,12,12,12,12,5,5,31,31,31,31,31,31,31,31,31,31,12,12,12,12
Questions,37.55555555555556,38,98.11111111111111,242,381.6666666666667,524.2222222222223,689.3333333333334,803,776.6266499999999,780.7105714285714,787.3557999999999,736.1446800000001,602.82435,471.7051333333334,341.3844,173.554,400.9375,505.1041666666667,415,415,415,534.8958333333333,430.72916666666663,326.56249999999994,783.1272274763564,1151.3190642110503,1151.3190642110503,1151.3190642110503,832.8642110502739,717.7323046291688
Threads Created,0,0,0,0,0,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0.36219999999999997,0.2622,0,1.1593373493975903,1.4605421686746989,1.2,1.2,1.2,1.5466867469879517,1.2454819277108433,0.9442771084337348,1.1850174216027876,1.7421602787456447,1.7421602787456447,1.7421602787456447,1.2602787456445994,1.0860627177700348
Created Tmp Disk Tables,9,9,9,9.11111111111111,9,9,9.11111111111111,9,7.7598,7.077571428571427,6.180533333333333,5.17224,4.27535,3.2598,2.622,1.4598,3.2847891566265064,4.13820281124498,3.4,3.4,3.4,4.382279116465863,3.5288654618473894,2.675451807228915,5.925087108013938,8.710801393728223,8.710801393728223,8.710801393728223,6.301393728222997,5.430313588850174
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,1.3333333333333335,3.1111111111111116,5.444444444444445,6.888888888888888,9.444444444444445,9.160875,9.255285714285714,9.381166666666665,9.557400000000001,8.43515,6.8818,4.7196,3.7306,2.3186746987951805,2.9210843373493978,2.4,2.4,2.4,3.0933734939759034,2.4909638554216866,1.8885542168674696,18.9602787456446,27.874564459930316,27.874564459930316,27.874564459930316,20.16445993031359,17.377003484320557
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.444444444444446,29,29.22222222222222,29,28.555555555555554,29.111111111111114,29.444444444444446,28.111111111111114,25.65045,23.083771428571428,20.307466666666663,16.416240000000002,14.097100000000001,10.262333333333334,8.3904,3.7306,9.274698795180722,11.684337349397591,9.6,9.6,9.6,12.373493975903614,9.963855421686747,7.554216867469878,19.976007964161276,29.36784469885515,29.36784469885515,29.36784469885515,21.244698855151817,18.3079143852663
Sort Rows,87,87,87,96.66666666666667,87,87,87,87,75.01140000000001,75.78445714285714,67.21329999999999,58.69368000000001,40.2114,31.511400000000002,34.2171,14.111399999999998,16.81039156626506,21.177861445783133,17.4,17.4,17.4,22.4269578313253,18.059487951807228,13.692018072289155,59.081582877053265,86.85913389746142,86.85913389746142,86.85913389746142,62.83389746142359,54.147984071677456
