Avg Threads Running,2,2,2.7,3.3,4.1000000000000005,4.8,5.8999999999999995,6.5,6.9,7.500000000000001,8,8.7,8.399999999999999,8.2,8.6,8.555555555555555,8,8,8.333333333333334,8.4,8.75,8.666666666666668,10,14,20,20,20,19,19,22,20.5,20.5,20.5,20.5,27.5,34,34,38,38,41.333333333333336,54,74.66666666666666,74.66666666666666,74.66666666666666,89,100.33333333333333,100.33333333333333,100.33333333333333,101.25,101.6,101.6,100.8,100.66666666666666,99.57142857142857,98.14285714285714,92.00000000000001,88.62500000000001,88.62500000000001,88.25,86.14285714285715,86.14285714285715,87.85714285714286,90.28571428571429,94.28571428571429,97.71428571428571,105.5,116.5,116.5,123.5,125.42857142857143,129.25,133.125,136.25,135.625,135.125,129.33333333333334,122.44444444444444,116.7,107.19999999999999,99.2,88.6,77.7,70.55555555555556,62.666666666666664,56.44444444444445,53.125,50.85714285714286,51.42857142857143,53.85714285714286
Peak Threads Connected,2,2,9,9,10,10,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,20,20,20,20,20,28,28,28,28,28,48,60,60,60,60,60,60,116,116,116,116,116,116,116,116,116,116,112,112,112,112,112,112,112,112,112,112,124,124,124,124,124,131,131,143,143,156,156,156,156,156,156,156,156,156,156,155,142,116,101,83,69,65,69,69
Peak Threads Running,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,14,14,14,14,14,30,43,43,43,43,43,43,83,83,83,83,83,83,83,100,100,100,100,100,100,100,100,100,100,91,88,88,108,114,114,114,114,114,114,120,122,142,142,142,142,142,142,142,142,142,142,141,138,106,97,72,62,62,53,53
Questions,39.111111111111114,37.111111111111114,148.22222222222223,274.6666666666667,414.7777777777778,527.4444444444445,657,805.2222222222223,931.8888888888889,1043.7777777777778,1197.3333333333335,1199.111111111111,1212.888888888889,1190.111111111111,1209.2222222222222,1042.9386749999999,904.9491714285714,787.6868999999999,683.6352,539.6184999999999,436.81320000000005,304.152,198.85719999999998,630.7279367216425,749.4085156512959,804.8462369895917,886.168361059766,1133.086876155268,919.3678065311154,806.0591189155884,1087.5714285714287,1082.5814536340852,1082.5814536340852,883.5334676742232,774.650176322418,690.97968,205.2,1112.03200914547,1112.03200914547,1112.03200914547,1093.1573694133303,611.577712204922,716.0227147162229,623.8499999999999,1100.3282431853863,1091.0799298421448,1091.0799298421448,952.9705047149594,1078.1661029688087,1084.1589669375487,1070.4131497112396,894.9374086021505,1071.2225705329154,931.0684003582622,1073.5815602836878,954.3454623287673,845.027539954338,1068.3732269503546,1056.4444444444446,1096.4873277012007,1057,933.575775,1081.3546613346662,967.6177780554863,940.8142024846495,1101.0531594784352,1079.0998217468807,1077.111111111111,1039.0720390720392,1029.111111111111,1000.250815149235,1015.4891909962113,980.1944460993352,1086.7045581188008,1097.4444444444446,1117.2222222222222,1124.2222222222222,1143.0319208096987,1014.486075,1178.9590254706534,1183.5555555555557,1022.0211964285714,882.0405142857142,1129.664488982394,1124.7777777777778
Threads Created,0,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.107775,0.10888571428571428,0.11036666666666665,0.11244000000000001,0.11555,0.12073333333333333,0,0,1.609912487377987,1.9128407943453385,3.258486789431546,3.0226712597322583,3.864896656024198,3.135912731753767,2.7494230661513472,7.2857142857142865,8.020050125313283,8.020050125313283,6.813182199832073,5.973551637279597,6.372,2.6,11.57473563875393,11.57473563875393,11.57473563875393,7.763114117777532,0.2940984429934706,0.3443244600703164,0.29999999999999993,1.5698587127158556,1.3781007266349286,1.3781007266349286,2.496320902986141,2.5053238131028435,2.2264276967605476,2.221235006663705,1.3301326164874552,2.13166144200627,1.8527639946260632,5.87322695035461,5.232020547945206,4.632705479452055,7.313829787234043,8,8.114717652289908,8.11111111111111,7.472175,6.623344163959009,5.9267008247938024,4.886077395401971,5.1404212637913735,6.238859180035652,5.555555555555555,6.1050061050061055,6.111111111111112,4.138449962377727,3.677289948740806,2.5797676533299887,2.4517998439763735,2.3333333333333335,0.888888888888889,1.6666666666666667,1.001001001001001,0.969975,1.2181616832779623,1.2222222222222223,1.1953464285714284,1.210838095238095,4.429188351234636,4.444444444444445
Created Tmp Disk Tables,9.11111111111111,8.777777777777779,8.777777777777779,9,9,9,9.11111111111111,9.11111111111111,9.222222222222223,8.777777777777779,9.222222222222223,9,8.777777777777779,8.88888888888889,8.88888888888889,7.652025,6.750914285714285,5.849433333333333,5.17224,4.04425,3.3805333333333336,2.4909,1.6219999999999999,4.829737462133961,5.738522383036015,6.375300240192154,7.228126925446704,9.242144177449168,7.498921749845965,6.574707332101047,9,9.022556390977444,9.022556390977444,7.358236775818639,6.451435768261963,5.60736,1.8,9.002572163475278,9.002572163475278,9.002572163475278,8.983032050571143,5.440821195379206,6.370002511300854,5.549999999999999,8.991008991008993,9.145577549486344,9.145577549486344,7.863410844406344,9.019165727170236,9.017032171880219,8.773878276321636,7.618032258064515,9.028213166144202,7.847000447828033,8.865248226950355,7.848030821917808,6.949058219178082,8.865248226950355,9,9.22632281013784,9,8.0298,8.997750562359409,8.051367158210448,7.8177238326431535,9.277833500501504,9.246880570409983,9,8.769008769008769,8.88888888888889,9.029345372460496,8.914642299977713,8.44287595635269,8.915635796277721,8.88888888888889,8.88888888888889,8.88888888888889,9.120231342453566,7.8675749999999995,8.859357696566999,9.222222222222223,7.932753571428572,7.1549523809523805,8.858376702469272,8.88888888888889
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,3.444444444444444,4.333333333333334,7.222222222222223,8.88888888888889,11.11111111111111,15,17,18.333333333333336,20.77777777777778,19.333333333333336,22,20.11111111111111,19.444444444444446,16.705125000000002,13.066285714285712,11.257399999999999,10.119600000000002,7.8574,6.036666666666667,2.3598,1.4598,14.668091551666103,17.428105015146418,16.5757806244996,17.741766089732817,22.685262981011597,18.40644429507646,16.137917996975297,19,18.671679197994987,18.671679197994987,15.534055415617127,13.61969773299748,12.23424,3.2,25.864532723635325,25.864532723635325,25.864532723635325,23.511145613840522,8.528854846810647,9.985409342039176,8.7,18.55287569573284,18.040591330493612,18.040591330493612,16.725350050007144,18.53939621696104,17.700100189246353,17.880941803642827,13.422247311827956,16.426332288401255,14.277181370353782,17.95212765957447,15.5714897260274,13.78781392694064,17.17641843971631,18.666666666666668,22.454424188528236,22.555555555555557,20.409075,23.11922019495126,20.68754061484629,19.055701842067684,20.18555667001003,19.050802139037437,16.666666666666668,12.210012210012211,10.444444444444445,8.527715073990468,10.36327167372409,14.657770757556753,17.71982614510197,19.333333333333336,19.666666666666668,23.333333333333336,26.24847069291514,24.680474999999998,27.574750830564785,26.888888888888893,21.19023214285714,17.722266666666663,25.800022145941757,25.666666666666668
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30,28.333333333333336,28.111111111111114,29.888888888888893,29.444444444444446,29.333333333333336,28.77777777777778,28.888888888888893,29.555555555555554,27.888888888888893,30.22222222222222,29.444444444444446,27.333333333333336,27.888888888888893,27.888888888888893,24.357149999999997,21.994914285714284,18.8727,16.416240000000002,12.13275,10.262333333333334,7.9971000000000005,5.1903999999999995,15.562487377987207,18.490794345338273,19.550920736589273,23.524267630090183,30.078978322970933,24.405581694953234,21.397683862656137,29.142857142857146,29.323308270676687,29.323308270676687,24.936246851385388,21.863198992443323,18.09648,6,29.008288082309228,29.008288082309228,29.008288082309228,28.723522235776862,18.52820190858865,21.692440984429933,18.9,29.970029970029977,30.443497870207967,30.443497870207967,25.33765716530933,29.187022422648123,29.945452521429367,28.098622834295874,24.184229390681004,28.33855799373041,24.63086251679355,28.257978723404257,26.03553082191781,23.05322488584475,28.590425531914896,28.555555555555554,30.013339261894174,29,26.208375,28.992751812046986,25.94329417645589,25.651906325860345,30.59177532597793,29.96880570409983,28.444444444444446,27.41702741702742,28.444444444444446,28.71833458740908,28.192556273679514,27.08756035996488,28.530034548088707,28.888888888888893,28.888888888888893,29.22222222222222,29.362696029362702,25.111575,29.014396456256925,30.333333333333336,25.86295,23.44622857142857,28.125346030339937,29
Sort Rows,87.77777777777779,70.22222222222223,70.22222222222223,79,79,79,79,79,87.77777777777779,70.22222222222223,87.77777777777779,79,70.22222222222223,79,70.22222222222223,59.599575,51.61182857142857,43.594833333333334,44.4138,27.38535,28.613800000000005,20.7138,12.813799999999997,42.39436216762032,50.371474251093915,55.96096877502002,62.29331204839523,79.65047891110738,64.6270710804907,56.662023189379944,67.71428571428571,69.29824561403508,69.29824561403508,53.82413937867337,47.191057934508805,40.27104,15.8,79.0225778793941,79.0225778793941,79.0225778793941,78.85105911056893,58.08444249121044,68.00408086388748,59.249999999999986,78.92107892107893,89.0754196943122,89.0754196943122,78.88374053436205,79.16823249404986,79.14950461983747,70.19102621057309,66.86939426523297,79.24764890282133,68.87922615315718,70.0354609929078,59.0470890410959,52.28339041095891,78.78989361702128,79,87.81680746998667,87.77777777777779,79.294275,78.98025493626592,70.67311172206948,77.20002284735114,89.14242728184553,88.01247771836009,79,70.15207015207015,70.22222222222223,79.25758715826436,79.22888344105192,64.84597783143109,70.433522790594,70.22222222222223,70.22222222222223,79,79.0790790790791,68.1138,78.7375415282392,87.77777777777779,77.26284642857142,69.56815238095237,78.72882294319565,79
