Avg Threads Running,1,1,1.6,2,3,3.6,4,5.1,5.6,6.111111111111111,6.75,7.571428571428571,7.666666666666667,8.2,7.5,7.666666666666666,9,6,74,64,64.33333333333334,68.5,75.4,86.5,96.28571428571428,106.5,116.55555555555556,126.2,142.4,162.3,181.1,198.3,213.3,224.40000000000003,234.20000000000002,241.70000000000002,247.29999999999998,251.3,253,253,253,253,253,253,253,253,253,253,253,62,62,62,62,62,62,62,62
Peak Threads Connected,1,1,7,7,11,11,11,12,12,12,12,12,12,12,12,12,12,6,74,74,74,81,103,142,155,178,197,213,236,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,62,62,62,62,62,62,62,62
Peak Threads Running,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,45,45,49,71,93,132,146,169,189,205,229,248,249,249,249,249,249,249,251,251,251,251,251,251,251,251,251,251,251,251,2,25,25,25,25,25,25,25,25
Questions,36.111111111111114,38.333333333333336,111.66666666666667,248.33333333333334,384.6666666666667,483.88888888888886,656.3333333333334,798.5555555555555,942.1111111111111,909.513225,914.2044571428571,849.3818666666666,723.66384,597.2779499999999,510.70200000000006,344.3997,214.75279999999998,151.8802966101695,182.75679012345677,212.2640625,255.77763691683572,272.38197411003233,336.81399730820993,362.83441820276494,405.2796764853978,431.90966010733456,391.22222222222223,381.22222222222223,347,301.8888888888889,281.22222222222223,216.8888888888889,199.22222222222223,157.77777777777777,127.11111111111111,99.44444444444444,64.22222222222223,192.11111111111111,181.70864999999998,178.35479999999998,178.0214333333333,166.29876000000002,164.77429999999998,156.22893333333334,165.18599999999998,197.5596
Threads Created,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0.12073333333333333,0.1311,0.16219999999999998,0,0.6806584362139917,3.222780797101449,5.659989858012171,10.348470873786408,11.571825930910723,14.134850230414745,15.953121852970796,16.99463327370304,19.555555555555557,20.88888888888889,18.88888888888889,16.666666666666668,12.333333333333334,10.88888888888889,8.222222222222223,6.222222222222223,4.444444444444445,1.777777777777778,0,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,8.777777777777779,8.88888888888889,8.88888888888889,9.222222222222223,7.8675749999999995,6.8598,5.9597999999999995,5.28468,4.27535,3.501266666666667,2.4909,1.7841999999999998,2.1870762711864407,3.0629629629629624,3.9552309782608694,5.120943204868155,5.749150485436893,6.647644683714669,7.786146313364055,8.563072759315208,9.168157423971378,9,9.222222222222223,9.11111111111111,8.88888888888889,9.222222222222223,9.11111111111111,9,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,7.8675749999999995,6.8598,6.070166666666666,5.059800000000001,4.3909,3.2598,2.4909,1.4598
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.777777777777778,6.444444444444445,10.555555555555555,10.88888888888889,15.666666666666668,17.444444444444446,19.22222222222222,18.645075,18.837228571428568,17.327566666666666,12.930600000000002,9.012899999999998,9.055,4.1952,2.5951999999999997,4.860169491525424,5.2751028806584355,6.0060914855072465,8.489984787018257,8.943122977346277,12.802871242709736,13.655702764976956,16.422331319234644,17.6654740608229,15.555555555555557,15.555555555555557,14.444444444444446,12,11.222222222222223,7.444444444444445,7.444444444444445,4.666666666666667,3.7777777777777777,3.555555555555556,2.3333333333333335,2.3333333333333335,2.263275,2.2865999999999995,2.3177,1.2368400000000002,1.1555,0,0,0
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,27.666666666666668,29.444444444444446,29.555555555555554,29.22222222222222,29.666666666666668,28.22222222222222,27.77777777777778,28.22222222222222,30.444444444444446,26.189325000000004,22.539342857142856,19.5349,17.65308,14.097100000000001,12.194066666666668,8.5215,6.9746,7.290254237288136,9.86954732510288,13.037613224637681,17.384254563894526,19.16383495145631,21.91260655002243,27.071831797235024,27.917963242698892,30.076028622540253,29.444444444444446,31,29.555555555555554,28.888888888888893,30.333333333333336,29.555555555555554,27.888888888888893,29.555555555555554,29.444444444444446,29.444444444444446,28.333333333333336,29.77777777777778,25.21935,21.777142857142856,19.755633333333332,16.416240000000002,13.75045,10.745266666666668,8.2593,5.0282
Sort Rows,74,82.22222222222223,74,74,74,65.77777777777779,65.77777777777779,65.77777777777779,82.22222222222223,63.802800000000005,56.40279999999999,49.00279999999999,49.92336,42.753499999999995,35.73706666666667,29.1042,24.005599999999998,17.982627118644068,25.184362139917692,32.52078804347826,49.86181541582151,47.270792880258895,54.65841184387617,70.91382488479262,69.44300100704935,74.46332737030413,74,82.22222222222223,82.22222222222223,65.77777777777779,82.22222222222223,74,74,74,82.22222222222223,82.22222222222223,74,74.11111111111111,71.885925,56.511685714285704,57.2803,41.71524,42.86905,26.923533333333335,19.5339,12.165
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
