Avg Threads Running,1,1,1.3,2.1,3,3.4,3.8,4.199999999999999,4.7,5.199999999999999,5.9,7.5,7.888888888888889,9,8.875,9.428571428571429,10.166666666666666,11.2,12.5,14.666666666666666,18,19,19,38,38,38,38,38,38,29.5,29.5,25,25,18.5,18.5,18.5,18.5,18.5,18.5,16,16,58,58,58,58,58,58,58,58,58,54.5,39.5,46.333333333333336,46.333333333333336,46.333333333333336,46.333333333333336,46.333333333333336,46.333333333333336,46.333333333333336,46.333333333333336,44,60,31,31,31,31,31,31,31,31,31,31,42,42,36.5,32,32
Peak Threads Connected,1,1,4,9,10,10,10,10,10,10,10,17,17,19,19,19,19,19,19,19,19,19,19,38,38,38,38,38,38,38,38,38,38,21,21,21,21,21,21,16,16,58,58,58,58,58,58,58,58,58,58,51,60,60,60,60,60,60,60,60,60,60,31,31,31,31,31,31,31,31,31,31,42,42,42,42,42
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,7,7,7,7,7,7,7,7,7,7,20,20,20,20,20,20,20,20,20,20,5,5,5,5,5,5,4,4,12,12,12,12,12,12,12,12,12,31,31,43,43,43,43,43,43,43,43,43,43,8,8,8,8,8,8,8,8,8,8,20,20,20,20,20
Questions,39,40.22222222222222,43.88888888888889,188.55555555555557,321.33333333333337,449.6666666666667,625.4444444444445,748.1111111111111,869.7777777777777,1003.1111111111111,1132.5555555555557,1284.2222222222222,1101.0294,1271.3367324318333,1117.2799052605335,952.111815247318,840.8664430421786,733.5937923138191,615.1382148184982,506.3414295168762,387.43150346191885,1161.0760544669545,1161.0760544669545,1132.96812749004,1132.96812749004,421.6,421.6,421.6,543.6752238805972,438.7996019900497,333.9239800995025,1133.9384547265884,255.68351120597654,370.6670331091568,326.25,326.25,326.25,326.25,326.25,326.25,293.14116658044486,182.8192771084337,554.5893665158371,526.8879831932774,511.5
Threads Created,0,0,0,0,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.6666666666666667,0.64665,1.5517623586787852,1.5212914485165794,1.5409902212095319,1.568362670209233,1.6090103544404617,1.4363998010939831,1.5484447385837192,1.248269040553907,1.4945200929923614,1.4945200929923614,1.4940239043824701,1.4940239043824701,0.6,0.6,0.6,0.7737313432835823,0.6244776119402985,0.4752238805970149,4.095638698251051,0,3.919697361614072,3.45,3.45,3.45,3.45,3.45,3.45,3.0998836006207964,3.740963855421686,0,0,0
Created Tmp Disk Tables,9.222222222222223,9.222222222222223,9.11111111111111,9,9,9.11111111111111,9.222222222222223,9,9,9,8.88888888888889,8.777777777777779,7.54425,8.867213478164487,7.715120917476938,6.714314535270104,5.82534706077715,5.17181899641577,4.069799436432952,3.3549636002647247,2.808605341246291,8.801062769843906,8.801062769843906,8.839641434262948,8.839641434262948,3.6,3.6,3.6,4.642388059701494,3.746865671641791,2.8513432835820898,10.737214965685187,2.4327641408751335,3.7492757371960685,3.3,3.3,3.3,3.3,3.3,3.3,2.965106052767718,1.9518072289156625,3.481900452488688,4.171840336134453,4.05
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3077263670577817,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2,5.222222222222222,7.444444444444445,12,12.11111111111111,13.444444444444446,15,18.22222222222222,22.11111111111111,19.507275,20.72711150520949,18.14683370730491,13.868911990885788,14.003238126868151,12.987012146555156,11.850298359025361,9.032594308405029,5.461177052423343,18.764530056459648,18.764530056459648,16.932270916334662,16.932270916334662,4.6,4.6,4.6,5.931940298507464,4.787661691542288,3.6433830845771147,11.290679654638032,5.352081109925294,5.623913605794103,4.95,4.95,4.95,4.95,4.95,4.95,4.447659079151577,1.7891566265060237,8.70475113122172,9.425268907563025,9.15
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.77777777777778,30.888888888888893,29.666666666666668,29.444444444444446,29.77777777777778,29.77777777777778,29.333333333333336,28.77777777777778,28.555555555555554,29,27.22222222222222,27.444444444444446,23.49495,27.599201950786966,24.44932685115931,20.80336798632868,18.48427432746596,16.664750099561925,12.927598209845849,10.839113170086033,9.049950544015825,27.565592826303554,27.565592826303554,28.012948207171313,28.012948207171313,11.8,11.8,11.8,15.216716417910451,12.281393034825872,9.346069651741294,34.97896834181979,9.731056563500534,11.929513709260219,10.5,10.5,10.5,10.5,10.5,10.5,9.434428349715466,4.879518072289156,12.960407239819006,14.52418487394958,14.1
Sort Rows,51.111111111111114,51.111111111111114,51.111111111111114,46,46,51.111111111111114,51.111111111111114,46,46,46,40.88888888888889,40.88888888888889,34.70355,40.78918199955664,34.98970331588133,30.37952150384506,25.765958153437396,26.43374153723616,16.518597712580807,17.80711449371277,14.35509396636993,38.193291265360344,38.193291265360344,40.08964143426295,40.08964143426295,18.4,18.4,18.4,23.727761194029856,19.150646766169153,14.573532338308459,42.28470223599734,25.78729989327642,27.94914640455251,24.6,24.6,24.6,24.6,24.6,24.6,22.103517847904808,9.433734939759034,22.43891402714932,26.885193277310925,26.1
