Avg Threads Running,2,2,2.7,3.5,4.2,4.6000000000000005,5.2,5.5,6,6.900000000000001,7.500000000000001,7.8,8,7.799999999999999,7.5,7.6000000000000005,7.3999999999999995,7.5,7.8,7.6000000000000005,8,8.2,8,7.8,7.7,7.999999999999998,8.299999999999999,8.6,8.9,8.5,8.2,8.100000000000001,8.5,8.8,9,8.6,8.2,7.899999999999998,7.6000000000000005,7.800000000000001,7.6,7.8,7.7,7.6,7.4,7.3,7.399999999999999,7.6000000000000005,7.6,7.800000000000001,8.5,8.8,8.444444444444445,8.5,9,11.714285714285715,12.666666666666668,13.5,15.166666666666666,14.833333333333332,15,15.6,14.833333333333332,14.857142857142856,14.857142857142856,13.571428571428571,13.571428571428571,13.666666666666668,12.4,13.75,13.75,13.666666666666668,15,15,15,21,21,21,21,21,21,21,21,21,21
Peak Threads Connected,2,2,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,14,14,14,14,14,24,24,24,24,24,24,24,24,24,24,20,20,20,15,15,15,15,15,15,15,21,21,21,21,21,21,21,21,21,21
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10
Questions,38.333333333333336,38.77777777777778,125,272.11111111111114,410,570.1111111111111,736.5555555555555,857.6666666666667,951.6666666666667,1088.2222222222222,1236.111111111111,1277.5555555555557,1239.4444444444446,1208.2222222222222,1180.4444444444446,1153.2222222222222,1145.888888888889,1206.111111111111,1182.2222222222222,1174.888888888889,1158.6666666666667,1177.888888888889,1177.3333333333335,1133,1127.111111111111,1109.4444444444446,1075.3333333333335,1097.3333333333335,1062.3333333333335,1057.888888888889,1079.7777777777778,1126.111111111111,1162.6666666666667,1157.888888888889,1199.7777777777778,1176.111111111111,1159,1173.3333333333335,1149.888888888889,1164,1106.5555555555557,1078.6666666666667,1093.4444444444446,1104.6666666666667,1114.7777777777778,1107.6666666666667,1096.2222222222222,1159.3333333333335,1151.2222222222222,1185.4444444444446,1214.3333333333335,1241.7777777777778,1054.793925,956.4521142857142,856.7764333333332,1267.2949002217294,1121.7917206982543,1210.1481317709486,1198.111111111111,1194.5555555555557,1148.75,860.0844000000001,958.0758739255016,1098.1203007518795,964.9183082706766,1042.9932313863123,918.9639529539567,812.6624886104782,702.6123007968127,559.4099234099233,463.18115218115224,363.87698412698415,292.23982213438734
Threads Created,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.888888888888889,0.888888888888889,0.888888888888889,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.888888888888889,0.888888888888889,0.888888888888889,0.4444444444444445,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,1.1111111111111112,1.1111111111111112,1.1111111111111112,1,0.64665,0.6533142857142856,0.6622,2.7716186252771617,2.788029925187032,2.4320141499005086,3.1111111111111116,3.1111111111111116,3.5,1.7752,1.7161031518624643,4.135338345864661,3.6337218045112776,3.76034093757834,3.313173727751316,2.6816856492027332,2.7486055776892426,2.7585747585747584,2.284049284049284,2.4516534391534393,0
Created Tmp Disk Tables,9,9,8.88888888888889,9.222222222222223,8.88888888888889,9,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,9.11111111111111,9.11111111111111,9,8.88888888888889,8.777777777777779,8.88888888888889,9,9,8.88888888888889,9,8.88888888888889,8.88888888888889,9,9,9.11111111111111,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,8.88888888888889,9,9.222222222222223,9.11111111111111,8.777777777777779,9.11111111111111,9.222222222222223,8.88888888888889,8.88888888888889,9,9,8.88888888888889,9.11111111111111,9.222222222222223,9,9,8.88888888888889,9,9.222222222222223,9.11111111111111,9.11111111111111,9,8.777777777777779,7.54425,6.642028571428571,5.9597999999999995,8.980044345898005,7.80648379052369,8.733141720097281,8.88888888888889,8.88888888888889,9.125,6.973999999999999,7.967621776504299,9.022556390977444,7.928120300751878,9.150162948107294,8.062056070861535,7.039424829157174,6.184362549800797,5.2267732267732265,4.327672327672328,3.35489417989418,2.964525691699605
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.555555555555556,4.555555555555555,7.222222222222223,9.666666666666668,14.11111111111111,16.666666666666668,17.22222222222222,20.11111111111111,23.77777777777778,22.555555555555557,22.88888888888889,23.666666666666668,21.555555555555557,19.444444444444446,17.666666666666668,20.22222222222222,17.555555555555557,15.222222222222223,14.333333333333334,12.666666666666668,9.555555555555555,9.333333333333334,8.222222222222223,9.88888888888889,8.88888888888889,10.666666666666668,10.777777777777779,10.333333333333334,15,17.444444444444446,17.555555555555557,18.77777777777778,20.666666666666668,23,25.666666666666668,25.666666666666668,26.444444444444446,24.22222222222222,23.22222222222222,24.22222222222222,25,24.555555555555557,20.555555555555557,17.555555555555557,18.11111111111111,18.555555555555557,18.22222222222222,16.666666666666668,18.11111111111111,18.22222222222222,13.902975000000001,13.610714285714284,12.140333333333333,17.073170731707314,15.947531172069825,13.928808313066549,14.444444444444446,15,13.125,5.9596,5.761203438395416,6.015037593984962,5.285413533834586,7.896715968914515,6.957664828277764,6.369003416856492,3.206706507304117,3.4845154845154847,2.8851148851148856,3.096825396825397,3.5886363636363634
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,29.444444444444446,28,30.333333333333336,28.22222222222222,28.555555555555554,30.22222222222222,29.555555555555554,28.444444444444446,29.666666666666668,29.111111111111114,29.111111111111114,28.666666666666668,28.888888888888893,28.77777777777778,28.666666666666668,28.22222222222222,29.111111111111114,27.888888888888893,29.555555555555554,29.22222222222222,28.111111111111114,29.22222222222222,28.22222222222222,29.333333333333336,28.444444444444446,28,31,28.111111111111114,28.22222222222222,28.666666666666668,29.888888888888893,29.333333333333336,27.555555555555554,29.111111111111114,30.444444444444446,28.444444444444446,28.888888888888893,28.77777777777778,29.333333333333336,28,30.111111111111114,30.22222222222222,29.666666666666668,28.77777777777778,28,28.22222222222222,29.77777777777778,29.444444444444446,29.77777777777778,28.666666666666668,27.77777777777778,23.818275,20.688285714285712,18.76233333333333,29.046563192904653,25.20379052369077,28.5208932124696,28.666666666666668,28.444444444444446,29.625,22.824,26.599598853868194,30.20050125313283,26.537180451127817,30.333416896465273,26.726268070527283,23.576486332574028,21.187167994687915,18.148518148518146,15.02664002664003,11.355026455026456,9.985770750988141
Sort Rows,65,65,65,72.22222222222223,65,65,65,72.22222222222223,57.777777777777786,65,72.22222222222223,65,65,57.777777777777786,57.777777777777786,65,65,65,65,65,65,57.777777777777786,65,65,65,57.777777777777786,65,72.22222222222223,65,57.777777777777786,65,72.22222222222223,72.22222222222223,57.777777777777786,72.22222222222223,72.22222222222223,65,57.777777777777786,65,65,57.777777777777786,65,72.22222222222223,65,65,57.777777777777786,65,72.22222222222223,72.22222222222223,72.22222222222223,65,57.777777777777786,49.037625,42.46542857142857,43.04299999999999,64.85587583148558,50.742144638403985,57.483970815830205,57.777777777777786,57.777777777777786,65,49.452,63.740974212034395,65.16290726817041,57.258646616541355,73.32664828277764,64.60688769115066,58.10318906605922,52.108980743691895,47.18614718614718,39.06926406926407,25.161706349206348,30.425395256916993
