Avg Threads Running,2,2,3.1,3.9000000000000004,4.1,4.6,5.300000000000001,6.4,6.800000000000001,7.000000000000001,7.3,7.599999999999999,7.2,7.1000000000000005,7.4,7.5,7.8,7.1,6.9,7.1,7.199999999999999,7.9,8,7.6000000000000005,7.4,7.199999999999999,6.7,6.9,7.3,7.3,7.7,7.1,7,7.2,7.5,7.6000000000000005,7.6,7.699999999999999,7.300000000000001,7.500000000000001,7.200000000000001,7.199999999999999,7.3,7.3999999999999995,7.3999999999999995,7.5,7.599999999999999,7.999999999999999,8.2,7.6,7.300000000000001,7.3999999999999995,7,7.300000000000001,7.1,7.1,7.7,7.3999999999999995,7.5,7.8,8.222222222222221,8.888888888888888,9.777777777777779,13.222222222222221,16,17,17.42857142857143,18.666666666666668,21,25,25,29,36.5,31,18,16,16,16,19,19,19,19,19,19,19.5,25,25,25,33,33,33,33,33,33,33,33,33,33,20,20,20,20,20,20,20,20,20,20
Peak Threads Connected,2,2,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,9,9,10,10,10,10,10,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,42,42,42,42,42,42,42,42,42,42,31,18,18,18,18,25,25,25,25,25,25,25,25,25,25,33,33,33,33,33,33,33,33,33,33,20,20,20,20,20,20,20,20,20,20
Peak Threads Running,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,16,16,16,16,16,16,16,16,16,16,11,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10
Questions,39.333333333333336,38,127.66666666666667,321.11111111111114,458.55555555555554,557.6666666666667,684,801.4444444444446,935.5555555555557,1044.111111111111,1129.111111111111,1145.6666666666667,1059,1051,1058.4444444444446,1037.6666666666667,1026.4444444444446,994.5555555555557,1008.1111111111111,1052.5555555555557,1077.4444444444446,1119.5555555555557,1115.6666666666667,1144.6666666666667,1135.6666666666667,1154,1141.2222222222222,1127,1133.2222222222222,1153.5555555555557,1128.3333333333335,1120,1121.2222222222222,1162.888888888889,1199.4444444444446,1206.6666666666667,1205.4444444444446,1180.111111111111,1166.111111111111,1182.7777777777778,1188.111111111111,1136.5555555555557,1127.888888888889,1089,1137.2222222222222,1134.5555555555557,1144.111111111111,1116.7777777777778,1130.7777777777778,1100,1127,1109.888888888889,1100.2222222222222,1066.6666666666667,1085.4444444444446,1075.888888888889,1091.4444444444446,1072.3333333333335,1114.4444444444446,1156.5555555555557,1007.372925,1152.6344980587908,1142.3333333333335,1089,1074.6252082176568,922.690687070581,797.7131370449679,670.8454621149042,526.7588486513487,332.40000000000003,302.27277591973245,205.1476932668329,145.27681592039798,203.08946830265853,169.4,169.4,561.8801376720901,657.8501001251565,575.1000000000001,685.0095994993742,589.0396370463079,493.0696745932416,460.1286874378522
Threads Created,0,0,0.11111111111111112,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.6666666666666667,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0,0,0,0,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.33333333333333337,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.44370493621741536,0.4444444444444445,3.444444444444444,3.4425319267073844,3.1513402337824576,3.1921734475374732,3.248917568692756,3.3331893106893107,3.6000000000000005,3.2737123745819403,3.53928927680798,0,0,0,0,1.3189674593241552,1.5442490613266584,1.35,1.6080037546933668,1.3827221526908637,1.1574405506883605,1.3863937686443488
Created Tmp Disk Tables,9.11111111111111,9,8.88888888888889,9,8.88888888888889,9.11111111111111,8.777777777777779,9.11111111111111,8.88888888888889,9,9.222222222222223,8.88888888888889,9,9.11111111111111,9,9.222222222222223,8.88888888888889,9,9,9,9,9.11111111111111,9,9.11111111111111,9,9,9.222222222222223,8.88888888888889,8.777777777777779,9.11111111111111,8.88888888888889,8.777777777777779,9,8.88888888888889,9.11111111111111,8.777777777777779,9.222222222222223,9,9,9,9.222222222222223,9,8.88888888888889,9,9.11111111111111,9,9.11111111111111,9,9.11111111111111,8.777777777777779,9,9.222222222222223,9,9.11111111111111,9,9,9,8.777777777777779,9.11111111111111,8.88888888888889,7.652025,8.763172490293954,9,9,9.106052193225985,7.932684036762739,7.1548715203426125,6.161740216486262,5.287127872127872,3.866666666666667,3.5162095875139356,2.359526184538653,1.4592537313432836,2.1579754601227,1.8,1.8,5.275869837296621,6.176996245306634,5.4,6.432015018773467,5.530888610763455,4.629762202753442,4.159181305933046
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7777777777777779,0.7773459189339256,0.7606683322923173,0.7705246252676659,0.7842214820982515,0.804562937062937,0.9333333333333333,0.8487402452619845,0.9175935162094764,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,5.333333333333334,7.111111111111112,9.88888888888889,13.88888888888889,14,16.22222222222222,16.444444444444446,17.666666666666668,16.444444444444446,13.88888888888889,14.11111111111111,12.88888888888889,11.11111111111111,12,10.222222222222223,11.222222222222223,13.555555555555557,14.88888888888889,18.11111111111111,17.22222222222222,18.22222222222222,18.555555555555557,21.22222222222222,22.77777777777778,24.22222222222222,22.555555555555557,22.22222222222222,19.77777777777778,20.77777777777778,24.11111111111111,25.11111111111111,23.77777777777778,22.11111111111111,21.22222222222222,20.88888888888889,23.77777777777778,24.11111111111111,25.555555555555557,19.666666666666668,17,16.666666666666668,20.77777777777778,21.333333333333336,21,18.22222222222222,17.88888888888889,14.555555555555557,15.88888888888889,18.77777777777778,21,18,19.555555555555557,21.22222222222222,22.77777777777778,22.88888888888889,26,26.666666666666668,22.20165,22.961730449251245,21.88888888888889,18.77777777777778,16.9905607995558,13.90936379048809,11.778019271948608,8.626436303080766,6.781316183816183,2.666666666666667,2.4249721293199555,2.228441396508728,1.6213930348258707,3.836400817995911,3.2,3.2,6.594837296620776,7.721245306633291,6.750000000000002,8.040018773466834,6.913610763454318,5.787202753441803,4.467268810076235
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.888888888888893,29,28,28.888888888888893,27.666666666666668,29.555555555555554,28.555555555555554,30.22222222222222,28.333333333333336,28.77777777777778,30.444444444444446,28.888888888888893,29.22222222222222,29.22222222222222,29.333333333333336,29.333333333333336,27.555555555555554,29.22222222222222,29.444444444444446,28.666666666666668,28.77777777777778,29.22222222222222,29.333333333333336,28.888888888888893,29.444444444444446,30.111111111111114,30.444444444444446,28.111111111111114,28,30.666666666666668,29.444444444444446,27.888888888888893,29,28.666666666666668,29.22222222222222,27.77777777777778,30.333333333333336,29,28,27.666666666666668,29,28.888888888888893,28.444444444444446,28.333333333333336,29.111111111111114,29.22222222222222,28.888888888888893,28.555555555555554,30.555555555555554,29,29.77777777777778,29.666666666666668,29,30.22222222222222,28.666666666666668,30,28.888888888888893,27.333333333333336,30.22222222222222,28.111111111111114,24.680474999999998,27.953410981697168,27.77777777777778,29,29.42809550249861,26.623391630231104,23.886263383297642,19.493505412156537,17.585447052947053,13.333333333333334,12.124860646599778,8.782680798004987,4.8641791044776115,5.754601226993866,4.8,4.8,16.7069211514393,19.560488110137673,17.1,20.368047559449312,17.51448060075094,14.660913642052568,13.863937686443487
Sort Rows,56,56,56,56,49.777777777777786,56,49.777777777777786,62.22222222222223,56,62.22222222222223,62.22222222222223,49.777777777777786,62.22222222222223,62.22222222222223,62.22222222222223,62.22222222222223,49.777777777777786,56,49.777777777777786,56,56,56,56,56,56,56,62.22222222222223,56,49.777777777777786,56,49.777777777777786,49.777777777777786,56,56,62.22222222222223,49.777777777777786,62.22222222222223,56,56,62.22222222222223,62.22222222222223,56,49.777777777777786,56,56,56,62.22222222222223,56,56,49.777777777777786,56,62.22222222222223,56,62.22222222222223,56,56,56,49.777777777777786,62.22222222222223,49.777777777777786,42.2478,49.694952856350525,56,56,55.968906163242636,54.76811992504685,49.313576017130615,37.64263114071607,38.61902097902098,29.866666666666667,27.159687848383506,14.681496259351622,9.079800995024874,13.427402862985687,11.2,11.2,32.827634543178974,38.43464330413016,33.60000000000001,40.021426783479356,34.41441802252816,28.807409261576975,25.879350348027845
