Avg Threads Running,1,1,2.4,2.6999999999999997,3.5,3.6999999999999997,4.7,5.699999999999999,6.4,7.1,7.6,8.600000000000001,7.6,8.4,8.333333333333332,9.000000000000002,8.714285714285715,8.333333333333332,8.499999999999998,7.666666666666666,7.166666666666667,5.833333333333334,6.333333333333333,5.166666666666667,5.285714285714286,5.375,5.555555555555555,6,5.666666666666667,6,6.428571428571429,7,6.8,7.25,7.666666666666667,8.5,10,39,39,39,39,34.5,34.5,34.5,34.5,32.666666666666664,30.5,27.75,27.75,27.75,27.75,27,27,27,27,26,28,57,57,57,57,57,57,57,41,41,41,25,25,25,25,25,25,25,24,24,24,24,24,24,25,27.666666666666664,34.25,44.6,63.6,79.16666666666667,95.57142857142858,112.12500000000001,126.8888888888889,138.70000000000002,160.6,181.79999999999995
Peak Threads Connected,1,1,15,15,15,15,15,15,15,15,15,15,11,12,12,12,12,12,12,12,12,12,12,9,9,9,9,10,10,10,10,10,10,10,10,10,10,39,39,39,39,39,39,39,39,39,39,30,30,30,30,29,29,29,29,28,28,57,57,57,57,57,57,57,57,57,57,25,25,25,25,25,25,25,24,24,24,24,24,24,26,33,54,86,119,157,194,228,245,245,245,245
Peak Threads Running,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,17,17,17,17,17,17,17,17,17,17,14,14,14,14,11,11,11,11,11,9,38,38,38,38,38,38,38,38,38,38,14,14,14,14,14,14,14,10,10,10,10,10,10,15,25,50,83,116,153,191,223,245,245,245,245
Questions,38.333333333333336,37.55555555555556,106,216.33333333333334,399.77777777777777,514.3333333333334,647.1111111111111,752.7777777777778,903.7777777777777,1053.888888888889,1190.4444444444446,1238.888888888889,1265.5555555555557,1215.4444444444446,1063.30815,941.3169999999998,844.7464666666667,701.28828,1170.38022392196,1135.2222222222222,1157.7777777777778,1123.6666666666667,1100.6666666666667,672.631512351878,815.1176869041645,939.4699598796387,1029.9581275849105,1104.5773471433345,968.0350500000001,838.4199999999998,744.0920666666666,641.4702,537.0764,397.45413333333335,271.50809999999996,183.9348,802.489994972348,1175.465057817999,1175.465057817999,1175.465057817999,1169.7379967406291,1151.2276785714287,877.0552890221555,1115.775445610528,908.6317341329334,797.0541895718807,306.45,306.45,306.45,269.54550898203587,171.50406464250733,1162.1118901130349,1162.1118901130349,1162.1118901130349,1164.0273378896484,1104.062006602555,1023.2120451693852,957.5108732017395,269.8038098236776,311.92928399034594,350.5143610785463,392.8778210595375,413.25622489959835,398.63960749330954,323.22222222222223,275.8697343558964
Threads Created,0,0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.6666666666666667,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.7777777777777779,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.323325,0.21777142857142856,0.11036666666666665,0.11244000000000001,1.884491741492074,1.8888888888888888,1.8888888888888888,1.777777777777778,1.777777777777778,0.255268126129745,0.24603612644254894,0.23944691216506658,0.23450777039729293,0.3341129301703976,0.323325,0.3266571428571428,0.3311,0.33732,0.11555,0.12073333333333333,0.1311,0.16219999999999998,0.6864756158873806,1.0055304172951232,1.0055304172951232,1.0055304172951232,1.6296853453679325,1.4508928571428572,1.178485757121439,1.4992503748125938,1.2209145427286354,1.0709895052473761,0,0,0,0,0,1.4308198597796538,1.4308198597796538,1.4308198597796538,4.000666777796299,4.449547868523037,6.524466750313676,9.479201516672243,12.514590680100756,16.71277554304103,20.661899179366937,24.188149909791697,25.68192771084337,24.42016057091882,23.555555555555557,21.229298655107257
Created Tmp Disk Tables,9.11111111111111,8.88888888888889,9.11111111111111,9.222222222222223,9.222222222222223,9,9.222222222222223,9,8.777777777777779,8.777777777777779,9.11111111111111,8.777777777777779,8.88888888888889,8.777777777777779,7.54425,6.642028571428571,5.849433333333333,5.059800000000001,9.089901341314711,8.777777777777779,9.222222222222223,9.11111111111111,9,5.615898774854389,6.642975413948821,7.662301189282131,8.442279734302545,8.90967813787727,7.7598,6.642028571428571,5.739066666666666,5.059800000000001,4.1598,3.139066666666667,2.0976,1.2975999999999999,7.722850678733032,11.312217194570135,11.312217194570135,11.312217194570135,10.154193305754042,9.933035714285714,7.0709145427286355,8.995502248875562,7.3254872563718125,6.425937031484257,2.7,2.7,2.7,2.374850299401197,1.6194906953966701,8.871083130633853,8.871083130633853,8.871083130633853,8.834805800966828,10.047366154729438,10.037641154328734,9.702241552358647,5.92088161209068,6.634078841512471,7.625224697147322,8.501775463342627,9.26425702811245,10.035682426404994,9,9.003001000333445
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059426847662142,3.0165912518853695,3.0165912518853695,3.0165912518853695,1.504324934185784,1.3392857142857142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,0.11111111111111112,4.888888888888889,6.222222222222223,8.666666666666668,9,12.11111111111111,13.333333333333334,17.555555555555557,18.666666666666668,21.444444444444446,18.444444444444446,16.59735,14.372914285714284,14.2373,11.356440000000001,20.729409156412814,20.22222222222222,21.666666666666668,20.22222222222222,19.555555555555557,10.465993171319543,13.531986954340192,13.88792090557386,17.001813353803737,16.371533578349485,12.28635,9.908599999999998,8.6086,7.645920000000001,7.51075,4.467133333333334,4.0641,0.32439999999999997,14.587606837606838,21.36752136752137,21.36752136752137,21.36752136752137,19.305503322050896,17.857142857142858,10.213543228385806,12.993503248375813,10.581259370314841,9.28190904547726,1.35,1.35,1.35,1.1874251497005985,0.485847208619001,17.02675633137788,17.02675633137788,17.02675633137788,20.836806134355726,19.664130902827615,17.440401505646175,16.058882569421208,2.8258753148614613,3.3170394207562355,3.812612348573661,3.8317861243234375,3.752610441767068,3.568242640499554,2.2222222222222223,2.000666888962988
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.22222222222222,28.666666666666668,29.111111111111114,30,28.77777777777778,28.22222222222222,29.888888888888893,29.555555555555554,27,28.444444444444446,28.22222222222222,28.111111111111114,28.444444444444446,28.333333333333336,24.680474999999998,21.123828571428568,18.320866666666667,16.303800000000003,29.26504822081809,28.77777777777778,30.666666666666668,29.555555555555554,29.333333333333336,18.124036955211892,21.651179126944307,25.86026651382719,28.023678562476505,28.84508297137766,24.788249999999998,20.470514285714284,18.100133333333332,16.078920000000004,13.51935,10.020866666666667,5.6373,3.2439999999999998,28.145500251382607,41.22674710910005,41.22674710910005,41.22674710910005,35.853077598094515,34.151785714285715,22.78405797101449,28.985507246376812,23.604347826086954,20.70579710144927,7.8,7.8,7.8,6.86067864271457,5.182370225269343,29.7610530834168,29.7610530834168,29.7610530834168,28.171361893648942,30.14209846418832,30.363864491844417,30.44496487119438,17.358948362720405,20.029814963797264,23.613599062133645,25.98429965556831,28.37911646586345,31.55664585191793,30.555555555555554,29.787707013448927
Sort Rows,82,72.88888888888889,91.11111111111111,91.11111111111111,91.11111111111111,82,91.11111111111111,72.88888888888889,72.88888888888889,72.88888888888889,91.11111111111111,72.88888888888889,82,72.88888888888889,61.86285,53.571771428571424,54.30039999999999,46.1004,90.8990134131471,72.88888888888889,91.11111111111111,82,82,41.86397268527817,50.437405920722526,68.72126379137411,67.30373010402306,73.05936073059362,70.7004,53.571771428571424,45.25033333333333,46.1004,37.900400000000005,29.700400000000002,10.7502,13.3004,70.36375062845651,103.06686777275013,103.06686777275013,103.06686777275013,92.51598345242571,91.51785714285714,64.42388805597201,81.95902048975512,66.74332833583208,58.54742628685657,24.6,24.6,24.6,21.637524950099795,13.279823702252694,70.39633710115896,70.39633710115896,70.39633710115896,82.01366894482413,82.3884024687814,82.30865746549561,73.15713170514107,33.10311083123426,41.8457280772325,50.42487299726456,58.913711661472846,67.31244979919678,82.29259589652096,82,82.0273424474825
