Avg Threads Running,2,2,4.3,5.1,6.6,7,7.6,8.399999999999999,9.5,10.999999999999998,12.000000000000002,13.25,11.571428571428571,11.833333333333334,10.8,12,13.333333333333334,15,17,21,21,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,31.5,39.66666666666667,50.333333333333336,46.5,44.4,43.666666666666664,41,40.75,40.111111111111114,38.300000000000004,35.900000000000006,33,31.1,29.8,28.2,26.4,26.5,25.4,24.299999999999997,24.6,24.5,23.799999999999997,23.599999999999998,24.1,23.900000000000002,23.9,24.5,26.400000000000002,27.599999999999998,29.8,32,33.800000000000004,32.8,31.499999999999993,31.4,30.5,28.9,25.2,22.4,18.2,14.2,11.4,10.8,10.444444444444445,9.625,9.142857142857142,8.428571428571429,8.166666666666666,8.2,9,10,10,11,11,11,11
Peak Threads Connected,2,2,25,25,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,21,21,21,21,21,21,21,21,21,21,14,14,14,14,14,14,14,14,49,56,56,56,56,56,56,56,56,56,56,46,40,40,40,39,39,35,28,28,28,28,28,28,28,28,32,47,47,47,47,47,47,47,47,47,47,47,47,46,38,17,17,17,16,16,11,11,11,11,11,11,11,11,11,11
Peak Threads Running,1,1,10,10,10,10,10,10,10,10,10,10,7,7,5,5,5,5,1,8,8,8,8,8,8,8,8,8,8,2,2,2,2,2,2,2,2,26,33,33,33,33,33,33,33,33,33,33,24,20,20,20,19,19,19,13,13,13,13,13,13,13,13,13,38,38,38,38,38,38,38,38,38,38,33,33,33,33,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1
Questions,37.44444444444444,36.55555555555556,139.77777777777777,305.44444444444446,464.33333333333337,596.6666666666667,740.3333333333334,847.1111111111111,986.8888888888889,1100,1064.062575,970.1717142857142,815.0578333333333,665.0826,541.58285,405.3018,307.56059999999997,172.09419999999997,1146.2925851703408,1102.427076374972,248.33800403225808,353.39672459893046,422.90131578947376,511.25928958458763,616.223894643056,687.3252523816294,801.74665,848.4915952354447,848.4747272322423,880.7910232196422,880.880880880881,932.9254727474972,962.8847649738858,959.3423683625861,986.4834673815907,982.3018699910951,1005.3351117039014,1061.7777777777778,1076.2645914396887,1082.583083249972,1073.4444444444446,1061.6803734163148,1105.2924171670004,1112.9516397998889,1120.1645175633616,1103.2644903397736,1089.3333333333335,1050.5555555555557,1047.1855223714888,1030,1051.3333333333335,1022.1160257835074,1038.2222222222222,1033.6666666666667,1067.8229931065157,1059.5555555555557,1108.3333333333335,1160.902924496831,1169.7777777777778,1168,1183.111111111111,1020.4137000000001,912.1356285714285,797.8406333333332,1184.0354767184035,1052.6485785536158,912.5322792022793,825.0367441860465,732.3418127490039,690.3400995024875
Threads Created,0,0,1.4444444444444444,1.5555555555555558,1.777777777777778,1.777777777777778,1.777777777777778,1.777777777777778,1.777777777777778,2.111111111111111,2.047725,0.6533142857142856,0.5518333333333333,0.33732,0.34665,0.36219999999999997,0.3933,0.4866,8.266533066132265,8.127365842796703,1.183366935483871,1.0192736185383242,0.9397807017543862,1.1480373269114992,1.106105913798864,1.7830990635981394,2.8074000000000003,2.6717132361126574,1.8926742373636163,1.888679035662704,2.446891335780225,2.447163515016685,2.2224691632403597,2.221728504776716,1.5638963360142983,1.6696349065004452,1.6672224074691564,1.777777777777778,1.7787659811006116,1.2226297654773812,1.2222222222222223,1.3336296954878861,2.0013342228152107,2.001111728738188,2.112049799911072,3.2200755052187433,3.555555555555556,3.8888888888888893,4.663039857888309,4.666666666666667,4.555555555555555,3.8897532785063347,3.8888888888888893,2.666666666666667,1.5565932844118302,1.1111111111111112,0.7777777777777779,0,0,0,0.11111111111111112,0.107775,0.10888571428571428,0.11036666666666665,1.9955654101995566,2.0073815461346634,2.056282051282051,2.1364784053156143,2.2937450199203187,2.601592039800995
Created Tmp Disk Tables,9,8.777777777777779,9,8.88888888888889,9.11111111111111,9,9.11111111111111,8.88888888888889,8.777777777777779,8.777777777777779,7.7598,6.750914285714285,5.9597999999999995,4.83492,4.1598,3.139066666666667,2.2287,1.4598,8.76753507014028,8.90670229347584,3.0429435483870972,4.222704991087344,5.1016666666666675,5.867746337547662,6.636635482793184,7.72676260892527,8.65615,9.239674941556272,8.906702293475842,8.999000111098766,9.00900900900901,8.898776418242491,9.001000111123457,8.998000444345701,8.936550491510276,8.79341050756901,8.780704679337557,9.222222222222223,9.116175653140633,8.780704679337557,9,8.890864636585908,9.006004002668446,9.116175653140633,9.115162294353045,8.99400399733511,9,9.11111111111111,9.104030198734318,9.11111111111111,9.222222222222223,9.113136252500556,8.777777777777779,8.88888888888889,9.11718923726929,8.777777777777779,8.777777777777779,8.895807850550428,8.777777777777779,9,9,7.8675749999999995,6.968685714285714,5.9597999999999995,9.09090909090909,8.141047381546134,7.3112250712250715,6.5281284606866,5.606932270916334,5.509253731343284
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.3333333333333335,5.444444444444445,6.555555555555555,7.888888888888888,10.555555555555555,11,16.666666666666668,21,20.369475,18.292799999999996,15.451333333333332,14.6172,13.634899999999998,11.348933333333333,11.799,6.325799999999999,17.53507014028056,16.588733021598753,3.211995967741936,5.678810160427807,6.98122807017544,8.801619506321494,11.552661766343693,12.481693445186975,13.686074999999999,13.915173104753425,14.250723669561348,14.776135984890567,14.347681014347682,15.461624026696327,15.223913768196464,13.552543879137968,13.293118856121534,14.358860195903826,14.449260864732688,15.777777777777777,14.897165091717621,13.782371901745027,13.777777777777777,13.780840186708158,13.008672448298867,14.007782101167317,14.339706536238328,16.21141461248057,17.444444444444446,19.22222222222222,20.76162984345509,19.666666666666668,21.88888888888889,23.449655478995332,21.666666666666668,19.333333333333336,18.23437847453858,17.11111111111111,16.333333333333336,16.12365172912265,15,14.666666666666668,13.555555555555557,13.040775,12.73962857142857,11.147033333333333,15.299334811529935,13.605586034912715,11.880740740740741,11.988017718715392,8.792689243027889,9.4881592039801
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.666666666666668,27.666666666666668,28.555555555555554,29.444444444444446,29.555555555555554,28.333333333333336,29.333333333333336,28,28.888888888888893,28,24.896025,21.777142857142856,18.43123333333333,15.06696,13.4038,9.4172,6.948300000000001,4.055,29.559118236472948,29.058116232464933,8.790725806451615,12.668114973262032,16.781798245614038,17.985918121613487,20.647310390912132,24.250147264934697,27.957025000000005,29.945452521429367,28.83544867512804,29.552271969781135,29.80758536314092,28.031145717463847,29.22546949661073,28.99355698733614,29.155495978552278,27.604630454140693,27.675891963987993,30.111111111111114,29.46081156197888,27.45359564299211,29.111111111111114,28.450766837074905,29.01934623082055,29.2384658143413,29.34637616718542,29.202753719742397,28.888888888888893,29.77777777777778,29.86566004218941,29.555555555555554,29.77777777777778,29.784396532562795,28.333333333333336,28.666666666666668,29.01934623082055,28,27.111111111111114,28.355387523629492,27.77777777777778,28.666666666666668,28.666666666666668,25.111575,22.539342857142856,19.203799999999998,29.37915742793792,26.430523690773065,23.5330056980057,21.008704318936875,18.604820717131474,17.752039800995025
Sort Rows,87,77.33333333333334,96.66666666666667,77.33333333333334,96.66666666666667,87,87,77.33333333333334,77.33333333333334,77.33333333333334,75.01140000000001,56.838342857142855,57.61139999999999,39.12912,40.2114,31.511400000000002,22.8114,14.111399999999998,76.27755511022045,77.4883099532398,29.415120967741938,50.67245989304813,58.40065789473685,55.48847080072246,64.15414300033412,82.73579655095367,91.591425,96.84960480908383,87.1743486973948,86.99033440728807,87.0870870870871,87.09677419354838,87.00966774086008,86.98067096200843,77.7479892761394,77.47105966162066,77.35911970656886,96.66666666666667,87.04836020011118,77.35911970656886,77.33333333333334,87.01933763058457,87.05803869246165,96.72040022234576,96.70964873277012,86.94203864090606,87,96.66666666666667,86.93238592206062,96.66666666666667,96.66666666666667,87.01933763058457,77.33333333333334,77.33333333333334,96.73115410273516,77.33333333333334,77.33333333333334,87.06771933726232,77.33333333333334,87,87,75.01140000000001,66.31139999999999,48.009499999999996,86.80709534368071,77.61875311720698,69.57087606837607,61.95787375415282,44.345737051792824,53.25611940298508
