Avg Threads Running,1,1,1.2,1.9000000000000001,2.7,3.3,3.8,4.5,5,6,6.3999999999999995,6.999999999999999,9.333333333333332,9.5,9.571428571428571,10,10.799999999999999,11.5,13.333333333333334,14.5,24,24,12,12,12,12,12,12,12,12,12,12,79,79,79,79,79,79,79,79,79,79,67,67,67,67,67,67,67,67,41.5,41.5,16,16,16,22,22,22,22,22,28,28,28,28,28,56,56,56,56,56,56,56,56,56,56,27,27,27,27,28.5,23,20.25,18.8,17.666666666666668,16.571428571428573,14.714285714285715,14.125,14.125,14.125,12.875,13,13.166666666666668,13.2,13.5,14.666666666666668,15,20,20,20
Peak Threads Connected,1,1,3,8,9,9,9,9,9,11,11,11,24,24,24,24,24,24,24,24,24,24,12,12,12,12,12,12,12,12,12,12,79,79,79,79,79,79,79,79,79,79,67,67,67,67,67,67,67,67,67,67,16,16,16,28,28,28,28,28,28,28,28,28,28,56,56,56,56,56,56,56,56,56,56,27,27,27,27,30,30,30,30,30,30,30,30,30,30,20,20,20,20,20,20,20,20,20,20
Peak Threads Running,1,1,1,2,2,3,3,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,3,3,3,3,3,3,3,3,3,3,61,61,61,61,61,61,61,61,61,61,43,43,43,43,43,43,43,43,43,43,5,5,5,14,14,14,14,14,14,14,14,14,14,34,34,34,34,34,34,34,34,34,34,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4
Questions,37.22222222222222,37.88888888888889,67.66666666666667,183.55555555555557,301.6666666666667,451.7777777777778,596.7777777777778,726.7777777777778,869.5555555555557,1014.5555555555557,1152.6666666666667,1084.755375,1265.0842945874003,1119.7909003421728,982.6146712276701,849.7318151595744,731.8883572567784,604.9866201859229,479.273474801061,378.893253968254,1176.3161185444544,1176.3161185444544,1178.3426741393114,1178.3426741393114,1178.3426741393114,1178.3426741393114,1178.3426741393114,801.8048524262131,805.9224934699619,898.6085187663823,992.9184212412213,1124.733609126238,1131.8926144591735,804.4151154039138,932.1668290586042,889.8285714285714,850.1678320676316,1134.4491243626692,993.5209424083769,887.9770919965822,791.7175813683161,681.7053763440861,597.7875559423172,527.1148246194573
Threads Created,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.4444444444444445,1,1.1111111111111112,1.1111111111111112,1.07775,2.994676131322094,2.9339499572284002,2.641733181299886,2.6886702127659574,2.6434409888357258,2.1546812749003985,2.1937665782493365,2.6528769841269844,1.6256096036013505,1.6256096036013505,3.6028823058446755,3.6028823058446755,3.6028823058446755,3.6028823058446755,3.6028823058446755,1.028614307153577,0.8558468957203136,0.7881378618035804,0.7505052314748459,0.752162467092892,0.6683747354350006,0,0,0,0,1.8842828641099536,1.8675205684367988,1.8995357448020507,1.9469403852540683,2.02463162086818,2.1765663848831425,2.6186300463269356
Created Tmp Disk Tables,8.88888888888889,9.11111111111111,9,9,8.777777777777779,9.11111111111111,9,9,9.11111111111111,9,9.11111111111111,7.7598,8.873114463176575,7.932531365839749,6.9345496009122005,6.049507978723405,5.057017543859649,4.309362549800797,3.6132625994694956,2.6528769841269844,5.752157058897087,5.752157058897087,14.611689351481184,14.611689351481184,14.611689351481184,14.611689351481184,14.611689351481184,6.34312156078039,6.7041340164757885,7.22459706653282,8.00538913573169,9.151310016296852,9.134454717611673,6.642975413948821,7.542577733199598,7.2,6.879087261785356,8.978053646641543,8.019353029169782,7.151193392195955,6.298924775821986,5.478414974113899,4.737232720039781,4.313037723362012
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2033626901521215,4.2033626901521215,4.2033626901521215,4.2033626901521215,4.2033626901521215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,2.2222222222222223,3.666666666666667,4.555555555555555,6.333333333333334,8.666666666666668,11.11111111111111,13.555555555555557,15.777777777777777,15.196275,16.19343389529725,14.452420159680639,13.759026985936908,12.211043882978725,10.114035087719298,7.900498007968127,5.677984084880636,3.745238095238095,17.506564961860697,17.506564961860697,22.017614091273018,22.017614091273018,22.017614091273018,22.017614091273018,22.017614091273018,9.42896448224112,9.842239300783605,12.872918409458482,16.386030887200803,17.17437633195437,17.15495154283168,14.393113396889111,19.514923341452928,18.628571428571426,17.79827339160338,19.175349146530703,15.818997756170528,12.402851039589859,12.025220026569245,10.480446037435284,8.962332173048235,3.6968894771674385
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.22222222222222,28.888888888888893,30,29.111111111111114,27.888888888888893,30.333333333333336,30.111111111111114,29,30,29.555555555555554,30,24.680474999999998,28.061224489795922,25.53623110921015,21.13386545039909,18.596635638297872,15.860645933014354,12.92808764940239,11.09787798408488,7.646527777777777,17.631611854445417,17.631611854445417,50.44035228182546,50.44035228182546,50.44035228182546,50.44035228182546,50.44035228182546,21.25802901450725,22.822583885875027,24.56363002621159,26.517851512111225,29.208975805440637,29.297092569900855,20.913070747616658,24.30386158475426,23.2,22.165947843530592,28.59676346708047,25.37630890052356,23.01790373113073,21.187292427764863,18.459876543209877,15.876131277971158,14.017372600926539
Sort Rows,87.11111111111111,98,98,98,87.11111111111111,108.88888888888889,98,98,108.88888888888889,98,108.88888888888889,84.4956,86.95652173913044,85.19321357285429,64.72246294184721,65.87242021276596,45.05342902711324,35.193127490039835,37.93925729442971,15.293055555555554,61.27297736651245,61.27297736651245,98.07846277021618,98.07846277021618,98.07846277021618,98.07846277021618,98.07846277021618,67.20280140070034,83.87299578059073,77.23751045675088,85.80776479862405,98.28256236680456,109.16787345438343,84.39039136979429,82.13029087261785,78.4,74.90561685055165,97.76102859676347,96.8913612565445,87.60211905440045,78.56477084025241,58.35702907208283,50.18906016907011,60.38252812706817
