Avg Threads Running,1,1,2.0999999999999996,2.9000000000000004,3.2,4.4,4.8,5.3,5.9,6.5,6.8999999999999995,7.1,6.9,6.666666666666667,7,6.142857142857143,6.333333333333333,6.4,6.25,6,6.5,10,321,315.5,313,310.75,309.2,308.3333333333333,307.7142857142857,306.875,296.55555555555554,296.55555555555554,293.5,291.14285714285717,288.3333333333333,285.2,280.75,273,257.5,214,309,306,305,304,303,302.1666666666667,301.57142857142856,301.125,300.77777777777777,300.4,299.2,298.5,282,279.8888888888889,277.5,274.5714285714286,270.66666666666663,265.2,257
Peak Threads Connected,1,1,12,12,12,13,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,321,321,321,321,321,321,321,321,321,321,310,308,304,304,304,304,301,214,309,309,309,309,309,309,309,309,309,309,303,303,301,299,298,298,298,298,297
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,78,89,103,113,116,121,121,121,146,146,146,146,146,146,146,146,146,146,105,141,151,158,164,166,168,168,168,168,168,168,168,168,168,168,166,161,151
Questions,38.111111111111114,37.66666666666667,141.77777777777777,300.33333333333337,413.6666666666667,532.3333333333334,672.7777777777778,786.1111111111111,923.4444444444446,1056.3333333333335,1169.4444444444446,1192.888888888889,1158.888888888889,1011.8994749999999,902.1181428571429,771.1319,666.09456,536.72975,412.66653333333335,308.8716,189.44959999999998,156.48654467168998,160.96692586832555,162.04025833617845,163.02960358869942,164.62307161696083,164.64072215663126,171.33436076119006,248.3733738491613,230.08424533358556,160.82419999999996,129.46009999999998,113.78928,104.9194,100.08793333333332,102.258,111.43139999999998,116.37178318135764,103.54257674886765,105.45583082245287,115.01594243792324,117.1421014638059,118.81649407048606,121.02585107035513,123.33949229998748,124.95827306108822,74.55555555555556,77.44444444444444,185.66666666666669,165.75795,160.60642857142855,157.4932333333333,155.39208000000002,154.95255,153.33133333333333
Threads Created,0,0,0.11111111111111112,0.4444444444444445,0.4444444444444445,0.5555555555555556,0.5555555555555556,0.5555555555555556,1,1,1,0.888888888888889,0.5555555555555556,0.538875,0.4355428571428571,0.4414666666666666,0.44976000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888888888888889,0.8622,0.8710857142857142,0.8829333333333332,0.8995200000000001,0.9244,0.9658666666666667
Created Tmp Disk Tables,8.88888888888889,9,9.11111111111111,8.88888888888889,9.11111111111111,9,9.11111111111111,8.88888888888889,8.777777777777779,9.11111111111111,8.88888888888889,8.777777777777779,9,7.7598,6.8598,5.9597999999999995,5.17224,4.27535,3.2598,2.4909,1.6219999999999999,2.445102260495156,2.8987687921202694,3.812711960851258,4.854479511326037,5.6237695272874815,6.772804576376005,7.668111250850464,8.32995254761004,7.7165712889393365,6.642028571428571,5.9597999999999995,5.059800000000001,4.04425,3.2598,2.0976,1.1354,1.6726950354609929,2.8761826874685457,3.7975783952683857,4.842776523702032,5.74225987567676,6.64191581760481,7.421961193236418,8.207000438212095,8.790475130744408,9,9.11111111111111,9.11111111111111,7.7598,6.8598,5.9597999999999995,5.17224,4.3909,3.501266666666667
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,2.666666666666667,3.2222222222222223,3.444444444444444,4.888888888888889,6.777777777777779,8.444444444444445,12,13.11111111111111,16.11111111111111,18.555555555555557,19.666666666666668,18.860625,17.639485714285712,16.003166666666665,14.6172,11.3239,10.624533333333334,7.9971000000000005,2.433,3.9121636167922498,3.7513478486262315,3.3727836576761128,3.101473021124968,2.939697707445729,2.8322637319390567,2.7557274807743855,2.81575860764283,2.6084184638668177,0.8710857142857142,0.2207333333333333,0.11244000000000001,0.11555,0.12073333333333333,0.1311,0.16219999999999998,2.6285207700101316,1.861059386009059,1.6066677826135478,1.6142588412340104,1.5312693001804694,1.475981292801069,1.4365086180457582,1.406914360836359,1.3352620451763657,0.11111111111111112,0.11111111111111112,0.4444444444444445,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0.36219999999999997
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,29,28.555555555555554,28.333333333333336,29.444444444444446,28.666666666666668,29.666666666666668,28.555555555555554,28.555555555555554,28.888888888888893,28,28.888888888888893,28.666666666666668,24.788249999999998,22.757114285714284,19.424533333333333,17.20332,13.866,11.348933333333333,8.6526,5.3526,8.802368137782562,9.037337998963194,11.584778650278823,14.967978493255282,17.765999188476364,21.549832743014562,24.56191885038039,26.749706772606885,24.77997540673477,20.90605714285714,19.314166666666665,16.75356,13.51935,10.745266666666668,6.948300000000001,3.7306,7.407649442755826,9.13610971313538,11.976978015846447,16.68067469275144,19.396077802285944,21.64772562774901,23.822101249258825,26.37964426568173,28.819405808389895,28,30.111111111111114,30.555555555555554,25.111575,22.321571428571424,19.976366666666664,17.765520000000002,15.252600000000001,11.831866666666667
Sort Rows,84,84,84,74.66666666666667,93.33333333333334,93.33333333333334,84,84,74.66666666666667,93.33333333333334,74.66666666666667,74.66666666666667,84,63.3717,54.8784,55.62479999999999,47.2248,38.824799999999996,20.2832,22.0248,13.624799999999999,20.538858988159312,14.323328149300156,24.63598497780813,33.98135657928226,42.94514911746804,62.063518299881935,70.45077211718863,68.98608588724935,63.90625236473704,54.8784,55.62479999999999,47.2248,38.824799999999996,30.424799999999998,11.0124,0,0,14.211726220432814,24.53819886173418,45.199247554552294,53.594425506316426,61.9912142976449,70.38892228424216,68.9388036809816,74.77467452987648,84,93.33333333333334,93.33333333333334,72.4248,64.0248,55.62479999999999,47.2248,48.531,40.5664
