Avg Threads Running,2,2,2.5,3.1999999999999997,4.1,4.9,5.3,5.7,6.1,7.3999999999999995,8.1,8.3,8.4,8.5,8.299999999999999,8.299999999999999,9.1,9.9,10.333333333333334,9.750000000000002,9.857142857142856,12.57142857142857,12.428571428571429,13,13.666666666666666,14.4,14.5,14.666666666666668,14.666666666666668,15.75,14.8,12.4,12,11.4,11.5,13.142857142857142,13.142857142857142,14.75,14.75,14.142857142857144,14.666666666666664,15.4,18,20.333333333333332,24.5,26,36,46,46,46,46,46,46,46,46,46,40,40,40,40,40,40,44,50.333333333333336,56.25,65.6,82.4,93.16666666666667,103.28571428571429,112.625,122.33333333333333,132.5,151.5,170.70000000000002,189.5,203.9,216.29999999999995,222.8,222.60000000000002,227.55555555555557,230.99999999999997,232.00000000000003,231,226.2,217.25,207.33333333333331,187,162,12,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,21.333333333333332,26,35
Peak Threads Connected,2,2,7,9,11,11,11,11,11,15,15,15,15,15,15,15,15,15,15,14,14,23,23,23,23,23,23,23,23,23,23,19,19,19,19,23,23,26,26,26,26,26,26,26,26,26,46,46,46,46,46,46,46,46,46,46,40,40,40,40,40,40,48,63,74,103,124,147,164,178,200,224,238,255,262,262,262,262,262,262,262,262,262,262,248,248,212,162,12,17,17,17,17,17,17,17,17,35,35,35
Peak Threads Running,1,1,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,5,14,14,14,14,14,14,14,14,14,17,17,17,17,17,17,17,17,17,17,14,14,14,14,14,14,21,39,64,93,117,140,154,170,192,216,229,244,254,254,254,254,254,254,254,254,254,254,241,240,195,147,1,4,4,4,4,4,4,4,4,12,12,12
Questions,38.44444444444444,37,45.55555555555556,183.77777777777777,317.33333333333337,441.44444444444446,562.2222222222223,676,780.6666666666667,908.4444444444446,1056.5555555555557,1194,1187.888888888889,1197.3333333333335,1187.2222222222222,1230,1238.2222222222222,1244.5555555555557,1077.9655500000001,941.7525428571428,805.1248333333333,1221.4951197870455,1185.2222222222222,1181.2222222222222,1018.780875,914.0571,825.9146000000001,300.6,300.6,1127.75,1117.0970614425646,1143.3333333333335,1142.3333333333335,588.3353413654619,687.8522471910112,820.325635026738,778.0500000000001,1115.2788197049263,971.1051334262138,870.2348588537212,747.9029331559693,650.177039289988,544.3033134030891,455.53865295288654,351.2856504468719,1199.444752915047,1151.9323270857521,1143.5735778764868,1133.600701842336,1124.7354939302818,558.985841772152,640.475191919192,729.4291820728292,831.0055457348406,927.2092688679246,1020.0000000000002,1036.6666666666667,1037.3333333333335,1050.2222222222222,1087.6666666666667,1153.888888888889,1180.5555555555557,1185.888888888889,1046.06415,923.5686285714285,799.6065,694.317,578.32775,443.4535333333333,289.9932,171.932,240.44989615784007,199.4,199.4,199.4,199.4,199.4,199.4,199.4,1151.7310475342315,1165.71072319202
Threads Created,0,0,0,0,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.5555555555555556,0.4444444444444445,0.6666666666666667,1.3333333333333335,1.3333333333333335,0.8622,0.8710857142857142,0.8829333333333332,3.1055900621118013,3.1111111111111116,3.1111111111111116,2.8996500000000003,2.2848571428571427,2.374,0,0,2,1.7809439002671414,1.777777777777778,1.777777777777778,0,0,1.2300579322638148,1.1666666666666667,2.000500125031258,1.7418926160111456,1.761163387510693,1.7924575989358165,1.8389309932189868,1.915296462381664,2.064764432647644,0.9363455809334658,5.330372015546918,2.653839774423619,4.728471127668721,5.389146509587667,7.907339347366078,10.37404430379747,12.646,14.27839775910364,15.570873586844808,17.945985849056605,19.888268156424584,19.22222222222222,20,17.666666666666668,15.444444444444446,14.444444444444446,13.444444444444446,11.88888888888889,9.0531,6.424257142857142,5.187233333333333,3.3731999999999998,2.65765,2.5354,1.0488,0,0,0,0,0,0,0,0,0,3.562284314816877,3.9900249376558605
Created Tmp Disk Tables,9,9,9,8.88888888888889,8.88888888888889,8.777777777777779,9.11111111111111,9.11111111111111,8.777777777777779,9,9.222222222222223,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,9,9.11111111111111,7.652025,6.750914285714285,6.070166666666666,8.762200532386867,8.777777777777779,9.11111111111111,7.9182749999999995,7.083057142857141,6.4098,2.85,2.85,9.25,9.016028495102404,9.11111111111111,9,4.843373493975904,5.742736757624398,6.396301247771836,6.066666666666667,8.877219304826207,7.729648483549459,7.044653550042772,6.049544396408381,5.1719934184284,4.18971101145989,3.355242203052422,2.9650943396226417,8.995002776235424,9.122574224581191,9.170368247599942,9.023687178844465,9.243791068047667,4.85020253164557,5.875919191919193,6.769929971988796,7.6656608427543675,8.327875786163522,8.93854748603352,9,9.222222222222223,9,8.88888888888889,9,9,9,7.975350000000001,7.077571428571427,6.070166666666666,5.059800000000001,4.1598,3.501266666666667,2.3598,1.4598,1.9293873312564902,1.6,1.6,1.6,1.6,1.6,1.6,1.6,9.128353556718247,9.226932668329178
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.3333333333333335,3.555555555555556,3.7777777777777777,5.111111111111112,5.222222222222222,6.333333333333334,7.111111111111112,8.222222222222223,12.11111111111111,12.777777777777779,13.777777777777777,18,17.88888888888889,18.22222222222222,17.666666666666668,16.3818,15.461771428571428,11.809233333333333,20.408163265306122,19.77777777777778,16.11111111111111,14.94435,14.851571428571427,14.8375,3.15,3.15,17,16.69634906500445,18,20.22222222222222,9.14859437751004,13.399719101123594,13.653643048128345,12.95,18.00450112528132,15.677033544100311,14.30945252352438,11.650974393082807,8.849855404866373,9.097658196312903,5.032863304578632,5.149900695134062,24.764019988895054,20.898988223586002,19.916893537756128,18.67401930066424,19.489920926606526,8.08367088607595,10.857676767676768,10.954977591036414,10.660059609455292,12.902342767295599,13.519553072625701,12.11111111111111,14,14.11111111111111,16.11111111111111,15.777777777777777,16.77777777777778,16.88888888888889,14.118525,13.066285714285712,13.133633333333332,10.34448,7.51075,4.3464,1.8354,0.16219999999999998,0.7235202492211839,0.6,0.6,0.6,0.6,0.6,0.6,0.6,21.151063119225206,23.316708229426435
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,28.444444444444446,28.888888888888893,27.888888888888893,28.444444444444446,28.111111111111114,30.22222222222222,30.333333333333336,28.22222222222222,29.22222222222222,30.22222222222222,28.888888888888893,29.77777777777778,29.77777777777778,29.111111111111114,28.333333333333336,29,29.111111111111114,23.49495,21.014942857142856,18.5416,27.50665483584738,27.77777777777778,30,26.431425,23.305542857142857,22.078200000000002,10.95,10.95,30.5,29.051647373107745,28.555555555555554,28.555555555555554,14.53012048192771,18.376757624398074,20.049944295900183,19.01666666666667,28.507126781695423,24.821969778158827,23.225342172797262,20.277176587961424,16.320512564818507,14.36472346786248,10.840013271400132,10.143743793445879,28.650749583564686,29.026372532758337,29.660409800831065,29.828299285624762,30.627018598953118,16.706253164556962,19.28834343434344,22.64849299719888,24.434293936279545,27.44680188679245,29.16201117318436,29.22222222222222,29,28.77777777777778,27.888888888888893,29.666666666666668,29.111111111111114,29.555555555555554,25.4349,22.757114285714284,19.314166666666665,16.416240000000002,12.82605,11.469666666666667,6.8172,3.8928,5.305815160955348,4.4,4.4,4.4,4.4,4.4,4.4,4.4,29.500166982077264,30.29925187032419
Sort Rows,50,50,50,44.44444444444444,50,44.44444444444444,55.55555555555556,55.55555555555556,44.44444444444444,50,55.55555555555556,50,55.55555555555556,50,50,50,50,55.55555555555556,43.11,38.11,38.62833333333333,44.36557231588288,44.44444444444444,55.55555555555556,44.61,39.985,35.61,22.5,22.5,56.25,50.08904719501335,50,50,26.907630522088358,31.904093097913325,30.75144830659537,29.166666666666668,50.01250312578144,43.54731540027864,44.02908468776732,39.21000997672098,28.733296769046667,23.9412057797708,19.357166556071665,23.408639523336642,44.419766796224316,49.75949577044286,57.60137555523714,50.38225341521494,56.130972268626806,27.48448101265823,39.08763636363637,43.943,48.86858787255909,47.855962264150946,51.284916201117326,51,56.66666666666667,51,51,51,51,51,49.468725,44.425371428571424,33.7722,28.672200000000004,23.5722,24.629600000000003,13.372199999999998,8.2722,0,0,0,0,0,0,0,0,51.09651564065457,57.231920199501246
