Avg Threads Running,2,2,2.6,3.5999999999999996,3.9,4.5,5.3,6.1000000000000005,6.7,7.199999999999999,7.7,8.3,8.333333333333334,7.875,8.285714285714285,8.333333333333334,8,7.5,7.333333333333333,7.5,8,13,13,18,18,18,21.333333333333336,21.333333333333336,21.333333333333336,21.333333333333336,21.333333333333336,25.5,25.5,28,28,28,56,56,56,56,56,56,56,56,56,56,60,77,72.66666666666666,72.66666666666666,69.25,69.25,69.25,69.25,61,61,61.25000000000001,50.333333333333336,43.5,45.66666666666667,39,39,36,36,40,41,40.5,38.4,37.666666666666664,33.16666666666667,32.142857142857146,31.000000000000004,31.142857142857142,31.5,31.333333333333332,29.999999999999996,30.333333333333332,30.375,29.857142857142858,31,32,34.25,34.25,34.333333333333336,36.5,42,97,97,97,97,97,69,52,43.25,39.2,37.333333333333336,25.166666666666664,24.71428571428571,24.71428571428571
Peak Threads Connected,2,2,8,12,12,12,12,12,12,12,12,12,12,10,10,10,10,8,8,8,8,13,13,23,23,23,28,28,28,28,28,28,28,28,28,28,56,56,56,56,56,56,56,56,56,56,60,94,94,94,94,94,94,94,94,94,94,64,59,59,50,50,50,50,50,50,50,50,50,43,43,43,43,43,43,39,42,42,42,42,42,42,42,42,42,42,97,97,97,97,97,97,97,97,97,97,41,41,41
Peak Threads Running,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,6,6,6,6,6,6,6,6,6,6,38,38,38,38,38,38,38,38,38,38,38,54,54,54,54,54,54,54,54,54,54,49,41,41,30,30,30,30,30,30,30,30,30,25,25,25,25,25,25,22,25,25,25,25,25,25,25,25,25,25,75,75,75,75,75,75,75,75,75,75,33,33,33
Questions,37.44444444444444,39.88888888888889,51.911960871498444,204,370.22222222222223,515.7777777777778,652.6666666666667,766.4444444444445,886.6666666666667,1069.6666666666667,1207.2222222222222,1308.2222222222222,1118.165625,961.4608571428571,826.5359666666666,698.36484,596.1224500000001,487.03826666666663,306.6429,173.0674,435.47824773413896,548.9727089627391,450.8,808.4107608913873,922.4440875326239,955.8558522385065,841.8225255972695,727.7891989560328,644.5341235392322,530.1434724540902,222.51576763485477,345.34903258655805,305.25000000000006,594.5415306720228,573.4666666666667,573.4666666666667,573.4666666666667,1105.876456584388,1105.876456584388,935.7570970500213,862.6443534984212,807.8901950975487,1098.5899855667815,1072.0702735076861,1072.0702735076861,1095.8031476392705,1095.8031476392705,834.6263430096764,1124.1241241241241,1127.4734728993403,1131.0509154752947,1135.5025629596612,962.898932205819,1128.995863106431,1120.8644313244959,784.8166666666666,1140.7324084489437,1120.044543429844,1103.1763660595293,1105.7777777777778,954.2124535714286,849.017657142857,735.1627333333332,632.8596399999999,414.1333333333334,377.2763007720711,285.1425,191.1144578313253,1108.843537414966,1099.1126736983092,1084.3252545532769,1115.5148626614823,1130.7255098629219,721.5955075376885,837.3278465829846,794.0333333333334
Threads Created,0,0,0,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4444444444444445,0,0,0,0,0,0,0,0,0.9660120845921452,1.2177744209466264,1,2.4195392491467578,2.760836177474403,2.860836177474403,2.5195392491467574,2.1782423208191126,2.257562604340568,1.8568948247078467,7.714522821576763,5.430549898167007,4.800000000000001,4.699933048790694,4.533333333333333,4.533333333333333,4.533333333333333,4.636010524996868,4.636010524996868,0.5920265070542967,0.6351379424962605,0.5356178089044522,4.77406461640946,7.98562587342783,7.98562587342783,5.370971771171622,5.370971771171622,0.7357857857857858,2.1688355021688355,1.8640665328362491,1.6302984700275895,2.117227546244707,1.9613472839329222,2.883289457189419,2.562103152500835,1.5166666666666664,2.4996875390576174,2.2271714922048997,2.554420257663261,3.7777777777777777,3.0427,3.0821333333333327,2.3526999999999996,2.4137399999999998,1.8666666666666667,1.700537092984223,1.8354,1.7891566265060237,2.4009603841536613,2.0090406830738323,1.7209235623117742,1.6305029474476356,2.897581633790259,1.787075376884422,1.7223905160390516,1.6333333333333335
Created Tmp Disk Tables,9,9.222222222222223,9.004001778568252,9,9,9.11111111111111,9,9,9,8.777777777777779,8.777777777777779,8.88888888888889,7.7598,6.750914285714285,5.739066666666666,4.83492,4.1598,3.0183333333333335,2.3598,1.4598,3.0912386706948642,3.8968781470292044,3.2,6.26233688014455,7.145693635816102,7.404517165227867,6.521160409556313,5.637803653884761,5.267646076794659,4.332754590984975,2.4107883817427385,3.22438900203666,2.8500000000000005,4.9763996987195585,4.800000000000001,4.800000000000001,4.800000000000001,9.02142588648039,9.02142588648039,7.3411286874732795,6.732462190460362,6.427413706853426,9.104030198734318,9.183469754442005,9.183469754442005,9.118161378965777,9.118161378965777,6.622072072072072,9.00900900900901,8.890163464295956,8.903937797842989,9.137508357477156,7.6002207252400735,9.151310016296852,8.91166313913334,6.183333333333333,8.998875140607423,9.131403118040089,8.996001776988006,9.222222222222223,7.824085714285713,7.1549523809523805,6.049799999999999,5.4021799999999995,3.7333333333333334,3.401074185968446,2.3598,1.7891566265060237,9.203681472589036,9.208103130755065,9.034848702136813,8.905054559137088,9.138526691184664,5.488874371859297,6.643506276150627,6.300000000000001
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3394093686354379,0.30000000000000004,0.2764666499288643,0.2666666666666667,0.2666666666666667,0.2666666666666667,0.2505951635133442,0.2505951635133442,0.23681060282171867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11139578923916675,0.11666666666666665,0.12498437695288087,0.11135857461024498,0.11106175033318526,0.11111111111111112,0.10866785714285714,0.11007619047619047,0.11203333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,4.555555555555555,6,9.333333333333334,11,13.555555555555557,15.666666666666668,23.444444444444446,25.333333333333336,26.666666666666668,21.447225,20.252742857142856,17.2172,15.854040000000001,13.634899999999998,11.9526,3.8019,1.9464,2.898036253776435,3.653323262839879,3,12.240022083918893,13.966583015458744,14.472465368399924,12.745904436860068,11.019343505320217,13.357245409015027,10.986627712854759,2.4107883817427385,4.751731160896131,4.200000000000001,8.432232822830361,8.133333333333335,8.133333333333335,8.133333333333335,15.286304974313996,15.286304974313996,13.261393758016245,11.940593318929698,10.89089544772386,11.21350061063617,7.98562587342783,7.98562587342783,10.866849862603049,10.866849862603049,11.52731064397731,17.684351017684353,21.07829079437912,23.325808878856282,24.40383329618899,23.90392002293249,26.200325937069074,24.28428205413835,18.549999999999997,26.37170353705786,26.391982182628063,24.766770324300314,23.333333333333336,19.234210714285716,16.95173333333333,15.684666666666663,15.057139999999999,10.533333333333335,9.595887881839541,6.948300000000001,4.228915662650602,10.804321728691475,9.710363301523524,10.325541373870644,12.667753668631631,13.373453694416582,10.594804020100502,11.687649930264993,11.083333333333334
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.555555555555554,30.444444444444446,28.790573588261452,28.77777777777778,28.333333333333336,29.888888888888893,28.666666666666668,28.888888888888893,29.444444444444446,27.888888888888893,28.333333333333336,28.333333333333336,25.111575,21.559371428571428,17.879399999999997,15.516720000000001,13.4038,9.175733333333334,7.0794,3.7306,9.466918429003021,11.934189325276938,9.8,20.352594860469786,23.22350431640233,24.06468078699057,21.19377133105802,18.322861875125476,17.684240400667782,14.545676126878131,7.714522821576763,10.182281059063136,9.000000000000002,15.896832370909701,15.333333333333334,15.333333333333334,15.333333333333334,29.94612203984463,29.94612203984463,24.509897392047883,22.737938341366128,22.138869434717357,30.420783834795156,29.946097025354362,29.946097025354362,28.728453659755182,28.728453659755182,19.620954287620954,28.695362028695364,27.81760825924864,27.84048156508653,28.861154446177846,24.762009459653143,30.21185909489783,28.40592625598752,19.016666666666662,28.246469191351075,28.173719376391983,29.320302087960908,29.444444444444446,24.776271428571427,22.565619047619045,18.59753333333333,17.47088,11.866666666666669,10.81055723397113,8.1282,4.716867469879517,30.012004801920767,29.298509961493387,28.96887996558153,28.3456666248589,29.867379917530364,17.232512562814073,21.160797768479775,20.06666666666667
Sort Rows,85,94.44444444444444,94.48643841707425,85,85,85,85,85,85,75.55555555555556,75.55555555555556,75.55555555555556,73.287,64.78699999999999,46.90583333333333,38.229600000000005,39.287,20.52466666666667,22.287,13.787,16.422205438066463,20.702165156092647,17,48.39078498293516,55.216723549488066,57.216723549488066,50.39078498293515,43.56484641638225,47.97320534223707,39.45901502504174,20.491701244813278,28.849796334012222,25.500000000000004,46.99933048790694,45.333333333333336,45.333333333333336,45.333333333333336,85.20235559453702,85.20235559453702,70.45115433946131,64.78407013461857,60.703351675837915,84.9339402686799,84.84727490517068,84.84727490517068,95.55333499875094,95.55333499875094,83.38905572238906,99.26593259926594,85.31689131058216,85.27715073990468,94.7180744372632,62.5179446753619,85.2450796038611,75.74913668263339,49.58333333333333,74.36570428696412,85.18930957683742,84.96223900488673,94.44444444444444,73.89414285714285,74.85180952380952,57.136999999999986,58.6194,45.333333333333336,41.29875797247398,22.287,27.650602409638548,85.03401360544217,85.38422903063787,73.1392513982504,74.6268656716418,85.2557673019057,43.40040201005026,62.744225941422584,59.5
