Avg Threads Running,1,1,2,2.4,3,3.7,4.1,5,5.3,5.8,6.5,7,7,8.2,8.333333333333332,8.375,8.857142857142858,8.666666666666666,9.6,10.5,11.333333333333334,14,17,24,24,24,24,24,24,24,24,24,24,23,20.5,20.5,20.5,20.5,20.5,20.5,20.5,21.666666666666668,21.666666666666668,20,32,46.75,64.4,83.33333333333334,103.71428571428572,121.875,136,161,169.8,192.89999999999998,212.4,228.2,239.39999999999998,245.9,246.9,245.7,245.7,245.70000000000002,245.70000000000002,244.10000000000002,239.79999999999998,221,201.1,196.44444444444446,191.5,170.75,146.75,119.25000000000003,100.71428571428571,78.66666666666666,53.2,51.25,52.333333333333336,44.75,40,32.25,24,21.5,21.5,21.5,21.5,21.5,21.5,32,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42
Peak Threads Connected,1,1,11,11,11,11,11,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,24,24,24,54,91,135,178,226,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,233,206,71,71,71,71,71,57,29,22,22,22,22,22,22,43,43,43,43,43,43,43,43,43,43,42,42,42,42,42,42,42,42
Peak Threads Running,1,1,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,11,11,11,11,11,11,11,11,11,11,9,9,9,9,9,9,9,9,9,9,15,51,88,131,175,224,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,208,167,51,45,45,45,45,41,13,8,8,8,8,8,8,25,25,25,25,25,25,25,25,25,25,17,17,17,17,17,17,17,17
Questions,36.44444444444444,37,72.33333333333334,217.44444444444443,358.44444444444446,508.44444444444446,634,746.5555555555555,873.7777777777777,990.4444444444446,1123.6666666666667,1221.111111111111,1205.111111111111,1190.888888888889,1005.10965,889.0518571428571,784.9277333333332,666.09456,560.4175,436.0888,310.9692,192.36919999999998,264.85210843373494,224.6,224.6,224.6,224.6,224.6,224.6,1161.6616616616616,1161.6616616616616,1120.9596801066311,371.4599547131835,399.10154483798044,434.3638676972496,477.0249891322521,522.6953480876665,572.6099486279915,511.4129829640352,318.01124905944323,305.6607978604858,257.22222222222223,219.11111111111114,203.55555555555557,181,167.77777777777777,177.77777777777777,230.44444444444443,250.55555555555557,252.33333333333334,251.11111111111114,275.8888888888889,416.24083536991776,600.775623268698,698.5555555555555,641.26125,593.7538,980.4203539823009,1073.5749005744588,1205.3333333333335,1153.0730666666666,995.9997113460988,799.0887050209205,679.8608533333332,310.05000000000007,1131.3612434194033,1126.3392857142858,1156.265727226975,1146.4285714285713,213.2,213.2,213.2,213.2,213.2,175.09755600814665,1169.2137320044299
Threads Created,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.7777777777777779,0.754425,0.7621999999999999,0.7725666666666666,0.67464,0.6933,0.7243999999999999,0.7866,0.9732,0,0,0,0,0,0,0,2.1271271271271273,2.1271271271271273,1.9993335554815062,4.6335961086883595,9.29433559407184,14.444095061232684,19.200692191941148,24.423886262713076,28.19195589525122,25.05288943324797,26.266415851517433,24.960998439937594,21.666666666666668,17.555555555555557,14.222222222222223,10.777777777777779,7.777777777777779,7,10,11.333333333333334,11.333333333333334,11.333333333333334,11.333333333333334,10.33103754721173,8.975069252077562,6.666666666666667,4.7421,1.8510571428571427,3.4292035398230083,3.6456031816173224,3.666666666666667,3.6253249999999992,3.129614175478708,3.218887029288703,3.3349866666666665,0.30000000000000004,1.1281022812735022,1.3392857142857142,1.2581781580271765,1.4285714285714286,0.6,0.6,0.6,0.6,0.6,0.4927698574338086,3.6544850498338866
Created Tmp Disk Tables,8.777777777777779,8.777777777777779,8.88888888888889,9.11111111111111,9,9.11111111111111,9,8.88888888888889,8.88888888888889,9.222222222222223,9.11111111111111,9.11111111111111,9,9,7.652025,6.750914285714285,5.9597999999999995,5.17224,4.04425,3.2598,2.3598,1.2975999999999999,1.6509036144578313,1.4,1.4,1.4,1.4,1.4,1.4,7.632632632632633,7.632632632632633,8.219482394757303,4.479142905065414,5.132692790756091,5.985841196546879,6.982069887978599,7.738260994126915,9.272021049993736,9.01904019596927,8.325515738650614,8.914642299977713,8.777777777777779,9.11111111111111,8.88888888888889,8.88888888888889,9,8.88888888888889,9,8.88888888888889,9,9.222222222222223,8.777777777777779,9.220173294823372,9.085872576177284,9.11111111111111,7.8675749999999995,7.077571428571427,8.960176991150442,8.837825894829873,8.777777777777779,7.9098,6.818088025150042,5.977933054393306,5.121586666666666,2.7,9.024818250188018,9.040178571428573,9.05888273779567,9,1.8,1.8,1.8,1.8,1.8,1.4783095723014257,8.970099667774086
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,1.777777777777778,5.222222222222222,7.333333333333334,7.555555555555555,8.222222222222223,10.555555555555555,11.777777777777779,13.222222222222223,15.555555555555557,14.222222222222223,11.777777777777779,9.376425000000001,9.255285714285714,8.718966666666665,6.521520000000001,5.4308499999999995,4.104933333333333,1.4421,1.4598,4.952710843373493,4.2,4.2,4.2,4.2,4.2,4.2,24.274274274274273,24.274274274274273,19.660113295568145,1.081172425360617,1.6646571213262997,1.951904738004417,2.4935963885637853,2.9018478727975934,3.5083322891868187,3.117692907248636,2.81425884123401,2.6743926899933137,2.555555555555556,2,2.111111111111111,1.6666666666666667,1.6666666666666667,1.8888888888888888,2.3333333333333335,2.3333333333333335,2.3333333333333335,2.111111111111111,2.3333333333333335,4.665629860031104,12.520775623268696,20.444444444444446,19.18395,18.946114285714284,31.305309734513276,32.69995581087053,35.333333333333336,34.71523333333333,32.52563303801086,25.1762949790795,17.151359999999997,5.250000000000001,22.562045625470045,22.321428571428573,23.5279315551082,23.571428571428573,4,4,4,4,4,3.285132382892057,18.715393133997786
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,27.666666666666668,28.22222222222222,27.444444444444446,30.22222222222222,28.22222222222222,29.444444444444446,29.666666666666668,28.77777777777778,29,30,29.666666666666668,29.77777777777778,29,29.555555555555554,24.033825,21.450485714285712,19.09343333333333,16.078920000000004,13.1727,10.5038,7.6038,3.5683999999999996,7.311144578313252,6.2,6.2,6.2,6.2,6.2,6.2,24.774774774774777,24.774774774774777,26.102410307675218,14.981960751425694,17.062735493594573,19.6491743625778,23.439806052499584,25.632989543045408,30.69790753038466,28.950005567308768,27.087241346877352,28.638288388678404,28.22222222222222,29,29.22222222222222,27.77777777777778,28.333333333333336,27.555555555555554,29.22222222222222,28,29.22222222222222,29.111111111111114,28.888888888888893,30.437680515441013,30.470914127423818,30.22222222222222,26.51265,23.519314285714284,29.20353982300885,28.50198851082634,29,25.267416666666666,20.789579879965704,18.508600418410044,16.0794,8.850000000000001,29.581348708949616,29.464285714285715,29.31555108203321,29.28571428571429,5.6,5.6,5.6,5.6,5.6,4.59918533604888,29.014396456256925
Sort Rows,48,48,54,60,48,60,54,48,48,60,54,54,54,60,46.5588,41.1588,41.718599999999995,36.43056,24.9588,26.0784,21.2382,8.758799999999999,0,0,0,0,0,0,0,40.54054054054054,40.54054054054054,53.98200599800067,33.36189198255619,29.963828183873396,42.16114234089541,47.128971743855544,52.23326171035668,60.89462473374264,54.11424117581562,44.324576749435664,48.13906841987965,48,60,48,54,48,48,54,54,54,60,48,59.986669628971335,53.850415512465375,60,52.37865000000001,47.03862857142857,53.76106194690266,53.68979231109148,48,47.4588,36.21410688768219,31.039267782426784,25.727039999999995,16.200000000000003,54.1489095011281,54.24107142857143,54.35329642677402,54,10.8,10.8,10.8,10.8,10.8,8.869857433808553,53.820598006644516
