Avg Threads Running,1,1,1.9,2.6,3,3.4,3.9,5.1,5.555555555555555,7.222222222222222,9.444444444444445,10.5,10.571428571428571,11,12.2,14,16.666666666666668,18.5,18.5,21,27,22,22,22,22,22,22,22,18,18,15,14,14,14,14,14,14,14,18,45,53.5,70.33333333333333,90.25,110.4,132.5,149.71428571428572,162.625,172.66666666666666,180.7,201.5,220.6,235.5,245.8,252,253,253,252.3,252.3,252.3,252.3,252.20000000000002,252.11111111111111,252,224.24999999999997,220.14285714285714,214.66666666666669,208.4,197.25,137.25,77,18.666666666666668,18.666666666666668,18.666666666666668,12.5,12.5,12.5,12.5,12.5,12
Peak Threads Connected,1,1,10,10,10,10,10,13,13,16,21,21,21,21,21,21,21,21,21,21,27,27,27,27,27,27,27,27,27,27,18,18,18,18,18,18,18,18,18,45,62,104,150,191,243,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,252,31,31,31,13,13,13,13,13,12
Peak Threads Running,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,10,10,10,10,10,10,10,10,10,10,5,5,5,5,5,5,5,5,5,30,56,98,144,184,238,251,251,251,251,251,251,251,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,205,12,12,12,5,5,5,5,5,3
Questions,38,39.111111111111114,98.77777777777779,230.22222222222223,368.55555555555554,512.5555555555555,636.5555555555555,809,780.50655,1079.5164688920927,1202.6666666666667,1112.8675250000001,993.2174666666666,865.0093666666666,734.69648,628.2730666666668,472.6421333333333,227.2,186.46347914547306,261.4158461538462,217.8,217.8,217.8,217.8,217.8,217.8,1118.3454136465882,1111.3091922005572,1110.625,205,205,205,205,205,205,169.4463001027749,120.7804979253112,167.83793279022404,224.8458839406208,263.5087663975782,316.79231265108785,330.5257209926224,325.6017559694757,323.0915526117529,311.5796519410977,259.77777777777777,222.55555555555557,185.66666666666669,177.22222222222223,160.22222222222223,195.66666666666669,246.33333333333334,288.11111111111114,296.77777777777777,295.55555555555554,281.33333333333337,354.43740975230475,306.83379748219414,269.59917994328964,756.8705673758866,696.5827683615819,662.4880922551253,665.7351759628153,688.1309713375797,1290.8084163898118,1310.8814049127486,1157.2958500669342,1157.2958500669342,881.3965194109771,202.6,202.6,202.6,202.6,167.82381443298968
Threads Created,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.4311,0.7763114117777532,1.3333333333333335,1.3040142857142858,1.3209142857142855,1.0082999999999998,1.03446,1.07745,1.0325333333333333,1,0.820701932858596,0,0,0,0,0,0,0,1.6245938515371154,2.2284122562674096,2.5,1.4,1.4,1.4,1.4,1.4,1.4,1.1571942446043164,2.892946058091286,9.164052953156823,14.628879892037787,18.985557517658933,24.64365834004835,24.980164319248825,24.309362435381964,23.80674598191863,22.646140116019634,21.22222222222222,16.555555555555557,11.666666666666668,8.777777777777779,5,7,9.88888888888889,12.11111111111111,12.88888888888889,12.88888888888889,12.88888888888889,12.662445851382872,10.6696684055979,8.81968238102038,5.87322695035461,2.9660518444666,0.7821583143507972,0,0,1.4396456256921373,1.444926086473269,2.175368139223561,2.175368139223561,1.656760374832664,0,0,0,0,0
Created Tmp Disk Tables,9,9.11111111111111,8.777777777777779,9.222222222222223,9,8.88888888888889,9.11111111111111,9.222222222222223,7.8675749999999995,9.093933680825108,9,7.932753571428572,6.8247238095238085,5.937766666666666,5.1723,4.3098,3.3557333333333332,1.8,1.477263479145473,2.1604615384615387,1.8,1.8,1.8,1.8,1.8,1.8,9.122719320169956,9.13649025069638,9.125,1.8,1.8,1.8,1.8,1.8,1.8,1.487821171634121,1.9286307053941907,3.22438900203666,3.9497975708502024,4.712727043390515,5.873618049959711,6.644969818913481,7.5442848937392295,8.443771973882471,8.92458723784025,9.222222222222223,8.777777777777779,9,9.222222222222223,8.777777777777779,8.88888888888889,9.11111111111111,9.11111111111111,9.222222222222223,8.88888888888889,9,8.885926913251138,7.54420998375609,6.8597529630158505,9.197695035460992,7.909471585244266,7.039424829157174,6.184362549800797,5.478370488322718,9.191583610188262,9.225297321329332,9.036144578313252,9.036144578313252,6.881927710843373,1.8,1.8,1.8,1.8,1.4910309278350513
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11107408641563923,0.10777442833937272,0.10888496766691827,0.11081560283687944,0.10985377201728148,0.11173690205011388,0.11452523240371845,0.11909501061571126,0.22148394241417496,0.11114816049794377,0.16733601070950468,0.16733601070950468,0.12744310575635875,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.4444444444444445,1.1111111111111112,4.666666666666667,8.11111111111111,11.11111111111111,11.666666666666668,11.316374999999999,13.529998890983697,18,17.16952142857143,16.73158095238095,13.443999999999997,10.229659999999999,7.422433333333333,7.3568,8,6.565615462868768,5.281128205128206,4.4,4.4,4.4,4.4,4.4,4.4,16.245938515371158,14.596100278551532,13.625,0.2,0.2,0.2,0.2,0.2,0.2,0.16531346351490234,0.9643153526970953,1.0182281059063136,1.170310391363023,1.3464934409687186,1.7876228847703466,1.7227699530516432,1.6765077541642737,1.6418445504771468,1.5618027666220438,1.1111111111111112,0.888888888888889,0.6666666666666667,0.6666666666666667,0.22222222222222224,0.33333333333333337,0.4444444444444445,0.6666666666666667,0.7777777777777779,0.7777777777777779,0.7777777777777779,3.221148506053537,2.9099095651630633,2.939894127006793,16.400709219858157,16.14850448654038,16.201850797266513,16.491633466135458,17.14968152866242,25.802879291251383,26.56441035900856,19.57831325301205,19.57831325301205,14.910843373493975,5.6,5.6,5.6,5.6,4.638762886597938
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,29.77777777777778,28.888888888888893,29.555555555555554,27.666666666666668,27.555555555555554,29,30.333333333333336,26.08155,29.72163690806255,28.666666666666668,24.884939285714285,21.905161904761904,19.26973333333333,17.01112,13.527983333333333,9.938133333333333,5,4.1035096642929805,7.681641025641026,6.4,6.4,6.4,6.4,6.4,6.4,29.867533116720818,29.74930362116992,29.375,5.6,5.6,5.6,5.6,5.6,5.6,4.628776978417266,8.19668049792531,10.861099796334013,14.043724696356275,15.08072653884965,18.514665592264304,21.903789403085177,24.189611881513088,26.85588586137619,28.78179384203481,28.77777777777778,28,28.333333333333336,29.22222222222222,29.111111111111114,28,29.888888888888893,29.555555555555554,30,29.333333333333336,28.666666666666668,28.990336554481836,25.542539516431333,22.321418371718245,30.80673758865248,26.035343968095713,23.799960136674258,20.614541832669325,17.9833466029724,31.007751937984494,29.454262531955095,28.279785809906294,28.279785809906294,21.537884872824627,4.6,4.6,4.6,4.6,3.81041237113402
Sort Rows,82,82,72.88888888888889,91.11111111111111,82,72.88888888888889,91.11111111111111,91.11111111111111,79.53795,81.84540312742597,91.11111111111111,80.19687857142857,63.18373333333333,55.1204,56.55047999999999,39.26706666666667,31.750400000000003,32.8,26.919023397761954,19.68420512820513,16.4,16.4,16.4,16.4,16.4,16.4,92.22694326418394,82.22841225626742,82,0,0,0,0,0,0,0,19.768464730290454,41.74735234215886,35.98704453441296,44.16498486377397,62.82217566478647,60.5430583501006,78.5563633379831,76.93214465092917,82.32931726907631,91.11111111111111,72.88888888888889,82,91.11111111111111,72.88888888888889,82,82,91.11111111111111,91.11111111111111,82,82,81.97267577474176,61.862521866799945,62.49997144081109,91.31205673758866,72.50348953140578,64.58392938496583,56.80451527224435,49.30533439490446,91.80509413067553,92.25297321329332,83.33333333333333,83.33333333333333,63.46666666666666,16.6,16.6,16.6,16.6,13.750618556701031
