Avg Threads Running,2,2,3,3.8,4.4,4.800000000000001,5.2,5.699999999999999,6,6.6000000000000005,7,7.300000000000001,7.4,7.3999999999999995,7.6,8.2,7.999999999999998,7.900000000000001,8.4,8.3,8.2,8.4,8.200000000000001,7.7,7.6000000000000005,6.8999999999999995,7,7,6.9,6.800000000000001,6.8,6.5,6.2,6.899999999999999,6.4,6.7,7.1000000000000005,7.2,7.3,7.3,7.3,7.6000000000000005,7.6,7.1,7.3,7,6.7,6.7,6.699999999999999,7.1,7.1,7.1,7.400000000000001,7.6000000000000005,7.6,7.6000000000000005,7.499999999999998,7.499999999999999,7.5,7.3,7.3999999999999995,7.6000000000000005,7,7.899999999999999,9.1,10.3,11.1,11.7,12.200000000000001,12.7,13.8,14.4,15.7,15.7,15.1,14.899999999999999,15.1,15.3,15.3,15.8,15.399999999999999,15.7,15.5,15.399999999999999,15.8,15.7,15.8,15.8,16.5,16.333333333333332,17.11111111111111,17.444444444444443,18,18.666666666666668,19,19.714285714285715,20.714285714285715,20.999999999999996,20.714285714285715,20.75,20,19.25,19,18.333333333333332,18.333333333333332,18.333333333333332,17.4,16.6,15.75,14,14,13,17.5,17.5,16.333333333333336,14.250000000000002,13.200000000000001,12.8,13.166666666666668,13.166666666666668,13.166666666666668
Peak Threads Connected,2,2,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,12,12,12,11,11,11,11,11,11,11,9,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,21,21,21,15,15,13,22,22,22,22,22,22,22,22,22
Peak Threads Running,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,2,2,11,11,11,11,11,11,11,11,11,11,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,3,6,6,6,6,6,6,6,6,6
Questions,38.77777777777778,39.22222222222222,108.55555555555557,250.77777777777777,390.77777777777777,520.4444444444445,662.3333333333334,765.4444444444445,858.2222222222223,960.6666666666667,1086.6666666666667,1126.888888888889,1122.3333333333335,1131.3333333333335,1134.6666666666667,1124.4444444444446,1151,1181.2222222222222,1187.6666666666667,1185.6666666666667,1182.4444444444446,1174.4444444444446,1159.6666666666667,1140,1155,1162.4444444444446,1175.7777777777778,1175.4444444444446,1175.3333333333335,1218.4444444444446,1180.7777777777778,1151.5555555555557,1147.111111111111,1118.888888888889,1105.111111111111,1069.888888888889,1080.4444444444446,1076,1039.4444444444446,1097.4444444444446,1095,1123.3333333333335,1116.888888888889,1098.2222222222222,1113,1115.111111111111,1126,1131.5555555555557,1074.3333333333335,1094.6666666666667,1084.111111111111,1103.7777777777778,1108.111111111111,1119.7777777777778,1109.5555555555557,1091.6666666666667,1067.4444444444446,1080.111111111111,1036.6666666666667,1042.6666666666667,1029.6666666666667,1052,1035.6666666666667,1022.7777777777777,1011.6666666666667,1061.5555555555557,1049.4444444444446,1100.2222222222222,1066.3333333333335,1077.888888888889,1071.2222222222222,1075.888888888889,1094.7777777777778,1126.3333333333335,1092.6666666666667,1117.6666666666667,1088.3333333333335,1105.111111111111,1086.5555555555557,1087.6666666666667,1081.888888888889,1054.2222222222222,1019.7777777777777,1062.111111111111,1074.4444444444446,1073.5555555555557,1068.7777777777778,1062.111111111111,1058.7777777777778,916.9496999999999,1117.2757475083058,1143.2222222222222,1119.5555555555557,1112.5555555555557,985.9434678571428,884.4621904761904,1164.468580294802,1123.3333333333335,1115.3074027603514,1130.9921962095875,1129.4444444444446,1109.888888888889,972.0265333333333,647.88,647.88,609.6194554952783,535.9209,1106.8025703523158,1088.2133067530526,1079.7039567321378,1087.1224692997014,1155.0930558335,1155.0930558335,1123.0505079410502,1130.925507900677,1124.9164252284377,708.4884167168977,812.1036489877865,781.56,841.1980274385141
Threads Created,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0.7777777777777779,1,1.5555555555555558,1.5555555555555558,1.5555555555555558,1.5555555555555558,1.777777777777778,1.777777777777778,1.777777777777778,1,1,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.6666666666666667,0.6666666666666667,1.1111111111111112,1.1111111111111112,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,0.888888888888889,1.2222222222222223,0.754425,1.2181616832779623,1.2222222222222223,0.7777777777777779,0.888888888888889,0.8693428571428571,0.8806095238095237,1.4407624958439542,1.1111111111111112,0.752823086574655,0.6688963210702341,0.6666666666666667,0.6666666666666667,0.5492916666666666,0,0,0,0,2.5481941059162425,2.865686518813855,3.2735553657842305,3.816793893129771,2.4014408645187113,2.4014408645187113,2.146229789669481,1.8811136192626035,1.671495431245821,0.39042344786015676,0.3740689309017902,0.36,0.3874703028275054
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,9.222222222222223,9,9.11111111111111,9,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,9,8.88888888888889,9,8.88888888888889,8.88888888888889,9.11111111111111,8.777777777777779,9,9,9.11111111111111,9,9.11111111111111,9.11111111111111,9.11111111111111,8.777777777777779,9.222222222222223,9.11111111111111,9.222222222222223,8.88888888888889,9.11111111111111,8.88888888888889,9,8.88888888888889,9.222222222222223,8.88888888888889,9,8.88888888888889,9,8.777777777777779,9.222222222222223,8.88888888888889,9.11111111111111,9,9.11111111111111,9.11111111111111,9,8.88888888888889,9,8.777777777777779,9.11111111111111,8.777777777777779,9,8.777777777777779,8.88888888888889,9,9.222222222222223,9,9.222222222222223,9,9.11111111111111,8.88888888888889,9.11111111111111,9.11111111111111,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,9,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,9.11111111111111,8.88888888888889,9,9,8.88888888888889,9.11111111111111,8.88888888888889,9,8.88888888888889,9.11111111111111,9,9,9.11111111111111,9.11111111111111,9,7.7598,9.191583610188262,9,8.777777777777779,9.11111111111111,7.7154178571428575,6.8247238095238085,8.866230743655104,9,9.033877038895861,8.918617614269788,9.11111111111111,9,7.799941666666666,5.4,5.4,5.081103074141049,4.04425,8.86328384666519,8.97084475454772,8.9666951323655,9.12711583139728,8.805283169901942,8.805283169901942,8.871083130633853,9.154752947078004,9.137508357477156,5.98649286718907,6.982620043500084,6.720000000000001,7.232778986113433
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.8888888888888888,4.777777777777778,8.88888888888889,10.666666666666668,11.88888888888889,13,13.555555555555557,14.777777777777777,15.88888888888889,14.222222222222223,16,15.333333333333334,16.22222222222222,18.11111111111111,18.444444444444446,19,19.11111111111111,20.333333333333336,22.444444444444446,22.11111111111111,22.77777777777778,21.11111111111111,25.888888888888893,25.666666666666668,26.888888888888893,27.111111111111114,27.444444444444446,27.77777777777778,24.333333333333336,21.666666666666668,24.444444444444446,17.444444444444446,17.555555555555557,15.333333333333334,14.88888888888889,14.444444444444446,13,15.444444444444446,16.444444444444446,15,14.11111111111111,15.333333333333334,16.555555555555557,17,14.777777777777777,13.666666666666668,11.777777777777779,13.666666666666668,15.777777777777777,19,16.88888888888889,15.666666666666668,14.222222222222223,16.555555555555557,17.666666666666668,19.11111111111111,16.444444444444446,13.444444444444446,12.444444444444446,14.555555555555557,14.666666666666668,16.555555555555557,15.11111111111111,17,16.333333333333336,16,15.555555555555557,16.11111111111111,14.666666666666668,16.77777777777778,16.444444444444446,17.555555555555557,15.88888888888889,14.11111111111111,14,14.222222222222223,13.11111111111111,15.555555555555557,14.88888888888889,14.11111111111111,12.88888888888889,13.444444444444446,16.666666666666668,17.444444444444446,16.333333333333336,16,12.666666666666668,10.669725,15.725359911406423,19.666666666666668,22.666666666666668,20.444444444444446,18.038864285714286,18.162571428571425,22.719716280616204,24,22.584692597239652,21.73913043478261,20.88888888888889,16,14.391441666666665,9.48,9.48,8.920158730158729,7.6263000000000005,13.294925769997786,13.082481933715425,9.962994591517223,11.450381679389313,22.013207924754855,22.013207924754855,19.316068107025323,20.94306496112365,20.057945174949854,12.753832630098454,15.087446879705539,14.52,15.627968880709384
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.888888888888893,30,29.22222222222222,29.444444444444446,29.888888888888893,28.444444444444446,29.444444444444446,29,28.888888888888893,29.888888888888893,27.888888888888893,27.555555555555554,29.22222222222222,28.77777777777778,29,28.555555555555554,28.333333333333336,29.888888888888893,28.111111111111114,29,28.888888888888893,29.444444444444446,28.666666666666668,29.77777777777778,29,29.77777777777778,27.22222222222222,29.333333333333336,30.333333333333336,29.666666666666668,28.111111111111114,30.111111111111114,29.22222222222222,29.333333333333336,28,30.333333333333336,27.77777777777778,28.888888888888893,29.111111111111114,29.22222222222222,27,29.333333333333336,28.77777777777778,29.555555555555554,28.77777777777778,30,29.333333333333336,29,28.555555555555554,29,27.666666666666668,29.666666666666668,28.111111111111114,29.555555555555554,28.333333333333336,28.111111111111114,28.555555555555554,30.555555555555554,29.111111111111114,30.333333333333336,28.666666666666668,29.888888888888893,28.666666666666668,30,30,29.666666666666668,28.111111111111114,31.22222222222222,28.77777777777778,29.333333333333336,29,29.888888888888893,28.555555555555554,28.444444444444446,29.555555555555554,29.666666666666668,28.444444444444446,29.555555555555554,28.888888888888893,29.22222222222222,28,29.111111111111114,28.77777777777778,29.666666666666668,28.666666666666668,29.444444444444446,29.111111111111114,29.22222222222222,28.444444444444446,24.680474999999998,30.34330011074197,28.888888888888893,27.555555555555554,28.77777777777778,24.124264285714283,21.57493333333333,29.92352875983597,29.666666666666668,28.732747804266,28.651059085841695,29.666666666666668,28.888888888888893,25.157558333333334,16.08,16.08,15.130395820775567,12.59495,28.80567250166187,28.906055320209315,29.746655280387138,30.86624626617989,27.016209725835502,27.016209725835502,27.757905279725282,29.0945573112616,28.749721417428123,20.43216043801487,22.942894428643132,22.08,23.764845240086995
Sort Rows,69,69,61.333333333333336,76.66666666666667,76.66666666666667,69,69,69,69,76.66666666666667,69,69,61.333333333333336,69,69,69,69,69,61.333333333333336,69,69,76.66666666666667,61.333333333333336,69,69,69,61.333333333333336,76.66666666666667,69,76.66666666666667,61.333333333333336,76.66666666666667,69,69,69,76.66666666666667,69,69,61.333333333333336,69,61.333333333333336,76.66666666666667,69,69,69,69,76.66666666666667,69,69,69,61.333333333333336,76.66666666666667,61.333333333333336,69,61.333333333333336,69,69,76.66666666666667,69,76.66666666666667,61.333333333333336,76.66666666666667,61.333333333333336,69,69,69,61.333333333333336,76.66666666666667,61.333333333333336,69,61.333333333333336,76.66666666666667,69,61.333333333333336,69,69,69,69,69,76.66666666666667,61.333333333333336,69,69,76.66666666666667,69,69,76.66666666666667,76.66666666666667,69,66.928275,76.41196013289036,69,61.333333333333336,69,52.486574999999995,45.57154285714285,61.17699213122022,61.333333333333336,69.25972396486826,69.23076923076923,69,69,60.6418,41.4,41.4,38.955123568414706,31.8918,69.46598714823844,69.52404684774483,79.41929974380871,81.14835711915035,56.03362017210327,56.03362017210327,60.09443411074545,70.22824178580386,70.20280811232449,45.54940225035162,61.09792538062574,58.8,63.286816128492546
