Avg Threads Running,1,1,1.3,1.6,2.1999999999999997,2.7,2.8,2.9,3.1,3.9000000000000004,4.3,4.5,4.5,4.7,4.6000000000000005,4.7,4.9,4.9,4.8999999999999995,4.6000000000000005,4.3999999999999995,4.500000000000001,4.3999999999999995,4.4,4.4,3.9999999999999996,4,4.299999999999999,4.5,4.3,4.7,4.6,4.499999999999999,4.6,4.8,5,5.3,5.199999999999999,5,5.5,5.199999999999999,5.3,5.300000000000001,5.199999999999999,5.300000000000001,5.1,4.7,4.800000000000001,4.9,4.5,4.3,4.3,4.6,4.299999999999999,3.5999999999999996,3.6999999999999997,3.6,3.4000000000000004,3.5,3.4000000000000004,3.8,3.8,3.5,3.9,4.6,4.800000000000001,5.1,5.5,5.399999999999999,5.8999999999999995,5.9,6.1,6.2,6.111111111111111,5.75,5.714285714285714,5.833333333333334,5.6,6,5,4.5,3,25,25,25,25,25,36.5,36,36,36,36,29.333333333333332,29.333333333333332,27,27,27,20,12.5,16.666666666666668,17.75,17.75
Peak Threads Connected,1,1,4,4,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,5,5,5,5,5,6,6,6,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,3,25,25,25,25,25,48,48,48,48,48,48,48,48,48,48,35,20,25,25,25
Peak Threads Running,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,6,6,6,6,6,27,27,27,27,27,27,27,27,27,27,25,1,12,12,12
Questions,38,37.77777777777778,91.88888888888889,139.77777777777777,236.11111111111114,326.6666666666667,407.44444444444446,466.44444444444446,545.4444444444445,629.3333333333334,708.8888888888889,737.1111111111111,771,756.8888888888889,737.7777777777778,716.5555555555555,740.7777777777778,732.7777777777778,721.4444444444445,745.8888888888889,786.4444444444445,801.2222222222223,778.8888888888889,786,795.1111111111111,778.3333333333334,763.6666666666667,762.2222222222223,711.4444444444445,657.5555555555555,658.3333333333334,692.6666666666667,698.5555555555555,707.5555555555555,711.6666666666667,735.7777777777778,730.3333333333334,776,771.4444444444445,755.2222222222223,729.2222222222223,715.2222222222223,698.2222222222223,684.7777777777778,696.7777777777778,729.3333333333334,692.6666666666667,710.5555555555555,698.6666666666667,706.7777777777778,726.8888888888889,730.8888888888889,760.8888888888889,737.6666666666667,696.3333333333334,704.2222222222223,692.2222222222223,690.4444444444445,689.5555555555555,671.3333333333334,688.2222222222223,679.5555555555555,687.7777777777778,744.1111111111111,789.7777777777778,827.6666666666667,898.1111111111111,943.2222222222223,980.3333333333334,1035.7777777777778,1100.6666666666667,1215.3333333333335,1214.2222222222222,1060.8293250000002,960.9164285714285,833.3786999999999,722.427,623.5078,498.87013333333334,366.9489,169.33679999999998,1192.0064269933723,1167.3067290031727,1167.3067290031727,1167.3067290031727,892.20171564535,797.1725753342646,909.186145479944,1135.5520639908584,1135.5520639908584,942.9435080702757,878.5506009013519,467.4,1164.5949421345906,1148.8401253918496,1148.8401253918496
Threads Created,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,0.33732,0.34665,0,0,0,7.230367543683471,6.011020203706796,6.011020203706796,6.011020203706796,4.594373017198197,0,0,0.999857163262391,0.999857163262391,0.8302647240870351,0.8920589217159071,1.4,3.429061294470638,3.385579937304075,3.385579937304075
Created Tmp Disk Tables,9.11111111111111,8.88888888888889,8.777777777777779,8.88888888888889,8.88888888888889,8.88888888888889,9,8.88888888888889,8.88888888888889,8.88888888888889,9.222222222222223,9.222222222222223,8.88888888888889,9,9,9,9.222222222222223,9,9,9,8.777777777777779,9.222222222222223,9,9.11111111111111,8.88888888888889,8.88888888888889,9.222222222222223,9.222222222222223,9,9.222222222222223,9,9,8.777777777777779,9.11111111111111,9,8.88888888888889,9,8.88888888888889,8.777777777777779,8.777777777777779,8.88888888888889,9.222222222222223,8.88888888888889,9.11111111111111,8.88888888888889,9,8.88888888888889,9,9.11111111111111,9.222222222222223,8.88888888888889,8.88888888888889,8.777777777777779,9.11111111111111,8.777777777777779,9,9.222222222222223,9,8.777777777777779,9,9.11111111111111,9.11111111111111,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,9.11111111111111,8.88888888888889,8.88888888888889,9.11111111111111,9.11111111111111,9.11111111111111,7.8675749999999995,6.8598,5.9597999999999995,5.17224,4.3909,3.501266666666667,2.3598,1.6219999999999999,8.837115886724241,8.849557522123893,8.849557522123893,8.849557522123893,6.763938053097346,6.391014767511473,7.289039113949312,8.99871446936152,8.99871446936152,7.472382516783317,6.881597396094141,3.6,9.144163451921703,9.028213166144202,9.028213166144202
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.1111111111111112,2.2222222222222223,3.555555555555556,4.777777777777778,6,6.222222222222223,7.333333333333334,8.333333333333334,8.777777777777779,8.777777777777779,10,8.88888888888889,8.666666666666668,10.222222222222223,10.11111111111111,10.222222222222223,9.222222222222223,12,12.222222222222223,10.11111111111111,9.88888888888889,10.666666666666668,9.555555555555555,9.444444444444445,8.333333333333334,10,7.444444444444445,8.555555555555555,9.444444444444445,9.666666666666668,8,6.666666666666667,6.666666666666667,7.555555555555555,6,6.444444444444445,4.111111111111112,4,5.333333333333334,7.666666666666667,7.444444444444445,7.666666666666667,9.555555555555555,10.11111111111111,9.11111111111111,9.11111111111111,10.11111111111111,9.777777777777779,10,11.11111111111111,11.777777777777779,10.444444444444445,10,9.88888888888889,9.88888888888889,9.222222222222223,9.222222222222223,7.666666666666667,6.444444444444445,6.888888888888888,7.666666666666667,7.666666666666667,9,10.555555555555555,10.555555555555555,12.222222222222223,13.88888888888889,16.77777777777778,17.22222222222222,18.333333333333336,20.333333333333336,18.429525,16.986171428571428,15.8928,13.26792,10.74615,8.089133333333333,6.686099999999999,3.2439999999999998,30.72906206065475,25.88078143262648,25.88078143262648,25.88078143262648,19.78132826849224,8.0952853721812,9.232782877669127,13.998000285673474,13.998000285673474,11.623706137218493,12.233950926389584,8.2,24.432061723103295,23.197492163009407,23.197492163009407
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.111111111111114,28.666666666666668,27.888888888888893,28.444444444444446,29.666666666666668,27.888888888888893,30.444444444444446,28.22222222222222,29.111111111111114,28.888888888888893,29.444444444444446,29.77777777777778,29.22222222222222,27.888888888888893,29.22222222222222,28.111111111111114,28.888888888888893,28.77777777777778,29.333333333333336,29,28.333333333333336,30,29.22222222222222,29,27.666666666666668,29.111111111111114,29.666666666666668,30.444444444444446,28.555555555555554,30.22222222222222,28.666666666666668,28.333333333333336,28.333333333333336,30,29.22222222222222,29.111111111111114,28.555555555555554,29.111111111111114,27.77777777777778,28,29.555555555555554,30,28.22222222222222,29,28,29.111111111111114,28.333333333333336,29.22222222222222,29.444444444444446,30,29,28.555555555555554,28.111111111111114,29.444444444444446,28.444444444444446,29,30,29.666666666666668,27.333333333333336,29,30.22222222222222,30.22222222222222,29,28.888888888888893,29.444444444444446,28.888888888888893,29,29.77777777777778,28,27.888888888888893,28.111111111111114,29.111111111111114,28.555555555555554,24.896025,21.232714285714284,18.320866666666667,15.854040000000001,13.75045,10.745266666666668,7.6038,4.3793999999999995,27.716408917453304,27.884454833862083,27.884454833862083,27.884454833862083,21.312785940891636,21.30338255837158,24.296797046497705,29.56720468504499,29.56720468504499,24.552113983716612,22.683784009347352,11.4,29.432776110872975,28.840125391849533,28.840125391849533
Sort Rows,46,46,40.88888888888889,40.88888888888889,40.88888888888889,40.88888888888889,46,40.88888888888889,46,46,51.111111111111114,51.111111111111114,46,51.111111111111114,51.111111111111114,46,51.111111111111114,46,46,46,40.88888888888889,51.111111111111114,40.88888888888889,46,40.88888888888889,46,51.111111111111114,51.111111111111114,46,51.111111111111114,46,51.111111111111114,40.88888888888889,51.111111111111114,40.88888888888889,40.88888888888889,46,46,40.88888888888889,40.88888888888889,40.88888888888889,51.111111111111114,40.88888888888889,51.111111111111114,46,46,40.88888888888889,46,46,51.111111111111114,40.88888888888889,46,40.88888888888889,46,40.88888888888889,46,51.111111111111114,51.111111111111114,40.88888888888889,51.111111111111114,46,46,46,46,46,46,46,46,40.88888888888889,46,51.111111111111114,46,51.111111111111114,44.618849999999995,35.0612,30.461199999999998,31.033440000000002,26.5765,22.214933333333335,12.0612,14.9224,36.955211889937736,38.40374019034898,38.40374019034898,38.40374019034898,29.352938720988483,32.66518658950309,37.255088804629814,45.99342951006999,45.99342951006999,38.19217730800362,35.17260891337005,18.4,52.57893984854978,46.144200626959254,46.144200626959254
