Avg Threads Running,1,1,1.7000000000000002,2.1999999999999997,2.5999999999999996,3.3,4.2,4.8,5.4,5.888888888888889,6.444444444444444,7.4444444444444455,7.333333333333333,7.444444444444445,7.75,7.714285714285715,7.333333333333334,7.4,7.5,7.5,6.75,7,8,8.333333333333332,10,10,10,10,10,10,12.333333333333334,13,15,15,30,23,23,25,25,25,25,25,25,25,22.5,29,29,32,32,32,32,32,32,32,32,32,27,22,22,22,22,22,22,22,22,22
Peak Threads Connected,1,1,8,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,15,15,15,15,15,15,15,15,15,15,30,30,30,30,30,30,30,30,30,30,29,29,29,32,32,32,32,32,32,32,32,32,32,22,22,22,22,22,22,22,22,22
Peak Threads Running,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,1,1,15,15,15,15,15,15,15,15,15,15,9,9,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Questions,38.22222222222222,39.44444444444444,56.22222222222223,207.8888888888889,355.22222222222223,479.55555555555554,579.5555555555555,724.3333333333334,872.6666666666667,842.477175,1147.4373197248724,1231,1198.6666666666667,1176.7777777777778,1025.8245714285715,935.647619047619,802.3827333333331,664.58308,428.66666666666663,389.7263340031257,1142.5246592042558,1121,1120.5555555555557,308.4,643.250890108976,622.2666666666667,622.2666666666667,622.2666666666667,677.8428292155395,561.3716537725646,487.8488283828382,407.341724137931,285.3812049433574,237.4,564.1900719304115,550.3500000000001,550.3500000000001,550.3500000000001,550.3500000000001,599.9103462696554,477.16026262964203,387.305153617443,1132.95568143952
Threads Created,0,0,0.888888888888889,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.4444444444444444,1.5555555555555558,1.5555555555555558,1.50885,1.5531395606833815,0.6666666666666667,0.11111111111111112,0.11111111111111112,0.10866785714285714,0.11007619047619047,0,0,0,0,3.4356644131663527,3.444444444444444,3.444444444444444,0,1.378296314782464,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.4524166042758506,1.2028533399883536,1.2902640264026402,1.5600985221674877,0,0,2.152810304449649,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.1000000000000005,2.2891100702576113,1.8207259953161592,2.1846382556987116,5.77585249361324
Created Tmp Disk Tables,9,9.11111111111111,9,9,9,8.88888888888889,8.88888888888889,9,9,7.7598,8.875083203905037,9,8.88888888888889,8.777777777777779,7.7154178571428575,6.934799999999998,6.049799999999999,4.94242,3.6,3.2729738780977895,8.977058627950793,9,9.11111111111111,2.55,4.824037101738624,4.666666666666666,4.666666666666666,4.666666666666666,5.083458114965477,4.209986689959238,3.6127392739273922,2.8081773399014778,2.4042224510813592,2,4.305620608899298,4.200000000000001,4.200000000000001,4.200000000000001,4.200000000000001,4.5782201405152225,3.6414519906323184,2.8088206144697723,8.997000999666778
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.43902222222222226,5.597533333333334,6.9146,8.012155555555555,8.121911111111112,9.329222222222223,12.62188888888889,12.21875,16.43776347903262,18.444444444444446,15.555555555555557,17,15.539503571428572,15.630819047619045,14.676366666666663,11.60894,8.8,8.00060281312793,17.8432893716059,16.666666666666668,14.777777777777777,2.7,13.09381499043341,12.666666666666666,12.666666666666666,12.666666666666666,13.79795774062058,11.42710672988936,10.96724422442244,12.012758620689656,3.365911431513903,2.8,13.07063399130144,12.750000000000002,12.750000000000002,12.750000000000002,12.750000000000002,13.898168283706926,11.054407828705253,11.079236868186324,20.43763190047762
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.22222222222222,30,29.333333333333336,29,29,29.111111111111114,28.444444444444446,28.555555555555554,29.888888888888893,25.758225,27.956512092300862,28.77777777777778,28.77777777777778,28.111111111111114,24.884939285714285,22.345466666666663,19.717866666666662,14.9422,11.866666666666665,10.78869167224827,29.25856145406184,29.555555555555554,30.111111111111114,8.55,15.161259462607106,14.666666666666666,14.666666666666666,14.666666666666666,15.976582647034357,13.23138673987189,11.483349834983496,8.268522167487685,8.414778578784757,7,13.83949481431917,13.500000000000004,13.500000000000004,13.500000000000004,13.500000000000004,14.715707594513216,11.704667112746739,8.582507433102082,28.76818838165056
Sort Rows,0,0,3.1829111111111112,7.9024,12.951155555555555,12.951155555555555,17.99991111111111,23.04866666666667,33.14617777777778,32.0875,38.13561127135567,45.66666666666667,40.88888888888889,40.88888888888889,39.98977142857142,35.444533333333325,30.921199999999992,21.14896,18.4,16.728533154722037,45.88274409841516,46,51.111111111111114,13.8,19.020489143998002,18.4,18.4,18.4,20.04334913900674,16.599376091839282,17.805643564356433,7.1764532019704435,22.118846549948508,18.4,28.294078287052525,27.600000000000005,27.600000000000005,27.600000000000005,27.600000000000005,30.085446637671463,23.929541652726666,14.35619425173439,45.98467177607464
