Avg Threads Running,1,1,1.4,2.6,3.1999999999999997,4,4.3,5.300000000000001,6.6000000000000005,7.1,7.5,8.299999999999999,8.200000000000001,7.5,7.6000000000000005,7.3,7.6000000000000005,6.999999999999999,6.5,6.555555555555555,7.5555555555555545,7.375,7.857142857142858,8.166666666666666,8.2,8.75,9.333333333333334,11.5,14,14,42,38,49,64.25,83.4,104.5,125,140.5,152.55555555555554,162.2,182.89999999999998,204.4,222.2,236.1,244.89999999999998,248.79999999999998,248.1,247.3,247.3,247.3,247.3,247.2,243.3,242.66666666666666,242,241,210.57142857142856,177.71428571428572,144.42857142857144,127,102.6,62.4,25.5,25.5,25.5,25.5,24.666666666666664,31.5,47,47,47,16,17,17,17,17,17,17,17,17,17,18
Peak Threads Connected,1,1,5,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,9,9,14,14,14,14,14,14,14,14,14,14,42,42,71,110,160,210,248,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,248,210,47,47,47,47,47,47,47,47,47,16,18,18,18,18,18,18,18,18,18,18
Peak Threads Running,1,1,1,1,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,20,25,66,105,157,205,245,247,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,193,167,25,25,25,25,25,25,25,25,25,2,4,4,4,4,4,4,4,4,4,4
Questions,38.55555555555556,37.22222222222222,117.88888888888889,257.55555555555554,404.77777777777777,551.3333333333334,685.3333333333334,807.1111111111111,955.6666666666667,1077.6666666666667,1228.3333333333335,1267.2222222222222,1227.7777777777778,1200.5555555555557,1169.7777777777778,1165.6666666666667,1161.2222222222222,1125.111111111111,1152.4444444444446,968.1428249999999,1129.4222025063768,1004.1697847431351,894.2246686618212,788.8982782117334,671.2013155272076,567.754929051531,475.5262263838249,360.31618740704016,205.32301255230126,242.76927402862984,271.8071718538565,328.7883847320526,375.22931396287333,398.39303223640024,397.0211533722172,392.90708270487687,377.1773112996874,286.44444444444446,227.22222222222223,184.22222222222223,140.33333333333334,129,142.33333333333334,184.88888888888889,246.8888888888889,280.6666666666667,279.8888888888889,279.11111111111114,299,458.11111111111114,401.7852,360.3028285714285,314.32426666666663,900.2327901563019,975.8888888888889,1104.2222222222222,1103.87445,1105.6423714285713,1280.8029278030385,757.7333333333333,757.7333333333333,793.0340605817987,679.2830597811583,600.365926064227,537.9207822340073,224.88195876288665,187,187,187,187,187,187,187,154.90154639175256
Threads Created,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.5555555555555556,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.11111111111111112,0.33333333333333337,0.323325,0.44360652101585896,0.4346584935583314,0.44028787231010397,0.4481103539970085,0.4597269284432929,0.47881503609658954,0.5161750082863772,0.31209717402082304,0.48368200836820086,6.625613496932516,11.41677943166441,17.240849342770474,22.733430185633576,26.584150436534582,25.98901667625072,25.450996103569633,24.22956677087986,23.88888888888889,19.77777777777778,15.444444444444446,10.11111111111111,6.555555555555555,4.555555555555555,7.222222222222223,10.333333333333334,12.444444444444446,12.444444444444446,12.444444444444446,12.444444444444446,12.222222222222223,9.915299999999998,7.839771428571427,5.187233333333333,2.327901563019621,0.22222222222222224,0.22222222222222224,0.22305000000000003,0.22848571428571426,3.4379505378729065,3.8666666666666663,3.8666666666666663,4.04680410995463,3.4663397384574326,3.7130756783669403,4.467268810076235,0,0,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,8.777777777777779,9.222222222222223,9,8.88888888888889,9,9,9.11111111111111,8.777777777777779,9,9.11111111111111,8.88888888888889,9,9,9.11111111111111,9.11111111111111,8.777777777777779,9,9.222222222222223,7.8675749999999995,8.983032050571143,7.823852884049965,6.934533988884138,5.937462190460362,5.171927944987045,4.4290390838934535,3.61322505800464,2.652825979176996,2.1765690376569036,2.718200408997955,3.951962110960757,4.714294742163801,5.747215496368039,6.522962838594134,7.545198389879241,8.327284439416793,8.820902188477,8.88888888888889,9.11111111111111,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,8.88888888888889,9.11111111111111,9.222222222222223,9.11111111111111,8.88888888888889,9,9.11111111111111,7.7598,6.968685714285714,5.9597999999999995,8.868196430550936,8.88888888888889,9,8.25285,7.3115428571428565,9.093933680825108,6.133333333333333,6.133333333333333,6.4190685882038965,5.498331998932478,4.737372417226786,4.159181305933046,2.645670103092784,2.2,2.2,2.2,2.2,2.2,2.2,2.2,1.8223711340206183
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,1.4444444444444444,3,6.555555555555555,8.777777777777779,10.222222222222223,13.666666666666668,18.11111111111111,18.666666666666668,19.77777777777778,19.77777777777778,20.666666666666668,17.11111111111111,16.444444444444446,15.777777777777777,13.11111111111111,14.222222222222223,13.256325,17.633359210380394,15.973699638268679,13.758996009690751,14.003448562406515,12.757422264301377,12.449190938511327,12.517243950944646,7.334283589489341,0.24184100418410043,0.6795501022494888,1.3173207036535857,1.8857178968655206,2.043454398708636,2.5845701813297515,2.515066129959747,2.4629996229260938,2.344796784278696,2.2222222222222223,1.8888888888888888,1.3333333333333335,0.888888888888889,1,0.7777777777777779,1.1111111111111112,1.2222222222222223,1.3333333333333335,1.3333333333333335,1.3333333333333335,1.3333333333333335,3.8888888888888893,3.4488,3.157685714285714,2.869533333333333,27.60226139008979,29.22222222222222,32,32.1192,32.901942857142856,35.71032494177665,13.066666666666666,13.066666666666666,13.675406992260474,11.713837736856151,10.627078665670899,8.93453762015247,1.9241237113402065,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.325360824742268
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.22222222222222,28.333333333333336,30.333333333333336,29.111111111111114,29.22222222222222,28.77777777777778,29.666666666666668,29.333333333333336,28.22222222222222,28.555555555555554,29,28.555555555555554,28.77777777777778,29.444444444444446,29.444444444444446,29.333333333333336,28.111111111111114,28.77777777777778,30.22222222222222,26.08155,28.83442386603083,25.9708449901103,22.344609519737777,19.60482798736912,16.550169423958543,15.08267363704257,12.517243950944646,8.894769459593457,6.287866108786611,7.81482617586912,12.587731168245375,14.412272497472193,19.412816787732044,20.307337139019474,24.671601084367044,27.092995852187027,28.249218401071907,29.444444444444446,30.22222222222222,28.111111111111114,29.22222222222222,27.555555555555554,28.77777777777778,27.888888888888893,29.444444444444446,29.333333333333336,29,28.666666666666668,29.555555555555554,29.111111111111114,25.003800000000002,22.648228571428568,19.314166666666665,29.37590067619998,29.111111111111114,29.22222222222222,26.654475,23.991,30.16524342907841,19.066666666666666,19.066666666666666,19.95493061115559,17.092640779290097,16.00463654468509,13.709893934371895,8.177525773195878,6.8,6.8,6.8,6.8,6.8,6.8,6.8,5.632783505154639
Sort Rows,48,42.66666666666667,53.333333333333336,48,42.66666666666667,48,48,48,42.66666666666667,48,48,48,53.333333333333336,53.333333333333336,53.333333333333336,48,42.66666666666667,48,53.333333333333336,46.5588,42.58622601752246,36.511313458899835,31.700726806327488,26.88662123982051,27.583615706597573,22.9831217326363,18.582300298309576,7.490332176499753,11.85020920502092,8.324488752556238,21.516238159675233,26.400050556117286,31.29039548022599,36.18398253861652,41.0794134560092,40.2289938411262,43.76953997320233,43.55555555555556,49,43.55555555555556,43.55555555555556,49,43.55555555555556,43.55555555555556,54.44444444444444,54.44444444444444,54.44444444444444,49,49,49,36.966825,37.34779999999999,32.447799999999994,43.454162509699586,43.55555555555556,49.22222222222222,49.405575000000006,45.01168571428571,54.89630697571255,39.86666666666666,39.86666666666666,41.72394582332532,35.73915799306111,32.00927308937018,23.106562810739145,24.05154639175258,20,20,20,20,20,20,20,16.567010309278352
