Avg Threads Running,1,1,1.7000000000000002,2.4,2.6999999999999997,3.5,4.4,4.8,5.4,5.800000000000001,6.199999999999999,6.9,6.5,6.8999999999999995,7.5,7.333333333333333,8.88888888888889,11.444444444444445,12,13,14.333333333333332,15.6,18.5,20.666666666666668,26,26,28,15,15,15,16,16,16,16,16,16,16,17,17,17,15,15,16.5,16.5,16.5,35,47,58.6,69.5,80.14285714285714,103,114.75,139.125,149.44444444444446,158,175.1,190.4,202.1,201.79999999999998,208.22222222222223,212.375,214.57142857142858,214.83333333333334,211.4,205.5,193,118.33333333333334,66.5,12,12,12,12,12,12,12,18.5,25,25,25,25,25,25,25,25.5,25.5,26,26,26,26,26,26,26,26,28,22,20.333333333333336,20.333333333333336,20.333333333333336,20.333333333333336,20.333333333333336,20.333333333333336
Peak Threads Connected,1,1,8,8,8,9,10,10,10,10,10,10,10,12,12,12,24,28,28,28,28,28,28,28,28,28,28,15,15,15,17,17,17,17,17,17,17,17,17,17,15,15,18,18,18,72,83,105,124,144,175,197,213,232,235,243,243,243,243,243,243,243,243,243,243,236,222,121,12,12,12,12,12,12,12,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,28,28,28
Peak Threads Running,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,4,8,8,8,8,8,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,2,2,2,3,3,4,4,4,60,77,95,115,140,169,188,209,227,230,234,234,234,234,234,234,234,234,234,234,227,219,112,3,3,3,3,3,3,3,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7
Questions,37.77777777777778,37.88888888888889,99.11111111111111,235.44444444444443,349.55555555555554,480.88888888888886,627.6666666666667,797,911.3333333333334,1041.3333333333335,1151.6666666666667,1226.111111111111,1246.888888888889,1255,1241.3333333333335,1058.1349500000001,1180.587909040488,1177.111111111111,1019.4131678571428,918.6958857142856,793.1959999999999,647.57196,538.1264166666667,439.0848,202.8,166.2033502538071,627.4580958766342,745.1248742876298,862.7916526986253,898.2093530003352,780.5425745893397,662.875796178344,545.2090177673483,395.04012036108327,497.6479438314944,409.2,784.1968612554978,850.1698633193864,958.7980913978494,1101.818181818182,1068.5236768802229,1060.6440295702291,1036.298853134395,813.5944408022781,913.0032249466951,985.5120918310486,979,964.5555555555557,966.6666666666667,1086.2222222222222,954.347625,872.5012285714286,777.9746333333333,681.16152,577.86555,492.9542,395.92199999999997,1259.5055980489967,1182.271537214811,1165.888888888889,1134.0412242348534,1134.0412242348534,248.9013374485597,357.6677628237684,316.35,316.35,316.35,316.35,316.35
Threads Created,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.538875,1.8857459789240152,2.666666666666667,2.6080285714285716,2.641828571428571,2.128633333333333,2.18386,2.2746166666666667,2.4522666666666666,1.4,1.1473604060913705,0,0,0,0,0,0,0,0.19307923771313942,0.24322968906720158,0.2,7.38468612554978,8.538479776847979,10.632464157706092,13.04075235109718,13.81615598885794,19.2958275905275,19.819619196080616,17.122002212616007,18.879208735733098,19.725844199264458,19.555555555555557,18.333333333333336,16.444444444444446,15.11111111111111,11.316374999999999,8.819742857142856,7.173833333333333,5.28468,3.5820499999999997,2.2939333333333334,1.311,3.325573661456601,2.7428001496072807,4.111111111111112,2.3735165521549035,2.3735165521549035,0,0,0,0,0,0,0
Created Tmp Disk Tables,8.88888888888889,8.88888888888889,9,9,8.777777777777779,8.88888888888889,9.222222222222223,9,9.11111111111111,9.11111111111111,9.11111111111111,8.88888888888889,9.222222222222223,9.11111111111111,9.11111111111111,7.652025,9.095951192457015,8.88888888888889,7.60675,6.714647619047618,5.937766666666666,4.94242,4.190083333333334,3.3557333333333332,1.6,1.3112690355329948,4.826600737512571,5.731729802212537,6.636858866912503,6.909302715387194,6.004173650687227,5.0990445859872615,4.193915521287294,3.4754262788365096,4.3781344032096285,3.6,6.674620151939225,7.356228730822873,7.880532258064517,9.278996865203762,9.13649025069638,9.272021049993736,9.241732546487029,7.543259716047612,8.325613790292236,8.915635796277721,8.777777777777779,9.11111111111111,8.777777777777779,9.11111111111111,7.7598,6.8598,5.9597999999999995,5.17224,4.27535,3.501266666666667,2.4909,9.089901341314711,8.851764119187134,9,8.994378513429108,8.994378513429108,2.1601851851851857,2.8830497714575927,2.55,2.55,2.55,2.55,2.55
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.1111111111111112,4.888888888888889,5.777777777777778,7.777777777777779,11.777777777777779,17.11111111111111,17.77777777777778,20.22222222222222,20.333333333333336,21.88888888888889,21.11111111111111,21.333333333333336,20.88888888888889,16.3818,19.190238491403214,20,17.16952142857143,17.281961904761904,14.90043333333333,12.18364,11.492799999999999,10.583466666666666,2.6,2.130812182741116,7.686808581964465,9.128310425745891,10.56981226952732,11.00370432450553,9.562202480724103,8.120700636942676,6.679198793161246,4.247743229689067,5.351053159478434,4.4,8.236765293882447,7.8816736401673655,9.006322580645161,12.9153605015674,13.036211699164346,13.532138829720585,13.695579556842224,10.65635102743234,11.726216606045403,13.930680931683941,16.88888888888889,16.88888888888889,14.777777777777777,13.222222222222223,11.424150000000001,9.908599999999998,9.822633333333332,8.770320000000002,6.12415,2.8975999999999997,1.5732,10.530983261279237,11.84390973694053,18.11111111111111,12.617114303560276,12.617114303560276,5.040432098765433,5.766099542915185,5.1,5.1,5.1,5.1,5.1
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,28.888888888888893,29.111111111111114,28.888888888888893,28,28.22222222222222,28.333333333333336,30.111111111111114,29.111111111111114,29.333333333333336,29.111111111111114,29.888888888888893,28.333333333333336,29.555555555555554,29.444444444444446,30.444444444444446,25.21935,29.506378258458124,29,24.776271428571427,20.914476190476186,18.93363333333333,16.32148,13.408266666666668,9.809066666666666,4.4,3.6059898477157355,15.90990613476366,18.893479718404286,21.87705330204492,22.77510895072075,19.791535367080122,16.80796178343949,13.824388199798857,10.812437311935806,13.620862587763288,11.2,21.159966013594563,24.564549511854953,25.14265053763441,31.097178683385586,29.97214484679666,29.94612203984463,30.397505845674203,24.306059085042303,26.853036027843974,28.975816337902593,27.333333333333336,30.333333333333336,27.111111111111114,28.666666666666668,25.003800000000002,21.559371428571428,19.314166666666665,16.75356,13.634899999999998,11.348933333333333,6.948300000000001,29.48675313158186,28.799401570876448,29.444444444444446,28.107432854465962,28.107432854465962,7.680658436213993,10.684243270695784,9.45,9.45,9.45,9.45,9.45
Sort Rows,55,55,55,55,48.88888888888889,55,61.11111111111111,55,55,55,55,48.88888888888889,61.11111111111111,61.11111111111111,61.11111111111111,47.421,54.90848585690516,55,41.837125,36.32514285714285,36.97099999999999,25.2868,19.75325,14.197333333333333,11,9.014974619289339,29.495893395910155,35.027237680187724,40.5585819644653,42.22351659403285,36.69217230975528,31.160828025477706,25.62948374120013,21.238716148445338,26.755265797392173,22,46.86435425829668,50.574072524407256,48.1588082437276,62.06896551724138,55.15320334261838,62.02230296955268,61.24039639238392,46.0976982647354,51.59535306659977,55.165496489468396,48.88888888888889,55,48.88888888888889,61.11111111111111,47.421,41.921,36.421,30.921000000000003,25.421,26.561333333333334,21.6315,54.87196541403392,47.99900261812741,55,61.83635227982512,61.83635227982512,13.201131687242802,9.327513966480447,8.25,8.25,8.25,8.25,8.25
