Avg Threads Running,2,2,2.6,3.5,3.9000000000000004,4.6,5,5.3,5.9,6.5,7,7.555555555555555,10.333333333333332,10.25,10.857142857142858,11.166666666666668,12.2,15.4,20,23,28.333333333333336,28.333333333333336,26,26,26,26,26,30,29,29,29,29,29.5,29.5,29.5,26,26,24.5,24.5,24.5,24.5,24.5,19,19,18,13.5,13.5,18.333333333333336,18.333333333333336,16.5,16.5,16.5,16.5,16.5,19.5,22.666666666666664,22.666666666666664,20,20,29,29,29,29,45.5,72.5,83.66666666666667,95.25,109.4,124.66666666666667,140.57142857142858,157.5,173.44444444444446,186.3,210.2,231.10000000000002,247.90000000000003,262.7,273.6,282,286.29999999999995,287.1,284.3,284.2,284.2,285.2,286.6,287.5555555555555,289.125,289.7142857142857,291.5,293,298,297,295,288,64,64,64,55.5,55.5,55.5,55.5,55.5,55.5,55.5,47,47,47
Peak Threads Connected,2,2,8,11,11,11,11,11,11,11,11,11,33,33,33,33,33,33,33,33,33,33,31,31,31,31,31,31,29,29,29,29,30,30,30,30,30,30,30,30,30,30,19,19,19,17,17,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,62,83,106,130,166,201,236,276,301,302,302,302,302,302,302,302,302,302,302,301,301,302,302,302,302,302,302,302,302,302,302,288,64,64,64,64,64,64,64,64,64,64,47,47,47
Peak Threads Running,1,1,1,1,2,2,2,2,2,2,2,2,19,19,19,19,19,19,19,19,19,19,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,7,7,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,48,55,90,128,162,197,234,271,300,300,300,300,300,300,300,300,300,300,300,300,299,299,299,299,299,299,299,299,299,299,299,237,36,36,36,36,36,36,36,36,36,36,33,33,33
Questions,39.22222222222222,37.88888888888889,65,188,318,468,591.6666666666667,726.1111111111111,866.5555555555557,1019.6666666666667,1182.888888888889,1117.303425,1260.0931677018634,1103.708507984032,964.8930444697833,852.3084574468085,730.7390350877192,1213.0184076291857,1174.4444444444446,1133,1157.586898395722,881.8496991978611,210.8,210.8,210.8,210.8,173.12647657841143,1178.5833056202196,1176.6,1176.6,1176.6,1160.9152288072019,1160.9152288072019,834.7268845897264,866.9539693128752,753.4783188792528,640.0026684456304,526.527018012008,1166.83327779629,263.5127811860941,219.8,533.8217717717719,521.1,742.3822133333332,739.8666666666666,739.8666666666666,774.3444533333334,663.3644533333334,1140.1485752300698,1129.7142857142858,1129.7142857142858,1167.3003802281369,1167.3003802281369,1194.135939582408,240.34667349027637,345.42846484572584,412.3157933042213,438.58625534322357,464.35850110508335,503.1639757961073,539.6098701857121,568.2256973172873,545.6165756934388,437.2222222222223,336.22222222222223,280.33333333333337,282.77777777777777,294.6666666666667,299.22222222222223,293,304.8888888888889,348.44444444444446,399.44444444444446,392.22222222222223,365.8888888888889,406.55555555555554,341.970075,291.81371428571424,255.94029999999998,210.60012,165.12095,112.40273333333334,113.79479999999998,133.97719999999998,592.4079123452659,703.3145700903312,814.2212278353966,846.9386918701906,736.0320341251255,625.1253763800603,514.218718634995
Threads Created,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.4444444444444445,0.4444444444444445,0.4444444444444445,0.4311,2.6619343389529724,2.607955517536356,2.641733181299886,2.6886702127659574,2.758373205741627,3.4375693058327785,4.444444444444445,5,3.008021390374332,2.291510695187166,1.8,1.8,1.8,1.8,1.4783095723014257,3.9906883937479214,3.4,3.4,3.4,2.3755938984746185,2.3755938984746185,0.4907271514342895,0.5096731154102735,0.4429619746497665,0.3762508338892595,0.3095396931287525,4.109741197378652,0,0,1.6902819486152822,1.65,1.4716533333333333,1.4666666666666666,1.4666666666666666,1.5350133333333331,1.3150133333333334,2.9936800088701627,2.2857142857142856,2.2857142857142856,3.2019211526916154,3.2019211526916154,5.886272767658818,3.8378710337768682,6.437607486090036,9.061885567125742,13.188540357053057,16.976272855133615,20.66786013050025,24.903228976842275,27.320798075717693,26.066614681965017,24.22222222222222,21.77777777777778,19.666666666666668,18,16.666666666666668,15.555555555555557,13,12.555555555555555,14,17.333333333333336,17.333333333333336,16.77777777777778,14.444444444444446,11.531925,8.928628571428572,7.173833333333333,4.947360000000001,3.4665,0,0,0,1.9657577785212443,2.333773837403814,2.7017898962863836,2.8103546336567415,2.442338574774172,2.0743225158916028,1.7063064570090334
Created Tmp Disk Tables,9.222222222222223,8.88888888888889,8.777777777777779,9,9.11111111111111,9.222222222222223,8.777777777777779,9,8.88888888888889,8.88888888888889,8.88888888888889,7.7598,8.984028393966282,7.715201739378385,6.824477385024705,6.161535904255319,5.057017543859649,9.203814593036148,9.11111111111111,9.25,9.191176470588236,7.001838235294119,1.8,1.8,1.8,1.8,1.4783095723014257,8.868196430550936,9,9,9,9.00225056264066,9.00225056264066,6.6248165443629095,6.880587058038692,5.979986657771848,5.0793862575050035,4.178785857238159,8.885926913251138,2.637525562372189,2.2,4.456197864531198,4.35,6.0203999999999995,6,6,6.2796,5.3796,8.981040026610488,9,9,9.405643386031619,9.405643386031619,8.773878276321636,2.638536335721597,3.388214466363176,4.23862389430075,4.979346869499624,5.74385171790235,6.8892867101667505,7.542804930485881,8.559735019430864,9.023058928372507,8.777777777777779,8.777777777777779,8.777777777777779,9,9.222222222222223,9,9.222222222222223,8.88888888888889,9.11111111111111,9,9,9.11111111111111,8.88888888888889,7.54425,6.642028571428571,5.739066666666666,5.059800000000001,4.04425,3.2598,2.3598,1.2975999999999999,4.64633656741385,5.516192706590834,6.3860488457678155,6.642656406825026,5.7728002676480425,4.902944128471061,4.033087989294079
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16941072331815882,0.14615944463106037,0.13457694241890875,0.1276411492867189,0.12302297696726341,0.11972706238866478,0.11725664410179266,0.11139578923916675,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.33333333333333337,2,5.444444444444445,7.222222222222223,10.88888888888889,11.11111111111111,13.222222222222223,16,20.555555555555557,19.61505,20.629991126885535,16.843046050755632,15.300038008361842,11.874960106382979,11.952950558213717,22.621423819028607,20.77777777777778,18.25,21.223262032085564,16.16788101604278,1.6,1.6,1.6,1.6,1.3140529531568228,20.61855670103093,25,25,25,23.25581395348837,23.25581395348837,14.96717811874583,15.545030020013343,13.51034022681788,11.475650433622416,9.440960640426953,27.213151171831612,2.877300613496933,2.4,8.912395729062396,8.7,8.696133333333332,8.666666666666666,8.666666666666666,9.070533333333334,7.770533333333333,16.631555604834237,14.857142857142858,14.857142857142858,19.411646988192917,19.411646988192917,19.324744557974235,6.956141248720573,7.454071825998989,7.015653342290898,6.998001005783254,6.637339762909383,7.258355641068542,7.4230778680972165,7.621681866616522,7.240726300545839,4,2.4444444444444446,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.777777777777778,1.777777777777778,1.6666666666666667,1.8888888888888888,2,1.8888888888888888,1.5555555555555558,2.7777777777777777,2.694375,2.5043714285714285,2.207333333333333,2.02392,1.8488,1.811,1.9665,2.433,9.828788892606221,11.668869187019071,13.508949481431918,14.051773168283708,12.211692873870861,10.371612579458013,8.531532285045166
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.111111111111114,29,28.444444444444446,29.333333333333336,29,29.77777777777778,28.555555555555554,29.444444444444446,28.666666666666668,29,28.111111111111114,24.680474999999998,28.283052351375336,25.210236669518103,21.464082098061574,19.380831117021277,15.400917065390749,30.938123752495006,29.333333333333336,30.625,30.74866310160428,23.424331550802144,4.6,4.6,4.6,4.6,3.777902240325866,27.823966300853563,30.2,30.2,30.2,29.632408102025504,29.632408102025504,21.10126751167445,21.915943962641762,19.04736490993996,16.17878585723816,13.310206804536358,28.101743863156724,11.029652351738244,9.2,14.444227560894229,14.1,19.399066666666663,19.333333333333332,19.333333333333332,20.234266666666667,17.334266666666668,28.384521565583764,29.714285714285715,29.714285714285715,31.418851310786476,31.418851310786476,27.76543758329631,7.915609007164791,11.011697015680323,14.031306684581796,16.28381003268796,18.380325497287522,23.12831966984552,24.663774852064943,27.438054719819483,29.185696780661694,28.888888888888893,28.111111111111114,28.77777777777778,29.333333333333336,31.111111111111114,29.22222222222222,29.111111111111114,28.888888888888893,29.888888888888893,28.888888888888893,29,28.666666666666668,28.555555555555554,23.49495,20.797171428571424,19.203799999999998,16.64112,12.82605,10.745266666666668,8.2593,4.703799999999999,15.726062228169955,18.670190699230513,21.61431917029107,22.482837069253932,19.538708598193377,16.594580127132822,13.650451656072267
Sort Rows,100,80,80,90,100,100,80,90,90,80,90,77.598,89.84028393966283,68.45883233532933,59.43899657924743,60.49507978723405,41.375598086124405,99.80039920159679,100,101.25,105.2807486631016,80.20287433155082,18,18,18,18,14.783095723014256,79.81376787495843,90,90,90,101.27531882970743,101.27531882970743,88.33088725817211,91.74116077384923,79.73315543695797,67.72515010006671,55.717144763175455,79.97334221926025,43.159509202454,36,55.318318318318326,54,60.20399999999999,60,60,62.79600000000001,53.79600000000001,89.81040026610489,90,90,108.06483890334201,108.06483890334201,79.96446023989338,43.176049129989764,45.74089529590289,52.617400067181734,48.44769927080715,57.438517179023506,77.50447548937595,75.4280493048588,84.42478375329071,90.23058928372507,80,80,80.11111111111111,100.33333333333334,100.44444444444444,90.55555555555556,100.66666666666667,90.66666666666667,90.77777777777779,90.88888888888889,91,91,80.88888888888889,68.652675,59.4516,50.21683333333333,51.1602,42.060199999999995,32.9602,23.8602,14.760199999999998,48.78653395784542,57.92002341920376,67.05351288056207,69.74789227166276,60.614402810304455,51.48091334894614,42.34742388758782
