Avg Threads Running,1,1,1.6,2.3,2.7,3.5,3.9,4.2,5,5.2,5.7,6.6,7,6.888888888888889,9.444444444444445,11.11111111111111,11.777777777777779,12.75,13.285714285714285,15,16.8,18.5,21,21,17.5,11,28,28,28,23.5,23.5,23.5,23.5,23.5,23.5,23.5,19,19,19,16,16,13,13,13,13,13,13,16,18.5,21.75,21.75,25.666666666666664,25.666666666666664,25.666666666666664,25,23.4,22,21.666666666666668,21.666666666666668,21.666666666666664,20.285714285714285,20.285714285714285,20.25,20.22222222222222,19.77777777777778,20.555555555555557,21.555555555555554,22.77777777777778,22.375,23.375,25,24.875,23.875,24.5,26.25,26.571428571428573,30.428571428571427,29,29,27.666666666666668,27.666666666666668,27.5,30.6,31,28.8,26.666666666666668,19.833333333333336,20.333333333333336,20.333333333333336,22.85714285714286,22.750000000000004,22.499999999999996,21.888888888888886,21,21.22222222222222,22.11111111111111,22.666666666666668,22.5,23.22222222222222,22,21.11111111111111,21.11111111111111,21.11111111111111,21.555555555555557
Peak Threads Connected,1,1,7,8,8,9,9,9,9,9,9,10,11,11,28,28,28,28,28,28,28,28,28,28,24,11,28,28,28,28,28,28,28,28,28,28,19,19,19,16,16,16,16,16,16,16,16,22,26,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,31,31,37,37,37,37,37,37,37,51,51,51,51,51,51,51,51,51,51,27,27,27,38,38,38,38,38,38,38,38,38,38,29,29,29,29,29
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,3,3,6,12,12,12,12,12,12,12,12,12,12,4,8,8,8,8,8,8,8,8,8,8,6,6,6,4,4,4,4,4,4,4,4,4,5,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,11,11,13,13,13,13,13,13,13,24,24,24,24,24,24,24,24,24,24,12,8,8,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11
Questions,39.22222222222222,39.22222222222222,68.55555555555556,178.11111111111111,309.44444444444446,439.2222222222223,575,697.1111111111111,812.1111111111111,962.6666666666667,1108.5555555555557,1210.888888888889,1238,1070.529075,1241.0427066001107,1205.888888888889,1194,1050.383507142857,909.5595619047617,774.5984666666666,652.8592,528.1899333333333,293.25,257.86794710327456,166.09279999999998,594.6509057363302,706.1235659174774,817.5962260986247,850.2577155317009,738.7850553505536,627.3123951694063,515.839734988259,440.8784353059177,555.4220661985958,456.8,456.8,456.8,588.6397191574724,1168.3242168075583,1143.8904963276207,1104.9599198396795,1104.9599198396795,256.2,256.2,256.2,869.6065128900951,879.8454292959786,894.500929266426,878.4121805328983,843.2212700505382,494.46271302854694,642.2211990407674,603.6333333333332,836.2750285714286,923.0682203869216,953.6973047684867,957.9210735812579,972.9913753971857,1010.2785145888595,902.4977804380599,949.6339997814923,764.0500000000001,940.2011716591136,977.807075368051,952.632157379932,917.6901529842705,835.2959738506788,873.6605229318473,959.9288678126852,959.9288678126852,736.8000000000001,723.1314487632509,948.7434960699659,942.2844723496739,946.4571978198139,1003.668827198239,1011.3074980788231,936.4548494983277,645.1932024169184,653.4,815.0187370347774,902.0569114355749,840.2525515298481,973.6931624900783,969.5652173913043,913.1505316172357,942.9482246894582,934.0285167056821,848.6222664432341,919.179600886918,898.2691628399858,879.2258989368056,846.1178123902097,862.7631427585413,874.660686887761
Threads Created,0,0,0,0,0,0,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.4444444444444445,0.4311,2.107598447032723,2,2.3333333333333335,2.282025,2.3115999999999994,2.3526999999999996,2.4137399999999998,2.3943333333333334,0.75,0.6595088161209067,0.4866,0.35790003354579003,0.4249916135524992,0.4920831935592084,0.5117410265011741,0.44464944649446503,0.3775578664877558,0.3104662864810466,0,0,0,0,0,0,1.7404276479363499,2.114400178054752,2.8807615230460923,2.8807615230460923,1.35,1.35,1.35,1.6282225237449122,2.6566839753652935,2.4051601618016836,1.8488308863512781,1.977587343441002,3.5481691350075124,3.475491606714628,3.2666666666666666,3.2001777777777773,3.2809141305577554,2.1884358442755127,2.5019902194927788,2.8370403994552884,2.9840848806366047,1.5384109248913718,2.5128373210969075,2.6833333333333336,2.6528130872112303,2.5269171610635026,3.6267721727662385,3.8784744667097604,3.631243200773601,5.46506643806258,4.979253112033195,4.979253112033195,4.920000000000001,4.828727915194346,5.203144027454888,4.467519922723979,4.3817462862028425,1.9567078390607804,1.756504555933692,1.7837235228539576,2.014377307821417,2.04,4.01816961561928,3.8367259938186082,2.85613365665787,2.948180065767094,2.974828375286041,3.4695019585898157,3.407716829724085,2.6601404554160464,0.7356933389191453,1.9955654101995566,2.1193924408336278,2.1502807310954486,2.459304368192997,2.415736799723916,1.888351233329399
Created Tmp Disk Tables,9.11111111111111,9.11111111111111,8.88888888888889,8.88888888888889,9,9.11111111111111,8.88888888888889,9.222222222222223,9.11111111111111,9,9,8.88888888888889,9.11111111111111,7.975350000000001,8.874098724348308,9.11111111111111,8.777777777777779,7.60675,6.714647619047618,5.825733333333333,5.1723,4.070366666666667,2.55,2.2423299748110828,1.2975999999999999,5.01060046964106,5.9498825897349885,6.889164709828917,7.1643743710164385,6.22509225092251,5.285810130828581,4.346528010734653,3.860581745235707,4.863590772316951,4,4,4,5.154463390170512,9.199403281949278,9.125306031604719,9.01803607214429,9.01803607214429,2.7,2.7,2.7,8.276797829036637,8.453085376162297,8.855362413906198,8.700380641653073,8.679411118435508,5.7024146812620735,6.950983213429256,6.533333333333333,8.229028571428572,9.163932571557869,9.560009214466714,9.211873080859776,9.418974126191557,9.173297966401416,8.131600602997251,8.631049928985032,7.35,9.174311926605505,8.899143045484509,8.79217496428179,8.511096746390864,7.702637092550061,7.715387912558936,7.705986959098992,7.705986959098992,5.4,5.29982332155477,8.192184213439612,7.727602028495532,8.015389547932028,8.927479515714811,9.00208584916017,8.918617614269788,6.517103054716348,6.6,7.143412649989831,7.88660343173825,6.920631552670993,8.164190951355028,8.352402745995423,8.17011751538892,8.134549851599429,7.661204511598212,7.724780058651026,8.980044345898005,9.419521959260567,9.915183371162346,9.720107740953273,9.317841941792247,9.441756166646995
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.11111111111111112,1.2222222222222223,3.7777777777777777,6,8.444444444444445,9.777777777777779,10.555555555555555,13.444444444444446,15.777777777777777,16.88888888888889,16.22222222222222,13.256325,17.748197448696615,16.22222222222222,16.88888888888889,15.756839285714284,13.099066666666664,10.979266666666664,9.99978,9.936483333333333,3.9,3.429445843828715,2.9196,8.410650788326066,9.987302918483731,11.563955048641397,12.025914122777593,10.449261992619927,8.87260986246226,7.295957732304595,10.230541624874624,12.888515546639919,10.6,10.6,10.6,13.659327983951858,22.376926902038786,21.70042288003561,18.03607214428858,18.03607214428858,2.55,2.55,2.55,10.447761194029853,11.472044439077404,11.807149885208265,10.114192495921698,10.437266534827511,6.082575660012878,8.812853717026378,8.283333333333333,13.600755555555555,14.594411132481047,16.125316747293255,18.651199818037078,21.901951883794826,21.993810786914235,20.438888002128227,20.211952365344693,15.983333333333334,17.464352824140597,17.798286090969018,15.935817122760744,12.605042016806722,9.683315202062934,9.965709387055293,14.819205690574986,14.819205690574986,12.48,12.248480565371024,19.70552418908447,20.043467761410287,18.809447472480493,20.91231502996209,19.541113184762324,14.046822742474916,6.2801174890902995,6.359999999999999,8.147955053894652,10.65757220505169,10.985129448684116,12.246286427032544,12.242562929061783,11.975377728035816,14.290425414971969,13.939135986380084,13.610326770004189,13.52549889135255,11.421170375603438,9.556803249313104,9.720107740953273,10.698262970205914,11.566151304142569
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.77777777777778,29.555555555555554,28.666666666666668,27.888888888888893,28.666666666666668,29.888888888888893,28.666666666666668,30.444444444444446,29.888888888888893,28.22222222222222,28.888888888888893,27.77777777777778,29.444444444444446,25.542675,28.06433721575152,29,27.333333333333336,23.580925,21.464857142857138,18.149399999999996,16.6663,12.929400000000001,8.55,7.518400503778336,4.2172,16.642351559879238,19.762110030191213,22.881868500503188,23.7959577323046,20.676199261992625,17.556440791680643,14.436682321368668,12.160832497492477,15.320310932798396,12.6,12.6,12.6,16.23655967903711,29.835902536051712,29.712886712664147,30.060120240480963,30.060120240480963,9.45,9.45,9.45,26.594301221166898,27.04987320371935,28.096643708319668,28.384991843393152,27.905954735223027,18.121006653788367,22.59069544364508,21.23333333333333,26.401466666666664,29.415092205000565,31.674729325040317,30.25133629023087,30.41307308216069,30.06189213085765,27.471623658774497,27.531956735496557,23.683333333333334,29.070410080689733,29.66381015161503,28.464666446862292,28.011204481792713,24.97855171441234,24.32490355765109,25.489033787788976,25.489033787788976,18.6,18.25494699646643,26.347835713494966,24.873219029219992,25.862990274660678,29.839794545676902,29.311669777143486,28.985507246376812,21.210208123531388,21.479999999999997,24.22063351637177,26.85708195673026,23.72787960915769,27.78092754280531,28.146453089244847,27.308337996642422,28.580850829943937,26.60140455416046,25.994497975143133,29.046563192904653,30.142470269633815,32.13475092581531,31.268298395596673,29.67905211089382,30.803729493685818
Sort Rows,46,46,46,40.88888888888889,46,51.111111111111114,40.88888888888889,51.111111111111114,46,46,46,40.88888888888889,51.111111111111114,44.618849999999995,40.82085413200222,51.111111111111114,40.88888888888889,34.99105,30.381028571428565,25.767666666666663,26.436199999999996,16.5209,13.8,12.134962216624682,0,24.695102314659515,29.324421335122445,33.953740355585374,35.31013082858102,30.680811808118087,26.05149278765515,21.422173767192216,26.63801404212638,33.558776328986966,27.6,27.6,27.6,35.56579739217653,51.4669318746892,46.07166703761406,46.09218436873748,46.09218436873748,13.8,13.8,13.8,37.44911804613298,38.88419273034657,45.26074122663168,45.02446982055465,40.43067457701604,29.14567503756171,39.96815347721822,37.56666666666666,42.05947936507936,46.83787758796244,52.98318359824926,47.08290685772774,52.20154334997731,50.83996463306808,45.493008778930566,40.20539713755052,37.56666666666667,50.84558417154858,45.484508899143044,40.444004835696234,39.646627881921994,35.43213062573028,39.43420488641234,43.62774155305276,43.62774155305276,27.600000000000005,27.08798586572438,45.83194951843242,44.43371166384931,49.161055893983104,50.62981533569769,50.49950598309364,46.15384615384615,38.15467606579389,38.64,41.07462273744153,44.12234892891399,35.372116824762855,41.72808708470348,42.10526315789473,41.18634583100168,45.50950862921843,39.1572675037242,39.4822091886608,45.8980044345898,48.74602613917344,54.95161868355035,53.8704766366085,52.91613942252387,48.8610881623982
