Avg Threads Running,1,1,1.5,2.5,3,3.4,3.8000000000000003,4.3999999999999995,5.1,5.8999999999999995,6.444444444444445,7.125,8.5,8.25,8.875,10.124999999999998,10.857142857142856,11.5,12.2,13,13,13,11.666666666666666,13,15,12,13,13,14,14,14,14,14,18,18,20,26.666666666666668,26.666666666666668,32,32,32,32,28.333333333333336,27.5,27.5,22.333333333333336,16.5,16.5,16.5,16.5,16.5,22.333333333333336,23,38.666666666666664,46.5,70.25,86.2,104.5,125.71428571428572,141.625,154,178.33333333333334,185.8,204.1,222.4,237,247.29999999999998,253,253,253,253.1,253.2,253.3,253.4,253.4,253.4,253.4,253.4,253.4,253.4,253.3,253.20000000000005,253.1,253,253,253,230.5,212.3,197.9,187.6,180.70000000000002,177.3,177.3,177.3,177.3,177.3,199.8,218,232.4,242.4,249.3,252,227.4,224.55555555555554,198,191.125,182.28571428571428,170.5,154,130,89,10.5,14,14
Peak Threads Connected,1,1,6,11,11,11,11,11,11,11,11,11,17,17,17,17,17,17,17,17,17,17,15,15,15,12,14,14,16,16,16,16,16,30,30,30,34,34,34,34,34,34,34,34,34,34,21,21,21,21,21,34,34,70,70,107,150,196,253,253,253,253,253,253,253,253,253,253,253,253,254,254,254,254,254,254,254,254,254,254,254,254,254,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,246,14,14,14
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,5,5,5,5,5,17,17,46,66,104,148,190,249,250,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,252,252,252,252,252,203,3,1,1
Questions,38.333333333333336,38.22222222222222,71.55555555555556,198.11111111111111,344.44444444444446,501.88888888888886,664.2222222222223,806.1111111111111,910.7777777777777,1039.888888888889,1004.139675,977.1403999999999,1273.5639831448211,1228.111111111111,1194.888888888889,1139.4444444444446,983.7813749999999,890.255342857143,775.7342666666666,409.6,409.6,372.8225352112676,284.0937,163.82199999999997,254.2683127572016,211.6,528.0088353413654,514.8,514.8,514.8,514.8,1157.7433074806106,1157.7433074806106,1167.3312446596412,1166,1166,860.7970941883768,893.8101202404808,776.7426519706079,659.6751837007348,1183.6258609197955,1190.0798934753661,1190.0798934753661,1154.6323039324593,688.1310621242485,796.4810955243822,827.4692050768202,719.1191716766867,610.7691382765531,1116.7664670658683,1133.300132802125,1119.3955289122018,1089.178356713427,501.1081606872157,537.5017345703912,585.8872876804297,654.2288373095718,690.3744659462177,623.6883232864479,410.642434169279,395.4317548746518,305.11111111111114,238.22222222222223,185.77777777777777,125.77777777777779,50.66666666666667,46.111111111111114,41.22222222222222,43.333333333333336,43.66666666666667,44.22222222222222,41.66666666666667,129.66666666666669,138.66666666666669,138.55555555555557,139.55555555555557,136.33333333333334,139.88888888888889,139,139.66666666666669,140.55555555555557,51.66666666666667,43.66666666666667,44.55555555555556,155.55555555555557,222.8888888888889,270.11111111111114,347.33333333333337,403,462.11111111111114,517.3333333333334,523.4444444444445,523.2222222222223,411,344.8888888888889,298,277.55555555555554,298.55555555555554,291.11111111111114,321.22222222222223,571.4444444444445,549.8680499999999,801.2642785848952,781.733300664659,780.3001817015818,732.2123184311118,668.6728174207694,636.4648867313916,581.9873218428902,337.8451908775409
Threads Created,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,1.552450654247061,1.5555555555555558,1.5555555555555558,2,1.97745,2.0113714285714286,2.0616,0.5333333333333333,0.5333333333333333,0.4854460093896714,0.5244,0.6487999999999999,0,0,0.9230923694779115,0.9,0.9,0.9,0.9,2.6269702276707534,2.6269702276707534,2.9906009683850754,3,3,2.210320641282565,2.295090180360721,1.9944889779559118,1.693887775551102,4.110197733836925,4.660452729693742,4.660452729693742,3.665852032881582,1.06062124248497,1.227621910487642,1.275384101536406,1.1083834335337341,0.9413827655310621,2.8831226436016855,3.4860557768924303,7.3685525165480215,8.238699621465154,12.496462860030316,17.317764219443323,22.327831487076203,28.544648845453672,29.781352098517214,26.456798392498325,23.334621473354233,22.172701949860727,20.444444444444446,16.333333333333336,11.555555555555555,6.444444444444445,0.11111111111111112,0,0,0,0,0,0,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.6666666666666667,0,0,0,1.2222222222222223,6,10.11111111111111,14.666666666666668,18.444444444444446,22.333333333333336,26.111111111111114,26.111111111111114,26.111111111111114,24.888888888888893,20.11111111111111,16,13.222222222222223,11.666666666666668,9.222222222222223,7.444444444444445,7.444444444444445,7.220924999999999,7.541310857269602,7.3891943904916335,7.484893829271767,5.82543460196111,3.677815427546343,2.2743714214588002,0.1290437520715943,0.15604858701041152
Created Tmp Disk Tables,9.11111111111111,9,8.88888888888889,9,9.11111111111111,9.222222222222223,8.88888888888889,9,8.88888888888889,8.88888888888889,7.7598,6.8598,8.760257263251274,9,9,8.88888888888889,7.799941666666666,6.928057142857144,6.1848,3.6,3.6,3.2767605633802814,2.2287,1.1354,1.922633744855967,1.6,4.307764390896921,4.2,4.2,4.2,4.2,9.006755066299727,9.006755066299727,9.114212475078325,8.75,8.75,6.385370741482967,6.630260521042084,5.761857047428189,4.893453573814295,9.109086869584536,9.320905459387484,9.320905459387484,9.109086869584536,5.515230460921844,6.383633934535739,6.631997327989312,5.763593854375418,4.895190380761523,8.871146595697494,8.964143426294822,8.867241163981516,9.129369850812738,5.137434731345797,5.859393908834207,6.860506881503861,7.61996981891348,9.173159085197286,8.930564858227283,8.677195924764892,9.24791086350975,8.777777777777779,8.88888888888889,9.11111111111111,9,8.88888888888889,8.88888888888889,9.222222222222223,8.88888888888889,9,9.11111111111111,8.88888888888889,9,8.88888888888889,9,9.11111111111111,8.777777777777779,9,9,9,9,8.777777777777779,9,9,9,9.222222222222223,8.88888888888889,9,8.88888888888889,9.11111111111111,9.11111111111111,9,9.11111111111111,8.88888888888889,8.88888888888889,9.11111111111111,8.88888888888889,9,9,9.11111111111111,9.11111111111111,7.8675749999999995,8.983032050571143,7.823852884049965,6.934533988884138,6.0494897789596145,5.286859677097867,4.309335324869306,3.3551375538614514,2.652825979176996
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12565971349585323,0.11163206072784104,0.11725940438871474,0.11142061281337048,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0.22222222222222224,1.6666666666666667,5.222222222222222,6.555555555555555,11.222222222222223,16.555555555555557,17,18.88888888888889,18.32175,18.292799999999996,22.177866489243733,19.88888888888889,21,17.333333333333336,11.8647,11.621257142857143,9.964400000000001,5.6,5.6,5.097183098591549,4.0641,1.4598,3.3646090534979423,2.8,6.923192771084336,6.75,6.75,6.75,6.75,21.1408556417313,21.1408556417313,22.07348333808032,22.375,22.375,13.507515030060123,14.025551102204407,12.188543754175017,10.351536406145623,17.551655187736056,17.14380825565912,17.14380825565912,19.995556542990446,16.333567134268538,18.905377421509687,19.640915163660654,17.069104876419505,14.497294589178358,22.066977156797517,20.252324037184597,20.35718746097165,21.487419283010468,14.02380832070069,15.755259177087535,17.712581403155422,19.473256203890006,20.859512440311637,19.089082384460816,15.243722570532915,14.484679665738161,11.11111111111111,7.777777777777779,5.555555555555555,3.2222222222222223,1.1111111111111112,0.5555555555555556,0,0,0,0,0,2.111111111111111,2.888888888888889,2.888888888888889,2.888888888888889,2.888888888888889,2.888888888888889,2.888888888888889,2.888888888888889,2.888888888888889,0.7777777777777779,0,0,1.3333333333333335,1.4444444444444444,2.666666666666667,5.888888888888889,7.777777777777779,10.222222222222223,11.777777777777779,12.555555555555555,12.555555555555555,11.222222222222223,11.11111111111111,9.88888888888889,8.11111111111111,9.11111111111111,8.777777777777779,8.666666666666668,9.11111111111111,8.83755,10.424753243872685,10.214474598620788,10.346764999287444,9.074234668439422,6.321245266095277,4.309335324869306,2.9680062976466686,1.8725830441249383
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.333333333333336,29.444444444444446,28.555555555555554,27.666666666666668,29.111111111111114,29.22222222222222,28.444444444444446,29.666666666666668,28.888888888888893,28.666666666666668,24.464925,21.886028571428568,29.274783765801725,28.444444444444446,29.77777777777778,28.444444444444446,24.937841666666664,22.013342857142856,20.043333333333333,10.8,10.8,9.830281690140847,7.734899999999999,2.7573999999999996,3.845267489711934,3.2,13.538688085676037,13.2,13.2,13.2,13.2,28.771578684013015,28.771578684013015,30.47564796354315,27.375,27.375,18.91052104208417,19.63577154308617,17.063961255845022,14.492150968603871,28.882470562097307,30.459387483355528,30.459387483355528,29.104643412574983,16.757815631262524,19.396426185704744,20.151068804275216,17.512458249833,14.873847695390783,28.05500110889333,28.884462151394423,28.97464718371425,30.39412157648631,17.49504800404244,19.40110427591771,22.57730446458543,25.399899396378267,29.278713244533805,28.577807546327307,27.90773824451411,30.41782729805014,27.111111111111114,28.22222222222222,29.666666666666668,28.555555555555554,28.111111111111114,29.555555555555554,30.555555555555554,29.22222222222222,29.333333333333336,29.666666666666668,28.111111111111114,29.333333333333336,29.444444444444446,29.666666666666668,30,28.22222222222222,29,28.555555555555554,28.888888888888893,29.555555555555554,27.555555555555554,28.444444444444446,28.888888888888893,28.888888888888893,29.333333333333336,28.333333333333336,29.111111111111114,29,29.555555555555554,30.22222222222222,29,29,28.333333333333336,28.77777777777778,29,27.888888888888893,29.22222222222222,29.333333333333336,29.333333333333336,30.444444444444446,26.189325000000004,28.390817345014973,25.210192626383222,22.454681487815304,19.60482798736912,16.78003288818019,13.28711725168036,9.807325157441166,7.17823500247893
Sort Rows,90,81,81,81,81,90,81,72,72,72,69.8382,61.73819999999999,71.85628742514969,90,81,72,71.1882,63.3582,55.663199999999996,32.4,32.4,29.490845070422534,10.6191,0,0,0,37.385240963855416,36.45,36.45,36.45,36.45,70.92819614711034,70.92819614711034,80.74622614639705,70.875,70.875,59.67865731462926,61.96743486973948,53.85120240480963,45.734969939879754,89.980004443457,94.37416777629826,94.37416777629826,89.980004443457,51.54619238476954,59.662424849699406,61.983667334669335,53.867434869739476,45.75120240480962,80.83832335329342,80.67729083665338,70.81303859123268,81.16232464929861,44.98726629610914,52.73454517950786,60.62193353474321,58.78262431733257,81.4274943453129,72.337575351641,85.48210579937304,90.25069637883009,72,72,81,81,81,81,90,72,81.22222222222223,90.33333333333334,81.33333333333334,81.55555555555556,72.55555555555556,81.66666666666667,81.88888888888889,72.88888888888889,91.11111111111111,82,72.88888888888889,82,72.88888888888889,82,82,82,91.11111111111111,72.88888888888889,82,82,91.11111111111111,82,82,82,82,72.88888888888889,91.11111111111111,72.88888888888889,82,82,91.11111111111111,91.11111111111111,79.53795,72.75146944660086,71.28399294356635,54.15540829414279,55.11757354163204,47.122010165437516,29.447124719940255,21.163175339741464,12.795984134853743
