Avg Threads Running,1,1,1.3,2,2.4,3,3.7,4.3,4.800000000000001,5.7,6.1,7.1000000000000005,7.444444444444445,7.375,7.7142857142857135,8.714285714285715,8.833333333333334,9.2,10,10,12.5,14,14,14,14,63,63,63,63,63,63,63,63,63,63,63,73.5,89,107,125.6,146.83333333333331,162,173.375,182.22222222222223,189.3,208.3,225.20000000000002,238.2,247.4,252.7,252.1,252.1,251.9,251.9,251.9,251.9,233.9,232.11111111111114,208.8888888888889,203.37500000000003,197.14285714285714,162.85714285714283,148.16666666666666,108.16666666666667,79.2,35.75,23.333333333333332,22,14.666666666666668,14.666666666666668,14.666666666666668,15.5,15.5,18,18,18,18,13,13,13,13,13,13,13,13,13,13
Peak Threads Connected,1,1,4,8,8,8,8,8,8,10,10,11,11,11,11,14,14,14,14,14,14,14,14,14,14,63,63,63,63,63,63,63,63,63,63,63,84,120,161,200,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,253,73,44,44,18,18,18,18,18,18,18,18,18,13,13,13,13,13,13,13,13,13,13
Peak Threads Running,1,1,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,42,42,42,42,42,42,42,42,42,42,55,75,113,156,196,242,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,252,59,24,24,10,10,10,10,10,10,10,10,10,2,2,2,2,2,2,2,2,2,2
Questions,39.017341040462426,36.88888888888889,108.55555555555557,244.66666666666669,389.55555555555554,513.5555555555555,627,776,938.1111111111111,1068.5555555555557,1170.3333333333335,1209.888888888889,1037.765475,903.4247714285714,788.1283666666666,1218.2926829268292,1070.3804488778055,926.58353988604,817.440376522702,757.445577689243,749.5645771144278,185.75105708245243,255.34740493319632,296.8942634080109,338.2234541307654,404.0786858067125,424.3608217106369,418.6423738225494,419.5806144601057,411.3570310753409,333.8888888888889,269.22222222222223,238.33333333333334,234.33333333333334,211.55555555555557,234.0188993885492,300.77777777777777,354.11111111111114,371.77777777777777,366.55555555555554,361.22222222222223,552.4444444444445,487.68187500000005,745.6781914893617,678.1676292550918,615.7328967350038,919.140451927337,896.1721574489287,1159.7560975609756,1291.147132169576,992.9406267806269,848.2785028022417,1138.4256170780523,1164.1068447412354,1164.1068447412354,889.0866026711186,804.4320910455228,691.7507503751877
Threads Created,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.323325,0.3266571428571428,0.3311,1.441241685144124,1.449775561097257,1.3708547008547007,1.4243189368770763,1.4017330677290836,1.6833830845771143,3.642177589852009,8.676027749229188,13.475220638153427,17.65229979726305,23.50631621512333,22.632577157900634,22.04011352885525,21.583123584193306,20.56785155376705,18.77777777777778,14.777777777777777,10.777777777777779,7.333333333333334,3.2222222222222223,5.336297943301835,8,10.222222222222223,10.444444444444445,10.444444444444445,10.444444444444445,9.88888888888889,8.729775,7.424645390070923,5.215838199686654,2.6416856492027336,0.4430660168365086,0.22303936223218734,0.4434589800443459,0.49875311720698257,0.47361823361823363,0.29587670136108885,0.6671114076050702,1.001669449081803,1.001669449081803,0.7650250417362271,0.7142571285642823,0.614207103551776
Created Tmp Disk Tables,9.22632281013784,9,8.777777777777779,8.777777777777779,9.11111111111111,9,9,8.777777777777779,9.222222222222223,9,9,9.222222222222223,7.975350000000001,6.8598,6.070166666666666,9.201773835920177,8.252568578553616,7.196987179487179,6.409435215946843,5.8617928286852585,5.509253731343284,1.9424947145877378,2.892009249743063,3.808214528173795,4.851013684744045,5.621075616659927,6.396163109841484,7.546343219118917,8.328270513465894,8.830762351889112,8.88888888888889,9,9.11111111111111,8.88888888888889,9.11111111111111,9.227348526959421,8.777777777777779,9.11111111111111,9,9.222222222222223,8.88888888888889,8.88888888888889,7.7598,8.865248226950355,7.715094003703176,7.044495064540622,8.861320336730172,8.140936721474839,8.869179600886918,9.102244389027431,7.459487179487181,6.657225780624499,9.006004002668446,9.015025041736227,9.015025041736227,6.885225375626044,6.428314157078541,5.5278639319659835
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.2222222222222223,2.4444444444444446,3.666666666666667,4.888888888888889,5,6.333333333333334,7.555555555555555,9.88888888888889,11.222222222222223,10.222222222222223,8.729775,7.622,6.511633333333333,16.075388026607538,14.832319201995011,13.937022792022793,11.988017718715392,11.341294820717131,13.31402985074627,7.769978858350951,11.908273381294965,11.717583163611677,10.780030410542322,14.819199353012536,17.22043914188092,16.76965159804204,16.421941857538382,15.649452269170578,12,7.777777777777779,6.666666666666667,8.88888888888889,6,4.002223457476376,7.222222222222223,10.333333333333334,12.222222222222223,12.222222222222223,12.222222222222223,15.11111111111111,12.501900000000001,18.173758865248224,17.168800740635238,14.19906036446469,14.510412051395656,12.713243647234679,16.29711751662971,18.32917705735661,14.326951566951568,9.320116092874297,14.009339559706472,16.026711185308848,16.026711185308848,12.240400667779634,11.249549774887445,9.673761880940472
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,30.013339261894174,28.333333333333336,27.666666666666668,27.333333333333336,30,28.22222222222222,29.22222222222222,29.111111111111114,29.77777777777778,28.666666666666668,29.111111111111114,30.111111111111114,26.51265,21.994914285714284,20.5282,29.822616407982263,25.761396508728176,23.190292022792022,20.771317829457363,19.241972111553785,17.292935323383084,5.827484143763213,9.526618705035972,12.742871690427698,15.765794475418147,18.396247472705216,20.787530106984825,24.315994817160952,27.33080323433174,28.616141292197632,28.888888888888893,29.888888888888893,29.444444444444446,29.111111111111114,29.77777777777778,30.127848804891606,28.444444444444446,29,29.22222222222222,30.111111111111114,27.888888888888893,28.444444444444446,24.680474999999998,28.036347517730498,24.449241561031194,22.67446848899013,28.46699158174568,25.872566018933732,28.38137472283814,29.301745635910226,24.03612535612536,21.598999199359486,29.13053146542139,29.38230383973289,29.38230383973289,22.440734557595995,20.713456728364186,17.812006003001503
Sort Rows,74.47754557581148,67,59.55555555555556,59.55555555555556,74.44444444444444,67,67,59.55555555555556,74.44444444444444,67,74.44444444444444,74.44444444444444,64.988325,51.06739999999999,51.76196666666666,74.27937915742794,67.24728179551121,53.577571225071225,47.71468438538206,42.68914342629482,41.013333333333335,0,11.397918807810894,29.440427698574336,36.11310187531678,34.23746057420137,41.20605080378648,56.29811607914113,63.10717656682607,60.13860943438408,67.33333333333334,67.44444444444444,67.66666666666667,67.77777777777779,75.33333333333334,75.4863813229572,60.44444444444444,68,68,75.55555555555556,68,60.44444444444444,51.3009,67.81914893617021,59.11283292978207,59.87820804859528,67.78910057598581,68.25004484304932,60.310421286031044,67.83042394014963,56.360569800569806,40.239231385108084,60.48476762285969,56.76126878130217,56.76126878130217,43.35141903171954,48.56948474237119,41.766083041520766
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11086474501108648,0.11152119700748128,0.11423789173789174,0.11869324473975636,0.12743027888446215,0.15303482587064676,0,0,0,0,0,0,0.11978322570030027,0.11729958469670274,0.111781801922647,0.11111111111111112,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.7782101167315176,1.2222222222222223,1.2222222222222223,1.3333333333333335,1.4444444444444444,1.3333333333333335,5.555555555555555,5.38875,5.208333333333334,4.998511608033043,4.512879650721336,4.541426672574213,4.460787244643747,4.323725055432372,4.8628428927680805,0,0,0,0,0,0,0,0
table_open_cache_hits,287.34993330369053,283.44444444444446,424.44444444444446,687.7777777777778,967.3333333333334,1208.4444444444446,1428.7777777777778,1718.7777777777778,2033.2222222222222,2289,2485.5555555555557,2560.777777777778,2197.7478,1917.2596571428571,1671.3928,2579.60088691796,2270.0139650872816,1970.946346153846,1738.0251827242523,1607.278107569721,1587.2772139303484,411.08044397463,570.5764131551903,674.7863204344874,778.5876964014192,931.8210351799432,993.3733322130736,1004.2625642713174,1026.4886656808458,1024.1448692152917,872.2222222222223,743.6666666666667,677.8888888888889,666.3333333333334,614.6666666666667,652.1400778210117,776.5555555555555,876.2222222222223,911.5555555555557,902.8888888888889,892.4444444444446,1257.111111111111,1104.370425,1632.2030141843973,1479.2334460903005,1340.875607441154,1974.191404519273,1906.317428998505,2438.0266075388026,2690.8977556109726,2088.419601139601,1790.7937349879903,2409.717589504114,2465.442404006678,2465.442404006678,1882.9816360601003,1708.5030515257633,1469.183391695848
table_open_cache_misses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11086474501108648,0.11152119700748128,0.11423789173789174,0.11869324473975636,0.12743027888446215,0.15303482587064676,0,0,0,0,0,0,0.11978322570030027,0.11729958469670274,0.111781801922647,0.11111111111111112,0.22222222222222224,0.33333333333333337,0.33333333333333337,0.6666666666666667,0.7782101167315176,1.2222222222222223,1.2222222222222223,1.3333333333333335,1.4444444444444444,1.3333333333333335,5.555555555555555,5.38875,5.208333333333334,4.998511608033043,4.512879650721336,4.541426672574213,4.460787244643747,4.323725055432372,4.8628428927680805,0,0,0,0,0,0,0,0
