Avg Threads Running,2,2,2.4,3.2,3.9000000000000004,4.5,4.9,5.1,6,7,7.5555555555555545,8.25,8.571428571428571,8.333333333333332,8.2,8.25,9,11.5,12,65,68,83,100.75,119.4,137.66666666666666,156.85714285714283,174.99999999999997,188.99999999999997,200.2,223.8,246.8,265.6,280.3,291,298.20000000000005,301.09999999999997,301,301,301,301,301,301,301,301,301,301,301,301,301,85,85,85,85,85,85,85,85,85,85,52,48.5,48.5,47.33333333333333,47.33333333333333,47.33333333333333,46.75,46.75,46.75,46.75
Peak Threads Connected,2,2,6,10,10,10,10,10,11,12,12,12,12,12,12,12,12,12,12,65,71,113,154,194,229,272,302,302,302,302,302,302,302,302,302,302,301,301,301,301,301,301,301,301,301,301,301,301,301,85,85,85,85,85,85,85,85,85,85,52,52,52,52,52,52,52,52,52,52
Peak Threads Running,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,35,60,104,146,186,223,264,297,298,298,298,298,298,298,299,299,299,299,299,299,299,299,299,299,299,299,299,299,299,41,64,64,64,64,64,64,64,64,64,64,24,24,24,24,24,24,27,27,27,27
Questions,36.55555555555556,38.111111111111114,52,162,279,418.55555555555554,550.7777777777778,661.2222222222223,804.7777777777778,963.2222222222223,929.774925,922.1531142857142,821.1279999999999,713.3193600000001,584.2207999999999,461.4428,364.45799999999997,238.1096,152.85233050847458,190.92469135802466,216.8052536231884,252.81288032454364,283.1137216828479,318.59452669358456,348.3402073732719,348.8572381671702,336.3148479427549,267.11111111111114,216.55555555555557,182.11111111111111,143,114.88888888888889,75.77777777777779,45.88888888888889,46.44444444444444,52.55555555555556,52.55555555555556,65.11111111111111,57.982949999999995,53.78954285714285,44.91923333333333,43.51428,38.824799999999996,31.994333333333334,23.0736,24.492199999999997,212.21069958847733,176.6,485.4283444816054,473.55,473.55,838.1867734579233,1067.9125646587686,869.4766116024251,762.6853551365482
Threads Created,0,0,0,0,0,0,0,0,0,0.4444444444444445,0.4311,0.4355428571428571,0.4414666666666666,0.44976000000000005,0.4622,0.4829333333333333,0.5244,0.6487999999999999,2.1870762711864407,8.678395061728395,13.477083333333335,17.788539553752535,21.33573624595469,25.851951547779272,28.74884792626728,28.26987034239678,26.945438282647586,25.77777777777778,21.22222222222222,16.666666666666668,12.222222222222223,8.333333333333334,3.555555555555556,0.22222222222222224,0.11111111111111112,0.11111111111111112,0.11111111111111112,0,0,0,0,0,0,0,0,0,0.9613168724279835,0.8,2.152675585284281,2.1,2.1,3.0122337171144116,3.8378107792424494,3.1246815729462156,2.7409004950219704
Created Tmp Disk Tables,9,9,9.11111111111111,9.11111111111111,9,9.11111111111111,9.11111111111111,9,9.222222222222223,8.88888888888889,7.7598,6.8598,5.849433333333333,4.947360000000001,4.1598,3.139066666666667,2.2287,1.2975999999999999,1.7010593220338983,2.892798353909465,3.8087409420289853,4.716658215010143,5.6213915857605175,6.647644683714669,7.306998847926266,8.445770392749244,8.94454382826476,9,8.88888888888889,9,9.11111111111111,9.11111111111111,8.777777777777779,9.11111111111111,8.777777777777779,9,9,9.222222222222223,7.8675749999999995,6.8598,5.9597999999999995,5.28468,4.27535,3.501266666666667,2.4909,1.7841999999999998,1.6823045267489711,1.4,4.151588628762542,4.05,4.05,6.941234217698427,8.843650926080427,7.200353189832583,6.31598809722454
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,0,2.3333333333333335,2.666666666666667,3.1111111111111116,7.222222222222223,7.555555555555555,8.666666666666668,12.666666666666668,12.28635,12.412971428571428,10.2641,10.119600000000002,9.937299999999999,5.915933333333333,6.0306,5.8392,1.7010593220338983,1.7016460905349793,2.050860507246377,2.2909482758620694,2.1719012944983818,2.462090623598026,2.755097926267281,2.69795443101712,2.5715563506261185,1.777777777777778,1.4444444444444444,1,0.6666666666666667,0.7777777777777779,0.4444444444444445,0.11111111111111112,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.5555555555555556,0.538875,0.5444285714285714,0.4414666666666666,0.44976000000000005,0.4622,0.36219999999999997,0.3933,0.4866,3.3646090534979423,2.8,8.303177257525084,8.1,8.1,15.585035318983259,19.856499249123978,16.16683074698259,14.181180822070194
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,27.77777777777778,29,29.888888888888893,29.666666666666668,29.888888888888893,29.77777777777778,28.77777777777778,28.22222222222222,30.333333333333336,29.77777777777778,25.4349,22.321571428571424,19.314166666666665,15.7416,13.634899999999998,10.866,7.9971000000000005,4.3793999999999995,4.860169491525424,9.86954732510288,11.86569293478261,15.632352941176473,17.75848705501618,22.281920143562136,23.957373271889402,27.80066087613293,29.405187835420396,29,28.111111111111114,29.888888888888893,28.666666666666668,30.22222222222222,27.22222222222222,29.333333333333336,27.444444444444446,29.111111111111114,29.111111111111114,30.111111111111114,25.003800000000002,22.648228571428568,18.8727,17.540640000000003,13.634899999999998,11.831866666666667,7.472700000000001,6.325799999999999,5.7679012345679,4.8,14.761204013377926,14.4,14.4,23.83593637020969,30.36876355748373,24.725741142443965,21.688864786695593
Sort Rows,89,89,89,89,89,89,98.88888888888889,89,98.88888888888889,79.11111111111111,76.7358,67.83579999999999,49.11316666666666,40.02864,41.1358,21.490533333333335,11.6679,0,0,15.144650205761314,26.075226449275362,35.981364097363084,45.48216828478964,65.7378196500673,63.9661866359447,83.51928499496475,79.60644007155636,89,89,98.88888888888889,98.88888888888889,98.88888888888889,79.11111111111111,98.88888888888889,79.11111111111111,89,89,98.88888888888889,76.7358,67.83579999999999,58.93579999999999,60.04296000000001,41.1358,42.98106666666667,35.003699999999995,28.8716,0,0,41.05459866220736,40.05,40.05,69.93620891039546,89.10395461371601,72.54695478057735,63.636559319205745
