Avg Threads Running,2,2,2.4,3.2,4.2,4.8,5,5.6,5.8,6.3,6.777777777777778,7.375,8,7.714285714285714,7,6.800000000000001,7.5,7.333333333333333,9,11,11,11,23,23,23,23,32.5,32.5,32.5,32.5,32.5,30.666666666666664,36.666666666666664,37.5,39.4,39.33333333333333,38.5,39,36.625,34.77777777777778,33.1,32.4,30.2,27.199999999999996,23.700000000000003,21.8,20.111111111111114,17.375,17,16.5,16.2,15.25,14,16,20,51,51,51,51,51,51,51,51,51,51
Peak Threads Connected,2,2,6,10,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,23,23,23,23,42,42,42,42,42,42,42,42,47,47,47,47,47,47,47,47,47,47,42,42,42,20,20,20,20,20,20,20,20,51,51,51,51,51,51,51,51,51,51
Peak Threads Running,1,1,1,2,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,4,4,4,4,10,10,10,10,10,10,22,22,30,30,30,30,30,30,30,30,30,30,20,20,20,4,4,4,4,4,4,4,4,23,23,23,23,23,23,23,23,23,23
Questions,38.111111111111114,37.22222222222222,112.33333333333334,238.44444444444443,387.33333333333337,535.4444444444445,655.7777777777778,775.5555555555555,901.8888888888889,1058.5555555555557,1023.754725,957.3231999999998,1232.2795341098167,1067.4656924516532,932.1278260869565,829.0700935162095,728.2926387504154,631.102285180573,536.6977777777777,791.7526475037821,1162.6323751891073,1162.6323751891073,1162.6323751891073,828.0267776096822,1143.6839176405122,1081.4283330552312,1062.0542082738943,1017.4120005010648,976.065902259824,500.162962962963,541.564392419175,678.746139328793,820.3359021848316,903.5029004908523,948.7208008898775,1007.9126267691963,1072.5555555555557,1139.3333333333335,1168.9639839928857,1082.3760521042084,954.7099428571428,821.2383666666667,712.5322800000001,588.26505,436.0888,304.9386,175.0138
Threads Created,0,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,0.9983361064891845,0.9886993137866501,0.7821739130434782,0.8016978387364923,0.833695579926886,0.8962702366127024,1.07832504145937,3.6059001512859306,5.295007564296521,5.295007564296521,5.295007564296521,3.771104387291982,2.8937117417918756,2.1691973969631233,2.425106990014265,2.88112238506827,2.5603918512746295,2.2966666666666664,2.2094648829431436,2.15550996963978,2.110942993470618,2.0080321285140563,1.1123470522803114,0.6686726847208291,0,0.11111111111111112,1.0004446420631392,0.9718061122244489,0.9799714285714284,0.9933,1.01196,1.03995,1.0866,1.1799,1.2975999999999999
Created Tmp Disk Tables,8.88888888888889,8.777777777777779,8.88888888888889,9.11111111111111,8.777777777777779,9,9.222222222222223,9,8.88888888888889,8.88888888888889,7.7598,6.8598,9.095951192457015,8.129305468912456,7.039565217391305,6.184526184538654,5.478570953805251,4.737428393524285,4.467346600331675,6.00983358547655,8.825012607160867,8.825012607160867,8.825012607160867,6.2851739788199685,9.015025041736228,9.177373602536292,9.12981455064194,9.019165727170236,9.239674941556272,5.869259259259259,6.505646599777035,7.664035447608107,8.443771973882471,9.036144578313252,9.121245828698553,9.027081243731192,9.11111111111111,8.88888888888889,9.004001778568252,7.990405811623246,6.8598,6.070166666666666,5.17224,4.1598,3.3805333333333336,2.4909,1.6219999999999999
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.1111111111111112,2.3333333333333335,2.4444444444444446,7,8.555555555555555,10.777777777777779,14.555555555555557,16.77777777777778,16.274025,15.352885714285714,21.852468108707708,21.531673944687046,17.319565217391304,16.148485037406484,14.41102359587903,11.139358655043587,10.321111111111112,13.736762481089258,20.171457387796266,20.171457387796266,20.171457387796266,14.366111951588499,18.030050083472457,15.684965793425665,14.835948644793152,14.029813353375923,13.13592341088723,6.252037037037037,7.364882943143812,9.580044309510134,15.245699397287794,16.510486390004463,17.797552836484982,19.9487350941714,20.88888888888889,21.11111111111111,21.009337483325925,19.220165330661324,17.203942857142856,11.919599999999999,10.119600000000002,7.6263000000000005,4.467133333333334,2.622,1.9464
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29,28.333333333333336,28.555555555555554,29.444444444444446,27.888888888888893,29,30.22222222222222,28.555555555555554,28,27.77777777777778,24.680474999999998,22.43045714285714,30.282861896838604,27.13430338947806,22.906521739130433,20.50055901911887,19.055898969757394,15.876787048567872,15.558689883913763,18.888048411497728,27.73575390821987,27.73575390821987,27.73575390821987,19.75340393343419,29.04841402337229,31.36993158685133,30.67047075606277,30.189151947889265,30.947344984971615,20.159629629629627,22.34014492753623,25.267366866332978,28.2631811903566,30.34359660865685,29.699666295884317,29.421598127716482,29.333333333333336,29.555555555555554,29.457536682970208,26.022808116232465,23.083771428571428,20.08673333333333,16.97844,13.75045,11.469666666666667,9.0459,4.866
Sort Rows,66.66666666666667,66.66666666666667,75,75,66.66666666666667,75,83.33333333333334,75,75,75,64.66499999999999,57.165,83.19467554076539,74.15244853399875,58.663043478260875,51.53771820448878,53.59471585244266,38.41158156911582,46.2139303482587,51.512859304084714,75.64296520423599,75.64296520423599,75.64296520423599,53.87291981845688,83.47245409015025,75.08760220256967,74.89300998573466,75.1597143930853,83.49103862852054,47.84722222222222,46.03051839464882,62.988791335029134,61.68644525364139,75.63587684069611,83.87096774193547,75.67145882090716,75.55555555555556,67.33333333333334,75.92263228101379,73.74928607214429,57.92719999999999,58.715066666666665,42.7272,35.1272,36.702933333333334,29.890800000000002,24.6544
Sort Range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Merge Passes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opened_tables,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.33277870216306155,0.32956643792888335,0.3352173913043478,0.22905652535328347,0.23819873712196743,0.25607721046077214,0.3080928689883914,0.17170953101361572,0.2521432173474533,0.2521432173474533,0.2521432173474533,0.17957639939485626,0.11129660545353368,0.6674453529117303,0.8559201141226819,1.0021295252411373,1.0018924635422466,1.1483333333333332,1.1047324414715718,1.07775498481989,1.055471496735309,1.0040160642570282,0.5561735261401557,0.33433634236041454,0.11111111111111112,0,0,0,0,0,0,0,0,0,0
table_open_cache_hits,285.11111111111114,284.33333333333337,431.2222222222223,675.7777777777778,965.5555555555557,1252.5555555555557,1484.4444444444446,1717.1111111111113,1961.3333333333335,2265.888888888889,2168.540775,2017.5433999999998,2598.890737659456,2253.4654470783944,1971.0782608695652,1752.0533624272653,1537.5728481222998,1332.3697260273973,1137.478872305141,1686.015885022693,2475.794251134644,2475.794251134644,2475.794251134644,1763.2606656580933,2433.38898163606,2313.866177206741,2288.0171184022824,2207.941876487536,2129.2441277969497,1137.105185185185,1244.6652173913042,1536.399606137688,1832.0639691109996,2005.57786702365,2089.655172413793,2197.704223782458,2313.3333333333335,2435.5555555555557,2491.329479768786,2287.415631262525,2013.7323999999996,1732.9773999999998,1500.62424,1238.2338,918.7806666666668,645.4053,376.62839999999994
table_open_cache_misses,0,0,0,0,0,0,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.107775,0.10888571428571428,0.33277870216306155,0.32956643792888335,0.3352173913043478,0.22905652535328347,0.23819873712196743,0.25607721046077214,0.3080928689883914,0.17170953101361572,0.2521432173474533,0.2521432173474533,0.2521432173474533,0.17957639939485626,0.11129660545353368,0.6674453529117303,0.8559201141226819,1.0021295252411373,1.0018924635422466,1.1483333333333332,1.1047324414715718,1.07775498481989,1.055471496735309,1.0040160642570282,0.5561735261401557,0.33433634236041454,0.11111111111111112,0,0,0,0,0,0,0,0,0,0
table_open_cache_overflows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sort Scan,0.888888888888889,0.888888888888889,1,1,0.888888888888889,1,1.1111111111111112,1,1,1,0.8622,0.7621999999999999,1.1092623405435384,0.9886993137866501,0.7821739130434782,0.6871695760598504,0.7145962113659022,0.5121544209215443,0.6161857379767828,0.6868381240544629,1.0085728693898133,1.0085728693898133,1.0085728693898133,0.718305597579425,1.1129660545353368,1.0011680293675955,0.9985734664764623,1.0021295252411373,1.1132138483802738,0.637962962962963,0.6137402452619843,0.8382538770821368,0.8209222752385734,1.0040160642570282,1.1123470522803114,1.0030090270812437,1,0.888888888888889,1.0004446420631392,0.9718061122244489,0.7621999999999999,0.7725666666666666,0.5622,0.4622,0.4829333333333333,0.3933,0.32439999999999997
Slow Queries,4.333333333333334,4.111111111111112,5.666666666666667,7.444444444444445,8.88888888888889,11.88888888888889,13.666666666666668,14.222222222222223,15.666666666666668,16.333333333333336,15.627375,14.04625714285714,17.85912368275097,15.379767103347888,12.067826086956522,10.422071903574398,9.766148222000664,7.938393524283936,8.164461028192372,13.049924357034794,19.16288451840645,19.16288451840645,19.16288451840645,13.647806354009074,23.149693934335005,31.703654263307193,40.79885877318117,44.093699110610046,47.756874095513744,46.82648148148148,53.02715719063544,61.55178468860261,63.797388247111996,63.69924141008478,58.84315906562847,50.26189680151565,44.66666666666667,37.22222222222222,32.45887060915963,24.511109719438878,15.788428571428572,12.692166666666665,9.894720000000001,8.3196,6.5196,4.8507,4.3793999999999995
Aborted Connects (attempts),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aborted Clients (timeout),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Table Locks Immediate,58.11111111111111,57.22222222222223,135.66666666666669,267.11111111111114,419,573.7777777777778,698.8888888888889,821.8888888888889,951.7777777777777,1111.5555555555557,1073.331225,1002.8374285714284,1286.9661674986132,1115.4725369099604,971.9069565217391,863.8866853699086,758.5438783649053,655.8137359900373,559.1885572139303,826.4379727685325,1213.5653050932929,1213.5653050932929,1213.5653050932929,864.3012102874433,1201.7807456872565,1136.3257133322209,1121.1126961483594,1074.4081172491544,1030.5020594456196,523.3848148148147,576.3020903010033,722.8143431525397,869.1221402561526,957.1619812583667,1007.230255839822,1060.9606597570487,1126.4444444444446,1195,1230.9915518008004,1131.7222069138277,995.2154285714284,856.9971666666667,741.6542400000001,611.9528,456.6134666666667,320.6706,186.3678
