Avg Threads Running,1,1,1.4,2.2,3.3,3.8,4.1,4.7,5.3999999999999995,5.888888888888888,6.5,7.285714285714286,7.666666666666666,7.4,6.25,6.333333333333333,7,7,6,6,15,15,15,15,15,20,27,26,26,26,27,27,27,27,27,24,24,41,41,42.5,46,46,48.5,50.8,51,48.42857142857143,46.875,46.75,45.55555555555556,45.75,44.714285714285715,44.714285714285715,42.833333333333336,39.4,36.25,37.333333333333336,38,36,66,66,66,66,66,66,66,56,56,56,46,46,46,46,46,46,46
Peak Threads Connected,1,1,5,9,12,12,12,12,12,12,12,12,12,12,8,8,8,8,6,6,24,24,24,24,24,30,30,30,30,30,30,30,30,30,30,24,24,41,41,44,53,53,56,60,60,60,60,60,60,60,60,60,60,52,40,40,40,36,66,66,66,66,66,66,66,66,66,66,46,46,46,46,46,46,46
Peak Threads Running,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,9,9,9,9,9,9,9,9,9,9,6,6,13,13,13,13,13,22,22,23,23,23,23,23,23,23,23,23,23,14,13,13,10,34,34,34,34,34,34,34,34,34,34,10,10,10,10,10,10,10
Questions,38.77777777777778,38.111111111111114,147.77777777777777,279.33333333333337,405.8888888888889,535.6666666666667,686.5555555555555,829.2222222222223,962.6666666666667,928.80495,933.8038857142856,834.5927333333333,712.08252,594.6202999999999,475.68933333333337,333.3873,1182.8767882887878,1176.6246725707872,805.8532491877031,1174.4563859035238,1174.4563859035238,1174.4563859035238,838.6205823544115,1156.6651904340124,1142.5163983303519,1156.1874821377537,1156.1874821377537,1156.1874821377537,468.6,468.6,468.6,490.9341382816472,371.8187341128622,436.1196862348178,511.1915765461305,495.75,754.6623002340355,871.4257740392684,963.1546127317142,1105.7390430742182,1105.0987392614081,1104.0440716163766,1113.770455304464,972.903325,771.8666666666667,733.1238254659078,608.18796,508.76665,417.3719626168224,308.97860721442885,193.06626506024094,1120.544769631991,1120.544769631991,1120.544769631991
Threads Created,0,0,0,0,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.21555,0.21777142857142856,0.2207333333333333,0.22488000000000002,0,0,0,2.7725407563491187,3.118373456405139,1.8864408897775555,2.7493126718320418,2.7493126718320418,2.7493126718320418,1.9631467133216698,4.871567759078831,6.55933214072749,5.001428979708488,5.001428979708488,5.001428979708488,0.4,0.4,0.4,0.41906456532791053,0.3173868835790544,1.1614372469635628,3.557460290638729,3.45,3.7452223336676704,3.8170204732337645,3.6785026584279352,3.767424337561221,3.347093607051211,3.5056967572305,3.562284314816876,1.6300178571428572,1.1666666666666667,1.1081073540899453,0.8995200000000001,0.9244,0.9669781931464174,1.050501002004008,0.6506024096385541,4.056795131845842,4.056795131845842,4.056795131845842
Created Tmp Disk Tables,9.222222222222223,9.11111111111111,9.222222222222223,9,8.777777777777779,8.777777777777779,8.88888888888889,9.11111111111111,9.11111111111111,7.652025,6.750914285714285,5.849433333333333,5.17224,4.27535,3.3805333333333336,2.3598,9.093933680825108,9.105650492703006,6.17380654836291,8.997750562359409,8.997750562359409,8.997750562359409,6.424843789052737,8.7466784765279,8.547008547008547,8.859674192626464,8.859674192626464,8.859674192626464,3.8,3.8,3.8,3.9811133706151502,3.015175394001017,3.4843117408906883,8.352298073673538,8.1,9.764329655633569,10.56042330928008,11.035507975283805,12.558081125204067,12.161106772286065,12.520345561537498,12.245352332183012,8.041421428571429,6.416666666666667,6.094590447494699,5.059800000000001,4.3909,3.384423676012461,2.494939879759519,1.6265060240963856,9.27267458707621,9.27267458707621,9.27267458707621
Created Tmp Files,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Full Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.248115917539709,3.15,2.8089167502507526,2.6719143312636353,2.5749518608995543,2.6371970362928545,2.3429655249358476,2.6292725679228743,2.337749081598575,0,0,0,0,0,0,0,0,0,0,0
Select Full Range Join,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Range,0,0,1.3333333333333335,3.7777777777777777,4.555555555555555,5.777777777777778,7.222222222222223,11.666666666666668,12.222222222222223,11.85525,11.97742857142857,10.815933333333332,8.545440000000001,7.97295,7.002533333333334,5.8995,20.62770322723744,22.577023824373207,20.23636590852287,29.492626843289173,29.492626843289173,29.492626843289173,21.05921019745064,22.586359610274577,17.094017094017094,18.005144326950557,18.005144326950557,18.005144326950557,8,8,8,8.38129130655821,6.347737671581088,8.71077935222672,7.2695927678269685,7.05,11.10190906051488,14.759145829837223,17.656812760454088,19.841768177822427,19.301573133995316,18.905721797921622,18.36802849827452,17.712860714285714,14.816666666666668,14.072963396942304,10.56936,7.6263000000000005,6.285358255451714,4.8585671342685375,2.277108433734939,13.039698638075922,13.039698638075922,13.039698638075922
Select Range Check,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Select Scan,29.666666666666668,29.22222222222222,30,28.333333333333336,27.77777777777778,28.333333333333336,27.888888888888893,29.22222222222222,29.555555555555554,24.788249999999998,21.341599999999996,18.76233333333333,16.866,13.51935,10.262333333333334,7.734899999999999,29.499833647554617,29.811650243233128,19.550387403149212,28.492876780804796,28.492876780804796,28.492876780804796,20.345338665333667,27.790079716563334,27.23116676605049,28.57959416976279,28.57959416976279,28.57959416976279,12.6,12.6,12.6,13.200533807829183,9.997686832740213,10.259362348178138,28.614354511659343,27.75,32.636937479103985,35.752758432622926,37.03026009484121,40.93934446816526,40.276693071516235,41.44234380868912,40.96626962039407,25.64561428571428,20.65,19.613500167392033,15.7416,13.75045,11.482866043613706,7.87875751503006,6.018072289156626,31.29527673138221,31.29527673138221,31.29527673138221
Sort Rows,100,100,100,90,80,80,90,90,100,77.598,68.59799999999998,59.59799999999999,60.717600000000004,51.9975,43.464,23.598,99.81146722856826,89.809155544468,61.738065483629086,89.9775056235941,89.9775056235941,89.9775056235941,64.24843789052737,79.71656333038086,71.55635062611807,77.16490425835954,77.16490425835954,77.16490425835954,36,36,36,37.71581087951195,28.564819522114895,52.26467611336032,41.76149036836769,40.5,73.43310932798396,81.68423812720256,78.7199568903578,92.3018962702499,92.37978355461341,81.50744960560911,93.17599910942891,90.95499642857143,65.1,61.832390358218944,52.2846,53.73075,44.96448598130841,36.63622244488978,30.253012048192765,108.95392639814547,108.95392639814547,108.95392639814547
